Id	Name	ImportId	Address	City	State	CountryAlpha3Code	ZipCode	PhoneNumber	FaxNumber	Email	Contact	ManagementCode	Code	CommissionPlanId	TaxJurisdictionId	LastUpdatedByIntegrationDateTime	Description	DeliveryPricingPlanId	DeliveryPaymentTermInDays	DeliveryInvoiceSendingPreference	DeliveryStatementSendingPreference	BranchId	SalespersonUserId	AccountManagerUserId	StartDate	EndDate	CustomerGroupId	
=1133	=PITNEY BOWES PRESORT SERVICES	=1639	=10110 I STREET	=OMAHA	=NE	[NULL]	=68127	=402.596.7938	[NULL]	[NULL]	=Linda Styles	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1135	=MAJORS PLASTICS	=1443	=10117 I STREET	=OMAHA	=NE	[NULL]	=68127	=(402) 331-1660 (EXT. 228)	[NULL]	[NULL]	=JOHN PACOVSKY	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1137	=MARKET LINK	=MEI-1448	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=07/05/2010 21:11:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1138	=Omaha Steaks	=MEI-2822	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1141	=STAPLES/CORPORATE EXPRESS	=1168	=4205 SOUTH 96TH ST	=OMAHA	=NE	[NULL]	=68127	=4025372500	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1143	=H & H CHEVROLET	=2798	=4645 S. 84TH STREET	=OMAHA	=NE	[NULL]	=68127	=4023392222	[NULL]	[NULL]	=JOHN COSTELLO	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1144	=MARIANNA	=1447	=11222 I STREET	=OMAHA	=NE	[NULL]	=68137	=(402) 593-0211  Ext. 1153	[NULL]	[NULL]	=Debi Miller	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1145	=Oriental Trading Co.	=MEI-1581	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1148	=Omaha Steaks	=MEI-2823	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1149	=Creighton University	=MEI-1180	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1150	=Univ of NE Medical	=MEI-151276	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1151	=Univ of NE Medical	=MEI-1761	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1152	=ROBERTS DAIRY	=1665	=2901 Cuming St.	=Omaha	=NE	[NULL]	=68131	=402-510.9740	[NULL]	[NULL]	=GREG SMITH	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1155	=Univ of NE Medical	=MEI-2744	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1156	=Univ of NE Medical	=MEI-1773	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1157	=Univ of NE Medical	=MEI-1777	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1162	=Univ of NE Medical	=MEI-1771	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1166	=TREAT AMERICA OMAHA	=1728	=3200 S. 60 St.	=Omaha	=NE	[NULL]	=68106	=4025534000	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1179	=OMAHA VACCINE COMPANY	=1543	=11143 MOCKINGBIRD DR	=OMAHA	=NE	[NULL]	=68137	=4027319600	[NULL]	[NULL]	=Laurie Paragas	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1180	=ROTELLA'S BAKERY	=1671	=6949 S 108TH ST	=LAVISTA	=NE	[NULL]	=68128	=(402) 592-6600   EXT. 110	[NULL]	[NULL]	=TOM QUANDT	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1181	=MALNOVE	=151273	=13434 F STREET	=OMAHA	=NE	[NULL]	=68137	=4027780571	[NULL]	[NULL]	=JIM BAY	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1189	=HYATT RESERVATIONS	=1330	=9805 "Q" St.	=Omaha	=NE	[NULL]	=68127	=402-935.5342	[NULL]	[NULL]	=MITCH BIGGS	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1191	=UNO	=MEI-151330	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1194	=PACIFIC LIFE	=1587	=1299 FARNAM ST	=OMAHA	=NE	[NULL]	=68102	=4025743812	[NULL]	[NULL]	=Jill Boop	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1195	=Salvation Army	=MEI-151299	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=12/05/2011 12:32:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1197	=First National Bank	=MEI-1258	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1205	=Menards Inc.	=MEI-1456	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1206	=Menards Inc.	=MEI-1457	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1207	=Menards Inc.	=MEI-1455	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1209	=COLLEGE OF ST MARY	=1147	=7000 Mercy Road	=Omaha	=NE	[NULL]	=68106	=4023992463	[NULL]	[NULL]	=JUDY LYMAN	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1211	=DTN	=MEI-151311	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1212	=AFLAC	=1014	=9500 W DODGE RD SUITE 300	=OMAHA	=NE	[NULL]	=68114	=4023924999	[NULL]	[NULL]	=SUE LEESON	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1213	=Vertrue	=MEI-1807	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=09/06/2011 15:28:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1214	=Nebraska Furniture Mart	=MEI-1502	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=09/25/2012 04:50:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1215	=Nebraska Furniture Mart	=MEI-1500	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1216	=Nebraska Furniture Mart	=MEI-1499	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1218	=Lincoln Financial Group	=MEI-2776	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1219	=Lincoln Financial Group	=MEI-2778	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1223	=OLD MILL TOYOTA	=1526	=601 N 108TH CIRCLE	=OMAHA	=NE	[NULL]	=68154	=4024964444	[NULL]	[NULL]	=Bill Woodall	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1224	=All Vend Management	=MEI-2349	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1225	=CONVERGYS	=1163	=2121 N. 117 Ave.	=Omaha	=NE	[NULL]	=68164	=4024984100	[NULL]	[NULL]	=KELLY	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1226	=CARLSON HOSPITALITY	=1106	=11340 BLONDO ST	=OMAHA	=NE	[NULL]	=68164	=Laura 763.212.3446	[NULL]	[NULL]	=THIS CUSTOMER SHOULD NOT	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1227	=CSI	=MEI-2773	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1228	=AMERICAN TITLE/BURDETTE ST	=151274	=11010 BURDETTE STREET	=OMAHA	=NE	[NULL]	=68154	=4024933403	[NULL]	[NULL]	=DONNA BURLINGAME	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1229	=All Vend Management	=MEI-1607	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1237	=Bellevue University	=MEI-1075	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1242	=DOLLECK & FREDERES	=1214	=10730 PACIFIC STREET	=OMAHA	=NE	[NULL]	=68114	=402.391.7030	[NULL]	[NULL]	=MICHELLE- SUITE 242	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1248	=JEWISH COMMUNITY CENTER	=1364	=333 S. 132 St.	=Omaha	=NE	[NULL]	=68154	=4023346505	[NULL]	[NULL]	=MATT CHADEK	[NULL]	[NULL]	[NULL]	[NULL]	=07/05/2011 15:30:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1251	=NORTHERN NATURAL GAS COMPANY	=2891	=1111 SOUTH 103RD STREET	=OMAHA	=NE	[NULL]	=68124	=4023987616	[NULL]	[NULL]	=NETA ZITNIK	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1256	=First National Bank	=MEI-151277	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1265	=Con Agra	=MEI-1154	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1273	=Kaplan Univ C.B.	=1307	=1751 Madison Ave #750	=Council Bluffs	=IA	[NULL]	=51503	=7123284212	[NULL]	[NULL]	=Jason Weseman	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1274	=H. D. R. /DURHAM BUILDING	=1304	=8401 INDIAN HILLS DR	=OMAHA	=NE	[NULL]	=68114	=4025484003	[NULL]	[NULL]	=Mark Covert/Lund Co.	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1279	=Vodec	=MEI-1812	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1281	=Con Agra	=MEI-1153	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1282	=International Vending Manageme	=MEI-1753	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1286	=AMERICAN GAMES	=1023	=504 34TH AVE.	=COUNCIL BLUFFS	=IA	[NULL]	=51501	=712-366-9553 ext. 257	[NULL]	[NULL]	=Chris Blair  HR Mgr.	[NULL]	[NULL]	[NULL]	[NULL]	=05/10/2011 12:51:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1289	=TELMAR NETWORK TECHNOLOGY	=1731	=325 VETERANS MEMORIAL HIGHWAY	=COUNCIL BLUFFS	=IA	[NULL]	=51501	=7123668723	[NULL]	[NULL]	=Noelle Kronsbruck	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1290	=PETERBILT	=2761	=2546 Mid America Drive	=COUNCIL BLUFFS	=IA	[NULL]	=51501	=7123259700	[NULL]	[NULL]	=DEB	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1292	=BETHANY LUTHERAN	=1078	=7 ELLIOTT STREET	=COUNCIL BLUFFS	=IA	[NULL]	=51503	=712-328-9500 ext. 239	[NULL]	[NULL]	=Cindy Schechinger	[NULL]	[NULL]	[NULL]	[NULL]	=12/21/2011 04:45:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1293	=All Vend Management	=MEI-151343	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1295	=Omaha Standard	=MEI-1541	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=06/27/2011 15:29:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1296	=REGENCY  REHABILITATION CT	=1834	=1600 MCPHERSON AVE	=COUNCIL BLUFFS	=IA	[NULL]	=51503	=7123229285	[NULL]	[NULL]	=Donna Schellenberger	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1297	=CRESLINE PLASTIC PIPE	=1188	=2100 S 35TH ST	=COUNCIL BLUFFS	=IA	[NULL]	=51501	=7123226674	[NULL]	[NULL]	=ROBERT	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1298	=DEFFENBAUGH DISPOSAL SERV	=1195	=5902 N 16TH STREET	=OMAHA	=NE	[NULL]	=68110	=4027313333	[NULL]	[NULL]	=TERRY CARRITSEN	[NULL]	[NULL]	[NULL]	[NULL]	=11/03/2011 15:27:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1299	=Physicians Mutual	=MEI-2788	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1300	=NOGG/ AMSAN	=1511	=6260 ABBOTT DRIVE	=OMAHA	=NE	[NULL]	=68103	=453.6644 EXT 4530	[NULL]	[NULL]	=STAN BECKMAN	[NULL]	[NULL]	[NULL]	[NULL]	=04/26/2010 21:05:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1301	=Vodec	=MEI-151246	=	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=07/12/2011 12:52:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1304	=MODERN EQUIPMENT CO.	=2759	=6161 ABBOTT DRIVE	=OMAHA	=NE	[NULL]	=68110	=4023414939	[NULL]	[NULL]	=BILL SINGER	[NULL]	[NULL]	[NULL]	[NULL]	=03/08/2012 04:46:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1305	=FedEx	=2742	=1810 Fort Court	[NULL]	[NULL]	[NULL]	[NULL]	=4023451750	[NULL]	[NULL]	=TREDE TAWZER	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1306	=VARIETY DISTRIBUTORS	=2781	=609 7TH STREET	=HARLAN	=IA	[NULL]	=51537	=7127552184	[NULL]	[NULL]	=BRAD LYDON	[NULL]	[NULL]	[NULL]	[NULL]	=05/10/2012 04:52:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1310	=SIGNATURE AVIATION	=1843	=3636 Wilbur Plaza	=Omaha	=NE	[NULL]	=38119	=4024226789	[NULL]	[NULL]	=SHERRY	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1311	=INTERSTATE PRINTING CO.	=151284	=2002 N 16TH ST	=OMAHA	=NE	[NULL]	=68110	=4023418028	[NULL]	[NULL]	=MITCH ELSEMAN	[NULL]	[NULL]	[NULL]	[NULL]	=10/31/2012 06:19:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1313	=STRECK LABORATORIES	=1722	=7002 S. 109 St.	=LAVISTA	=NE	[NULL]	=68128	=402.691.7410	[NULL]	[NULL]	=TRACY PETRINI	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1314	=COVENTRY	=2900	=15950 WEST DODGE	=OMAHA	=NE	[NULL]	=68118	=9957257	[NULL]	[NULL]	=TINA POOLE	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1316	=H & H KIA OF OMAHA	=2739	=4040 S. 84TH STREET	=OMAHA	=NE	[NULL]	=68127	=4023392222	[NULL]	[NULL]	=JOHN COSTELL0	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1321	=SECURITIES AMERICA	=2905	=12325 PORT GRACE BLVD.	=OMAHA	=NE	[NULL]	=68128	=4023999111	[NULL]	[NULL]	=PAUL HUERTER	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1325	=RD INDUSTRIES	=1654	=7417 N. 101ST STREET	=OMAHA	=NE	[NULL]	=68122	=(402)453-9635 ext 1000	[NULL]	[NULL]	=Sheila	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	[NULL]	[NULL]	=30	=EP	=EP	=1	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
