Id	BranchId	ItemCategoryId	ItemManufacturerId	ProductCode	ImportId	Name	Size	Count	UnitCost	PickOrder	AverageShelfLife	ItemCommissionCategoryId	ItemTaxCategoryId	ItemDepositCategoryId	ItemFinanceCategoryId	ItemCompanyKitchenCategoryId	IsIngredient	IngredientMeasure	PrepickTransferToWarehouseEnabled	Deleted	IsInvoiceOnly	
=370	[NULL]	=15	=89	=120007	=P-120007	=Chef Boyrd Lasagna - 7.5oz	[NULL]	=1	=1.0100	=120007	=1 YEAR	=2	=4	=2	=2	[NULL]	=False	[NULL]	=True	=True	=False	
=371	[NULL]	=15	=46	=120008	=P-120008	=Chicken Noodle Soup - 7.5oz	[NULL]	=1	=0.8700	=120008	=1 YEAR	=2	=4	=2	=2	[NULL]	=False	[NULL]	=True	=True	=False	
=372	[NULL]	=15	=46	=120009	=P-120009	=Compleats Beef Stew 10oz	[NULL]	=1	=1.9100	=120009	=1 YEAR	=2	=4	=2	=2	[NULL]	=False	[NULL]	=True	=True	=False	
=373	[NULL]	=15	=46	=120010	=P-120010	=Compleats Chicken Alfredo 10oz	=	=1	=2.0100	=120010	=1 YEAR	=50	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=False	=False	
=374	[NULL]	=15	=46	=120011	=P-120011	=Compleats Turkey Veg 10oz	[NULL]	=1	=1.9100	=120011	=1 YEAR	=2	=4	=2	=2	[NULL]	=False	[NULL]	=True	=True	=False	
=375	[NULL]	=36	=23	=70000	=P-70000	=Wrigley Spearmint Gum  23001	[NULL]	=1	=0.3100	=70000	=8 MONTHS	=11	=3	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=376	[NULL]	=36	=23	=70001	=P-70001	=Wrigley Doublemint Gum  23003	[NULL]	=1	=0.3100	=70001	=8 MONTHS	=11	=3	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=377	[NULL]	=36	=23	=70002	=P-70002	=Wrigley Winterfresh Gum  23007	[NULL]	=1	=0.3100	=70002	=8 MONTHS	=11	=3	=1	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=378	[NULL]	=36	=10	=70003	=P-70003	=BreathSaver Wintergreen Mint	[NULL]	=1	=0.4400	=70003	=8 MONTHS	=11	=3	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=379	[NULL]	=36	=10	=70004	=P-70004	=Breathsaver Peppermint	[NULL]	=1	=0.4400	=70004	=8 MONTHS	=11	=3	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=380	[NULL]	=36	=23	=70005	=P-70005	=Big Red Gum 23009	[NULL]	=1	=0.3100	=70005	=8 MONTHS	=11	=3	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=381	[NULL]	=36	=23	=70006	=P-70006	=Juicy Fruit Gum	=	=1	=0.3100	=70006	=8 MONTHS	=11	=3	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=382	[NULL]	=45	=47	=60000	=P-60000	=Chocolate Cupcake - Mrs. Freshley - 4oz  48060550	[NULL]	=1	=0.5000	=60000	=3 WEEKS	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=383	[NULL]	=45	=92	=60001	=P-60001	=Big Texas Cinnamon Rolls - 4oz  79900	[NULL]	=1	=0.4500	=60001	=1 MONTH	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=384	[NULL]	=45	=92	=60002	=P-60002	=Cheese Danish - 4oz  79933	[NULL]	=1	=0.4600	=60002	=1 MONTH	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=385	[NULL]	=46	=12	=60003	=P-60003	=Pop-Tarts - 3.6oz 856858	=	=1	=0.3820	=60003	=3 MONTHS	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=386	[NULL]	=45	=51	=60004	=P-60004	=Sugar Donuts 3oz	[NULL]	=1	=0.4500	=60004	=3 WEEKS	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=387	[NULL]	=47	=12	=60005	=P-60005	=Sugar Wafers - 2.75oz 767326	=	=1	=0.3620	=60005	=3 MONTHS	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=388	[NULL]	=45	=48	=60006	=P-60006	=Zingers Chocolate - 3.81oz	[NULL]	=1	=0.4300	=60006	=1 MONTH	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=389	[NULL]	=46	=12	=60007	=P-60007	=Rice Krispies Treats - 2.13oz  52402	[NULL]	=1	=0.5300	=60007	=2 MONTHS	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=390	[NULL]	=47	=93	=60008	=P-60008	=Nutty Bar	[NULL]	=1	=0.3000	=60008	=1 MONTH	=10	=4	=1	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=391	[NULL]	=45	=92	=60009	=P-60009	=Glazed Cake Donuts	[NULL]	=1	=0.4000	=60009	=1 MONTH	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=392	[NULL]	=45	=49	=60010	=P-60010	=Danish	[NULL]	=1	=0.4000	=60010	=1 MONTH	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=393	[NULL]	=45	=51	=60011	=P-60011	=Honey Bun Duchess - 3oz	[NULL]	=1	=0.2300	=60011	=1 MONTH	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=394	[NULL]	=47	=50	=60012	=P-60012	=Moon Pie	[NULL]	=1	=0.2800	=60012	=1 MONTH	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=395	[NULL]	=45	=47	=60013	=P-60013	=Jumbo Honeybun - Mrs. Freshley's 5oz  48060540	[NULL]	=1	=0.3900	=60013	=1 MONTH	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=396	[NULL]	=45	=92	=60014	=P-60014	=Iced Jumbo Honey Bun - 4.75oz	[NULL]	=1	=0.4000	=60014	=1 MONTH	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=397	[NULL]	=45	=92	=60015	=P-60015	=Cherry Cheese Danish - 4.25oz 79922	[NULL]	=1	=0.4500	=60015	=1 MONTH	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=398	[NULL]	=47	=47	=60016	=P-60016	=Brownie Mrs. Freshley Fudge Nut - 3.25oz	[NULL]	=1	=0.4400	=60016	=1 MONTH	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=399	[NULL]	=45	=52	=60018	=P-60018	=NS Vanilla Wafer 2.2oz	[NULL]	=1	=0.3000	=60018	=1 MONTH	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=400	[NULL]	=45	=47	=60017	=P-60017	=Carrot Cake Mrs Freshley - 3.5oz  48033340	[NULL]	=1	=0.5100	=60017	=1 MONTH	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=401	[NULL]	=45	=48	=60019	=P-60019	=Coconut Donut Gems	[NULL]	=1	=0.5100	=60019	=3 WEEKS	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=402	[NULL]	=45	=48	=60020	=P-60020	=Crumb Cake 3.25oz 410934	=	=1	=0.4990	=60020	=1 MONTH	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=403	[NULL]	=50	=12	=80000	=P-80000	=Cream Cheese & Chive Cracker - 1.3oz	[NULL]	=1	=0.1800	=80000	=4 MONTHS	=5	=4	=1	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=404	[NULL]	=50	=12	=80001	=P-80001	=Toasty Crackers w/Peanut Butter - 1.38oz 783144	[NULL]	=1	=0.1310	=80001	=4 MONTHS	=5	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=405	[NULL]	=50	=12	=80002	=P-80002	=Cheese Crackers w/Cheddar Cheese -1.38oz	=	=1	=0.1200	=80002	=4 MONTHS	=5	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=406	[NULL]	=11	=87	=80003	=P-80003	=Ritz Bits - 1.5oz	[NULL]	=1	=0.3300	=80003	=2 MONTHS	=6	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=407	[NULL]	=47	=89	=80004	=P-80004	=Act II Butterlovers Popcorn - 3 oz 567374	=	=1	=0.2600	=60038	=6 MONTHS	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=408	[NULL]	=37	=87	=80005	=P-80005	=Dunk'ems - 0.95oz	[NULL]	=1	=0.2500	=80005	=2 MONTHS	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=409	[NULL]	=51	=87	=80006	=P-80006	=Peanuts Planters - 1oz 316799	=	=1	=0.1800	=80006	=6 MONTHS	=5	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=410	[NULL]	=50	=53	=80007	=P-80007	=Trails Double Salami - 1.13oz	[NULL]	=1	=0.4200	=80007	=5 MONTHS	=5	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=411	[NULL]	=46	=89	=80008	=P-80008	=Sunflower Seed - David - 1.625oz	[NULL]	=1	=0.3200	=60039	=3 MONTHS	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=412	[NULL]	=50	=12	=80009	=P-80009	=Austin Peanut Butter Cheese Cracker 1.38 782745	[NULL]	=1	=0.1300	=80009	=4 MONTHS	=5	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=413	[NULL]	=37	=87	=80010	=P-80010	=Planters Nuts Variety - 2oz	[NULL]	=1	=0.5000	=80010	=4 MONTHS	=6	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=414	[NULL]	=50	=54	=80011	=P-80011	=Double Barrel Salami Sticks - 1.125oz  5303	[NULL]	=1	=0.4200	=80011	=4 MONTHS	=5	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=415	[NULL]	=13	=87	=80012	=P-80012	=Corn Nuts - Chili Picante - 1.4oz	=	=1	=0.4100	=80012	=4 MONTHS	=4	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=416	[NULL]	=55	=84	=80013	=P-80013	=Kars Cashews - 1oz	[NULL]	=1	=0.3800	=80013	=4 MONTHS	=12	=4	=1	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=417	[NULL]	=50	=84	=80014	=P-80014	=KARS Sunflower Kernels - 2oz	=2oz	=24	=0.3700	=80014	=180 days	=5	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=418	[NULL]	=55	=84	=80015	=P-80015	=Kars Salty Peanut - 2oz	[NULL]	=1	=0.2900	=80015	=4 MONTHS	=12	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=419	[NULL]	=50	=54	=80016	=P-80016	=Beef and Cheddar Sticks O'Brien 1.125oz	[NULL]	=1	=0.4000	=80016	=4 MONTHS	=5	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=420	[NULL]	=55	=95	=80017	=P-80017	=Pistachios 1.5oz	=	=1	=0.6200	=80017	=4 MONTHS	=12	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=421	[NULL]	=11	=12	=90000	=P-90000	=Fruity Snacks - 2.5oz 757194	=	=1	=0.2854	=90000	=6 MONTHS	=6	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=422	[NULL]	=51	=12	=90001	=P-90001	=Nutrigrain Cereal Bars 1.3oz Strawberry 690422	=	=1	=0.2700	=90001	=3 MONTHS	=5	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=423	[NULL]	=51	=9	=90002	=P-90002	=Nature Valley Oats 'N Honey Bar - 1.48oz 303166	=	=1	=0.2660	=90002	=4 MONTHS	=5	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=424	[NULL]	=38	=9	=90003	=P-90003	=Nature Valley - Variety Bars - 1.48oz	[NULL]	=1	=0.3000	=90003	=4 MONTHS	=4	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=425	[NULL]	=50	=9	=90004	=P-90004	=Nature Valley Fruit & Nut Bar - 1.23oz 303782	=	=1	=0.2660	=90004	=4 MONTHS	=5	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=426	[NULL]	=50	=9	=90005	=P-90005	=Nature Valley SweetSalty Peanut 1.2oz 303120	=1.2 oz	=1	=0.2660	=90005	=4 MONTHS	=5	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=427	[NULL]	=55	=9	=90006	=P-90006	=Fiber One Bar - 1.4oz 709208	=	=1	=0.3500	=B30055	=4 MONTHS	=12	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=428	[NULL]	=50	=18	=90007	=P-90007	=Chex Bar	[NULL]	=1	=0.3300	=90007	=4 MONTHS	=5	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=429	[NULL]	=28	=83	=110000	=P-110000	=Water Aquafina 16.9oz bottle	[NULL]	=24	=0.1500	=110000	=1 YEAR	=14	=1	=1	=3	[NULL]	=False	[NULL]	=True	=True	=False	
=430	[NULL]	=28	=19	=110001	=P-110001	=Water Ozarka 16oz vend bottle  11476146	[NULL]	=24	=0.2200	=110001	=1 YEAR	=40	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=False	=False	
=431	[NULL]	=28	=57	=110002	=P-110002	=Water Spicewood 12 oz can	[NULL]	=1	=0.1800	=110002	=1 YEAR	=14	=1	=2	=3	[NULL]	=False	[NULL]	=True	=True	=False	
=432	[NULL]	=29	=58	=130001	=P-130001	=Red Bull - 8oz 637127	=	=1	=1.4100	=130001	=1 YEAR	=53	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=False	=False	
=433	[NULL]	=45	=47	=60021	=P-60021	=Apple Fruit Pie - Mrs. Freshley	[NULL]	=1	=0.4600	=60021	=1 MONTH	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=434	[NULL]	=50	=14	=80018	=P-80018	=Lance Toasty Cracker-Peanut Butter 1.25o	[NULL]	=1	=0.1300	=80018	=5 MONTHS	=5	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=435	[NULL]	=11	=44	=50014	=P-50014	=Duplex Sandwich Cremes 5oz  52051	[NULL]	=1	=0.4700	=60036	=5 MONTHS	=6	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=436	[NULL]	=23	=41	=40035	=P-40035	=Salsa Limon Pork Skins Macs - 1oz	[NULL]	=1	=0.2400	=40035	=2 MONTHS	=8	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=437	[NULL]	=11	=12	=50015	=P-50015	=Pecan Sandies Keebler 1.75oz  13318	[NULL]	=1	=0.3800	=50015	=6 MONTHS	=6	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=438	[NULL]	=43	=85	=45007	=P-45007	=LSS Baked Variety Pack	=	=1	=0.0000	=45007	=6 WEEKS	=9	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=439	[NULL]	=29	=58	=130002	=P-130002	=Red Bull Sugarfree 8oz 836585	=	=24	=1.3700	=130002	=4 MONTHS	=52	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=False	=False	
=440	[NULL]	=35	=59	=45008	=P-45008	=LSS Jalapenitos 1.5oz	[NULL]	=1	=0.3100	=45008	=3 MONTHS	=9	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=441	[NULL]	=44	=84	=80019	=P-80019	=KARS Trail Mix 2oz  8950	[NULL]	=1	=0.3800	=80019	=3 MONTS	=6	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=442	[NULL]	=23	=90	=40036	=P-40036	=Snyders Jalepeno 1oz	[NULL]	=1	=0.2400	=40036	=6 WEEKS	=8	=4	=1	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=443	[NULL]	=25	=83	=10026	=P-10026	=Manzanita Sol 12oz can	[NULL]	=24	=0.2900	=10026	=3 MONTHS	=1	=2	=2	=3	[NULL]	=False	[NULL]	=True	=True	=False	
=444	[NULL]	=40	=82	=20000	=P-20000	=Coke 16.9oz bottle 795561	=	=24	=0.5733	=20000	=2 MONTHS	=3	=2	=2	=3	[NULL]	=False	[NULL]	=True	=False	=False	
=445	[NULL]	=40	=82	=20001	=P-20001	=Diet Coke 16.9oz bottle 259813	=	=24	=0.5560	=20001	=2 MONTHS	=3	=2	=2	=3	[NULL]	=False	[NULL]	=True	=False	=False	
=446	[NULL]	=40	=37	=20002	=P-20002	=Dr Pepper 16.9oz bottle	=	=24	=0.5000	=20002	=2 MONTHS	=3	=2	=2	=3	[NULL]	=False	[NULL]	=True	=False	=False	
=447	[NULL]	=40	=37	=20003	=P-20003	=Diet Dr Pepper 16.9oz bottle 349356	[NULL]	=24	=0.5300	=20003	=2 MONTHS	=3	=2	=2	=3	[NULL]	=False	[NULL]	=True	=False	=False	
=448	[NULL]	=40	=83	=20004	=P-20004	=Diet Green Tea StwbKiwi 16.9oz bottle	[NULL]	=28	=0.3800	=20004	=2 MONTHS	=3	=2	=2	=3	[NULL]	=False	[NULL]	=True	=True	=False	
=449	[NULL]	=29	=60	=130003	=P-130003	=Starbucks Vanilla Doubleshot 15oz	[NULL]	=1	=1.4700	=130003	=6 MONTHS	=15	=2	=2	=3	[NULL]	=False	[NULL]	=True	=True	=False	
=450	[NULL]	=28	=19	=110003	=P-110003	=Water Ozarka 16.9oz bottle	[NULL]	=1	=0.1200	=110003	=1 YEAR	=14	=1	=2	=3	[NULL]	=False	[NULL]	=True	=True	=False	
=451	[NULL]	=23	=90	=40037	=P-40037	=Snyders Kosher Dill 1oz  21851	[NULL]	=1	=0.2700	=40037	=6 WEEKS	=8	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=452	[NULL]	=29	=82	=130004	=P-130004	=Monster LoCarb 16oz  1660	[NULL]	=24	=1.2400	=130004	=3 MONTS	=49	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=False	=False	
=453	[NULL]	=40	=83	=20005	=P-20005	=Green Tea Lipton 16.9oz bottle	=	=24	=0.3700	=20005	=2 MONTHS	=3	=2	=2	=3	[NULL]	=False	[NULL]	=True	=False	=False	
=454	[NULL]	=40	=83	=20006	=P-20006	=Mountain Dew 16.9oz bottle	=	=24	=0.5100	=20006	=3 MONTHS	=3	=2	=2	=3	[NULL]	=False	[NULL]	=True	=False	=False	
=455	[NULL]	=23	=85	=40038	=P-40038	=Lays Sour Cream Onion 1oz  11054	[NULL]	=1	=0.2900	=40038	=2 MONTHS	=8	=4	=1	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=456	[NULL]	=23	=9	=40039	=P-40039	=Bugles Nacho 0.875oz  6146	[NULL]	=1	=0.2800	=40039	=2 MONTHS	=8	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=457	[NULL]	=45	=18	=60022	=P-60022	=Oreo Cakesters Golden 2.65oz	[NULL]	=1	=0.4800	=60022	=2 MONTHS	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=458	[NULL]	=28	=82	=110004	=P-110004	=Water Dasani 20oz bottle 5063	[NULL]	=24	=0.4400	=110004	=1 YEAR	=38	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=False	=False	
=459	[NULL]	=23	=85	=40040	=P-40040	=Cheetos Jumbo Puffs 0.875oz  11094	[NULL]	=1	=0.2900	=40040	=2 MONTHS	=8	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=460	[NULL]	=11	=18	=50016	=P-50016	=Chips Ahoy Bite Size 2oz	[NULL]	=1	=0.3100	=50016	=4 MONTHS	=6	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=461	[NULL]	=11	=40	=50017	=P-50017	=Milano Cookies 1.5oz	[NULL]	=1	=0.5000	=50017	=4 MONTHS	=6	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=462	[NULL]	=28	=83	=110005	=P-110005	=Water Aquafina 20oz bottle	[NULL]	=24	=0.5300	=110005	=1 YEAR	=14	=1	=2	=3	[NULL]	=False	[NULL]	=True	=True	=False	
=463	[NULL]	=45	=48	=60023	=P-60023	=Chocolate Donut Gems	[NULL]	=12	=0.3600	=60023	=3 WEEKS	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=464	[NULL]	=43	=85	=45009	=P-45009	=LSS Baked Cheetos	[NULL]	=1	=0.3600	=45009	=6 WEEKS	=9	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=465	[NULL]	=43	=85	=45010	=P-45010	=LSS Baked Ruffles CSC	[NULL]	=1	=0.3600	=45010	=6 WEEKS	=9	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=466	[NULL]	=43	=85	=45011	=P-45011	=LSS Baked Doritos	[NULL]	=1	=0.3700	=45011	=6 WEEKS	=9	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=467	[NULL]	=43	=85	=45012	=P-45012	=LSS Rold Gold Pretzels TT 2oz  44391	[NULL]	=1	=0.4200	=45012	=6 WEEKS	=9	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=468	[NULL]	=35	=85	=45013	=P-45013	=LSS Sun Chip Original	[NULL]	=1	=0.3600	=45013	=6 WEEKS	=9	=4	=1	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=469	[NULL]	=35	=85	=45014	=P-45014	=LSS Sun Chip Harvest Cheddar	[NULL]	=1	=0.3700	=45014	=6 WEEKS	=9	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=470	[NULL]	=35	=85	=45015	=P-45015	=LSS Sun Chip French Onion	[NULL]	=1	=0.3600	=45015	=6 WEEKS	=9	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=471	[NULL]	=35	=85	=45017	=P-45017	=LSS Miss Vickies BBQ	[NULL]	=1	=0.3700	=45017	=6 WEEKS	=9	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=472	[NULL]	=35	=85	=45016	=P-45016	=LSS Miss Vickies Sea Salt	[NULL]	=1	=0.3600	=45016	=6 WEEKS	=9	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=473	[NULL]	=45	=0	=60024	=P-60024	=Muffins Uncle Walley	[NULL]	=1	=0.2300	=60024	=3 WEEKS	=10	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=474	[NULL]	=39	=25	=150005	=P-150005	=Cranberry Ocean Spray 15.2oz 60662	=	=1	=0.7900	=150005	=4 MONTHS	=58	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=False	=False	
=475	[NULL]	=40	=83	=20007	=P-20007	=Pepsi 16.9oz bottle	[NULL]	=24	=0.5000	=20007	=2 MONTHS	=3	=2	=2	=3	[NULL]	=False	[NULL]	=True	=True	=False	
=476	[NULL]	=40	=82	=20008	=P-20008	=Sprite 16.9oz bottle	=	=24	=0.5700	=20008	=2 MONTHS	=3	=2	=2	=3	[NULL]	=False	[NULL]	=True	=False	=False	
=477	[NULL]	=25	=37	=10027	=P-10027	=Big Red Soda 12oz can 726763	=	=24	=0.2500	=10027	=6 MONTHS	=30	=19	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=False	=False	
=478	[NULL]	=15	=62	=120012	=P-120012	=Ramen Noodle Chicken	[NULL]	=1	=0.1600	=120012	=1 YEAR	=2	=4	=2	=2	[NULL]	=False	[NULL]	=True	=True	=False	
=479	[NULL]	=35	=88	=45018	=P-45018	=LSS Zapp Jalapeno 1.5oz	[NULL]	=1	=0.3900	=45018	=6 WEEKS	=9	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=480	[NULL]	=35	=85	=45019	=P-45019	=LSS Dorito Nacho Cheese 1.75oz  44375	[NULL]	=1	=0.4200	=45019	=6 WEEKS	=9	=4	=2	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=481	[NULL]	=35	=85	=45020	=P-45020	=LSS Lays Regular Chip 1.5oz  44359	[NULL]	=1	=0.4200	=45020	=6 WEEKS	=9	=4	=1	=1	[NULL]	=False	[NULL]	=True	=False	=False	
=482	[NULL]	=42	=85	=40041	=P-40041	=Baked Dorito Nacho Cheese 0.75oz	[NULL]	=1	=0.2700	=40041	=6 WEEKS	=8	=4	=2	=1	[NULL]	=False	[NULL]	=True	=True	=False	
=483	[NULL]	=34	=67	=160000	=P-160000	=Owens SausageEggCheese Taco 4.4oz	[NULL]	=1	=1.1100	=160000	=2 WEEKS	=2	=4	=2	=2	[NULL]	=False	[NULL]	=True	=True	=False	
=484	[NULL]	=34	=70	=160001	=P-160001	=JimmyDean SausageCheese Bagel 3.8oz	[NULL]	=1	=1.2100	=160001	=2 WEEKS	=2	=4	=2	=2	[NULL]	=False	[NULL]	=True	=True	=False	
=485	[NULL]	=34	=69	=160002	=P-160002	=Landshire 3Decker HamCheese Wedge 6oz	[NULL]	=1	=1.9400	=160002	=2 WEEKS	=2	=4	=2	=2	[NULL]	=False	[NULL]	=True	=True	=False	
=486	[NULL]	=34	=68	=160003	=P-160003	=Tonys 4x6 Pepporoni 4.56oz	=	=1	=0.9500	=160003	=2 WEEKS	=53	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=False	=False	
=487	[NULL]	=34	=66	=160004	=P-160004	=FastChoice TripDoub Cheese Burger 7.25o	[NULL]	=1	=1.6600	=160004	=2 WEEKS	=2	=4	=2	=2	[NULL]	=False	[NULL]	=True	=True	=False	
=488	[NULL]	=34	=71	=160005	=P-160005	=EASween Deli Mini Sub 4oz	[NULL]	=1	=1.2400	=160005	=2 WEEKS	=2	=4	=2	=2	[NULL]	=False	[NULL]	=True	=True	=False	
=489	[NULL]	=34	=66	=160006	=P-160006	=Big AZ Twin Chili Cheese Dogs 8.5oz	[NULL]	=1	=1.6900	=160006	=2 WEEKS	=2	=4	=2	=2	[NULL]	=False	[NULL]	=True	=True	=False	
=490	[NULL]	=34	=54	=16007	[NULL]	=	=1	=1	=1.0200	[NULL]	=2 WEEKS	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=True	=False	
=491	[NULL]	=34	=65	=160008	=P-160008	=Jose Ole Chicken Burrito 5oz	[NULL]	=1	=0.5800	=160008	=2 WEEKS	=2	=4	=2	=2	[NULL]	=False	[NULL]	=True	=True	=False	
=492	[NULL]	=34	=66	=160009	=P-160009	=Pierre Double Pork Chop Sandwich 8.4oz	[NULL]	=1	=1.7300	=160009	=2 WEEKS	=2	=4	=2	=2	[NULL]	=False	[NULL]	=True	=True	=False	
=493	[NULL]	=34	=19	=160010	=P-160010	=Hot Pocket Meatball Mozzarela 4oz	[NULL]	=1	=0.7100	=160010	=2 WEEKS	=2	=4	=2	=2	[NULL]	=False	[NULL]	=True	=True	=False	
=494	[NULL]	=34	=70	=160011	=P-160011	=JimmyDean Sausage Biscuit Twin 3.4oz	=	=1	=0.8900	=160011	=2 WEEKS	=62	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=False	=False	
=495	[NULL]	=34	=72	=160007	=P-160007	=White Castle Twin Hamburger 3.16oz	[NULL]	=1	=1.0200	=160007	=2 WEEKS	=2	=4	=2	=2	[NULL]	=False	[NULL]	=True	=True	=False	
