Id	MachineId	CollectionDateTime	RestockUtcDateTime	LastCollectionDateTime	PreviousRestockUtcDateTime	IsRecentCreatedDateTime	IsRecentUtcCreatedDateTime	CreatedBy	Deleted	PrepickId	CollectedBillsCount	CollectedCoinsCount	RefundAmountInCents	BagNumber	AllSalesAmountInCents	LastRestockAllSalesAmountInCents	CashSalesQuantity	LastRestockCashSalesQuantity	CashSalesAmountInCents	LastRestockCashSalesAmountInCents	CardSalesQuantity	LastRestockCardSalesQuantity	CardSalesAmountInCents	LastRestockCardSalesAmountInCents	TokenSalesQuantity	LastRestockTokenSalesQuantity	TokenSalesAmountInCents	LastRestockTokenSalesAmountInCents	FreeSalesQuantity	LastRestockFreeSalesQuantity	FreeSalesAmountInCents	LastRestockFreeSalesAmountInCents	CashInAmountInCents	LastRestockCashInAmountInCents	BillsInAmount	LastRestockBillsInAmount	CoinsToTubeAmountInCents	LastRestockCoinsToTubesAmountInCents	CoinsToBoxAmountInCents	LastRestockCoinsToBoxAmountInCents	CashDispensedAmountInCents	LastRestockCashDispensedAmountInCents	CoinRefillAmountInCents	CoinsInTubeAmountInCents	CollectedTokensCount	CollectedTokensValueInCents	LastRestockTestVendAmountInCents	CreatedByUserId	RestockedByUserId	LastRestockAllSalesQuantity	AllSalesQuantity	ScheduleDate	ScheduleId	RestockSummaryFrozen	
=16405	=1028250	=11/19/2013 08:13:59	=11/19/2013 16:13:59	=11/04/2013 13:57:38	=11/04/2013 21:57:38	=False	=False	[NULL]	=False	=1947	=169	=2325	=0	=140	=2855995	=16805	=36977	=189	=2855995	=16805	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4226775	=22425	=28619	=169	=884690	=3200	=480185	=2325	=1371830	=5620	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/19/2013 00:00:00	=2335	=False	
=16406	=1142314	=11/19/2013 08:39:54	=11/19/2013 16:39:54	=11/05/2013 14:49:09	=11/05/2013 22:49:09	=False	=False	[NULL]	=False	=1946	=132	=1430	=0	=113	=1901595	=12770	=25618	=172	=1901595	=12770	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2422000	=17885	=14401	=148	=508510	=1675	=473390	=1410	=522415	=5115	=1500	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/19/2013 00:00:00	=2336	=False	
=16408	=1142319	=11/19/2013 09:09:44	=11/19/2013 17:09:44	=10/31/2013 13:52:21	[NULL]	=False	=False	[NULL]	=False	=1946	=111	=3260	=0	=81	=1259370	=13970	=12668	=136	=1259370	=13970	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1410280	=16580	=9263	=111	=137000	=2220	=346980	=3260	=152625	=2710	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/19/2013 00:00:00	=2336	=False	
=16411	=1047406	=11/19/2013 10:32:47	=11/19/2013 18:32:47	=11/11/2013 12:11:05	=11/11/2013 20:11:05	=False	=False	[NULL]	=False	=1946	=111	=2580	=0	=108	=2393135	=13855	=31863	=157	=2393135	=13855	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=3018530	=16280	=18703	=111	=625385	=2590	=522845	=2590	=632770	=2425	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/19/2013 00:00:00	=2336	=False	
=16414	=1014674	=11/19/2013 10:55:26	=11/19/2013 18:55:26	=11/12/2013 13:21:01	=11/12/2013 21:21:01	=False	=False	[NULL]	=False	=1946	=274	=100	=0	=83	=8241590	=27505	=117294	=311	=8241590	=27505	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11625350	=34820	=81142	=291	=3035425	=5670	=475725	=50	=3384835	=7315	=1700	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/19/2013 00:00:00	=2336	=False	
=16416	=1157751	=11/19/2013 11:36:38	=11/19/2013 19:36:38	=11/13/2013 13:19:14	=11/13/2013 21:19:14	=False	=False	[NULL]	=False	=1946	=147	=2475	=0	=131	=2646125	=16845	=30168	=192	=2646125	=16845	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2987465	=18785	=23003	=147	=322550	=1610	=364615	=2475	=341615	=1940	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/19/2013 00:00:00	=2336	=False	
=16417	=1037536	=11/19/2013 11:37:16	=11/19/2013 19:37:16	=11/08/2013 08:43:36	=11/08/2013 16:43:36	=False	=False	[NULL]	=False	=1947	=117	=3010	=0	[NULL]	=1829340	=19385	=17433	=125	=1560210	=12185	=2404	=64	=269130	=7200	=0	=0	=0	=0	=0	=0	=0	=0	=2100895	=19045	=13720	=117	=402600	=4405	=326295	=2940	=561835	=6860	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/19/2013 00:00:00	=2335	=False	
=16418	=1157779	=11/19/2013 11:45:32	=11/19/2013 19:45:32	=11/13/2013 13:27:23	=11/13/2013 21:27:23	=False	=False	[NULL]	=False	=1946	=168	=825	=0	=152	=4153620	=17995	=46399	=197	=4153620	=17995	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5345005	=22180	=41925	=185	=983070	=2855	=169435	=825	=1191670	=4185	=1700	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/19/2013 00:00:00	=2336	=False	
=16420	=1157801	=11/19/2013 12:19:24	=11/19/2013 20:19:24	=11/15/2013 13:54:27	=11/15/2013 21:54:27	=False	=False	[NULL]	=False	=1946	=155	=3575	=0	=106	=4578780	=19130	=52156	=218	=4578780	=19130	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5215625	=20995	=40528	=155	=637745	=1970	=525080	=3525	=637835	=1865	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/19/2013 00:00:00	=2336	=False	
=16423	=999971	=11/20/2013 06:08:51	=11/20/2013 14:08:51	=11/13/2013 11:10:55	=11/13/2013 19:10:55	=False	=False	[NULL]	=False	=1948	=0	=0	=0	=999	=1083350	=0	=24073	=147	=1083350	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1115610	=0	=8943	=0	=119080	=0	=102230	=0	=40960	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/20/2013 00:00:00	=2344	=False	
=16424	=1142313	=11/20/2013 06:21:04	=11/20/2013 14:21:04	=11/14/2013 11:55:20	=11/14/2013 19:55:20	=False	=False	[NULL]	=False	=1948	=0	=0	=0	=998	=0	=0	=7411	=147	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/20/2013 00:00:00	=2344	=False	
=16425	=999972	=11/20/2013 06:30:59	=11/20/2013 14:30:59	=11/13/2013 11:19:49	=11/13/2013 19:19:49	=False	=False	[NULL]	=False	=1948	=0	=0	=0	=997	=1011925	=0	=30914	=129	=1011925	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1344710	=0	=6572	=0	=336560	=0	=350950	=0	=365475	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/20/2013 00:00:00	=2344	=False	
=16431	=1171504	=11/20/2013 08:54:43	=11/20/2013 16:54:43	=11/07/2013 07:41:19	=11/07/2013 15:41:19	=False	=False	[NULL]	=False	=1948	=154	=3830	=0	=89	=1382255	=19195	=15211	=209	=1382255	=19195	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1520280	=20730	=10824	=154	=137950	=1525	=299930	=3805	=138780	=1535	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/20/2013 00:00:00	=2344	=False	
=16433	=999948	=11/20/2013 09:56:13	=11/20/2013 17:56:13	=11/18/2013 11:20:13	=11/18/2013 19:20:13	=False	=False	[NULL]	=False	=1949	=0	=0	=0	=1005	=635055	=0	=8450	=126	=635055	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=759930	=0	=4252	=0	=150240	=0	=184490	=0	=119785	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/20/2013 00:00:00	=2345	=False	
=16438	=999952	=11/20/2013 12:09:18	=11/20/2013 20:09:18	=11/12/2013 12:03:40	=11/12/2013 20:03:40	=False	=False	[NULL]	=False	=1949	=180	=2940	=0	=92	=550970	=21130	=4652	=221	=550970	=21130	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=688565	=25515	=4376	=184	=131495	=4170	=119470	=2945	=131880	=4385	=400	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/20/2013 00:00:00	=2345	=False	
=16442	=1180471	=11/20/2013 13:31:59	=11/20/2013 21:31:59	=11/05/2013 11:50:50	=11/05/2013 19:50:50	=False	=False	[NULL]	=False	=1949	=21	=2490	=0	=144	=3211650	=4655	=41017	=133	=3211650	=4655	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4019035	=6265	=26855	=21	=642240	=1675	=691295	=2490	=805260	=1610	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/20/2013 00:00:00	=2345	=False	
=16443	=1180284	=11/20/2013 13:44:30	=11/20/2013 21:44:30	=11/13/2013 11:25:20	=11/13/2013 19:25:20	=False	=False	[NULL]	=False	=1949	=55	=1565	=0	=91	=633820	=6190	=18240	=179	=633820	=6190	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=966655	=10380	=4131	=55	=326920	=3315	=226635	=1565	=333155	=4190	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/20/2013 00:00:00	=2345	=False	
=16445	=999975	=11/21/2013 06:02:56	=11/21/2013 14:02:56	=11/13/2013 11:30:13	=11/13/2013 19:30:13	=False	=False	[NULL]	=False	=1950	=0	=0	=0	=999	=222800	=0	=8399	=135	=222800	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=250415	=0	=6	=0	=26535	=0	=223280	=0	=29520	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2346	=False	
=16446	=999974	=11/21/2013 06:13:41	=11/21/2013 14:13:41	=11/12/2013 11:58:26	=11/12/2013 19:58:26	=False	=False	[NULL]	=False	=1950	=0	=0	=0	=998	=1570225	=0	=22466	=98	=1570225	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1639850	=0	=12695	=0	=43000	=0	=327350	=0	=8210255	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2346	=False	
=16447	=1146935	=11/21/2013 06:43:55	=11/21/2013 14:43:55	=11/08/2013 12:07:08	=11/08/2013 20:07:08	=False	=False	[NULL]	=False	=1950	=0	=0	=0	=997	=1385800	=0	=22389	=256	=1385800	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1509940	=0	=10565	=0	=121705	=0	=331735	=0	=126475	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2346	=False	
=16448	=1037295	=11/21/2013 07:00:14	=11/21/2013 15:00:14	=11/18/2013 11:52:10	=11/18/2013 19:52:10	=False	=False	[NULL]	=False	=1950	=0	=0	=0	=996	=6269880	=0	=76163	=110	=5052175	=0	=12400	=0	=1217705	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6075720	=0	=35983	=0	=1000964	=0	=1476460	=0	=1019354	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2346	=False	
=16449	=1047479	=11/21/2013 07:06:11	=11/21/2013 15:06:11	=11/14/2013 06:42:03	=11/14/2013 14:42:03	=False	=False	[NULL]	=False	=1951	=135	=2015	=0	=133	=3105395	=15390	=31845	=155	=3105395	=15390	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=3432480	=16290	=24959	=135	=352550	=825	=584030	=1965	=327995	=900	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2347	=False	
=16450	=1114526	=11/21/2013 07:12:48	=11/21/2013 15:12:48	=11/14/2013 07:02:10	=11/14/2013 15:02:10	=False	=False	[NULL]	=False	=1951	=111	=1850	=0	=124	=3692610	=12700	=31927	=85	=3692610	=12700	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4441360	=15025	=29046	=111	=743290	=2075	=793470	=1850	=751130	=2325	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2347	=False	
=16451	=999977	=11/21/2013 07:24:00	=11/21/2013 15:24:00	=11/14/2013 12:13:11	=11/14/2013 20:13:11	=False	=False	[NULL]	=False	=1950	=0	=0	=0	=995	=587310	=0	=27993	=201	=-7801298	=0	=0	=0	=0	=0	=0	=0	=8388608	=0	=0	=0	=0	=0	=955795	=0	=487	=0	=495610	=0	=378720	=0	=366615	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2346	=False	
=16452	=1114505	=11/21/2013 07:27:43	=11/21/2013 15:27:43	=11/14/2013 07:13:35	=11/14/2013 15:13:35	=False	=False	[NULL]	=False	=1951	=113	=260	=0	=163	=1962630	=11910	=20343	=123	=1962630	=11910	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2359360	=14625	=17670	=113	=378250	=3090	=214110	=235	=397555	=2715	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2347	=False	
=16453	=999955	=11/21/2013 08:04:08	=11/21/2013 16:04:08	=11/15/2013 05:44:38	=11/15/2013 13:44:38	=False	=False	[NULL]	=False	=1950	=0	=0	=0	=990	=2520805	=0	=25457	=170	=2520805	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2736240	=0	=18774	=0	=209075	=0	=649765	=0	=215155	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2346	=False	
=16454	=999976	=11/21/2013 08:17:03	=11/21/2013 16:17:03	=11/18/2013 06:03:56	=11/18/2013 14:03:56	=False	=False	[NULL]	=False	=1950	=0	=0	=0	=991	=213300	=0	=10337	=89	=213300	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=232150	=0	=1510	=0	=35555	=0	=45595	=0	=17360	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2346	=False	
=16455	=999968	=11/21/2013 10:07:01	=11/21/2013 18:07:01	=11/14/2013 07:50:38	=11/14/2013 15:50:38	=False	=False	[NULL]	=False	=1950	=67	=2200	=0	=112	=773640	=13245	=7485	=112	=605885	=9125	=1974	=50	=167755	=4120	=0	=0	=0	=0	=0	=0	=0	=0	=762465	=11320	=4572	=67	=150460	=2510	=154805	=2110	=156330	=2195	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2346	=False	
=16457	=1014674	=11/21/2013 10:59:04	=11/21/2013 18:59:04	=11/19/2013 10:55:26	=11/19/2013 18:55:26	=False	=False	[NULL]	=False	=1951	=100	=0	=0	=152	=8252160	=10570	=117414	=120	=8252160	=10570	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11638780	=13430	=81254	=112	=3037655	=2230	=475725	=0	=3387695	=2860	=1200	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2347	=False	
=16458	=999946	=11/21/2013 11:16:46	=11/21/2013 19:16:46	=11/14/2013 13:34:29	=11/14/2013 21:34:29	=False	=False	[NULL]	=False	=1950	=13	=10	=0	=151	=3125	=1950	=66	=39	=3125	=1950	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4430	=2605	=15	=11	=2930	=1505	=0	=0	=1455	=615	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2346	=False	
=16459	=1027835	=11/21/2013 11:24:35	=11/21/2013 19:24:35	=11/11/2013 13:17:18	=11/11/2013 21:17:18	=False	=False	[NULL]	=False	=1951	=81	=2110	=0	=83	=1034495	=10750	=11466	=122	=1034495	=10750	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1034495	=10750	=8354	=86	=0	=0	=192595	=2025	=0	=0	=500	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2347	=False	
=16460	=1157801	=11/21/2013 12:02:47	=11/21/2013 20:02:47	=11/19/2013 12:19:24	=11/19/2013 20:19:24	=False	=False	[NULL]	=False	=1951	=114	=1605	=0	=108	=4591830	=13050	=52303	=147	=4591830	=13050	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5230130	=14505	=40642	=114	=639395	=1650	=526535	=1455	=639290	=1455	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2347	=False	
=16462	=1157756	=11/21/2013 12:37:05	=11/21/2013 20:37:05	=11/08/2013 15:36:01	=11/08/2013 23:36:01	=False	=False	[NULL]	=False	=1951	=161	=2945	=0	=140	=1700245	=19005	=19156	=213	=1700245	=19005	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1887405	=20975	=14685	=161	=180675	=1930	=238230	=2945	=187495	=1970	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/21/2013 00:00:00	=2347	=False	
=16467	=1174961	=11/22/2013 05:48:28	=11/22/2013 13:48:28	=11/14/2013 12:45:20	=11/14/2013 20:45:20	=False	=False	[NULL]	=False	=1952	=40	=70	=0	=91	=463750	=4050	=9353	=81	=463750	=4050	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=775190	=6885	=4693	=40	=237755	=2815	=68135	=70	=292930	=2835	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/22/2013 00:00:00	=2348	=False	
=16476	=1137203	=11/22/2013 09:38:58	=11/22/2013 17:38:58	=10/31/2013 09:52:26	[NULL]	=False	=False	[NULL]	=False	=1952	=79	=1800	=0	=116	=8548145	=9265	=136246	=96	=8548145	=9265	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=13071805	=10210	=89587	=79	=3660620	=510	=452485	=1800	=4529220	=945	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/22/2013 00:00:00	=2348	=False	
=16481	=1150618	=11/22/2013 11:47:54	=11/22/2013 19:47:54	=11/12/2013 09:08:36	=11/12/2013 17:08:36	=False	=False	[NULL]	=False	=1952	=108	=3135	=0	=101	=1874610	=13715	=39957	=165	=1874610	=13715	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2480055	=16125	=12738	=107	=655510	=2240	=550745	=3185	=656655	=2410	=200	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/22/2013 00:00:00	=2348	=False	
=16482	=1180283	=11/22/2013 12:10:10	=11/22/2013 20:10:10	=11/14/2013 08:35:20	=11/14/2013 16:35:20	=False	=False	[NULL]	=False	=1953	=153	=775	=80	=139	=786440	=17305	=10191	=224	=786440	=17305	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1080315	=25410	=6902	=188	=230355	=5760	=159760	=850	=301585	=8105	=3500	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/22/2013 00:00:00	=2349	=False	
=16483	=1180468	=11/22/2013 12:41:14	=11/22/2013 20:41:14	=11/14/2013 09:07:07	=11/14/2013 17:07:07	=False	=False	[NULL]	=False	=1953	=146	=3055	=0	=92	=3403725	=16915	=54095	=182	=3403725	=16915	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4128195	=22055	=20680	=146	=698055	=4295	=1362140	=3160	=679390	=5110	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/22/2013 00:00:00	=2349	=False	
=16484	=1037533	=11/22/2013 12:46:15	=11/22/2013 20:46:15	=11/13/2013 10:40:47	=11/13/2013 18:40:47	=False	=False	[NULL]	=False	=1952	=0	=0	=0	=999	=18639115	=0	=360770	=145	=18639115	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=25261130	=0	=137974	=0	=5521915	=0	=5941815	=0	=6677800	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/22/2013 00:00:00	=2348	=False	
=16486	=1146952	=11/22/2013 14:02:44	=11/22/2013 22:02:44	=11/18/2013 13:26:04	=11/18/2013 21:26:04	=False	=False	[NULL]	=False	=1953	=95	=1915	=0	=136	=1180555	=11595	=13596	=133	=1180555	=11595	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1388060	=13860	=9897	=95	=202925	=2455	=195435	=1905	=209830	=2265	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/22/2013 00:00:00	=2349	=False	
=16493	=999990	=11/25/2013 10:00:50	=11/25/2013 18:00:50	=11/11/2013 14:39:47	=11/11/2013 22:39:47	=False	=False	[NULL]	=False	=1955	=26	=75	=0	=106	=4673460	=2425	=126627	=97	=4673460	=2425	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6663085	=4400	=25613	=25	=1991250	=1825	=2110535	=75	=1939370	=1825	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/25/2013 00:00:00	=2351	=False	
=16495	=999948	=11/25/2013 10:37:45	=11/25/2013 18:37:45	=11/20/2013 09:56:13	=11/20/2013 17:56:13	=False	=False	[NULL]	=False	=1955	=0	=0	=0	=1005	=635055	=0	=8631	=181	=635055	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=759930	=0	=4252	=0	=150240	=0	=184490	=0	=119785	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/25/2013 00:00:00	=2351	=False	
=16496	=1142313	=11/25/2013 11:08:47	=11/25/2013 19:08:47	=11/20/2013 06:21:04	=11/20/2013 14:21:04	=False	=False	[NULL]	=False	=1954	=0	=0	=0	=999	=0	=0	=7552	=141	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/25/2013 00:00:00	=2350	=False	
=16497	=999972	=11/25/2013 11:21:56	=11/25/2013 19:21:56	=11/20/2013 06:30:59	=11/20/2013 14:30:59	=False	=False	[NULL]	=False	=1954	=0	=0	=0	=998	=1011925	=0	=31026	=112	=1011925	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1344710	=0	=6572	=0	=336560	=0	=350950	=0	=365475	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/25/2013 00:00:00	=2350	=False	
=16499	=1047477	=11/25/2013 11:52:12	=11/25/2013 19:52:12	=11/04/2013 15:17:03	=11/04/2013 23:17:03	=False	=False	[NULL]	=False	=1954	=135	=3460	=0	=120	=792120	=16725	=9322	=170	=792120	=16725	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=950675	=18970	=5979	=135	=158135	=2040	=194640	=3430	=158770	=2245	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/25/2013 00:00:00	=2350	=False	
=16501	=1047478	=11/25/2013 12:05:58	=11/25/2013 20:05:58	=11/04/2013 14:49:17	=11/04/2013 22:49:17	=False	=False	[NULL]	=False	=1954	=66	=3210	=0	=163	=334545	=9240	=4168	=108	=334545	=9240	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=387365	=10420	=2522	=66	=43605	=510	=91560	=3310	=52885	=1180	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/25/2013 00:00:00	=2350	=False	
=16506	=1157751	=11/25/2013 13:05:57	=11/25/2013 21:05:57	=11/19/2013 11:36:38	=11/19/2013 19:36:38	=False	=False	[NULL]	=False	=1955	=166	=4225	=0	=114	=2666970	=20845	=30401	=233	=2666970	=20845	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=3010135	=22670	=23171	=168	=324195	=1645	=368840	=4225	=343440	=1825	=200	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/25/2013 00:00:00	=2351	=False	
=16508	=1157779	=11/25/2013 13:47:22	=11/25/2013 21:47:22	=11/19/2013 11:45:32	=11/19/2013 19:45:32	=False	=False	[NULL]	=False	=1955	=177	=1375	=0	=148	=4171560	=17940	=46593	=194	=4171560	=17940	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5366285	=21280	=42102	=177	=985275	=2205	=170810	=1375	=1195010	=3340	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/25/2013 00:00:00	=2351	=False	
=16509	=1157801	=11/25/2013 14:16:37	=11/25/2013 22:16:37	=11/21/2013 12:02:47	=11/21/2013 20:02:47	=False	=False	[NULL]	=False	=1955	=165	=1555	=0	=133	=4610110	=18280	=52510	=207	=4610110	=18280	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5250820	=20690	=40807	=165	=642165	=2770	=527955	=1420	=641700	=2410	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/25/2013 00:00:00	=2351	=False	
=16510	=999955	=11/26/2013 05:49:10	=11/26/2013 13:49:10	=11/21/2013 08:04:08	=11/21/2013 16:04:08	=False	=False	[NULL]	=False	=1956	=0	=0	=0	=990	=2520805	=0	=25568	=111	=2520805	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2736240	=0	=18774	=0	=209075	=0	=649765	=0	=215155	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/26/2013 00:00:00	=2353	=False	
=16512	=1037536	=11/26/2013 07:46:38	=11/26/2013 15:46:38	=11/19/2013 11:37:16	=11/19/2013 19:37:16	=False	=False	[NULL]	=False	=1956	=59	=2490	=0	=89	=1844170	=14830	=17506	=73	=1567795	=7585	=2473	=69	=276375	=7245	=0	=0	=0	=0	=0	=0	=0	=0	=2111025	=10130	=13776	=56	=404640	=2040	=328785	=2490	=564380	=2545	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/26/2013 00:00:00	=2353	=False	
=16514	=1181967	=11/26/2013 08:51:27	=11/26/2013 16:51:27	=11/18/2013 10:52:08	=11/18/2013 18:52:08	=False	=False	[NULL]	=False	=1956	=56	=2775	=0	=150	=707445	=7625	=25304	=305	=707445	=7625	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=950220	=12055	=2530	=56	=239695	=3705	=457525	=2750	=233380	=4385	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=11/26/2013 00:00:00	=2353	=False	
