TaxCommissionPeriodId	MachineId	CommissionPlanDetailId	IsNoCommission	RestockId	TaxCommissionRuleId	ItemId	SalesQuantity	AllocatedSalesAmountInCents	AdjustedAllocatedSalesAmountInCents	TaxAmountInCents	DepositAmountInCents	AllocatedRefundAmountInCents	AllocatedCashlessAmountInCents	AllocatedDoNotDeductCashlessAmountInCents	UnitCostInCents	CommissionAmountInCents	AllocatedGuaranteeAmountInCents	
=1	=999975	=67	=False	=16445	=324	=247	=16	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1040.00000	=0.00000	
=1	=999975	=67	=False	=16445	=324	=248	=15	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-975.00000	=0.00000	
=1	=999975	=67	=False	=16445	=324	=249	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-195.00000	=0.00000	
=1	=999975	=67	=False	=16445	=324	=253	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-260.00000	=0.00000	
=1	=999975	=67	=False	=16445	=324	=264	=12	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-780.00000	=0.00000	
=1	=999975	=67	=False	=16445	=325	=593	=121	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-8470.00000	=0.00000	
=1	=999975	=67	=False	=16611	=324	=247	=18	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1170.00000	=0.00000	
=1	=999975	=67	=False	=16611	=324	=248	=11	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-715.00000	=0.00000	
=1	=999975	=67	=False	=16611	=324	=249	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-390.00000	=0.00000	
=1	=999975	=67	=False	=16611	=324	=253	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-130.00000	=0.00000	
=1	=999975	=67	=False	=16611	=324	=264	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-195.00000	=0.00000	
=1	=999975	=67	=False	=16611	=325	=593	=70	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-4900.00000	=0.00000	
=1	=999975	=67	=False	=16694	=324	=247	=15	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-975.00000	=0.00000	
=1	=999975	=67	=False	=16694	=324	=248	=9	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-585.00000	=0.00000	
=1	=999975	=67	=False	=16694	=324	=249	=9	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-585.00000	=0.00000	
=1	=999975	=67	=False	=16694	=324	=253	=5	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-325.00000	=0.00000	
=1	=999975	=67	=False	=16694	=324	=264	=5	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-325.00000	=0.00000	
=1	=999975	=67	=False	=16694	=325	=593	=57	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-3990.00000	=0.00000	
=1	=999975	=67	=False	=16756	=324	=247	=11	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-715.00000	=0.00000	
=1	=999975	=67	=False	=16756	=324	=248	=8	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-520.00000	=0.00000	
=1	=999975	=67	=False	=16756	=324	=249	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-260.00000	=0.00000	
=1	=999975	=67	=False	=16756	=324	=253	=7	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-455.00000	=0.00000	
=1	=999975	=67	=False	=16756	=324	=264	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-65.00000	=0.00000	
=1	=999975	=67	=False	=16756	=325	=593	=62	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-4340.00000	=0.00000	
=1	=999975	=67	=False	=16888	=324	=247	=7	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-455.00000	=0.00000	
=1	=999975	=67	=False	=16888	=324	=248	=9	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-585.00000	=0.00000	
=1	=999975	=67	=False	=16888	=324	=249	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-65.00000	=0.00000	
=1	=999975	=67	=False	=16888	=324	=253	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-65.00000	=0.00000	
=1	=999975	=67	=False	=16888	=324	=264	=8	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-520.00000	=0.00000	
=1	=999975	=67	=False	=16888	=325	=593	=93	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-6510.00000	=0.00000	
=1	=999976	=55	=False	=16144	=208	=247	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16144	=208	=249	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16144	=208	=264	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-420.00000	=0.00000	
=1	=999976	=55	=False	=16144	=208	=269	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16144	=209	=765	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-375.00000	=0.00000	
=1	=999976	=55	=False	=16144	=210	=430	=40	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-2600.00000	=0.00000	
=1	=999976	=55	=False	=16208	=208	=247	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16208	=208	=264	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999976	=55	=False	=16208	=209	=765	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-375.00000	=0.00000	
=1	=999976	=55	=False	=16208	=210	=430	=56	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-3640.00000	=0.00000	
=1	=999976	=55	=False	=16262	=208	=247	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999976	=55	=False	=16262	=208	=248	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16262	=208	=260	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16262	=208	=264	=5	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-350.00000	=0.00000	
=1	=999976	=55	=False	=16262	=209	=765	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-250.00000	=0.00000	
=1	=999976	=55	=False	=16262	=210	=430	=70	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-4550.00000	=0.00000	
=1	=999976	=55	=False	=16319	=208	=247	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999976	=55	=False	=16319	=208	=248	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999976	=55	=False	=16319	=208	=260	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999976	=55	=False	=16319	=208	=264	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-420.00000	=0.00000	
=1	=999976	=55	=False	=16319	=208	=269	=5	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-350.00000	=0.00000	
=1	=999976	=55	=False	=16319	=209	=765	=5	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-625.00000	=0.00000	
=1	=999976	=55	=False	=16319	=210	=430	=71	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-4615.00000	=0.00000	
=1	=999976	=55	=False	=16382	=208	=247	=9	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-630.00000	=0.00000	
=1	=999976	=55	=False	=16382	=208	=248	=5	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-350.00000	=0.00000	
=1	=999976	=55	=False	=16382	=208	=249	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16382	=208	=260	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999976	=55	=False	=16382	=208	=264	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999976	=55	=False	=16382	=208	=269	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999976	=55	=False	=16382	=209	=765	=9	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1125.00000	=0.00000	
=1	=999976	=55	=False	=16382	=210	=430	=54	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-3510.00000	=0.00000	
=1	=999976	=55	=False	=16454	=208	=247	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16454	=208	=260	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999976	=55	=False	=16454	=208	=264	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999976	=55	=False	=16454	=208	=269	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999976	=55	=False	=16454	=209	=765	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-375.00000	=0.00000	
=1	=999976	=55	=False	=16454	=210	=430	=56	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-3640.00000	=0.00000	
=1	=999976	=55	=False	=16534	=208	=247	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999976	=55	=False	=16534	=208	=248	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999976	=55	=False	=16534	=208	=260	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999976	=55	=False	=16534	=208	=264	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-420.00000	=0.00000	
=1	=999976	=55	=False	=16534	=208	=269	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999976	=55	=False	=16534	=209	=765	=5	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-625.00000	=0.00000	
=1	=999976	=55	=False	=16534	=210	=430	=69	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-4485.00000	=0.00000	
=1	=999976	=55	=False	=16600	=208	=247	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-420.00000	=0.00000	
=1	=999976	=55	=False	=16600	=208	=248	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999976	=55	=False	=16600	=208	=260	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999976	=55	=False	=16600	=208	=264	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-420.00000	=0.00000	
=1	=999976	=55	=False	=16600	=208	=269	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999976	=55	=False	=16600	=209	=765	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-375.00000	=0.00000	
=1	=999976	=55	=False	=16600	=210	=430	=70	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-4550.00000	=0.00000	
=1	=999976	=55	=False	=16645	=208	=247	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16645	=208	=248	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999976	=55	=False	=16645	=208	=260	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16645	=208	=264	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999976	=55	=False	=16645	=209	=765	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-375.00000	=0.00000	
=1	=999976	=55	=False	=16645	=210	=430	=60	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-3900.00000	=0.00000	
=1	=999976	=55	=False	=16700	=208	=248	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999976	=55	=False	=16700	=208	=260	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16700	=208	=264	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999976	=55	=False	=16700	=210	=430	=55	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-3575.00000	=0.00000	
=1	=999976	=55	=False	=16755	=208	=247	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16755	=208	=248	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999976	=55	=False	=16755	=208	=260	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16755	=208	=264	=5	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-350.00000	=0.00000	
=1	=999976	=55	=False	=16755	=209	=765	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-125.00000	=0.00000	
=1	=999976	=55	=False	=16755	=210	=430	=38	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-2470.00000	=0.00000	
=1	=999976	=55	=False	=16827	=208	=247	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16827	=208	=248	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999976	=55	=False	=16827	=208	=249	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999976	=55	=False	=16827	=208	=260	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16827	=208	=264	=10	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-700.00000	=0.00000	
=1	=999976	=55	=False	=16827	=210	=430	=71	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-4615.00000	=0.00000	
=1	=999976	=55	=False	=16914	=208	=247	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999976	=55	=False	=16914	=208	=248	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16914	=208	=260	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999976	=55	=False	=16914	=208	=264	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999976	=55	=False	=16914	=209	=765	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-125.00000	=0.00000	
=1	=999976	=55	=False	=16914	=210	=430	=38	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-2470.00000	=0.00000	
=1	=999976	=55	=False	=16991	=208	=247	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16991	=208	=248	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999976	=55	=False	=16991	=208	=264	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999976	=55	=False	=16991	=210	=430	=24	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1560.00000	=0.00000	
=1	=999977	=67	=False	=16191	=325	=593	=147	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-10290.00000	=0.00000	
=1	=999977	=67	=False	=16360	=325	=593	=224	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-15680.00000	=0.00000	
=1	=999977	=67	=False	=16451	=325	=593	=250	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-17500.00000	=0.00000	
=1	=999977	=67	=False	=16596	=325	=593	=206	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-14420.00000	=0.00000	
=1	=999977	=67	=False	=16731	=325	=593	=275	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-19250.00000	=0.00000	
=1	=999977	=67	=False	=16805	=325	=593	=162	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-11340.00000	=0.00000	
=1	=999977	=67	=False	=16932	=325	=593	=201	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-14070.00000	=0.00000	
=1	=999987	=63	=False	=16207	=244	=247	=12	=300	=300.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-600.00000	=0.00000	
=1	=999987	=63	=False	=16207	=244	=248	=32	=800	=800.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1600.00000	=0.00000	
=1	=999987	=63	=False	=16207	=244	=249	=9	=225	=225.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-450.00000	=0.00000	
=1	=999987	=63	=False	=16207	=244	=252	=3	=75	=75.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-150.00000	=0.00000	
=1	=999987	=63	=False	=16207	=244	=253	=13	=325	=325.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-650.00000	=0.00000	
=1	=999987	=63	=False	=16207	=244	=259	=5	=125	=125.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-250.00000	=0.00000	
=1	=999987	=63	=False	=16207	=244	=264	=18	=450	=450.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-900.00000	=0.00000	
=1	=999987	=63	=False	=16207	=244	=269	=3	=75	=75.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-150.00000	=0.00000	
=1	=999987	=63	=False	=16207	=244	=623	=3	=75	=75.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-150.00000	=0.00000	
=1	=999987	=63	=False	=16385	=244	=247	=16	=400	=400.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-800.00000	=0.00000	
=1	=999987	=63	=False	=16385	=244	=248	=60	=1500	=1500.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-3000.00000	=0.00000	
=1	=999987	=63	=False	=16385	=244	=249	=27	=675	=675.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1350.00000	=0.00000	
=1	=999987	=63	=False	=16385	=244	=252	=7	=175	=175.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-350.00000	=0.00000	
=1	=999987	=63	=False	=16385	=244	=253	=32	=800	=800.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1600.00000	=0.00000	
=1	=999987	=63	=False	=16385	=244	=259	=6	=150	=150.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-300.00000	=0.00000	
=1	=999987	=63	=False	=16385	=244	=264	=26	=650	=650.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1300.00000	=0.00000	
=1	=999987	=63	=False	=16385	=244	=269	=7	=175	=175.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-350.00000	=0.00000	
=1	=999987	=63	=False	=16385	=244	=623	=5	=125	=125.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-250.00000	=0.00000	
=1	=999987	=63	=False	=16544	=244	=247	=12	=300	=300.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-600.00000	=0.00000	
=1	=999987	=63	=False	=16544	=244	=248	=31	=775	=775.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1550.00000	=0.00000	
=1	=999987	=63	=False	=16544	=244	=249	=20	=500	=500.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1000.00000	=0.00000	
=1	=999987	=63	=False	=16544	=244	=252	=4	=100	=100.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-200.00000	=0.00000	
=1	=999987	=63	=False	=16544	=244	=253	=20	=500	=500.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1000.00000	=0.00000	
=1	=999987	=63	=False	=16544	=244	=259	=4	=100	=100.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-200.00000	=0.00000	
=1	=999987	=63	=False	=16544	=244	=264	=30	=750	=750.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1500.00000	=0.00000	
=1	=999987	=63	=False	=16544	=244	=269	=2	=50	=50.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-100.00000	=0.00000	
=1	=999987	=63	=False	=16706	=244	=247	=21	=525	=525.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1050.00000	=0.00000	
=1	=999987	=63	=False	=16706	=244	=248	=43	=1075	=1075.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-2150.00000	=0.00000	
=1	=999987	=63	=False	=16706	=244	=249	=15	=375	=375.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-750.00000	=0.00000	
=1	=999987	=63	=False	=16706	=244	=252	=5	=125	=125.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-250.00000	=0.00000	
=1	=999987	=63	=False	=16706	=244	=253	=30	=750	=750.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1500.00000	=0.00000	
=1	=999987	=63	=False	=16706	=244	=259	=3	=75	=75.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-150.00000	=0.00000	
=1	=999987	=63	=False	=16706	=244	=264	=40	=1000	=1000.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-2000.00000	=0.00000	
=1	=999987	=63	=False	=16706	=244	=269	=10	=250	=250.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-500.00000	=0.00000	
=1	=999987	=63	=False	=16706	=244	=623	=2	=50	=50.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-100.00000	=0.00000	
=1	=999987	=63	=False	=16903	=244	=247	=23	=575	=575.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1150.00000	=0.00000	
=1	=999987	=63	=False	=16903	=244	=248	=61	=1525	=1525.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-3050.00000	=0.00000	
=1	=999987	=63	=False	=16903	=244	=249	=36	=900	=900.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1800.00000	=0.00000	
=1	=999987	=63	=False	=16903	=244	=252	=13	=325	=325.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-650.00000	=0.00000	
=1	=999987	=63	=False	=16903	=244	=253	=41	=1025	=1025.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-2050.00000	=0.00000	
=1	=999987	=63	=False	=16903	=244	=259	=4	=100	=100.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-200.00000	=0.00000	
=1	=999987	=63	=False	=16903	=244	=264	=39	=975	=975.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1950.00000	=0.00000	
=1	=999987	=63	=False	=16903	=244	=269	=10	=250	=250.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-500.00000	=0.00000	
=1	=999987	=63	=False	=16903	=244	=623	=2	=50	=50.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-100.00000	=0.00000	
=1	=999988	=63	=False	=16258	=244	=247	=9	=225	=225.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-450.00000	=0.00000	
=1	=999988	=63	=False	=16258	=244	=248	=12	=300	=300.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-600.00000	=0.00000	
=1	=999988	=63	=False	=16258	=244	=249	=20	=500	=500.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1000.00000	=0.00000	
=1	=999988	=63	=False	=16258	=244	=253	=19	=475	=475.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-950.00000	=0.00000	
=1	=999988	=63	=False	=16258	=244	=256	=1	=25	=25.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-50.00000	=0.00000	
=1	=999988	=63	=False	=16258	=244	=264	=9	=225	=225.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-450.00000	=0.00000	
=1	=999988	=63	=False	=16258	=244	=272	=16	=400	=400.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-800.00000	=0.00000	
=1	=999988	=63	=False	=16604	=244	=247	=19	=475	=475.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-950.00000	=0.00000	
=1	=999988	=63	=False	=16604	=244	=248	=17	=425	=425.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-850.00000	=0.00000	
