TaxCommissionPeriodId	MachineId	RestockId	ItemId	TaxCommissionRuleId	CalculatedCommissionAdjustmentRestockItemAllocatedAmountInCents	CommissionAdjustmentTaxCommissionPeriodId	CommissionAdjustmentMachineId	CommissionAdjustmentAmountInCents	CommissionAdjustmentEffectiveDate	CommissionAdjustmentCreatedBy	CommissionAdjustmentReason	
=1	=1037295	=16393	=249	=324	=-59.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16393	=264	=324	=-58.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16393	=593	=325	=-27.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16448	=247	=324	=-58.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16448	=248	=324	=-57.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16448	=249	=324	=-60.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16448	=264	=324	=-58.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16448	=593	=325	=-27.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16532	=247	=324	=-58.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16532	=248	=324	=-59.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16532	=249	=324	=-60.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16532	=264	=324	=-57.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16532	=593	=325	=-44.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16617	=247	=324	=-59.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16617	=248	=324	=-58.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16617	=249	=324	=-58.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16617	=264	=324	=-57.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16617	=593	=325	=-32.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16696	=247	=324	=-57.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16696	=248	=324	=-56.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16696	=249	=324	=-59.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16696	=264	=324	=-56.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16696	=593	=325	=-18.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16799	=247	=324	=-59.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16799	=248	=324	=-58.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16799	=249	=324	=-60.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16799	=264	=324	=-57.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16799	=593	=325	=-32.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16890	=247	=324	=-55.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16890	=248	=324	=-57.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16890	=249	=324	=-58.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16890	=264	=324	=-54.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037295	=16890	=593	=325	=0.00000	=1	=1037295	=-2746.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16211	=247	=324	=-68.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16211	=248	=324	=-61.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16211	=249	=324	=-67.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16211	=264	=324	=-64.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16211	=593	=325	=-22.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16325	=248	=324	=-61.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16325	=249	=324	=-67.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16325	=264	=324	=-63.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16325	=593	=325	=-29.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16484	=247	=324	=-67.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16484	=248	=324	=-61.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16484	=249	=324	=-63.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16484	=264	=324	=-64.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16484	=593	=325	=-18.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16615	=247	=324	=-68.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16615	=248	=324	=-62.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16615	=249	=324	=-66.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16615	=264	=324	=-62.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16615	=593	=325	=-13.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16727	=247	=324	=-68.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16727	=248	=324	=-62.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16727	=249	=324	=-66.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16727	=264	=324	=-63.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16727	=593	=325	=-16.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16868	=247	=324	=-66.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16868	=248	=324	=-58.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16868	=249	=324	=-68.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16868	=264	=324	=-63.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16868	=593	=325	=0.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16961	=247	=324	=-67.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16961	=248	=324	=-59.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16961	=249	=324	=-66.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16961	=264	=324	=-67.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1037533	=16961	=593	=325	=-33.00000	=1	=1037533	=-1868.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=280	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=282	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=283	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=286	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=289	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=329	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=343	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=350	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=351	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=376	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=382	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=385	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=395	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=423	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=425	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=441	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=467	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=480	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=527	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=528	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=589	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=604	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=609	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=611	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=618	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=622	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=637	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=686	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=757	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=899	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=930	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=971	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=980	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=1010	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=1013	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16218	=1028	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=280	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=282	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=283	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=286	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=289	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=329	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=343	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=350	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=351	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=375	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=385	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=400	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=417	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=423	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=425	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=437	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=441	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=467	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=480	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=481	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=527	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=528	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=589	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=604	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=609	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=611	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=618	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=622	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=637	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=686	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=757	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=899	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=972	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=980	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=995	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=1010	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=1013	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16340	=1028	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=280	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=282	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=283	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=286	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=289	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=329	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=350	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=351	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=385	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=400	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=423	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=425	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=437	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=441	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=467	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=480	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=481	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=527	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=528	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=590	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=604	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=609	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=611	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=618	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=637	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=686	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=757	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=899	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=930	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=972	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=980	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=995	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=1010	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=1013	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=1019	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=1027	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16449	=1028	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=280	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=281	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=282	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=283	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=286	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=289	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=296	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=329	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=343	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=350	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=351	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=375	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=376	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=385	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=400	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=417	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=423	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=425	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=441	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=467	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=480	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=481	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=527	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=528	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=589	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=604	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=609	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=611	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=618	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=637	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=686	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=757	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=899	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=930	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=972	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=980	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=995	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=1010	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
