Id	PrepickGroupId	LocationId	SubLocationId	RouteId	SubRouteNumber	AssetId	Barcode	ImportId	DeviceSerialNumber	CentralThirdPartyDeviceId	ManagementAccountCode	ManagementCode	Deployed	Place	Name	UserMachineSerialNumber	IsOnBattery	IsDoorOpen	IsOutOfOrder	OutOfOrderReason	PlanogramId	SyncPlanogram	LastUpdatedByIntegrationUtcDateTime	LastRestockDateTime	ExternalSystemId	HasTemperatureSensor	OfflineMachineType	MeterType	MeterPriceInCents	ReinventoryNextVisit	InventoryAccuracyInPercents	NeedUpdateInventoryAccuracy	InventoryIntervalType	InventoryIntervalInRestocks	InventoryGradeAIntervalInRestocks	InventoryGradeBIntervalInRestocks	InventoryGradeCIntervalInRestocks	InventoryGradeDIntervalInRestocks	InventoryMaxIntervalInDays	HasCashless	UpdateCashlessSeedDeviceNextVisitWelcomeMessage	CashDiscountInCents	CommissionPlanId	TaxJurisdictionId	SeedSyncDownloadCoilDetails	PremiumOfflineStandardPrepickInventoriesCountThreshold	LastContactUtcDateTime	LastDexUtcDateTime	LastSaleUtcDateTime	LastBillsInUtcDateTime	LastCoinsInUtcDateTime	LastInventoryAdjustmentUtcDateTime	MachineConfigurationId	MachineClassId	MachineMakeId	MachineModelId	MachineTypeOverride	IsExceptionPeriodDisabled	LastReportedAlertLowTemperatureInFahrenheit	LastReportedTemperatureInFahrenheit	LastReportedAlertHighTemperatureInFahrenheit	LastReportedTemperatureUtcDateTime	DexMachineSerialNumber	DexMachineModelNumber	DexMachineBuildStandard	CoilCrc	MicromarketId	AlertTargetId	PulledDateTime	SnoozeId	IsDeliveryPoint	DeliveryPricingPlanId	Equipment	Deleted	AcquiredFromCompanyName	PurchaseDate	PurchasePriceInCents	DepreciationInYears	PostDepreciationMonthlyCostInCents	
=28	=2	=1009	[NULL]	=3	=1	=#18	[NULL]	[NULL]	=139379	[NULL]	[NULL]	[NULL]	=1	=Sierra Lobby	[NULL]	=	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=08/20/2013 10:41:37	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=SIM	=5	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:28:00	=08/22/2013 02:28:00	=08/21/2013 14:28:00	=08/21/2013 14:28:00	=08/21/2013 14:28:00	=08/14/2013 06:24:00	[NULL]	=4	=15	=78	=Vendo V540	=False	[NULL]	[NULL]	[NULL]	[NULL]	=VCS90021473	=VEC 9.1	=2020	=12392	[NULL]	=23	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=29	=1	=1009	[NULL]	=3	=1	=#19	[NULL]	[NULL]	=139289	[NULL]	[NULL]	[NULL]	=1	=Sierra Lobby	[NULL]	=	=False	=False	=False	[NULL]	[NULL]	=False	[NULL]	=08/20/2013 10:39:40	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=SIM	=5	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:00:00	=08/22/2013 02:00:00	=08/21/2013 14:00:00	=08/21/2013 14:00:00	=08/21/2013 14:00:00	=07/31/2013 10:00:00	[NULL]	=2	=5	=18	=Crane 497 Frozen/Snack	=False	=-20	[NULL]	=20	=07/29/2010 11:35:00	=000000	=CRANE..VER 15823	[NULL]	=8547	[NULL]	=26	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=30	=2	=1009	[NULL]	=3	=1	=#20	[NULL]	[NULL]	=139347	[NULL]	[NULL]	[NULL]	=1	=Sierra Lobby	[NULL]	=	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=07/02/2013 16:14:17	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:36:00	=08/22/2013 02:36:00	=08/19/2013 10:34:00	=08/19/2013 10:34:00	=08/15/2013 14:33:00	=07/02/2013 13:14:00	[NULL]	=4	=12	=69	=Red Bull RVRB372-3	=False	[NULL]	[NULL]	[NULL]	[NULL]	=0206125258	=MERLIN 3.SEL 67237.2	=200	=21803	[NULL]	=17	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=31	=1	=1001	[NULL]	=5	=1	=#21	[NULL]	[NULL]	=139352	[NULL]	[NULL]	[NULL]	=1	=RDMT 100	[NULL]	=	=False	=False	=False	[NULL]	[NULL]	=False	[NULL]	=08/20/2013 11:21:57	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 01:51:00	=08/22/2013 01:51:00	=08/21/2013 17:51:00	=08/21/2013 17:51:00	=08/21/2013 17:51:00	=08/16/2013 11:46:00	[NULL]	=2	=5	=18	=Crane 158 snack	=False	[NULL]	[NULL]	[NULL]	[NULL]	=000021	=CRANE..VER 15823	[NULL]	=-16243	[NULL]	=10	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=32	=4	=1011	[NULL]	=4	=1	=#22	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=1	=Vista Lobby	[NULL]	=	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=08/15/2013 08:50:00	=	=False	=P	=C	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	=2	[NULL]	=08/15/2013 05:50:00	[NULL]	[NULL]	[NULL]	=08/15/2013 05:50:00	[NULL]	=1	=1	=1	=Shoppertron 431 Food	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=33	=7	=1011	[NULL]	=4	=1	=#23	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=1	=Vista Lobby	[NULL]	=	[NULL]	[NULL]	=False	[NULL]	=16	=False	[NULL]	=08/15/2013 08:50:00	=	=False	=P	=C	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	=1	[NULL]	=08/15/2013 05:50:00	[NULL]	[NULL]	[NULL]	=08/15/2013 05:50:00	[NULL]	=1	=1	=1	=Crane 637 Coffee	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=34	=1	=1011	[NULL]	=4	=1	=#24	[NULL]	[NULL]	=139480	[NULL]	[NULL]	[NULL]	=1	=Vista Lobby	[NULL]	=	=False	=False	=False	[NULL]	[NULL]	=False	[NULL]	=08/19/2013 14:06:33	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:52:00	=08/22/2013 02:52:00	=08/21/2013 22:52:00	=08/21/2013 22:52:00	=08/21/2013 18:52:00	=08/19/2013 11:07:00	[NULL]	=2	=5	=18	=Crane 157 snack	=False	[NULL]	[NULL]	[NULL]	[NULL]	=000024	=CRANE..VER 15823	[NULL]	=20128	[NULL]	=11	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=35	=2	=1011	[NULL]	=4	=1	=#25	[NULL]	[NULL]	=139332	[NULL]	[NULL]	[NULL]	=1	=Vista Lobby	[NULL]	=	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=08/01/2013 11:27:39	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/21/2013 18:30:00	=08/21/2013 18:30:00	=08/21/2013 18:30:00	=08/21/2013 18:30:00	=08/21/2013 18:30:00	=08/01/2013 08:28:00	[NULL]	=4	=15	=78	=Vendo V540	=False	[NULL]	[NULL]	[NULL]	[NULL]	=90001403	=VEC 9.1	=2010	=-29842	[NULL]	=18	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=36	=1	=1012	[NULL]	=7	=1	=#29	[NULL]	[NULL]	=139410	[NULL]	[NULL]	[NULL]	=1	=A/R Lobby	[NULL]	[NULL]	=False	=False	=False	[NULL]	[NULL]	=False	[NULL]	=08/19/2013 13:21:54	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:35:00	=08/22/2013 02:35:00	=08/21/2013 22:35:00	=08/21/2013 22:35:00	=08/21/2013 18:35:00	=08/19/2013 10:22:00	[NULL]	=2	=5	=18	=Crane 158 snack	=False	[NULL]	[NULL]	[NULL]	[NULL]	=000029	=CRANE..VER 15823	[NULL]	=3859	[NULL]	=24	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=37	=2	=1012	[NULL]	=7	=1	=#30	[NULL]	[NULL]	=139342	[NULL]	[NULL]	[NULL]	=1	=A/R Lobby	[NULL]	=	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=08/13/2013 11:00:49	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 01:45:00	=08/22/2013 01:45:00	=08/21/2013 17:45:00	=08/21/2013 17:45:00	=08/21/2013 09:45:00	=08/07/2013 06:10:00	[NULL]	=4	=15	=78	=Vendo V540	=False	[NULL]	[NULL]	[NULL]	[NULL]	=90001066	=VEC 9.1	=2010	=-7861	[NULL]	=12	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=38	=2	=1013	[NULL]	=7	=1	=#31	[NULL]	[NULL]	=44382	[NULL]	[NULL]	[NULL]	=1	=RDMT 418	[NULL]	=	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=06/19/2013 15:32:06	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:51:00	=08/22/2013 02:51:00	=08/19/2013 18:49:00	=08/19/2013 18:49:00	=08/19/2013 18:49:00	=07/18/2013 06:16:00	[NULL]	=4	=15	=78	=Vendo V540	=False	[NULL]	[NULL]	[NULL]	[NULL]	=VCS90021416	=VEC 9.1	=2020	=2294	[NULL]	=28	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=39	=2	=1007	[NULL]	=6	=1	=#32	[NULL]	[NULL]	=139457	[NULL]	[NULL]	[NULL]	=1	=RDMT 210	[NULL]	=	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=08/20/2013 12:08:03	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/21/2013 23:39:00	=08/21/2013 23:39:00	=08/21/2013 11:39:00	=08/21/2013 11:39:00	=08/20/2013 15:37:00	=08/20/2013 09:08:03	[NULL]	=4	=15	=78	=Vendo V540	=False	[NULL]	[NULL]	[NULL]	[NULL]	=90001017	=VEC 9.1	=2010	=23790	[NULL]	=21	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=40	=2	=1001	[NULL]	=5	=1	=#50	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=Student Center	[NULL]	[NULL]	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=10/16/2012 11:11:00	=	=False	=P	=C	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	=2	=01/16/2013 10:57:00	=01/16/2013 10:57:00	=01/10/2013 10:32:00	=01/10/2013 10:32:00	=12/20/2012 13:46:00	=01/16/2013 12:30:00	[NULL]	=4	=15	=78	=Vendo V540 Pepsi	=False	[NULL]	[NULL]	[NULL]	[NULL]	=VCS90067020	=VEC 9.1	=2020	=-2702	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=41	=3	=1001	[NULL]	=5	=1	=#51	[NULL]	[NULL]	=139360	[NULL]	[NULL]	[NULL]	=1	=RDMT 100	[NULL]	=	=False	=True	=False	[NULL]	[NULL]	=False	[NULL]	=08/21/2013 09:28:11	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:23:00	=08/22/2013 02:23:00	=08/21/2013 18:23:00	=08/21/2013 18:23:00	=08/21/2013 14:23:00	=08/21/2013 06:28:11	[NULL]	=3	=6	=48	=Dixie Narco DN5591 Pepsi	=False	[NULL]	[NULL]	[NULL]	[NULL]	=0	=DN5500	=0306	=-1614	[NULL]	=7	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=42	=2	=1013	[NULL]	=7	=1	=#52	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=RDMT 418	[NULL]	[NULL]	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=11/29/2012 12:22:00	=	=False	=P	=C	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	=2	=01/16/2013 10:54:00	=01/16/2013 10:54:00	=01/12/2013 10:51:00	=01/12/2013 10:51:00	=01/08/2013 14:22:00	=01/16/2013 12:56:00	[NULL]	=4	=6	=1	=Dixie Narco DN501 Aqua Fina	=False	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=9985	=19398	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=43	=3	=1009	[NULL]	=3	=1	=#56	[NULL]	[NULL]	=139361	[NULL]	[NULL]	[NULL]	=1	=Sierra Lobby	[NULL]	=	=False	=False	=False	[NULL]	[NULL]	=False	[NULL]	=08/20/2013 10:20:41	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=SIM	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 03:09:00	=08/22/2013 03:09:00	=08/21/2013 16:09:00	=08/21/2013 16:09:00	=08/21/2013 16:09:00	=08/20/2013 07:21:00	[NULL]	=3	=6	=1	=Dixie Narco DN5800 Aqufina	=False	[NULL]	[NULL]	[NULL]	[NULL]	=DIX	=DN5800	=7000	=-13469	[NULL]	=5	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=44	=3	=1007	[NULL]	=6	=1	=#55	[NULL]	[NULL]	=139463	[NULL]	[NULL]	[NULL]	=1	=RDMT 210	[NULL]	=	=False	=False	=False	[NULL]	[NULL]	=False	[NULL]	=08/21/2013 08:59:36	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=SIM	=5	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:35:00	=08/22/2013 02:35:00	=08/21/2013 18:35:00	=08/21/2013 18:35:00	=08/21/2013 14:35:00	=08/19/2013 09:42:12	[NULL]	=3	=6	=48	=Dixie Narco DN5591 Pepsi	=False	[NULL]	[NULL]	[NULL]	[NULL]	=0	=DN5500	=0308	=19805	[NULL]	=4	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=45	=3	=1006	[NULL]	=6	=1	=#54	[NULL]	[NULL]	=139296	[NULL]	[NULL]	[NULL]	=1	=RDMT 241	[NULL]	[NULL]	=False	=False	=False	[NULL]	[NULL]	=False	[NULL]	=08/20/2013 12:35:25	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:35:00	=08/22/2013 02:35:00	=08/21/2013 18:35:00	=08/21/2013 14:02:00	=08/21/2013 18:35:00	=08/14/2013 12:18:17	[NULL]	=3	=6	=48	=Dixie Narco DN5591 Pepsi	=False	[NULL]	[NULL]	[NULL]	[NULL]	=0	=DN5500	=0308	=20638	[NULL]	=15	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=46	=2	=1009	[NULL]	=3	=1	=#57	[NULL]	[NULL]	=139292	[NULL]	[NULL]	[NULL]	=1	=Sierra Lobby	[NULL]	=	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=07/29/2013 16:30:18	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:50:00	=08/22/2013 02:50:00	=08/21/2013 10:50:00	=08/21/2013 10:50:00	=08/21/2013 10:50:00	=06/10/2013 13:00:00	[NULL]	=4	=15	=75	=Vendo V721 Aquafina	=False	[NULL]	[NULL]	[NULL]	[NULL]	=D4509875	=VEC 12.3	=3014	=-1355	[NULL]	=22	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=47	=2	=1016	[NULL]	=3	=1	=#58	[NULL]	[NULL]	=139365	[NULL]	[NULL]	[NULL]	=1	=Sierra 1st Floor	[NULL]	=	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=07/30/2013 16:11:20	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:58:00	=08/22/2013 02:58:00	=08/21/2013 10:58:00	=08/21/2013 10:58:00	=08/19/2013 10:56:00	=07/23/2013 11:35:00	[NULL]	=4	=15	=78	=Vendo V630HV Pepsi	=False	[NULL]	[NULL]	[NULL]	[NULL]	=90010415	=VEC 9.3	=2030	=7471	[NULL]	=9	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=48	=2	=1016	[NULL]	=3	=1	=#59	[NULL]	[NULL]	=139366	[NULL]	[NULL]	[NULL]	=1	=Sierra 1st Floor	[NULL]	=	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=07/02/2013 16:19:02	=	=True	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:35:00	=08/22/2013 02:35:00	=08/19/2013 10:35:00	=08/19/2013 10:35:00	=08/19/2013 10:35:00	=06/27/2013 09:20:00	[NULL]	=4	=15	=78	=Vendo V630HV Aquafina	=False	=-20	=0	=20	=07/20/2010 09:20:00	=90020600	=VEC 9.3	=2040	=10459	[NULL]	=19	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=49	=2	=1017	[NULL]	=3	=1	=#60	[NULL]	[NULL]	=139460	[NULL]	[NULL]	[NULL]	=1	=Sierra 2nd Floor	[NULL]	=	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=08/01/2013 15:47:02	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:47:00	=08/22/2013 02:47:00	=08/21/2013 18:47:00	=08/21/2013 18:47:00	=08/21/2013 18:47:00	=06/27/2013 09:20:00	[NULL]	=4	=15	=75	=Vendo V821HV Pepsi	=False	[NULL]	[NULL]	[NULL]	[NULL]	=D7996902	=VEC 12.3	=3014	=9244	[NULL]	=32	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=50	=2	=1011	[NULL]	=4	=1	=#61	[NULL]	[NULL]	=139355	[NULL]	[NULL]	[NULL]	=1	=Vista Lobby	[NULL]	=	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=07/29/2013 13:58:30	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	=SIM	=3	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:36:00	=08/22/2013 02:36:00	=08/21/2013 18:36:00	=08/21/2013 18:36:00	=08/21/2013 10:37:00	=07/23/2013 08:33:00	[NULL]	=4	=15	=75	=Vendo V721HVV Pepsi	=False	[NULL]	[NULL]	[NULL]	[NULL]	=D3C02838	=VEC 12.3	=3013	=10714	[NULL]	=30	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=51	=2	=1018	[NULL]	=4	=1	=#62	[NULL]	[NULL]	=139340	[NULL]	[NULL]	[NULL]	=1	=Vista B300	[NULL]	=	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=07/31/2013 10:18:13	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 03:01:00	=08/22/2013 03:01:00	=08/21/2013 11:01:00	=08/21/2013 11:01:00	=08/20/2013 19:01:00	=07/11/2013 11:32:00	[NULL]	=4	=15	=75	=Vendo V821HV Pepsi	=False	[NULL]	[NULL]	[NULL]	[NULL]	=D5838020	=VEC 12.3	=3014	=19283	[NULL]	=31	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=52	=2	=1012	[NULL]	=7	=1	=#63	[NULL]	[NULL]	=139462	[NULL]	[NULL]	[NULL]	=1	=A/R Lobby	[NULL]	=	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=08/19/2013 13:24:37	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 01:59:00	=08/22/2013 01:59:00	=08/21/2013 09:59:00	=08/21/2013 09:59:00	=08/21/2013 09:59:00	=08/08/2013 06:12:16	[NULL]	=4	=15	=78	=Vendo V540HV Pepsi	=False	[NULL]	[NULL]	[NULL]	[NULL]	=90003790	=VEC 9.3	=2030	=-32412	[NULL]	=14	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=53	=2	=1013	[NULL]	=7	=1	=#64	[NULL]	[NULL]	=139461	[NULL]	[NULL]	[NULL]	=1	=RDMT 418	[NULL]	=	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=07/19/2013 13:31:35	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:57:00	=08/22/2013 02:57:00	=08/21/2013 06:57:00	=08/21/2013 06:57:00	=08/21/2013 06:57:00	=06/27/2013 10:00:00	[NULL]	=4	=15	=78	=Vendo V630HV Pepsi	=False	[NULL]	[NULL]	[NULL]	[NULL]	=90019283	=VEC 9.3	=2040	=22673	[NULL]	=3	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=54	=2	=1011	[NULL]	=4	=1	=#65	[NULL]	[NULL]	=139459	[NULL]	[NULL]	[NULL]	=1	=Vista Lobby	[NULL]	=	=False	=False	=False	[NULL]	[NULL]	=False	[NULL]	=07/19/2013 12:12:05	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 02:35:00	=08/22/2013 02:35:00	=08/21/2013 14:35:00	=08/21/2013 14:35:00	=08/20/2013 14:35:00	=06/27/2013 08:30:00	[NULL]	=4	=15	=78	=Vendo V630HV Aquafina	=False	=-20	=0	=20	=05/14/2013 06:06:00	=90020985	=VEC 9.3	=2040	=22120	[NULL]	=6	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=55	=2	=1005	[NULL]	=6	=1	=#66	[NULL]	[NULL]	=139333	[NULL]	[NULL]	[NULL]	=1	=RDMT 206	[NULL]	=	=False	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	=08/20/2013 12:39:16	=	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	=08/22/2013 00:40:00	=08/22/2013 00:40:00	=08/21/2013 16:39:00	=08/21/2013 16:39:00	=08/21/2013 16:39:00	=08/01/2013 07:57:00	[NULL]	=4	=15	=75	=Vendo V821HV Pepsi	=False	[NULL]	[NULL]	[NULL]	[NULL]	=D4817250	=VEC 12.3	=3014	=-1643	[NULL]	=27	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
=56	=7	=1019	[NULL]	=0	[NULL]	=#68	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=Student Center	[NULL]	=	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=	=False	=F	[NULL]	[NULL]	=False	[NULL]	=True	[NULL]	=4	=8	=4	=3	=1	[NULL]	=False	=False	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=1	=1	=1	=Vendo Aquafina	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	=False	[NULL]	[NULL]	=0	=0.00	=0	
