Id	PackId	Barcode	Deleted	
=1107	=588	=767796019257	=False	
=1108	=589	=767796020109	=False	
=1109	=590	=767796020116	=False	
=1110	=591	=767796020208	=False	
=1111	=592	=767796020505	=False	
=1112	=593	=767796021106	=False	
=1113	=594	=767796021502	=False	
=1114	=595	=767796022103	=False	
=1115	=596	=767796022509	=False	
=1116	=597	=767796022806	=False	
=1117	=598	=767796023254	=False	
=1118	=599	=767796023308	=False	
=1119	=600	=767796023551	=False	
=1120	=602	=767796023605	=False	
=1121	=603	=767796023650	=False	
=1122	=604	=767796024503	=False	
=1123	=605	=767796030009	=False	
=1124	=606	=767796031204	=False	
=1125	=607	=767796031402	=False	
=1126	=608	=767796031600	=False	
=1127	=609	=767796032300	=False	
=1128	=610	=767796033307	=False	
=1129	=611	=767796034106	=False	
=1130	=612	=767796034205	=False	
=1131	=613	=767796040978	=False	
=1132	=614	=767796040985	=False	
=1133	=615	=767796050403	=False	
=1134	=616	=767796050700	=False	
=1135	=617	=767796060051	=False	
=1136	=618	=767796060105	=False	
=1137	=619	=767796060150	=False	
=1138	=620	=767796060204	=False	
=1139	=621	=767796060259	=False	
=1140	=622	=767796060303	=False	
=1141	=623	=767796060358	=False	
=1142	=624	=767796070401	=False	
=1143	=625	=767796071354	=False	
=1144	=626	=767796071408	=False	
=1145	=627	=767796071606	=False	
=1146	=628	=767796071859	=False	
=1147	=629	=767796072108	=False	
=1148	=630	=767796072153	=False	
=1149	=631	=767796072160	=False	
=1150	=632	=767796072177	=False	
=1151	=633	=767796073402	=False	
=1152	=634	=767796074508	=False	
=1153	=635	=767796080004	=False	
=1154	=636	=767796080059	=False	
=1155	=637	=767796080103	=False	
=1156	=638	=767796081209	=False	
=1157	=639	=767796083203	=False	
=1158	=640	=767796083302	=False	
=1159	=60	=786162002969	=False	
=1160	=1199	=786162003102	=False	
=1161	=557	=789644000019	=False	
=1162	=558	=789644000026	=False	
=1163	=559	=789644000040	=False	
=1164	=560	=789644000057	=False	
=1165	=561	=789644000061	=False	
=1166	=562	=789644000071	=False	
=1167	=563	=789644000101	=False	
=1168	=564	=789644000309	=False	
=1169	=565	=789644000316	=False	
=1170	=687	=789785019598	=False	
=1171	=681	=789785500577	=False	
=1172	=499	=793573873781	=False	
=1173	=154	=815105010058	=False	
=1174	=1200	=]c10110815105010055	=False	
=1175	=89	=842885097269	=False	
=1176	=86	=842885098716	=False	
=1177	=675	=890026002573	=False	
=1178	=553	=894700010045	=False	
=1179	=555	=894700010052	=False	
=1180	=554	=894700010069	=False	
=1181	=1201	=10016000282787	=False	
=1182	=1202	=049000028904	=False	
=1183	=696	=041143125762	=False	
=1184	=1203	=049000043976	=False	
=1185	=45	=078000103168	=False	
=1186	=510	=490500	=False	
=1187	=465	=038000296680	=False	
=1188	=1209	=496580	=False	
=1189	=1210	=049000029345	=True	
=1190	=1211	=049000037111	=False	
=1191	=1212	=049000030778	=False	
=1192	=1213	=497640	=False	
=1193	=1214	=490440	=False	
=1194	=1215	=049000040869	=False	
=1195	=1216	=490450	=False	
=1196	=881	=070847811169	=False	
=1197	=1217	=049000019162	=False	
=1198	=880	=070847000037	=False	
=1199	=1218	=025000056031	=False	
=1200	=1219	=025000056017	=False	
=1201	=1220	=10049000007906	=False	
=1202	=1221	=10049000003717	=False	
=1203	=1222	=049000003697	=False	
=1204	=971	=072250912167	=False	
=1205	=1234	=48060550	=False	
=1206	=339	=00028400443890	=False	
=1207	=39	=499290	=False	
=1208	=947	=078000083132	=False	
=1209	=18	=782850	=False	
=1210	=517	=401440	=False	
=1211	=703	=121290	=False	
=1212	=520	=224860	=False	
=1213	=198	=077034099225	=False	
=1214	=433	=012546320276	=False	
=1215	=514	=224880	=False	
=1216	=515	=224850	=False	
=1217	=452	=077034009781	=False	
=1218	=462	=028400041768	=False	
=1219	=208	=040000422068	=False	
=1220	=227	=342400	=False	
=1221	=1249	=031535598618	=False	
=1222	=1255	=085264431005	=False	
=1223	=404	=085264392672	=False	
=1224	=1254	=072250010368	=False	
=1225	=1232	=012000007590	=False	
=1226	=23	=012000810091	=False	
=1227	=911	=012000100499	=False	
=1228	=1259	=078000116168	=False	
=1229	=1207	=012000100109	=False	
=1230	=25	=012000100109	=False	
=1231	=1225	=782560	=False	
=1232	=850	=025000058073	=False	
=1233	=1244	=492480	=False	
=1234	=950	=783880	=False	
=1235	=949	=783860	=False	
=1236	=1208	=071817000293	=False	
=1237	=966	=499290	=False	
=1238	=877	=049000047561	=False	
=1239	=1237	=049000029901	=False	
=1240	=1128	=049000023855	=False	
=1241	=965	=490500	=False	
=1242	=169	=012000504082	=False	
=1243	=1168	=078000113426	=False	
=1244	=1167	=078000012194	=False	
=1245	=1130	=049000024708	=False	
=1246	=700	=028300003972	=False	
=1247	=1238	=025000058028	=False	
=1248	=168	=127950	=False	
=1249	=1261	=127950	=False	
=1250	=1242	=049000029796	=False	
=1251	=1262	=078000113402	=False	
=1252	=1263	=049000023923	=False	
=1253	=1233	=078000052404	=False	
=1254	=1224	=078000083408	=False	
=1255	=180	=078000001617	=False	
=1256	=943	=078000001617	=False	
=1257	=1239	=078000116403	=False	
=1258	=1231	=121310	=False	
=1259	=1223	=078000082401	=False	
=1260	=1221	=049000003710	=False	
=1261	=1220	=049000007909	=False	
=1262	=57	=073360743412	=False	
=1263	=892	=073360707513	=False	
=1264	=882	=070847811268	=False	
=1265	=1240	=611269991000	=False	
=1266	=900	=078000092400	=False	
=1267	=51	=499770	=False	
=1268	=1264	=499770	=False	
=1269	=1148	=076183163634	=False	
=1270	=1265	=076183202012	=False	
=1271	=848	=022592536545	=False	
=1272	=677	=041716231104	=False	
=1273	=158	=041433007853	=False	
=1274	=1188	=097488004743	=False	
=1275	=130	=073202899581	=False	
=1276	=556	=041433001202	=False	
=1277	=1189	=097488004750	=False	
=1278	=147	=097488004361	=False	
=1279	=1025	=012002708607881932020003681112101521228962658211	=False	
=1280	=155	=097488004330	=False	
=1281	=1260	=078000054163	=False	
=1282	=1266	=00077782924909	=False	
=1283	=361	=044000005351	=False	
=1284	=1171	=079783406125	=True	
=1285	=429	=022000104274	=False	
=1286	=1021	=220001582538	=False	
=1287	=427	=022000114044	=False	
=1288	=423	=022000114020	=False	
=1289	=424	=022000114051	=False	
=1290	=428	=022000114037	=False	
=1291	=1253	=20020501053033	=False	
=1292	=1159	=WO0011067	=False	
=1293	=974	=040000524311	=False	
=1294	=1232	=012000810091	=False	
=1295	=940	=078000011050	=False	
=1296	=16	=078000011050	=False	
=1297	=28	=049000042559	=False	
=1298	=1207	=120130	=False	
=1299	=1289	=080793808694	=False	
=1300	=1228	=012000809972	=False	
=1301	=1245	=049000031058	=False	
=1302	=1290	=049000030730	=False	
=1303	=1246	=012000101151	=False	
=1304	=205	=040000522089	=False	
=1305	=215	=034000243006	=False	
=1306	=224	=638102203298	=False	
=1307	=711	=404050	=False	
=1308	=234	=342200	=False	
=1309	=1157	=10077034089506	=False	
=1310	=1158	=WO0010883	=False	
=1311	=465	=038000296659	=False	
=1312	=1086	=030100125884	=False	
=1313	=894	=076150232547	=False	
=1314	=1252	=131535598615	=False	
=1315	=657	=00017082462626	=False	
=1316	=1107	=993193	=False	
=1317	=694	=044000014131	=False	
=1318	=1254	=072250915823	=False	
=1319	=386	=085264791604	=False	
=1320	=382	=44904847	=False	
=1321	=1179	=085264792625	=False	
=1322	=976	=043695076769	=False	
=1323	=1185	=P415L131332	=False	
=1324	=79	=00038000126093	=False	
=1325	=715	=10720495430096	=False	
=1326	=343	=028400443746	=False	
=1327	=1060	=028400047906	=False	
=1328	=1063	=028400443548	=False	
=1329	=1302	=016000442818	=False	
=1330	=1302	=016000165632	=True	
=1331	=1303	=016000165632	=False	
=1332	=357	=028400079167	=False	
=1333	=1301	=028400079174	=False	
=1334	=1306	=025000035838	=False	
=1335	=1307	=0250000035821	=False	
=1336	=1308	=072180749123	=False	
=1337	=1309	=072180749123	=False	
=1338	=1313	=085264436406	=False	
=1339	=1314	=10085264436403	=False	
=1340	=1312	=034000239009	=False	
=1341	=1276	=094187010136	=False	
=1342	=904	=080793808670	=False	
=1343	=538	=078000054163	=False	
=1344	=174	=078000100969	=False	
=1345	=1219	=10025000056014	=False	
=1346	=11	=10049000007906	=False	
=1347	=665	=021000023226	=False	
=1348	=79	=038000070471	=False	
=1349	=686	=013800552334	=False	
=1350	=1321	=013800174208	=False	
=1351	=1322	=013800151919	=False	
=1352	=1323	=013800103406	=False	
=1353	=1327	=091752151010	=False	
=1354	=409	=091752001001	=False	
=1355	=409	=091752001056	=False	
=1356	=409	=091752001209	=False	
=1357	=1211	=497150	=False	
=1358	=1226	=078000053166	=True	
=1359	=1293	=025000058196	=False	
=1360	=704	=078000001655	=False	
=1361	=168	=012000018619	=False	
=1362	=906	=611269122121	=False	
=1363	=1240	=611269911442	=False	
=1364	=662	=124100	=False	
=1365	=665	=021000025824	=False	
=1366	=551	=043695076752	=False	
=1367	=556	=10070110056638	=False	
=1368	=1204	=043695076752	=False	
=1369	=872	=043695079210	=False	
=1370	=1071	=028400070560	=False	
=1371	=1300	=00038000716300	=False	
=1372	=698	=038000716317	=False	
=1373	=1101	=038000317309	=False	
=1374	=1267	=300450449108	=False	
=1375	=676	=044000029098	=False	
=1376	=1286	=041143120101	=False	
=1377	=465	=038000299834	=False	
=1378	=998	=016000166097	=False	
=1379	=1311	=034000239009	=False	
=1380	=934	=401600	=False	
=1381	=1094	=034856017738	=False	
=1382	=422	=022000114013	=False	
=1383	=520	=022000114860	=False	
=1384	=1075	=028400041768	=False	
=1385	=1329	=072655405806	=False	
=1386	=438	=12434	=True	
=1387	=1331	=028000080006	=False	
=1388	=1332	=028000080075	=False	
=1389	=1337	=649632000844	=False	
=1390	=1336	=649632000806	=False	
=1391	=1340	=076410900537	=False	
=1392	=1339	=076410900544	=False	
=1393	=1339	=076410900469	=False	
=1394	=1339	=076410900445	=False	
=1395	=1343	=021131350369	=False	
=1396	=1344	=649632000837	=False	
=1397	=446	=076410010076	=True	
=1398	=1171	=076410140650	=True	
=1399	=1345	=076410010076	=False	
=1400	=1346	=076410140650	=False	
=1401	=1352	=044000034450	=False	
=1402	=1349	=044000037444	=False	
=1403	=1351	=025000011375	=True	
=1404	=1347	=025000056840	=True	
=1405	=1347	=025000056857	=False	
=1406	=1351	=025000011351	=False	
=1407	=1350	=025000011375	=False	
=1408	=1348	=025000056840	=False	
=1409	=1356	=072180749246	=False	
=1410	=1357	=025222256062	=False	
=1411	=1358	=10025000056069	=False	
=1412	=139	=072180749086	=False	
=1413	=139	=072180749093	=False	
=1414	=1359	=789785500089	=False	
=1415	=1360	=082666700005	=False	
=1416	=1361	=20082666700009	=False	
=1417	=938	=10044000006096	=False	
=1418	=694	=10044000014138	=False	
=1419	=1283	=037700327113	=False	
=1420	=1328	=638102503961	=False	
=1421	=1311	=342390	=False	
=1422	=1316	=071159000227	=False	
=1423	=1208	=071817040299	=False	
=1424	=164	=049000035575	=False	
=1425	=79	=038000635700	=False	
=1426	=76	=00030000265857	=False	
=1427	=1338	=074780004107	=False	
=1428	=96	=031200788238	=False	
=1429	=1342	=051000146564	=False	
=1430	=159	=01100777820294102000100180213041	=False	
=1431	=1325	=013800190918	=False	
=1432	=130	=073202996815	=False	
=1433	=1363	=076410010083	=False	
=1434	=1364	=00076410510088	=False	
=1435	=1366	=013800558121	=False	
=1436	=1367	=767796073204	=False	
=1437	=1375	=872181000069	=False	
=1438	=1353	=872181000540	=False	
=1439	=1376	=675825701007	=False	
=1440	=1377	=675825701106	=False	
=1441	=1378	=675825701205	=False	
=1442	=1379	=028400218085	=False	
=1443	=1381	=814081010625	=False	
=1444	=1382	=814081010632	=False	
=1445	=1383	=814081010649	=False	
=1446	=1384	=814081010656	=False	
=1447	=1385	=814081010588	=False	
=1448	=1386	=814081010045	=False	
=1449	=1387	=814081010052	=False	
=1450	=1388	=814081010533	=False	
=1451	=1389	=814081010144	=False	
=1452	=1390	=814081010113	=False	
=1453	=1391	=814081010212	=False	
=1454	=1392	=814081010137	=False	
=1455	=1393	=814081010182	=False	
=1456	=1394	=814081010311	=False	
=1457	=1395	=814081010175	=False	
=1458	=1399	=814081010281	=False	
=1459	=1400	=814081010298	=False	
=1460	=1401	=814081010236	=False	
=1461	=1402	=814081010755	=False	
=1462	=1403	=814081010731	=False	
=1463	=1398	=071202163077	=False	
=1464	=1397	=071202163176	=False	
=1465	=76	=030000319581	=False	
=1466	=1404	=814081010496	=True	
=1467	=1404	=814081010243	=False	
=1468	=1405	=814081010496	=False	
=1469	=1406	=814081010489	=False	
=1470	=1408	=814081010120	=False	
=1471	=1410	=814081010151	=False	
=1472	=1411	=814081010786	=False	
=1473	=1412	=814081010724	=False	
=1474	=1413	=81408101077	=False	
=1475	=1414	=814081010762	=False	
=1476	=1415	=814081010687	=False	
=1477	=1416	=814081010595	=False	
=1478	=1417	=814081010717	=False	
=1479	=1418	=814081010618	=False	
=1480	=1419	=814081010694	=False	
=1481	=430	=220001582538	=False	
=1482	=516	=012546068123	=False	
=1483	=515	=022000114853	=False	
=1484	=1001	=016000264793	=False	
=1485	=1363	=00076410510088	=False	
=1486	=448	=/I705303/O50-081313	=False	
=1487	=842	=017082460622	=False	
=1488	=1136	=070462098631	=False	
=1489	=919	=342410	=False	
=1490	=711	=040000353874	=False	
=1491	=234	=034000220007	=False	
=1492	=1328	=638102203298	=False	
=1493	=445	=026200772349	=False	
=1494	=445	=262342	=False	
=1495	=723	=072250030878	=False	
=1496	=1230	=041668105058	=False	
=1497	=1122	=10044000014138	=False	
=1498	=886	=072250010412	=False	
=1499	=669	=076183260807	=False	
=1500	=667	=041716841556	=False	
=1501	=24	=012000100499	=False	
=1502	=525	=049000042566	=False	
=1503	=1342	=00200510008013129714	=False	
=1504	=669	=012000030796	=False	
=1505	=1396	=078000053401	=False	
=1506	=1358	=025000056062	=False	
=1507	=1371	=073360237515	=False	
=1508	=1368	=073360377518	=False	
=1509	=899	=078000011852	=False	
=1510	=890	=073202899680	=False	
=1511	=148	=097488004743	=False	
=1512	=1422	=077975021309	=False	
=1513	=1423	=077975021309	=False	
=1514	=1424	=077260069481	=False	
=1515	=1426	=82305611380	=False	
=1516	=1428	=077900354434	=False	
=1517	=1435	=078907450327	=False	
=1518	=1436	=0408220119952	=False	
=1519	=1372	=073360237515	=False	
=1520	=1369	=073360373411	=False	
=1521	=663	=012000100826	=False	
=1522	=1127	=049000014235	=False	
=1523	=42	=049000030129	=False	
=1524	=23	=012000010255	=False	
=1525	=1166	=078000000955	=False	
=1526	=1227	=012000809972	=False	
=1527	=555	=894700101729	=False	
=1528	=542	=030000319567	=False	
=1529	=689	=013800166357	=False	
=1530	=130	=073202899680	=False	
=1531	=547	=043695887679	=False	
=1532	=1426	=823056111380	=False	
=1533	=1295	=072554110962	=False	
=1534	=1185	=097488004156	=False	
=1535	=547	=043695453638	=False	
=1536	=1176	=085264043703	=False	
=1537	=971	=072250008204	=False	
=1538	=1103	=00038000291753	=False	
=1539	=1102	=00038000291715	=False	
=1540	=907	=719410500122	=False	
=1541	=1304	=00028400450928	=False	
=1542	=1077	=028400079587	=False	
=1543	=896	=076677100145	=False	
=1544	=228	=076410181806	=False	
=1545	=513	=10077034089711	=False	
=1546	=708	=605388001924	=False	
=1547	=852	=026200471754	=False	
=1548	=1439	=028400012546	=False	
=1549	=1440	=00028400444460	=False	
=1550	=1444	=49000369745	=False	
=1551	=1445	=49000369744	=False	
=1552	=1446	=49000369746	=False	
=1553	=1447	=049000003710	=False	
=1554	=1447	=10049000003717	=False	
=1555	=1448	=228	=False	
=1556	=1451	=878	=False	
=1557	=1452	=1	=False	
=1558	=1452	=2	=False	
=1559	=1452	=3	=False	
=1560	=1452	=4	=False	
=1561	=1453	=5	=False	
=1562	=1453	=6	=False	
=1563	=1453	=7	=False	
=1564	=1210	=a4900002934566	=False	
=1565	=1454	=asd1a323213	=False	
