Id	CanteenDownloadRequestId	MachineId	SelectionName	ProductId	Need	ExtraSystem	Extra	
=15926	=161	=215727	=D9	=213	=0	=0	[NULL]	
=15927	=161	=215727	=E0	=876	=0	=0	[NULL]	
=15928	=161	=215727	=E1	=5147	=0	=0	[NULL]	
=15929	=161	=215727	=E2	=465	=0	=0	[NULL]	
=15930	=161	=215727	=E3	=5155	=0	=0	[NULL]	
=15931	=161	=215727	=E4	=1633	=0	=0	[NULL]	
=15932	=161	=215727	=E5	=175	=0	=0	[NULL]	
=15933	=161	=215727	=E6	=190	=0	=0	[NULL]	
=15934	=161	=215727	=E7	=231	=0	=0	[NULL]	
=15935	=161	=215727	=E8	=217	=0	=0	[NULL]	
=15936	=161	=215727	=E9	=469	=0	=0	[NULL]	
=15937	=161	=215727	=F1	=737	=0	=0	[NULL]	
=15938	=161	=215727	=F3	=83	=0	=0	[NULL]	
=15939	=161	=215727	=F5	=812	=0	=0	[NULL]	
=15940	=161	=215727	=F7	=1237	=0	=0	[NULL]	
=15941	=161	=215727	=F9	=635	=0	=0	[NULL]	
=15942	=161	=215727	=G1	=899	=0	=0	[NULL]	
=15943	=161	=215727	=G2	=937	=0	=0	[NULL]	
=15944	=161	=215727	=G3	=882	=0	=0	[NULL]	
=15945	=161	=215727	=G4	=624	=0	=0	[NULL]	
=15946	=161	=215727	=G5	=1166	=0	=0	[NULL]	
=15947	=161	=419373	=1	=13	=0	=0	[NULL]	
=15948	=161	=419373	=2	=14	=0	=0	[NULL]	
=15949	=161	=419373	=3	=12	=0	=0	[NULL]	
=15950	=161	=419373	=4	=16	=0	=0	[NULL]	
=15951	=161	=419373	=5	=37	=0	=0	[NULL]	
=15952	=161	=419373	=6	=508	=0	=0	[NULL]	
=15953	=161	=419373	=7	=18	=0	=0	[NULL]	
=15954	=161	=419375	=1	=105	=0	=0	[NULL]	
=15955	=161	=419375	=2	=110	=0	=0	[NULL]	
=15956	=161	=419375	=3	=105	=0	=0	[NULL]	
=15957	=161	=419375	=4	=110	=0	=0	[NULL]	
=15958	=161	=419375	=5	=108	=0	=0	[NULL]	
=15959	=161	=419375	=6	=108	=0	=0	[NULL]	
=15960	=161	=419375	=7	=140	=0	=0	[NULL]	
=15961	=161	=419375	=8	=541	=0	=0	[NULL]	
=15962	=161	=419375	=9	=541	=0	=0	[NULL]	
=15963	=161	=419387	=1	=105	=0	=0	[NULL]	
=15964	=161	=419387	=2	=105	=0	=0	[NULL]	
=15965	=161	=419387	=3	=587	=0	=0	[NULL]	
=15966	=161	=419387	=4	=541	=0	=0	[NULL]	
=15967	=161	=419387	=5	=255	=0	=0	[NULL]	
=15968	=161	=419387	=6	=110	=0	=0	[NULL]	
=15969	=161	=592376	=1	=13	=0	=0	[NULL]	
=15970	=161	=592376	=2	=18	=0	=0	[NULL]	
=15971	=161	=592376	=3	=16	=0	=0	[NULL]	
=15972	=161	=592376	=4	=29	=0	=0	[NULL]	
=15973	=161	=592376	=5	=18	=0	=0	[NULL]	
=15974	=161	=592376	=6	=14	=0	=0	[NULL]	
=15975	=161	=592376	=7	=16	=0	=0	[NULL]	
=15976	=161	=592376	=8	=32	=0	=0	[NULL]	
=15977	=161	=66436	=A1	=383	=0	=0	[NULL]	
=15978	=161	=66436	=A2	=355	=0	=0	[NULL]	
=15979	=161	=66436	=A3	=367	=0	=0	[NULL]	
=15980	=161	=66436	=A4	=720	=0	=0	[NULL]	
=15981	=161	=66436	=A5	=6488	=0	=0	[NULL]	
=15982	=161	=66436	=B1	=5569	=0	=0	[NULL]	
=15983	=161	=66436	=B2	=366	=0	=0	[NULL]	
=15984	=161	=66436	=B3	=948	=0	=0	[NULL]	
=15985	=161	=66436	=B4	=906	=0	=0	[NULL]	
=15986	=161	=66436	=B5	=878	=0	=0	[NULL]	
=15987	=161	=66436	=C1	=4800	=0	=0	[NULL]	
=15988	=161	=66436	=C2	=1119	=0	=0	[NULL]	
=15989	=161	=66436	=C3	=6487	=0	=0	[NULL]	
=15990	=161	=66436	=C4	=356	=0	=0	[NULL]	
=15991	=161	=66436	=C5	=4789	=0	=0	[NULL]	
=15992	=161	=66436	=D1	=213	=0	=0	[NULL]	
=15993	=161	=66436	=D10	=223	=0	=0	[NULL]	
=15994	=161	=66436	=D2	=215	=0	=0	[NULL]	
=15995	=161	=66436	=D3	=235	=0	=0	[NULL]	
=15996	=161	=66436	=D4	=235	=0	=0	[NULL]	
=15997	=161	=66436	=D5	=458	=0	=0	[NULL]	
=15998	=161	=66436	=D6	=231	=0	=0	[NULL]	
=15999	=161	=66436	=D7	=545	=0	=0	[NULL]	
=16000	=161	=66436	=D8	=804	=0	=0	[NULL]	
=16001	=161	=66436	=D9	=1061	=0	=0	[NULL]	
=16002	=161	=66436	=E1	=5147	=0	=0	[NULL]	
=16003	=161	=66436	=E10	=3904	=0	=0	[NULL]	
=16004	=161	=66436	=E2	=465	=0	=0	[NULL]	
=16005	=161	=66436	=E3	=1633	=0	=0	[NULL]	
=16006	=161	=66436	=E4	=5155	=0	=0	[NULL]	
=16007	=161	=66436	=E5	=469	=0	=0	[NULL]	
=16008	=161	=66436	=E6	=903	=0	=0	[NULL]	
=16009	=161	=66436	=E7	=190	=0	=0	[NULL]	
=16010	=161	=66436	=E8	=467	=0	=0	[NULL]	
=16011	=161	=66436	=E9	=176	=0	=0	[NULL]	
=16012	=161	=66436	=F1	=737	=0	=0	[NULL]	
=16013	=161	=66436	=F2	=83	=0	=0	[NULL]	
=16014	=161	=66436	=F3	=812	=0	=0	[NULL]	
=16015	=161	=66436	=F4	=1237	=0	=0	[NULL]	
=16016	=161	=66436	=F5	=488	=0	=0	[NULL]	
=16017	=161	=66436	=G1	=899	=0	=0	[NULL]	
=16018	=161	=66436	=G2	=937	=0	=0	[NULL]	
=16019	=161	=66436	=G3	=882	=0	=0	[NULL]	
=16020	=161	=66436	=G4	=624	=0	=0	[NULL]	
=16021	=161	=66436	=G5	=1166	=0	=0	[NULL]	
=16022	=161	=66534	=A1	=383	=0	=0	[NULL]	
=16023	=161	=66534	=A3	=355	=0	=0	[NULL]	
=16024	=161	=66534	=A5	=367	=0	=0	[NULL]	
=16025	=161	=66534	=A7	=355	=0	=0	[NULL]	
=16026	=161	=66534	=B1	=5569	=0	=0	[NULL]	
=16027	=161	=66534	=B3	=720	=0	=0	[NULL]	
=16028	=161	=66534	=B5	=355	=0	=0	[NULL]	
=16029	=161	=66534	=B7	=878	=0	=0	[NULL]	
=16030	=161	=66534	=C1	=4800	=0	=0	[NULL]	
=16031	=161	=66534	=C3	=1434	=0	=0	[NULL]	
=16032	=161	=66534	=C5	=356	=0	=0	[NULL]	
=16033	=161	=66534	=C7	=1027	=0	=0	[NULL]	
=16034	=161	=66534	=D1	=490	=0	=0	[NULL]	
=16035	=161	=66534	=D2	=458	=0	=0	[NULL]	
=16036	=161	=66534	=D3	=235	=0	=0	[NULL]	
=16037	=161	=66534	=D4	=235	=0	=0	[NULL]	
=16038	=161	=66534	=D5	=458	=0	=0	[NULL]	
=16039	=161	=66534	=D6	=190	=0	=0	[NULL]	
=16040	=161	=66534	=D7	=903	=0	=0	[NULL]	
=16041	=161	=66534	=D8	=213	=0	=0	[NULL]	
=16042	=161	=66534	=E1	=5147	=0	=0	[NULL]	
=16043	=161	=66534	=E2	=465	=0	=0	[NULL]	
=16044	=161	=66534	=E3	=5155	=0	=0	[NULL]	
=16045	=161	=66534	=E4	=5147	=0	=0	[NULL]	
=16046	=161	=66534	=E5	=175	=0	=0	[NULL]	
=16047	=161	=66534	=E6	=5147	=0	=0	[NULL]	
=16048	=161	=66534	=E7	=465	=0	=0	[NULL]	
=16049	=161	=66534	=E8	=213	=0	=0	[NULL]	
=16050	=161	=66534	=F1	=737	=0	=0	[NULL]	
=16051	=161	=66534	=F3	=83	=0	=0	[NULL]	
=16052	=161	=66534	=F5	=812	=0	=0	[NULL]	
=16053	=161	=66534	=F7	=488	=0	=0	[NULL]	
=16054	=161	=66534	=G1	=899	=0	=0	[NULL]	
=16055	=161	=66534	=G2	=937	=0	=0	[NULL]	
=16056	=161	=66534	=G3	=882	=0	=0	[NULL]	
=16057	=161	=66534	=G4	=1166	=0	=0	[NULL]	
=16058	=161	=66850	=A1	=3042	=0	=0	[NULL]	
=16059	=161	=66850	=A2	=355	=0	=0	[NULL]	
=16060	=161	=66850	=A3	=367	=0	=0	[NULL]	
=16061	=161	=66850	=A4	=4789	=0	=0	[NULL]	
=16062	=161	=66850	=B1	=4789	=0	=0	[NULL]	
=16063	=161	=66850	=B2	=366	=0	=0	[NULL]	
=16064	=161	=66850	=B3	=948	=0	=0	[NULL]	
=16065	=161	=66850	=B4	=878	=0	=0	[NULL]	
=16066	=161	=66850	=C1	=4800	=0	=0	[NULL]	
=16067	=161	=66850	=C2	=1119	=0	=0	[NULL]	
=16068	=161	=66850	=C3	=6487	=0	=0	[NULL]	
=16069	=161	=66850	=C4	=1027	=0	=0	[NULL]	
=16070	=161	=66850	=D1	=490	=0	=0	[NULL]	
=16071	=161	=66850	=D2	=235	=0	=0	[NULL]	
=16072	=161	=66850	=D3	=458	=0	=0	[NULL]	
=16073	=161	=66850	=D4	=235	=0	=0	[NULL]	
=16074	=161	=66850	=D5	=223	=0	=0	[NULL]	
=16075	=161	=66850	=D6	=190	=0	=0	[NULL]	
=16076	=161	=66850	=D7	=903	=0	=0	[NULL]	
=16077	=161	=66850	=D8	=876	=0	=0	[NULL]	
=16078	=161	=66850	=E1	=5147	=0	=0	[NULL]	
=16079	=161	=66850	=E2	=465	=0	=0	[NULL]	
=16080	=161	=66850	=E3	=5155	=0	=0	[NULL]	
=16081	=161	=66850	=E4	=1633	=0	=0	[NULL]	
=16082	=161	=66850	=E5	=175	=0	=0	[NULL]	
=16083	=161	=66850	=E6	=465	=0	=0	[NULL]	
=16084	=161	=66850	=E7	=469	=0	=0	[NULL]	
=16085	=161	=66850	=E8	=3904	=0	=0	[NULL]	
=16086	=161	=66850	=F1	=737	=0	=0	[NULL]	
=16087	=161	=66850	=F2	=83	=0	=0	[NULL]	
=16088	=161	=66850	=F3	=1343	=0	=0	[NULL]	
=16089	=161	=66850	=F4	=488	=0	=0	[NULL]	
=16090	=161	=678999	=A1	=383	=0	=0	[NULL]	
=16091	=161	=678999	=A3	=355	=0	=0	[NULL]	
=16092	=161	=678999	=A5	=367	=0	=0	[NULL]	
=16093	=161	=678999	=A7	=720	=0	=0	[NULL]	
=16094	=161	=678999	=A9	=479	=0	=0	[NULL]	
=16095	=161	=678999	=B1	=4789	=0	=0	[NULL]	
=16096	=161	=678999	=B3	=948	=0	=0	[NULL]	
=16097	=161	=678999	=B5	=366	=0	=0	[NULL]	
=16098	=161	=678999	=B7	=1244	=0	=0	[NULL]	
=16099	=161	=678999	=B9	=570	=0	=0	[NULL]	
=16100	=161	=678999	=C1	=4800	=0	=0	[NULL]	
=16101	=161	=678999	=C3	=906	=0	=0	[NULL]	
=16102	=161	=678999	=C5	=635	=0	=0	[NULL]	
=16103	=161	=678999	=C7	=356	=0	=0	[NULL]	
=16104	=161	=678999	=C9	=1119	=0	=0	[NULL]	
=16105	=161	=678999	=D0	=230	=0	=0	[NULL]	
=16106	=161	=678999	=D1	=490	=0	=0	[NULL]	
=16107	=161	=678999	=D2	=215	=0	=0	[NULL]	
=16108	=161	=678999	=D3	=235	=0	=0	[NULL]	
=16109	=161	=678999	=D4	=458	=0	=0	[NULL]	
=16110	=161	=678999	=D5	=223	=0	=0	[NULL]	
=16111	=161	=678999	=D6	=190	=0	=0	[NULL]	
=16112	=161	=678999	=D7	=903	=0	=0	[NULL]	
=16113	=161	=678999	=D8	=804	=0	=0	[NULL]	
=16114	=161	=678999	=D9	=545	=0	=0	[NULL]	
=16115	=161	=678999	=E0	=213	=0	=0	[NULL]	
=16116	=161	=678999	=E1	=5147	=0	=0	[NULL]	
=16117	=161	=678999	=E2	=465	=0	=0	[NULL]	
=16118	=161	=678999	=E3	=5155	=0	=0	[NULL]	
=16119	=161	=678999	=E4	=1633	=0	=0	[NULL]	
=16120	=161	=678999	=E5	=175	=0	=0	[NULL]	
=16121	=161	=678999	=E6	=176	=0	=0	[NULL]	
=16122	=161	=678999	=E7	=231	=0	=0	[NULL]	
=16123	=161	=678999	=E8	=217	=0	=0	[NULL]	
=16124	=161	=678999	=E9	=467	=0	=0	[NULL]	
=16125	=161	=678999	=F1	=576	=0	=0	[NULL]	
=16126	=161	=678999	=F3	=563	=0	=0	[NULL]	
=16127	=161	=678999	=F5	=83	=0	=0	[NULL]	
=16128	=161	=678999	=F7	=488	=0	=0	[NULL]	
=16129	=161	=678999	=F9	=77	=0	=0	[NULL]	
=16130	=161	=678999	=G1	=899	=0	=0	[NULL]	
=16131	=161	=678999	=G2	=937	=0	=0	[NULL]	
=16132	=161	=678999	=G3	=882	=0	=0	[NULL]	
=16133	=161	=678999	=G4	=624	=0	=0	[NULL]	
=16134	=161	=678999	=G5	=1166	=0	=0	[NULL]	
=16135	=161	=679002	=100	=383	=0	=0	[NULL]	
=16136	=161	=679002	=102	=355	=0	=0	[NULL]	
=16137	=161	=679002	=104	=367	=0	=0	[NULL]	
=16138	=161	=679002	=106	=720	=0	=0	[NULL]	
=16139	=161	=679002	=108	=6488	=0	=0	[NULL]	
=16140	=161	=679002	=110	=5569	=0	=0	[NULL]	
=16141	=161	=679002	=112	=366	=0	=0	[NULL]	
=16142	=161	=679002	=114	=948	=0	=0	[NULL]	
=16143	=161	=679002	=116	=906	=0	=0	[NULL]	
=16144	=161	=679002	=118	=878	=0	=0	[NULL]	
=16145	=161	=679002	=120	=4800	=0	=0	[NULL]	
=16146	=161	=679002	=122	=1119	=0	=0	[NULL]	
=16147	=161	=679002	=124	=6487	=0	=0	[NULL]	
=16148	=161	=679002	=126	=356	=0	=0	[NULL]	
=16149	=161	=679002	=128	=4789	=0	=0	[NULL]	
=16150	=161	=679002	=130	=490	=0	=0	[NULL]	
=16151	=161	=679002	=131	=215	=0	=0	[NULL]	
=16152	=161	=679002	=132	=235	=0	=0	[NULL]	
=16153	=161	=679002	=133	=458	=0	=0	[NULL]	
=16154	=161	=679002	=134	=217	=0	=0	[NULL]	
=16155	=161	=679002	=135	=223	=0	=0	[NULL]	
=16156	=161	=679002	=136	=804	=0	=0	[NULL]	
=16157	=161	=679002	=137	=190	=0	=0	[NULL]	
=16158	=161	=679002	=138	=231	=0	=0	[NULL]	
=16159	=161	=679002	=139	=3904	=0	=0	[NULL]	
=16160	=161	=679002	=140	=5147	=0	=0	[NULL]	
=16161	=161	=679002	=141	=465	=0	=0	[NULL]	
=16162	=161	=679002	=142	=1633	=0	=0	[NULL]	
=16163	=161	=679002	=143	=5155	=0	=0	[NULL]	
=16164	=161	=679002	=144	=469	=0	=0	[NULL]	
=16165	=161	=679002	=145	=175	=0	=0	[NULL]	
=16166	=161	=679002	=146	=545	=0	=0	[NULL]	
=16167	=161	=679002	=147	=467	=0	=0	[NULL]	
=16168	=161	=679002	=148	=903	=0	=0	[NULL]	
=16169	=161	=679002	=149	=213	=0	=0	[NULL]	
=16170	=161	=679002	=150	=737	=0	=0	[NULL]	
=16171	=161	=679002	=152	=83	=0	=0	[NULL]	
=16172	=161	=679002	=154	=812	=0	=0	[NULL]	
=16173	=161	=679002	=156	=1237	=0	=0	[NULL]	
=16174	=161	=679002	=158	=1434	=0	=0	[NULL]	
=16175	=161	=679002	=160	=899	=0	=0	[NULL]	
=16176	=161	=679002	=161	=937	=0	=0	[NULL]	
=16177	=161	=679002	=162	=882	=0	=0	[NULL]	
=16178	=161	=679002	=163	=624	=0	=0	[NULL]	
=16179	=161	=679002	=164	=1166	=0	=0	[NULL]	
=16180	=161	=679131	=1	=587	=0	=0	[NULL]	
=16181	=161	=679131	=2	=778	=0	=0	[NULL]	
=16182	=161	=679131	=3	=730	=0	=0	[NULL]	
=16183	=161	=679131	=4	=730	=0	=0	[NULL]	
=16184	=161	=679131	=5	=700	=0	=0	[NULL]	
=16185	=161	=679131	=6	=595	=0	=0	[NULL]	
=16186	=161	=679131	=7	=629	=0	=0	[NULL]	
=16187	=161	=679131	=8	=697	=0	=0	[NULL]	
=16188	=161	=679131	=9	=699	=0	=0	[NULL]	
=16189	=161	=679132	=1	=252	=0	=0	[NULL]	
=16190	=161	=679132	=10	=29	=0	=0	[NULL]	
=16191	=161	=679132	=11	=29	=0	=0	[NULL]	
=16192	=161	=679132	=12	=29	=0	=0	[NULL]	
=16193	=161	=679132	=2	=252	=0	=0	[NULL]	
=16194	=161	=679132	=3	=139	=0	=0	[NULL]	
=16195	=161	=679132	=4	=652	=0	=0	[NULL]	
=16196	=161	=679132	=5	=594	=0	=0	[NULL]	
=16197	=161	=679132	=6	=594	=0	=0	[NULL]	
=16198	=161	=679132	=7	=32	=0	=0	[NULL]	
=16199	=161	=679132	=8	=21	=0	=0	[NULL]	
=16200	=161	=679132	=9	=19	=0	=0	[NULL]	
=16201	=161	=679136	=1	=32	=0	=0	[NULL]	
=16202	=161	=679136	=2	=21	=0	=0	[NULL]	
=16203	=161	=679136	=3	=19	=0	=0	[NULL]	
=16204	=161	=679136	=4	=29	=0	=0	[NULL]	
=16205	=161	=679136	=5	=29	=0	=0	[NULL]	
=16206	=161	=679136	=6	=19	=0	=0	[NULL]	
=16207	=161	=679136	=7	=36	=0	=0	[NULL]	
=16208	=161	=679136	=8	=512	=0	=0	[NULL]	
=16209	=161	=679136	=9	=252	=0	=0	[NULL]	
=16210	=161	=67936	=B0	=383	=0	=0	[NULL]	
=16211	=161	=67936	=B2	=355	=0	=0	[NULL]	
=16212	=161	=67936	=B4	=367	=0	=0	[NULL]	
=16213	=161	=67936	=B6	=720	=0	=0	[NULL]	
=16214	=161	=67936	=B8	=4789	=0	=0	[NULL]	
=16215	=161	=67936	=C0	=4800	=0	=0	[NULL]	
=16216	=161	=67936	=C2	=1119	=0	=0	[NULL]	
=16217	=161	=67936	=C4	=6487	=0	=0	[NULL]	
=16218	=161	=67936	=C6	=356	=0	=0	[NULL]	
=16219	=161	=67936	=C8	=570	=0	=0	[NULL]	
=16220	=161	=67936	=D0	=490	=0	=0	[NULL]	
=16221	=161	=67936	=D1	=458	=0	=0	[NULL]	
=16222	=161	=67936	=D2	=235	=0	=0	[NULL]	
=16223	=161	=67936	=D3	=235	=0	=0	[NULL]	
=16224	=161	=67936	=D4	=223	=0	=0	[NULL]	
=16225	=161	=67936	=D5	=190	=0	=0	[NULL]	
=16226	=161	=67936	=D6	=903	=0	=0	[NULL]	
=16227	=161	=67936	=D7	=804	=0	=0	[NULL]	
=16228	=161	=67936	=D8	=217	=0	=0	[NULL]	
=16229	=161	=67936	=D9	=213	=0	=0	[NULL]	
=16230	=161	=67936	=F2	=635	=0	=0	[NULL]	
=16231	=161	=67936	=F4	=537	=0	=0	[NULL]	
=16232	=161	=67936	=F6	=1343	=0	=0	[NULL]	
=16233	=161	=67936	=F8	=1434	=0	=0	[NULL]	
=16234	=161	=67936	=H0	=899	=0	=0	[NULL]	
=16235	=161	=67936	=H1	=937	=0	=0	[NULL]	
=16236	=161	=67936	=H2	=882	=0	=0	[NULL]	
=16237	=161	=67936	=H3	=624	=0	=0	[NULL]	
=16238	=161	=67936	=H4	=1166	=0	=0	[NULL]	
=16239	=161	=67983	=A1	=383	=0	=0	[NULL]	
=16240	=161	=67983	=A2	=355	=0	=0	[NULL]	
=16241	=161	=67983	=A3	=367	=0	=0	[NULL]	
=16242	=161	=67983	=A4	=720	=0	=0	[NULL]	
=16243	=161	=67983	=A5	=878	=0	=0	[NULL]	
=16244	=161	=67983	=B1	=5569	=0	=0	[NULL]	
=16245	=161	=67983	=B2	=366	=0	=0	[NULL]	
=16246	=161	=67983	=B3	=906	=0	=0	[NULL]	
=16247	=161	=67983	=B4	=948	=0	=0	[NULL]	
=16248	=161	=67983	=B5	=878	=0	=0	[NULL]	
=16249	=161	=67983	=C1	=4800	=0	=0	[NULL]	
=16250	=161	=67983	=C2	=1119	=0	=0	[NULL]	
=16251	=161	=67983	=C3	=6487	=0	=0	[NULL]	
=16252	=161	=67983	=C4	=356	=0	=0	[NULL]	
=16253	=161	=67983	=C5	=4789	=0	=0	[NULL]	
=16254	=161	=67983	=D1	=192	=0	=0	[NULL]	
=16255	=161	=67983	=D10	=3904	=0	=0	[NULL]	
=16256	=161	=67983	=D2	=215	=0	=0	[NULL]	
=16257	=161	=67983	=D3	=235	=0	=0	[NULL]	
=16258	=161	=67983	=D4	=458	=0	=0	[NULL]	
=16259	=161	=67983	=D5	=217	=0	=0	[NULL]	
=16260	=161	=67983	=D6	=223	=0	=0	[NULL]	
=16261	=161	=67983	=D7	=804	=0	=0	[NULL]	
=16262	=161	=67983	=D8	=190	=0	=0	[NULL]	
=16263	=161	=67983	=D9	=231	=0	=0	[NULL]	
=16264	=161	=67983	=E1	=5147	=0	=0	[NULL]	
=16265	=161	=67983	=E10	=876	=0	=0	[NULL]	
=16266	=161	=67983	=E2	=465	=0	=0	[NULL]	
=16267	=161	=67983	=E3	=5155	=0	=0	[NULL]	
=16268	=161	=67983	=E4	=1633	=0	=0	[NULL]	
=16269	=161	=67983	=E5	=903	=0	=0	[NULL]	
=16270	=161	=67983	=E6	=469	=0	=0	[NULL]	
=16271	=161	=67983	=E7	=175	=0	=0	[NULL]	
=16272	=161	=67983	=E8	=231	=0	=0	[NULL]	
=16273	=161	=67983	=E9	=467	=0	=0	[NULL]	
=16274	=161	=67983	=F1	=737	=0	=0	[NULL]	
=16275	=161	=67983	=F2	=83	=0	=0	[NULL]	
=16276	=161	=67983	=F3	=1434	=0	=0	[NULL]	
=16277	=161	=67983	=F4	=537	=0	=0	[NULL]	
=16278	=161	=67983	=F5	=635	=0	=0	[NULL]	
=16279	=161	=67983	=G1	=899	=0	=0	[NULL]	
=16280	=161	=67983	=G2	=937	=0	=0	[NULL]	
=16281	=161	=67983	=G3	=882	=0	=0	[NULL]	
=16282	=161	=67983	=G4	=624	=0	=0	[NULL]	
=16283	=161	=67983	=G5	=1166	=0	=0	[NULL]	
=16284	=161	=68015	=A1	=383	=0	=0	[NULL]	
=16285	=161	=68015	=A2	=355	=0	=0	[NULL]	
=16286	=161	=68015	=A3	=367	=0	=0	[NULL]	
=16287	=161	=68015	=A4	=720	=0	=0	[NULL]	
=16288	=161	=68015	=A5	=878	=0	=0	[NULL]	
=16289	=161	=68015	=B1	=5569	=0	=0	[NULL]	
=16290	=161	=68015	=B2	=366	=0	=0	[NULL]	
=16291	=161	=68015	=B3	=906	=0	=0	[NULL]	
=16292	=161	=68015	=B4	=948	=0	=0	[NULL]	
=16293	=161	=68015	=B5	=1027	=0	=0	[NULL]	
=16294	=161	=68015	=C1	=4800	=0	=0	[NULL]	
=16295	=161	=68015	=C2	=1119	=0	=0	[NULL]	
=16296	=161	=68015	=C3	=6487	=0	=0	[NULL]	
=16297	=161	=68015	=C4	=356	=0	=0	[NULL]	
=16298	=161	=68015	=C5	=4789	=0	=0	[NULL]	
=16299	=161	=68015	=D1	=213	=0	=0	[NULL]	
=16300	=161	=68015	=D3	=490	=0	=0	[NULL]	
=16301	=161	=68015	=D5	=235	=0	=0	[NULL]	
=16302	=161	=68015	=D7	=458	=0	=0	[NULL]	
=16303	=161	=68015	=D9	=3904	=0	=0	[NULL]	
=16304	=161	=68015	=E1	=5147	=0	=0	[NULL]	
=16305	=161	=68015	=E10	=876	=0	=0	[NULL]	
=16306	=161	=68015	=E2	=465	=0	=0	[NULL]	
=16307	=161	=68015	=E3	=5155	=0	=0	[NULL]	
=16308	=161	=68015	=E4	=1633	=0	=0	[NULL]	
=16309	=161	=68015	=E5	=175	=0	=0	[NULL]	
=16310	=161	=68015	=E6	=469	=0	=0	[NULL]	
=16311	=161	=68015	=E7	=231	=0	=0	[NULL]	
=16312	=161	=68015	=E8	=190	=0	=0	[NULL]	
=16313	=161	=68015	=E9	=467	=0	=0	[NULL]	
=16314	=161	=68015	=F1	=737	=0	=0	[NULL]	
=16315	=161	=68015	=F2	=83	=0	=0	[NULL]	
=16316	=161	=68015	=F3	=1434	=0	=0	[NULL]	
=16317	=161	=68015	=F4	=77	=0	=0	[NULL]	
=16318	=161	=68015	=F5	=635	=0	=0	[NULL]	
=16319	=161	=68015	=G1	=899	=0	=0	[NULL]	
=16320	=161	=68015	=G2	=937	=0	=0	[NULL]	
=16321	=161	=68015	=G3	=882	=0	=0	[NULL]	
=16322	=161	=68015	=G4	=624	=0	=0	[NULL]	
=16323	=161	=68015	=G5	=1166	=0	=0	[NULL]	
=16324	=161	=695854	=1	=13	=0	=0	[NULL]	
=16325	=161	=695854	=2	=16	=0	=0	[NULL]	
=16326	=161	=695854	=3	=598	=0	=0	[NULL]	
=16327	=161	=695854	=4	=12	=0	=0	[NULL]	
=16328	=161	=695854	=5	=105	=0	=0	[NULL]	
=16329	=161	=695854	=6	=110	=0	=0	[NULL]	
=16330	=161	=695854	=7	=108	=0	=0	[NULL]	
=16331	=161	=695854	=8	=108	=0	=0	[NULL]	
=16332	=161	=695854	=9	=111	=0	=0	[NULL]	
=16333	=161	=695855	=1	=13	=0	=0	[NULL]	
=16334	=161	=695855	=2	=16	=0	=0	[NULL]	
=16335	=161	=695855	=3	=37	=0	=0	[NULL]	
=16336	=161	=695855	=4	=37	=0	=0	[NULL]	
=16337	=161	=695855	=5	=105	=0	=0	[NULL]	
=16338	=161	=695855	=6	=110	=0	=0	[NULL]	
=16339	=161	=695855	=7	=108	=0	=0	[NULL]	
=16340	=161	=695855	=8	=140	=0	=0	[NULL]	
=16341	=161	=695855	=9	=255	=0	=0	[NULL]	
=16342	=161	=695862	=1	=2552	=0	=0	[NULL]	
=16343	=161	=695862	=2	=2551	=0	=0	[NULL]	
=16344	=161	=695862	=3	=2552	=0	=0	[NULL]	
=16345	=161	=695862	=4	=2551	=0	=0	[NULL]	
=16346	=161	=695862	=5	=673	=0	=0	[NULL]	
=16347	=161	=695862	=6	=626	=0	=0	[NULL]	
=16348	=161	=695862	=7	=671	=0	=0	[NULL]	
=16349	=161	=695862	=8	=626	=0	=0	[NULL]	
=16350	=161	=695866	=1	=105	=0	=0	[NULL]	
=16351	=161	=695866	=2	=110	=0	=0	[NULL]	
=16352	=161	=695866	=3	=2552	=0	=0	[NULL]	
=16353	=161	=695866	=4	=140	=0	=0	[NULL]	
=16354	=161	=695866	=5	=140	=0	=0	[NULL]	
=16355	=161	=695866	=6	=255	=0	=0	[NULL]	
=16356	=161	=695866	=7	=255	=0	=0	[NULL]	
=16357	=161	=69864	=1	=13	=0	=0	[NULL]	
=16358	=161	=69864	=2	=32	=0	=0	[NULL]	
=16359	=161	=69864	=3	=29	=0	=0	[NULL]	
=16360	=161	=69864	=4	=16	=0	=0	[NULL]	
=16361	=161	=69864	=5	=37	=0	=0	[NULL]	
=16362	=161	=69864	=6	=29	=0	=0	[NULL]	
=16363	=161	=69866	=1	=13	=0	=0	[NULL]	
=16364	=161	=69866	=2	=11	=0	=0	[NULL]	
=16365	=161	=69866	=3	=29	=0	=0	[NULL]	
=16366	=161	=69866	=4	=16	=0	=0	[NULL]	
=16367	=161	=69866	=5	=32	=0	=0	[NULL]	
=16368	=161	=69866	=6	=37	=0	=0	[NULL]	
=16369	=161	=702767	=A0	=383	=0	=0	[NULL]	
=16370	=161	=702767	=A2	=355	=0	=0	[NULL]	
=16371	=161	=702767	=A4	=367	=0	=0	[NULL]	
=16372	=161	=702767	=A6	=720	=0	=0	[NULL]	
=16373	=161	=702767	=A8	=878	=0	=0	[NULL]	
=16374	=161	=702767	=B0	=6487	=0	=0	[NULL]	
=16375	=161	=702767	=B2	=366	=0	=0	[NULL]	
=16376	=161	=702767	=B4	=906	=0	=0	[NULL]	
