RestockId	DeliveryOrderId	SaleId	MachineId	EffectiveDate	TaxJurisdictionDetailId	TaxCommissionRuleId	ItemId	AllocatedSalesAmountInCents	TaxableAllocatedSalesAmountInCents	TaxableAllocatedNetSalesAmountInCents	TaxBasisInCents	TaxAmountInCents	DepositAmountInCents	
=16385	[NULL]	[NULL]	=999987	=11/18/2013 00:00:00	=41	=327	=259	=146	=146	=146	=134.87298	=2.00000	=0	
=16385	[NULL]	[NULL]	=999987	=11/18/2013 00:00:00	=41	=327	=264	=461	=461	=461	=425.86605	=4.00000	=0	
=16385	[NULL]	[NULL]	=999987	=11/18/2013 00:00:00	=41	=327	=269	=145	=145	=145	=133.94919	=1.00000	=0	
=16385	[NULL]	[NULL]	=999987	=11/18/2013 00:00:00	=41	=327	=623	=97	=97	=97	=89.60739	=0.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=26	=274	=247	=280	=280	=280	=258.66051	=16.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=26	=274	=248	=1076	=1076	=1076	=993.99538	=62.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=26	=274	=249	=725	=725	=725	=669.74596	=41.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=26	=274	=250	=117	=117	=117	=108.08314	=7.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=26	=274	=253	=491	=491	=491	=453.57968	=28.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=26	=274	=264	=982	=982	=982	=907.15935	=57.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=26	=274	=272	=328	=328	=328	=303.00231	=19.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=26	=274	=738	=281	=281	=281	=259.58430	=16.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=28	=282	=247	=280	=280	=280	=258.66051	=2.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=28	=282	=248	=1076	=1076	=1076	=993.99538	=10.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=28	=282	=249	=725	=725	=725	=669.74596	=7.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=28	=282	=250	=117	=117	=117	=108.08314	=1.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=28	=282	=253	=491	=491	=491	=453.57968	=4.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=28	=282	=264	=982	=982	=982	=907.15935	=9.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=28	=282	=272	=328	=328	=328	=303.00231	=3.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=28	=282	=738	=281	=281	=281	=259.58430	=2.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=41	=327	=247	=280	=280	=280	=258.66051	=3.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=41	=327	=248	=1076	=1076	=1076	=993.99538	=10.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=41	=327	=249	=725	=725	=725	=669.74596	=6.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=41	=327	=250	=117	=117	=117	=108.08314	=1.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=41	=327	=253	=491	=491	=491	=453.57968	=5.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=41	=327	=264	=982	=982	=982	=907.15935	=9.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=41	=327	=272	=328	=328	=328	=303.00231	=3.00000	=0	
=16386	[NULL]	[NULL]	=999989	=11/18/2013 00:00:00	=41	=327	=738	=281	=281	=281	=259.58430	=3.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=26	=274	=247	=2715	=2715	=2715	=2508.08314	=156.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=26	=274	=248	=1209	=1209	=1209	=1116.85912	=70.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=26	=274	=249	=1160	=1160	=1160	=1071.59353	=67.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=26	=274	=250	=1456	=1456	=1456	=1345.03464	=84.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=26	=274	=253	=1333	=1333	=1333	=1231.40878	=77.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=26	=274	=264	=691	=691	=691	=638.33718	=40.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=26	=276	=430	=1801	=1801	=1801	=1801.00000	=0.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=28	=282	=247	=2715	=2715	=2715	=2508.08314	=25.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=28	=282	=248	=1209	=1209	=1209	=1116.85912	=11.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=28	=282	=249	=1160	=1160	=1160	=1071.59353	=11.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=28	=282	=250	=1456	=1456	=1456	=1345.03464	=13.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=28	=282	=253	=1333	=1333	=1333	=1231.40878	=12.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=28	=282	=264	=691	=691	=691	=638.33718	=6.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=28	=284	=430	=1801	=1801	=1801	=1801.00000	=0.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=41	=327	=247	=2715	=2715	=2715	=2508.08314	=25.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=41	=327	=248	=1209	=1209	=1209	=1116.85912	=11.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=41	=327	=249	=1160	=1160	=1160	=1071.59353	=10.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=41	=327	=250	=1456	=1456	=1456	=1345.03464	=14.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=41	=327	=253	=1333	=1333	=1333	=1231.40878	=12.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=41	=327	=264	=691	=691	=691	=638.33718	=7.00000	=0	
=16390	[NULL]	[NULL]	=1181967	=11/18/2013 00:00:00	=41	=329	=430	=1801	=1801	=1801	=1801.00000	=0.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=26	=274	=247	=1228	=1228	=1228	=1134.41109	=71.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=26	=274	=248	=337	=337	=337	=311.31640	=20.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=26	=274	=249	=916	=916	=916	=846.18938	=53.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=26	=274	=253	=265	=265	=265	=244.80370	=15.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=26	=274	=264	=674	=674	=674	=622.63279	=39.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=26	=274	=269	=265	=265	=265	=244.80370	=15.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=26	=276	=430	=1710	=1710	=1710	=1710.00000	=0.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=28	=282	=247	=1228	=1228	=1228	=1134.41109	=12.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=28	=282	=248	=337	=337	=337	=311.31640	=3.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=28	=282	=249	=916	=916	=916	=846.18938	=9.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=28	=282	=253	=265	=265	=265	=244.80370	=3.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=28	=282	=264	=674	=674	=674	=622.63279	=6.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=28	=282	=269	=265	=265	=265	=244.80370	=3.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=28	=284	=430	=1710	=1710	=1710	=1710.00000	=0.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=41	=327	=247	=1228	=1228	=1228	=1134.41109	=11.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=41	=327	=248	=337	=337	=337	=311.31640	=3.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=41	=327	=249	=916	=916	=916	=846.18938	=8.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=41	=327	=253	=265	=265	=265	=244.80370	=2.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=41	=327	=264	=674	=674	=674	=622.63279	=6.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=41	=327	=269	=265	=265	=265	=244.80370	=2.00000	=0	
=16391	[NULL]	[NULL]	=1182033	=11/18/2013 00:00:00	=41	=329	=430	=1710	=1710	=1710	=1710.00000	=0.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=274	=280	=396	=396	=396	=365.81986	=23.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=274	=282	=891	=891	=891	=823.09469	=51.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=274	=283	=198	=198	=198	=182.90993	=12.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=274	=284	=198	=198	=198	=182.90993	=11.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=274	=286	=990	=990	=990	=914.54965	=58.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=274	=292	=99	=99	=99	=91.45497	=5.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=274	=301	=396	=396	=396	=365.81986	=23.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=274	=682	=594	=594	=594	=548.72979	=34.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=274	=696	=396	=396	=396	=365.81986	=23.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=274	=736	=74	=74	=74	=68.36028	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=310	=485	=485	=485	=465.78631	=14.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=316	=208	=208	=208	=199.75990	=6.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=318	=208	=208	=208	=199.75990	=7.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=330	=208	=208	=208	=199.75990	=6.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=347	=445	=445	=445	=427.37095	=13.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=350	=504	=504	=504	=484.03361	=15.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=351	=757	=757	=757	=727.01080	=23.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=356	=1113	=1113	=1113	=1068.90756	=33.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=384	=693	=693	=693	=665.54622	=21.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=385	=395	=395	=395	=379.35174	=12.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=387	=841	=841	=841	=807.68307	=25.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=395	=989	=989	=989	=949.81993	=30.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=400	=890	=890	=890	=854.74190	=26.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=409	=890	=890	=890	=854.74190	=27.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=414	=148	=148	=148	=142.13685	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=423	=742	=742	=742	=712.60504	=22.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=467	=178	=178	=178	=170.94838	=5.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=480	=446	=446	=446	=428.33133	=14.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=481	=267	=267	=267	=256.42257	=8.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=528	=623	=623	=623	=598.31933	=19.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=611	=75	=75	=75	=72.02881	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=749	=371	=371	=371	=356.30252	=11.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=757	=396	=396	=396	=380.31212	=12.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=899	=817	=817	=817	=784.63385	=24.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=954	=420	=420	=420	=403.36134	=12.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=972	=791	=791	=791	=759.66387	=24.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=991	=336	=336	=336	=322.68908	=10.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=1010	=74	=74	=74	=71.06843	=3.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=26	=275	=1013	=148	=148	=148	=142.13685	=5.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=282	=280	=396	=396	=396	=365.81986	=3.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=282	=282	=891	=891	=891	=823.09469	=8.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=282	=283	=198	=198	=198	=182.90993	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=282	=284	=198	=198	=198	=182.90993	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=282	=286	=990	=990	=990	=914.54965	=9.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=282	=292	=99	=99	=99	=91.45497	=0.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=282	=301	=396	=396	=396	=365.81986	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=282	=682	=594	=594	=594	=548.72979	=6.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=282	=696	=396	=396	=396	=365.81986	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=282	=736	=74	=74	=74	=68.36028	=0.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=310	=485	=485	=485	=465.78631	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=316	=208	=208	=208	=199.75990	=1.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=318	=208	=208	=208	=199.75990	=1.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=330	=208	=208	=208	=199.75990	=1.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=347	=445	=445	=445	=427.37095	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=350	=504	=504	=504	=484.03361	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=351	=757	=757	=757	=727.01080	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=356	=1113	=1113	=1113	=1068.90756	=5.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=384	=693	=693	=693	=665.54622	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=385	=395	=395	=395	=379.35174	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=387	=841	=841	=841	=807.68307	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=395	=989	=989	=989	=949.81993	=5.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=400	=890	=890	=890	=854.74190	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=409	=890	=890	=890	=854.74190	=5.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=414	=148	=148	=148	=142.13685	=0.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=423	=742	=742	=742	=712.60504	=3.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=467	=178	=178	=178	=170.94838	=1.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=480	=446	=446	=446	=428.33133	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=481	=267	=267	=267	=256.42257	=1.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=528	=623	=623	=623	=598.31933	=3.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=611	=75	=75	=75	=72.02881	=0.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=749	=371	=371	=371	=356.30252	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=757	=396	=396	=396	=380.31212	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=899	=817	=817	=817	=784.63385	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=954	=420	=420	=420	=403.36134	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=972	=791	=791	=791	=759.66387	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=991	=336	=336	=336	=322.68908	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=1010	=74	=74	=74	=71.06843	=0.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=28	=283	=1013	=148	=148	=148	=142.13685	=1.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=327	=280	=396	=396	=396	=365.81986	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=327	=282	=891	=891	=891	=823.09469	=9.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=327	=283	=198	=198	=198	=182.90993	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=327	=284	=198	=198	=198	=182.90993	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=327	=286	=990	=990	=990	=914.54965	=9.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=327	=292	=99	=99	=99	=91.45497	=1.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=327	=301	=396	=396	=396	=365.81986	=3.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=327	=682	=594	=594	=594	=548.72979	=5.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=327	=696	=396	=396	=396	=365.81986	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=327	=736	=74	=74	=74	=68.36028	=1.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=310	=485	=485	=485	=465.78631	=3.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=316	=208	=208	=208	=199.75990	=1.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=318	=208	=208	=208	=199.75990	=1.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=330	=208	=208	=208	=199.75990	=1.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=347	=445	=445	=445	=427.37095	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=350	=504	=504	=504	=484.03361	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=351	=757	=757	=757	=727.01080	=3.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=356	=1113	=1113	=1113	=1068.90756	=6.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=384	=693	=693	=693	=665.54622	=3.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=385	=395	=395	=395	=379.35174	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=387	=841	=841	=841	=807.68307	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=395	=989	=989	=989	=949.81993	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=400	=890	=890	=890	=854.74190	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=409	=890	=890	=890	=854.74190	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=414	=148	=148	=148	=142.13685	=1.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=423	=742	=742	=742	=712.60504	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=467	=178	=178	=178	=170.94838	=1.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=480	=446	=446	=446	=428.33133	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=481	=267	=267	=267	=256.42257	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=528	=623	=623	=623	=598.31933	=3.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=611	=75	=75	=75	=72.02881	=1.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=749	=371	=371	=371	=356.30252	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=757	=396	=396	=396	=380.31212	=2.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=899	=817	=817	=817	=784.63385	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=954	=420	=420	=420	=403.36134	=3.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=972	=791	=791	=791	=759.66387	=4.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=991	=336	=336	=336	=322.68908	=1.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=1010	=74	=74	=74	=71.06843	=0.00000	=0	
=16397	[NULL]	[NULL]	=1146952	=11/18/2013 00:00:00	=41	=328	=1013	=148	=148	=148	=142.13685	=0.00000	=0	
=16400	[NULL]	[NULL]	=999946	=11/14/2013 00:00:00	=1	=2	=247	=0	=0	=0	=0.00000	=0.00000	=0	
=16400	[NULL]	[NULL]	=999946	=11/14/2013 00:00:00	=1	=2	=248	=0	=0	=0	=0.00000	=0.00000	=0	
=16400	[NULL]	[NULL]	=999946	=11/14/2013 00:00:00	=1	=2	=250	=0	=0	=0	=0.00000	=0.00000	=0	
=16400	[NULL]	[NULL]	=999946	=11/14/2013 00:00:00	=1	=2	=264	=0	=0	=0	=0.00000	=0.00000	=0	
=16400	[NULL]	[NULL]	=999946	=11/14/2013 00:00:00	=1	=2	=269	=0	=0	=0	=0.00000	=0.00000	=0	
=16400	[NULL]	[NULL]	=999946	=11/14/2013 00:00:00	=1	=2	=348	=0	=0	=0	=0.00000	=0.00000	=0	
=16400	[NULL]	[NULL]	=999946	=11/14/2013 00:00:00	=1	=2	=725	=0	=0	=0	=0.00000	=0.00000	=0	
=16400	[NULL]	[NULL]	=999946	=11/14/2013 00:00:00	=1	=2	=765	=0	=0	=0	=0.00000	=0.00000	=0	
=16401	[NULL]	[NULL]	=1150590	=11/19/2013 00:00:00	=26	=274	=247	=6360	=6360	=6360	=5875.28868	=367.00000	=0	
=16401	[NULL]	[NULL]	=1150590	=11/19/2013 00:00:00	=26	=274	=249	=2393	=2393	=2393	=2210.62356	=138.00000	=0	
=16401	[NULL]	[NULL]	=1150590	=11/19/2013 00:00:00	=26	=274	=251	=1007	=1007	=1007	=930.25404	=58.00000	=0	
=16401	[NULL]	[NULL]	=1150590	=11/19/2013 00:00:00	=26	=274	=252	=126	=126	=126	=116.39723	=8.00000	=0	
