Id	MachineId	Name	GroupName	Inventory	Par	AlertLevel	Capacity	PriceInCents	DesiredPriceInCents	ItemId	VendsSinceInitializationQuantity	LastSaleDateTime	
=409	=41	=F3	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
=410	=41	=F4	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
=411	=41	=F5	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
=412	=41	=F6	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
=413	=41	=F7	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
=414	=41	=F8	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
=415	=41	=F9	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
=450	=48	=1	=A	=87	=120	=4	=288	=125	=125	=910	=334	=01/27/2014 18:14:13	
=451	=48	=2	=A	=0	=0	=-1000	=0	=125	=125	=910	=1781	=10/10/2013 09:57:07	
=452	=48	=3	=A	=0	=0	=-1000	=0	=125	=125	=910	=1807	=10/09/2013 17:56:50	
=453	=48	=4	=A	=0	=0	=-1000	=0	=125	=125	=910	=155	=08/28/2013 17:37:41	
=454	=48	=5	=A	=0	=0	=-1000	=0	=125	=125	=910	=701	=10/01/2013 13:54:17	
=455	=48	=6	=A	=0	=0	=-1000	=0	=125	=125	=910	=865	=10/09/2013 17:56:50	
=456	=48	=7	=A	=0	=0	=-1000	=0	=125	=125	=910	=996	=10/01/2013 21:54:26	
=457	=48	=8	=A	=0	=0	=-1000	=0	=125	=125	=910	=749	=05/16/2013 00:48:41	
=458	=48	=9	[NULL]	=8	=12	=4	=36	=175	=175	=992	=761	=11/19/2013 17:16:59	
=459	=48	=10	[NULL]	=9	=12	=4	=36	=175	=175	=993	=889	=01/27/2014 18:14:13	
=460	=48	=11	[NULL]	=7	=12	=4	=36	=175	=175	=996	=776	=12/06/2013 17:24:27	
=461	=48	=12	[NULL]	=10	=12	=4	=36	=175	=175	=995	=646	=11/26/2013 21:19:38	
=462	=47	=1	=A	=11	=18	=4	=36	=175	=175	=929	=866	=01/27/2014 18:54:54	
=463	=47	=2	=A	=0	=0	=-1000	=0	=175	=175	=929	=2913	=10/09/2013 18:20:31	
=464	=47	=3	=B	=8	=12	=4	=36	=175	=175	=931	=2872	=01/24/2014 16:46:40	
=465	=47	=4	=B	=0	=0	=-1000	=0	=175	=175	=931	=987	=10/09/2013 22:20:33	
=466	=47	=5	[NULL]	=10	=18	=4	=36	=175	=175	=921	=1749	=01/27/2014 18:54:54	
=467	=47	=6	[NULL]	=9	=12	=4	=36	=190	=190	=1154	=1413	=01/14/2014 13:49:04	
=468	=47	=7	[NULL]	=11	=12	=4	=36	=175	=175	=926	=3316	=01/27/2014 18:54:54	
=469	=47	=8	[NULL]	=9	=12	=4	=36	=175	=175	=947	=2161	=12/05/2013 13:46:57	
=470	=47	=9	[NULL]	=6	=12	=4	=36	=175	=175	=946	=759	=01/22/2014 15:22:16	
=471	=47	=10	[NULL]	=8	=12	=4	=36	=175	=175	=923	=1696	=01/14/2014 13:49:04	
=472	=47	=11	[NULL]	=12	=12	=4	=36	=175	=175	=922	=2140	=12/10/2013 09:47:22	
=473	=47	=12	[NULL]	=12	=12	=4	=36	=175	=175	=914	=1224	=10/15/2013 22:23:03	
=474	=49	=1	[NULL]	=15	=18	=6	=32	=125	=125	=910	=1326	=01/27/2014 15:31:41	
=475	=49	=3	[NULL]	=16	=18	=6	=32	=125	=125	=910	=1211	=01/27/2014 19:41:41	
=476	=49	=5	[NULL]	=17	=18	=6	=32	=175	=175	=929	=952	=01/16/2014 12:44:53	
=477	=49	=6	[NULL]	=5	=18	=6	=32	=175	=175	=931	=1154	=01/27/2014 19:41:41	
=478	=49	=7	[NULL]	=17	=18	=6	=32	=175	=175	=921	=1095	=01/27/2014 19:41:41	
=479	=49	=8	[NULL]	=9	=12	=2	=32	=175	=175	=946	=507	=01/17/2014 09:37:10	
=480	=49	=9	[NULL]	=12	=12	=2	=32	=175	=175	=947	=890	=12/11/2013 21:34:09	
=481	=49	=10	[NULL]	=11	=12	=2	=32	=190	=190	=1146	=424	=11/12/2013 21:20:17	
=482	=49	=11	[NULL]	=10	=12	=2	=32	=175	=175	=995	=546	=12/12/2013 17:34:17	
=483	=49	=12	[NULL]	=8	=12	=2	=32	=175	=175	=996	=382	=01/27/2014 19:41:41	
=484	=28	=1	[NULL]	=13	=24	=4	=32	=175	=175	=1012	=19064	=01/27/2014 21:53:08	
=485	=28	=2	[NULL]	=-10	=24	=4	=32	=175	=175	=912	=14691	=01/27/2014 17:26:05	
=486	=28	=3	[NULL]	=12	=18	=4	=32	=150	=150	=1372	=10477	=01/23/2014 15:29:51	
=487	=28	=4	[NULL]	=7	=18	=4	=18	=350	=350	=933	=15948	=01/28/2014 02:20:06	
=488	=28	=5	[NULL]	=5	=24	=4	=32	=175	=175	=990	=14423	=01/27/2014 17:26:05	
=489	=28	=6	[NULL]	=9	=18	=4	=32	=175	=175	=1132	=8014	=01/27/2014 17:26:05	
=490	=28	=7	[NULL]	=12	=18	=4	=32	=250	=250	=934	=6346	=01/27/2014 17:26:05	
=491	=28	=8	[NULL]	=13	=18	=4	=32	=300	=300	=919	=10765	=01/27/2014 21:53:08	
=492	=28	=9	[NULL]	=9	=18	=4	=32	=175	=175	=998	=13876	=01/27/2014 17:26:05	
=493	=28	=10	[NULL]	=11	=18	=4	=32	=175	=175	=999	=10469	=01/27/2014 17:26:05	
=529	=45	=A1	[NULL]	=6	=6	=1	=9	=275	=275	=1149	=1445	=01/21/2014 15:40:34	
=530	=45	=A2	[NULL]	=6	=6	=1	=9	=275	=275	=1148	=1567	=01/22/2014 15:42:37	
=531	=45	=A3	[NULL]	=5	=6	=1	=9	=300	=300	=1375	=1418	=01/27/2014 11:45:08	
=532	=45	=A4	[NULL]	=8	=8	=1	=9	=250	=250	=937	=1404	=01/13/2014 15:38:12	
=533	=45	=A5	[NULL]	=8	=8	=1	=9	=250	=250	=1341	=779	=01/22/2014 15:42:37	
=534	=45	=A6	[NULL]	=7	=8	=1	=9	=250	=250	=1342	=951	=12/06/2013 01:22:43	
=535	=45	=A7	[NULL]	=7	=8	=1	=9	=250	=250	=934	=962	=01/27/2014 11:45:08	
=536	=45	=A8	[NULL]	=8	=8	=1	=9	=250	=250	=936	=700	=12/19/2013 18:53:43	
=537	=45	=A9	[NULL]	=8	=8	=1	=9	=300	=300	=904	=595	=01/07/2014 15:35:35	
=538	=45	=B1	[NULL]	=8	=8	=1	=8	=175	=175	=1174	=1861	=01/16/2014 11:38:18	
=539	=45	=B2	=B	=16	=16	=1	=16	=175	=175	=929	=1363	=01/17/2014 19:40:13	
=540	=45	=B3	=B	=0	=0	=-1000	=0	=175	=175	=929	=1062	=10/08/2013 13:56:32	
=541	=45	=B4	=D	=8	=16	=2	=16	=175	=175	=931	=1325	=01/27/2014 15:45:10	
=542	=45	=B5	=D	=0	=0	=-1000	=0	=175	=175	=931	=1377	=10/04/2013 17:54:17	
=543	=45	=B6	=C	=11	=16	=1	=16	=175	=175	=946	=1333	=01/27/2014 15:45:10	
=544	=45	=B7	=C	=0	=0	=-1000	=0	=175	=175	=946	=1421	=12/09/2013 13:25:11	
=545	=45	=B8	=A	=11	=16	=1	=16	=175	=175	=947	=1504	=01/14/2014 15:37:57	
=546	=45	=B9	=A	=0	=0	=-1000	=0	=175	=175	=947	=786	=10/04/2013 13:20:30	
=547	=45	=C1	[NULL]	=7	=8	=1	=8	=200	=200	=1244	=1386	=01/27/2014 15:45:10	
=548	=45	=C2	[NULL]	=5	=8	=1	=8	=200	=200	=1327	=1244	=01/24/2014 11:42:47	
=549	=45	=C3	[NULL]	=7	=8	=1	=8	=200	=200	=1170	=966	=01/27/2014 19:44:57	
=550	=45	=C4	[NULL]	=7	=8	=1	=8	=200	=200	=1074	=2104	=12/20/2013 02:53:46	
=551	=45	=C5	[NULL]	=6	=8	=1	=8	=200	=200	=1073	=1722	=01/27/2014 15:45:10	
=552	=45	=C6	[NULL]	=5	=8	=1	=8	=200	=200	=1130	=1605	=01/27/2014 15:45:10	
=553	=45	=C7	[NULL]	=7	=8	=1	=8	=200	=200	=1105	=1968	=01/15/2014 19:38:05	
=554	=45	=C8	[NULL]	=8	=8	=1	=8	=190	=190	=1146	=1874	=01/16/2014 11:38:18	
=555	=45	=C9	[NULL]	=7	=8	=1	=8	=190	=190	=1154	=1189	=01/27/2014 19:44:57	
=556	=45	=D1	=G	=15	=16	=1	=16	=175	=175	=922	=1543	=01/23/2014 14:42:46	
=557	=45	=D2	=G	=0	=0	=-1000	=0	=175	=175	=922	=1542	=01/03/2014 11:33:12	
=558	=45	=D3	=E	=12	=16	=1	=16	=175	=175	=921	=1511	=01/27/2014 15:45:10	
=559	=45	=D4	=E	=0	=0	=-1000	=0	=175	=175	=921	=1675	=10/07/2013 13:56:31	
=560	=45	=D5	[NULL]	=8	=8	=1	=8	=175	=175	=926	=1674	=12/10/2013 09:25:09	
=561	=45	=D6	[NULL]	=6	=8	=1	=8	=175	=175	=927	=1587	=01/27/2014 19:44:57	
=562	=45	=D7	[NULL]	=7	=8	=1	=8	=175	=175	=928	=1420	=01/24/2014 15:42:50	
=563	=45	=D8	[NULL]	=8	=8	=1	=8	=175	=175	=914	=1407	=12/11/2013 13:25:06	
=564	=45	=D9	[NULL]	=4	=8	=1	=8	=175	=175	=938	=1182	=01/21/2014 11:40:32	
=565	=45	=E1	[NULL]	=6	=7	=1	=8	=175	=175	=993	=1168	=01/27/2014 19:44:57	
=566	=45	=E2	[NULL]	=3	=7	=1	=8	=175	=175	=995	=1169	=01/27/2014 19:44:57	
=567	=45	=E3	[NULL]	=7	=7	=1	=8	=175	=175	=996	=1251	=12/10/2013 17:25:01	
=568	=45	=E4	[NULL]	=7	=7	=1	=8	=175	=175	=992	=1257	=12/10/2013 21:25:04	
=569	=45	=E5	=F	=29	=40	=5	=40	=125	=125	=910	=1619	=01/27/2014 19:44:57	
=570	=45	=E6	=F	=0	=0	=-1000	=0	=125	=125	=910	=1396	=10/08/2013 17:56:37	
=571	=45	=E7	=F	=0	=0	=-1000	=0	=125	=125	=910	=1404	=10/07/2013 13:56:31	
=572	=45	=E8	=F	=0	=0	=-1000	=0	=125	=125	=910	=1353	=10/07/2013 17:56:31	
=573	=45	=E9	=F	=0	=0	=-1000	=0	=125	=125	=910	=991	=10/07/2013 13:56:31	
=574	=45	=F1	=9	=0	=0	=0	=0	=200	=300	=2	=0	[NULL]	
=575	=45	=F2	=9	=0	=0	=-1000	=0	=200	=300	=2	=0	[NULL]	
=576	=45	=F3	=9	=0	=0	=-1000	=0	=200	=300	=2	=0	[NULL]	
=577	=45	=F4	=9	=0	=0	=-1000	=0	=200	=300	=2	=0	[NULL]	
=578	=45	=F5	=9	=0	=0	=-1000	=0	=200	=300	=2	=0	[NULL]	
=579	=45	=F6	=9	=0	=0	=-1000	=0	=200	=300	=2	=0	[NULL]	
=580	=45	=F7	=9	=0	=0	=-1000	=0	=200	=300	=2	=0	[NULL]	
=581	=45	=F8	=9	=0	=0	=-1000	=0	=200	=300	=2	=0	[NULL]	
=582	=45	=F9	=9	=0	=0	=-1000	=0	=200	=300	=2	=0	[NULL]	
=662	=51	=1	=A	=27	=48	=6	=72	=125	=125	=910	=1416	=01/27/2014 17:36:09	
=663	=51	=3	=A	=0	=0	=-1000	=0	=125	=125	=910	=1338	=10/10/2013 10:22:06	
=664	=51	=5	[NULL]	=14	=18	=4	=36	=175	=175	=929	=1235	=12/11/2013 13:50:21	
=665	=51	=6	[NULL]	=12	=18	=4	=36	=175	=175	=931	=785	=01/27/2014 22:00:19	
=666	=51	=7	[NULL]	=12	=18	=4	=36	=175	=175	=921	=1147	=01/27/2014 17:36:09	
=667	=51	=8	[NULL]	=12	=12	=4	=36	=175	=175	=938	=638	=12/05/2013 17:48:03	
=668	=51	=9	[NULL]	=6	=12	=2	=36	=190	=190	=1146	=726	=01/27/2014 22:00:19	
=669	=51	=10	[NULL]	=4	=12	=2	=36	=175	=175	=947	=566	=01/27/2014 13:12:21	
=670	=51	=11	[NULL]	=10	=12	=2	=36	=175	=175	=993	=406	=12/10/2013 21:50:16	
=671	=51	=12	[NULL]	=5	=12	=2	=36	=175	=175	=995	=400	=01/27/2014 13:12:21	
=672	=54	=1	=A	=61	=96	=24	=216	=125	=125	=910	=726	=01/27/2014 23:01:27	
=673	=54	=2	=A	=0	=0	=-1000	=0	=125	=125	=910	=3071	=10/04/2013 09:59:30	
=674	=54	=3	=A	=0	=0	=-1000	=0	=125	=125	=910	=3242	=10/09/2013 18:02:50	
=675	=54	=4	=A	=0	=0	=-1000	=0	=125	=125	=910	=528	=10/02/2013 17:59:17	
=676	=54	=5	=A	=0	=0	=-1000	=0	=125	=125	=910	=1245	=05/10/2013 13:02:26	
=677	=54	=6	=A	=0	=0	=-1000	=0	=125	=125	=910	=2206	=10/01/2013 13:59:07	
=678	=54	=7	=A	=0	=0	=-1000	=0	=125	=125	=910	=2169	=10/10/2013 10:02:54	
=679	=54	=8	=A	=0	=0	=-1000	=0	=125	=125	=910	=1207	=10/02/2013 11:08:40	
=680	=54	=9	[NULL]	=8	=12	=4	=36	=175	=175	=992	=703	=12/11/2013 12:05:12	
=681	=54	=10	[NULL]	=7	=12	=4	=36	=175	=175	=993	=1423	=12/10/2013 12:05:12	
=682	=54	=11	[NULL]	=9	=12	=4	=36	=175	=175	=1154	=964	=01/27/2014 14:46:52	
=683	=54	=12	[NULL]	=6	=12	=4	=36	=175	=175	=995	=716	=12/09/2013 16:05:08	
=684	=35	=1	[NULL]	=9	=16	=4	=32	=175	=175	=1012	=10284	=12/10/2013 17:43:52	
=685	=35	=2	[NULL]	=7	=16	=4	=32	=175	=175	=912	=7746	=01/27/2014 18:15:04	
=686	=35	=3	[NULL]	=8	=12	=4	=32	=175	=175	=1132	=8773	=12/12/2013 21:43:51	
=687	=35	=4	[NULL]	=12	=24	=4	=32	=100	=100	=911	=9693	=01/27/2014 22:29:00	
=688	=35	=5	[NULL]	=11	=16	=4	=32	=175	=175	=990	=6360	=01/27/2014 22:29:00	
=689	=35	=6	[NULL]	=2	=16	=4	=32	=175	=175	=998	=6036	=01/27/2014 13:59:00	
=690	=35	=7	[NULL]	=11	=16	=4	=32	=175	=175	=999	=4473	=01/27/2014 22:29:00	
=691	=35	=8	[NULL]	=5	=12	=4	=32	=175	=175	=993	=4718	=01/27/2014 18:15:04	
=692	=35	=9	[NULL]	=6	=12	=4	=32	=175	=175	=995	=3350	=01/07/2014 18:31:38	
=693	=35	=10	[NULL]	=0	=16	=4	=32	=300	=300	=919	=3807	=01/27/2014 22:29:00	
=764	=9	=1	=A	=12	=18	=4	=32	=175	=175	=929	=1022	=01/27/2014 18:34:26	
=765	=9	=2	=A	=0	=0	=-1000	=0	=175	=175	=929	=4068	=10/10/2013 13:24:36	
=766	=9	=3	=B	=8	=18	=4	=32	=175	=175	=931	=5469	=01/27/2014 14:06:18	
=767	=9	=4	=B	=0	=0	=-1000	=0	=175	=175	=931	=493	=10/10/2013 13:24:36	
=768	=9	=5	[NULL]	=13	=18	=4	=32	=175	=175	=921	=2839	=01/21/2014 10:37:50	
=769	=9	=6	[NULL]	=13	=18	=4	=32	=175	=175	=947	=2346	=01/22/2014 17:55:51	
=770	=9	=7	[NULL]	=8	=12	=4	=32	=175	=175	=926	=1907	=01/27/2014 09:36:28	
=771	=9	=8	[NULL]	=6	=12	=4	=32	=175	=175	=914	=1091	=01/27/2014 14:06:18	
=772	=9	=9	[NULL]	=10	=12	=4	=32	=175	=175	=995	=1722	=01/27/2014 14:06:18	
=773	=9	=10	[NULL]	=7	=12	=4	=32	=190	=190	=1146	=1541	=01/27/2014 18:34:26	
=774	=9	=11	[NULL]	=9	=12	=4	=32	=175	=175	=922	=1420	=01/22/2014 17:55:51	
=775	=9	=12	[NULL]	=6	=12	=4	=32	=190	=190	=1154	=1415	=01/27/2014 14:06:18	
=811	=10	=1	=A	=96	=144	=36	=240	=125	=125	=910	=509	=01/27/2014 22:06:03	
=812	=10	=2	=A	=0	=0	=-1000	=0	=125	=125	=910	=4130	=10/09/2013 14:47:28	
=813	=10	=3	=A	=0	=0	=-1000	=0	=125	=125	=910	=7132	=10/09/2013 18:47:33	
=814	=10	=4	=A	=0	=0	=-1000	=0	=125	=125	=910	=282	=09/18/2013 10:38:10	
=815	=10	=5	=A	=0	=0	=-1000	=0	=125	=125	=910	=132	=10/08/2013 18:47:25	
=816	=10	=6	=A	=0	=0	=-1000	=0	=125	=125	=910	=1760	=10/09/2013 14:47:28	
=817	=10	=7	=A	=0	=0	=-1000	=0	=125	=125	=910	=2609	=10/08/2013 14:47:18	
=818	=10	=8	=A	=0	=0	=-1000	=0	=125	=125	=910	=195	=09/26/2013 18:42:44	
=819	=10	=9	=A	=0	=0	=-1000	=0	=125	=125	=910	=61	=06/29/2013 14:01:54	
=820	=10	=10	=A	=0	=0	=-1000	=0	=125	=125	=910	=354	=10/01/2013 18:44:56	
=821	=10	=11	=A	=0	=0	=-1000	=0	=125	=125	=910	=477	=10/09/2013 14:47:28	
=822	=10	=12	=A	=0	=0	=-1000	=0	=125	=125	=910	=63	=06/15/2013 13:54:04	
=823	=7	=1	[NULL]	=14	=18	=4	=32	=175	=175	=1012	=6275	=01/27/2014 20:26:06	
=824	=7	=2	[NULL]	=13	=18	=4	=32	=175	=175	=912	=5933	=01/27/2014 11:44:09	
=825	=7	=3	[NULL]	=1	=18	=4	=32	=350	=350	=933	=2154	=01/21/2014 12:06:39	
=826	=7	=4	[NULL]	=7	=18	=4	=32	=175	=175	=990	=4411	=01/27/2014 20:26:06	
=827	=7	=5	[NULL]	=12	=18	=4	=32	=175	=175	=999	=2636	=01/21/2014 16:27:49	
=828	=7	=6	[NULL]	=5	=18	=4	=32	=250	=250	=934	=2723	=01/23/2014 16:20:44	
=829	=7	=7	[NULL]	=15	=18	=4	=32	=175	=175	=998	=3453	=01/16/2014 14:37:12	
=830	=7	=8	[NULL]	=14	=18	=4	=32	=175	=175	=1132	=3362	=01/14/2014 23:28:16	
=831	=7	=9	[NULL]	=10	=18	=4	=32	=175	=175	=993	=2278	=01/22/2014 14:14:45	
=832	=7	=10	[NULL]	=19	=24	=4	=32	=100	=100	=911	=2552	=01/27/2014 11:44:09	
=833	=5	=A1	[NULL]	=7	=9	=2	=9	=275	=275	=1148	=170	=01/27/2014 18:11:20	
=834	=5	=A2	[NULL]	=4	=8	=2	=8	=275	=275	=1149	=153	=01/27/2014 15:31:18	
=835	=5	=A3	[NULL]	=6	=8	=2	=8	=275	=275	=1375	=187	=01/24/2014 09:05:05	
=836	=5	=A4	[NULL]	=4	=8	=2	=8	=250	=250	=1342	=205	=01/27/2014 15:31:18	
=837	=5	=A5	[NULL]	=7	=8	=2	=8	=250	=250	=1341	=162	=12/23/2013 15:08:42	
=838	=5	=A6	[NULL]	=3	=9	=2	=9	=250	=250	=934	=539	=01/27/2014 20:43:07	
=839	=5	=A7	[NULL]	=5	=9	=2	=9	=250	=250	=937	=241	=01/27/2014 20:43:07	
=840	=5	=A8	[NULL]	=3	=8	=2	=8	=250	=250	=1390	=235	=01/27/2014 15:31:18	
=841	=5	=A9	[NULL]	=3	=8	=2	=9	=300	=300	=904	=198	=01/27/2014 18:11:20	
=842	=5	=B1	[NULL]	=8	=8	=2	=8	=175	=175	=914	=195	=01/15/2014 09:40:27	
=843	=5	=B2	[NULL]	=4	=8	=2	=8	=175	=175	=938	=228	=01/27/2014 14:23:20	
=844	=5	=B3	[NULL]	=4	=8	=2	=8	=190	=190	=1146	=356	=01/21/2014 12:40:50	
=845	=5	=B4	[NULL]	=3	=8	=2	=8	=190	=190	=1154	=317	=01/27/2014 18:11:20	
=846	=5	=B5	=A	=29	=40	=8	=40	=125	=125	=910	=402	=01/27/2014 19:27:20	
=847	=5	=B6	=A	=0	=0	=-1000	=0	=125	=125	=910	=404	=10/10/2013 10:29:54	
=848	=5	=B7	=A	=0	=0	=-1000	=0	=125	=125	=910	=434	=10/10/2013 08:29:54	
=849	=5	=B8	=A	=0	=0	=-1000	=0	=125	=125	=910	=204	=10/08/2013 08:29:47	
=850	=5	=B9	=A	=0	=0	=-1000	=0	=125	=125	=910	=92	=10/04/2013 16:27:23	
=851	=5	=C1	[NULL]	=5	=8	=2	=8	=175	=175	=1174	=275	=01/27/2014 15:31:18	
=852	=5	=C2	=B	=8	=16	=2	=16	=175	=175	=947	=261	=01/27/2014 14:23:20	
=853	=5	=C3	=B	=0	=0	=-1000	=0	=175	=175	=947	=264	=10/09/2013 18:29:46	
=854	=5	=C4	[NULL]	=0	=8	=2	=8	=175	=175	=931	=249	=01/24/2014 10:21:05	
=855	=5	=C5	=C	=10	=16	=2	=16	=175	=175	=929	=397	=01/27/2014 16:55:20	
=856	=5	=C6	=C	=0	=0	=-1000	=0	=175	=175	=929	=240	=10/10/2013 12:29:49	
=857	=5	=C7	=H	=14	=16	=1	=16	=175	=175	=946	=182	=01/27/2014 15:31:18	
=858	=5	=C8	=H	=0	=0	=-1000	=0	=175	=175	=946	=195	=01/16/2014 12:18:32	
=859	=5	=C9	[NULL]	=8	=8	=1	=8	=175	=175	=928	=263	=12/19/2013 12:06:25	
=860	=5	=D1	=G	=7	=16	=2	=16	=175	=175	=926	=552	=01/27/2014 14:23:20	
=861	=5	=D2	=G	=0	=0	=-1000	=0	=175	=175	=926	=281	=10/10/2013 12:29:49	
=862	=5	=D3	[NULL]	=5	=8	=2	=8	=175	=175	=923	=323	=01/27/2014 10:35:18	
=863	=5	=D4	=F	=1	=16	=2	=16	=175	=175	=922	=533	=01/27/2014 14:23:20	
=864	=5	=D5	=F	=0	=0	=-1000	=0	=175	=175	=922	=358	=10/09/2013 11:29:58	
=865	=5	=D6	=D	=3	=16	=1	=16	=175	=175	=927	=425	=01/27/2014 19:27:20	
=866	=5	=D7	=D	=0	=0	=-1000	=0	=175	=175	=927	=584	=01/14/2014 13:24:26	
=867	=5	=D8	=E	=3	=16	=-1000	=16	=175	=175	=921	=465	=01/27/2014 18:11:20	
=868	=5	=D9	=E	=0	=0	=-1000	=0	=175	=175	=921	=299	=12/04/2013 20:59:47	
=869	=5	=E1	[NULL]	=0	=7	=2	=8	=175	=175	=993	=193	=01/27/2014 10:35:18	
=870	=5	=E2	[NULL]	=0	=7	=2	=8	=175	=175	=995	=188	=01/23/2014 19:09:05	
=871	=5	=E3	[NULL]	=8	=8	=2	=8	=200	=200	=1244	=260	=01/03/2014 09:19:48	
=872	=5	=E4	[NULL]	=7	=8	=2	=8	=200	=200	=1327	=100	=01/24/2014 14:09:04	
=873	=5	=E5	[NULL]	=7	=8	=2	=8	=200	=200	=1343	=158	=01/13/2014 10:48:33	
=874	=5	=E6	[NULL]	=3	=8	=2	=8	=200	=200	=1105	=262	=01/27/2014 15:31:18	
=875	=5	=E7	[NULL]	=7	=8	=2	=8	=200	=200	=1130	=123	=01/27/2014 19:27:20	
=876	=5	=E8	[NULL]	=4	=8	=2	=8	=200	=200	=1074	=273	=01/27/2014 15:31:18	
=877	=5	=E9	[NULL]	=2	=8	=2	=8	=200	=200	=1073	=326	=01/27/2014 19:27:20	
=878	=3	=1	[NULL]	=3	=24	=4	=32	=175	=175	=1012	=10912	=01/27/2014 19:12:06	
=879	=3	=2	[NULL]	=16	=18	=4	=32	=175	=175	=912	=4218	=01/14/2014 14:05:54	
=880	=3	=3	[NULL]	=2	=24	=4	=32	=175	=175	=990	=9417	=01/27/2014 10:58:04	
=881	=3	=4	[NULL]	=19	=24	=4	=32	=175	=175	=921	=8920	=01/27/2014 15:05:12	
=882	=3	=5	[NULL]	=12	=24	=4	=32	=300	=300	=919	=6770	=01/27/2014 19:12:06	
=883	=3	=6	[NULL]	=16	=18	=2	=32	=175	=175	=998	=6049	=01/24/2014 12:56:51	
=884	=3	=7	[NULL]	=17	=18	=2	=32	=175	=175	=1132	=4576	=01/22/2014 11:32:34	
=885	=3	=8	[NULL]	=12	=18	=2	=32	=250	=250	=934	=4739	=01/27/2014 23:19:16	
=886	=3	=9	[NULL]	=14	=18	=2	=32	=175	=175	=993	=7006	=01/27/2014 19:12:06	
=887	=3	=10	[NULL]	=11	=18	=4	=32	=175	=175	=995	=5359	=01/24/2014 12:56:51	
=888	=1	=A0	[NULL]	=8	=9	=1	=9	=100	=100	=1400	=9	=01/27/2014 13:32:47	
=889	=1	=A2	[NULL]	=11	=11	=1	=11	=100	=100	=1328	=21	=01/27/2014 15:40:53	
=890	=1	=A4	[NULL]	=5	=9	=1	=9	=100	=100	=868	=18	=01/27/2014 18:52:56	
=891	=1	=A6	[NULL]	=8	=9	=1	=9	=100	=100	=869	=6	=01/24/2014 20:26:38	
=892	=1	=A8	[NULL]	=8	=9	=1	=9	=100	=100	=1411	=6	=01/27/2014 14:36:48	
=893	=1	=B0	[NULL]	=7	=9	=2	=9	=100	=100	=966	=3	=01/27/2014 16:44:55	
=894	=1	=B2	[NULL]	=12	=13	=2	=13	=190	=190	=812	=9	=01/27/2014 14:36:48	
=895	=1	=B4	[NULL]	=15	=15	=2	=15	=125	=125	=847	=2	=01/23/2014 12:26:39	
=896	=1	=B6	[NULL]	=11	=13	=2	=13	=80	=80	=1006	=9	=01/27/2014 17:48:40	
=897	=1	=B8	[NULL]	=9	=11	=2	=11	=100	=100	=866	=18	=01/27/2014 15:40:53	
=898	=1	=C0	[NULL]	=9	=13	=2	=13	=100	=100	=851	=3	=01/27/2014 15:40:53	
=899	=1	=C2	[NULL]	=10	=13	=2	=13	=100	=100	=957	=7	=01/27/2014 17:48:40	
=900	=1	=C4	[NULL]	=10	=11	=2	=15	=80	=80	=1412	=3	=01/27/2014 13:32:47	
=901	=1	=C6	[NULL]	=10	=13	=2	=13	=80	=80	=829	=2	=01/27/2014 14:36:48	
=902	=1	=C8	[NULL]	=11	=11	=2	=11	=100	=100	=1009	=4	=01/27/2014 15:40:53	
=903	=1	=D0	[NULL]	=17	=17	=3	=17	=50	=100	=1393	=11	=01/27/2014 16:44:55	
=904	=1	=D1	[NULL]	=12	=12	=2	=17	=125	=125	=819	=2	=01/24/2014 11:54:42	
=905	=1	=D2	[NULL]	=8	=12	=2	=17	=150	=150	=822	=3	=01/27/2014 19:56:58	
=906	=1	=D3	[NULL]	=17	=17	=3	=17	=125	=125	=799	=6	=01/27/2014 12:28:46	
=907	=1	=D4	[NULL]	=17	=20	=3	=20	=125	=125	=811	=7	=01/27/2014 18:52:56	
=908	=1	=D5	[NULL]	=19	=20	=3	=20	=125	=125	=815	=1	=01/24/2014 08:42:38	
=909	=1	=D6	[NULL]	=15	=15	=2	=15	=150	=150	=1241	=3	=01/27/2014 14:38:10	
=910	=1	=D7	[NULL]	=10	=11	=2	=13	=200	=200	=1338	=6	=01/27/2014 14:36:48	
=911	=1	=D8	[NULL]	=10	=12	=2	=15	=100	=100	=1367	=2	=01/27/2014 11:25:00	
=912	=1	=D9	[NULL]	=14	=15	=2	=15	=125	=125	=807	=8	=01/27/2014 15:40:53	
=913	=1	=E0	[NULL]	=14	=17	=3	=17	=80	=80	=1158	=9	=01/27/2014 17:48:40	
=914	=1	=E2	[NULL]	=12	=15	=2	=17	=100	=100	=842	=23	=01/27/2014 19:56:58	
=915	=1	=E4	[NULL]	=16	=20	=2	=20	=175	=175	=958	=3	=01/27/2014 13:32:47	
=916	=1	=E6	[NULL]	=13	=15	=2	=15	=150	=150	=843	=8	=01/27/2014 17:48:40	
=917	=1	=E8	[NULL]	=12	=15	=2	=15	=100	=100	=1246	=10	=01/27/2014 17:48:40	
