Id	ScheduleId	MachineId	DriverUserId	Deleted	UserSelected	CurrentSalesAmount	ProjectedSalesAmount	CurrentDepletedQuantity	ProjectedDepletedQuantity	CurrentDaysToMaxInterval	ProjectedDaysToMaxInterval	CurrentSalesQuantity	ProjectedSalesQuantity	DaysToService	DaysToServiceFromRestock	LeadMachineDaysToServiceFromRestock	CashTriggered	DepletionTriggered	ServiceIntervalTriggered	LeadMachineTriggered	LeadMachineId	SaleQuantityLimitTriggered	IsInventoryNeeded	ScheduleType	DynamicDepletionType	DynamicDepletionLimit	DynamicMaxAmount	DynamicMaxServiceIntervalInDays	DynamicSaleQuantityLimit	DynamicSaleQuantityLimitCoilName	StaticMaxServiceIntervalInDays	StaticMaxServiceIntervalFlexibilityInDays	BackForecasted	NextWeeklyScheduleDate	LastRestockDateTime	MovedFromScheduleMachineId	MoveToNextSchedule	UpdatedBy	UpdatedDateTime	CreatedBy	IsCollectionNeeded	
=12350	=5361	=6	[NULL]	=False	=True	=66.4000	=66.4000	=2	=2	=12	=12	[NULL]	[NULL]	=1	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/14/2014 11:32:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12351	=5361	=8	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=7	=7	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=True	=01/23/2014 00:00:00	=12/24/2013 10:00:00	[NULL]	=True	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12352	=5362	=19	[NULL]	=False	=True	=55.7500	=55.7500	=0	=0	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=3	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/15/2014 10:27:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12353	=5362	=44	[NULL]	=False	=True	=34.2900	=34.2900	=1	=1	=16	=16	[NULL]	[NULL]	=7	=7	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/16/2014 10:31:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12354	=5363	=41	[NULL]	=False	=True	=61.3000	=61.3000	=4	=4	=14	=14	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/14/2014 12:23:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12355	=5364	=26	[NULL]	=False	=True	=56.3400	=56.3400	=1	=1	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=3	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/15/2014 11:08:00	[NULL]	=False	=broman@tmcc.edu	=01/21/2014 11:32:00	=broman@tmcc.edu	=True	
=12356	=5364	=29	[NULL]	=False	=True	=62.7500	=62.7500	=0	=0	=8	=8	[NULL]	[NULL]	=2	=2	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/15/2014 11:16:00	[NULL]	=False	=broman@tmcc.edu	=01/21/2014 11:32:00	=broman@tmcc.edu	=True	
=12357	=5364	=43	[NULL]	=False	=True	=56.9000	=56.9000	=2	=2	=8	=8	[NULL]	[NULL]	=1	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/15/2014 11:03:00	[NULL]	=False	=broman@tmcc.edu	=01/21/2014 11:32:00	=broman@tmcc.edu	=True	
=12358	=5364	=46	[NULL]	=False	=True	=80.0000	=80.0000	=0	=0	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/04/2013 14:52:00	[NULL]	=False	=broman@tmcc.edu	=01/21/2014 11:32:00	=broman@tmcc.edu	=True	
=12359	=5364	=49	[NULL]	=False	=True	=73.2500	=73.2500	=1	=1	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/06/2013 14:34:00	[NULL]	=False	=broman@tmcc.edu	=01/21/2014 11:32:00	=broman@tmcc.edu	=True	
=12360	=5365	=8	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=2	=2	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=True	=01/23/2014 00:00:00	=12/24/2013 10:00:00	=12351	=False	=broman@tmcc.edu	=01/21/2014 15:10:08	=broman@tmcc.edu	=True	
=12361	=5365	=1	[NULL]	=True	=True	=130.3000	=130.3000	=7	=7	=9	=9	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/16/2014 13:52:00	[NULL]	=False	=broman@tmcc.edu	=01/21/2014 15:10:08	=broman@tmcc.edu	=True	
=12362	=5365	=5	[NULL]	=True	=True	=93.0500	=93.0500	=5	=5	=16	=16	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/16/2014 13:49:00	[NULL]	=False	=broman@tmcc.edu	=01/21/2014 15:10:08	=broman@tmcc.edu	=True	
=12363	=5365	=6	[NULL]	=True	=True	=42.8900	=42.8900	=3	=3	=9	=9	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/16/2014 13:16:00	[NULL]	=False	=broman@tmcc.edu	=01/21/2014 15:10:08	=broman@tmcc.edu	=True	
=12364	=5367	=34	[NULL]	=False	=True	=73.5900	=73.5900	=0	=0	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/13/2013 10:02:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12365	=5369	=1	[NULL]	=False	=True	=196.7000	=196.7000	=12	=12	=8	=8	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/16/2014 13:52:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12366	=5369	=4	[NULL]	=False	=True	=67.0000	=67.0000	=0	=10	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Coil	=2	=200	=10	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=11/21/2013 12:00:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12367	=5369	=5	[NULL]	=False	=True	=132.1000	=132.1000	=6	=6	=15	=15	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/16/2014 13:49:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12368	=5369	=6	[NULL]	=False	=True	=73.3900	=73.3900	=3	=3	=8	=8	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/16/2014 13:16:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12369	=5369	=23	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=True	=False	[NULL]	=False	=True	=Dynamic	=Coil	=2	=200	=10	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=08/21/2013 13:30:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12370	=5369	=11	[NULL]	=False	=True	=11.8900	=11.8900	=6	=6	=7	=7	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=True	=Dynamic	=Item	=4	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/15/2014 12:24:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12371	=5370	=18	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=2	=2	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=True	=01/24/2014 00:00:00	=01/15/2014 10:00:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12372	=5372	=25	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=True	=01/22/2014 00:00:00	=01/15/2014 11:10:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12373	=5372	=46	[NULL]	=False	=True	=83.7500	=83.7500	=0	=0	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/04/2013 14:52:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12374	=5373	=45	[NULL]	=False	=True	=60.4000	=60.4000	=1	=1	=12	=12	[NULL]	[NULL]	=8	=8	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/14/2014 10:55:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12375	=5373	=19	[NULL]	=False	=True	=46.2500	=46.2500	=1	=1	=1	=1	[NULL]	[NULL]	=1	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=200	=3	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/21/2014 10:30:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12376	=5373	=44	[NULL]	=False	=True	=44.1500	=44.1500	=3	=3	=19	=19	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/21/2014 10:27:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12377	=5374	=34	[NULL]	=False	=True	=77.1900	=77.1900	=0	=0	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/13/2013 10:02:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12378	=5375	=1	[NULL]	=False	=True	=84.0000	=84.0000	=1	=1	=13	=13	[NULL]	[NULL]	=1	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/22/2014 13:29:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12379	=5375	=5	[NULL]	=False	=True	=63.5000	=63.5000	=4	=4	=20	=20	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/22/2014 13:46:00	[NULL]	=True	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12380	=5376	=15	[NULL]	=False	=True	=44.7500	=44.7500	=2	=2	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/09/2014 10:09:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12381	=5380	=17	[NULL]	=False	=True	=65.4400	=65.4400	=1	=1	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=200	=10	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/13/2014 11:42:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12382	=5380	=18	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=True	=01/24/2014 00:00:00	=01/22/2014 00:00:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12383	=5380	=21	[NULL]	=False	=True	=52.6500	=52.6500	=0	=0	=4	=4	[NULL]	[NULL]	=4	=4	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/14/2014 11:07:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12384	=5381	=36	[NULL]	=False	=True	=48.0500	=48.0500	=0	=0	=6	=6	[NULL]	[NULL]	=6	=6	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/16/2014 11:35:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12385	=5381	=52	[NULL]	=False	=True	=46.6500	=46.6500	=0	=0	=6	=6	[NULL]	[NULL]	=3	=3	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/09/2014 09:50:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12386	=5382	=31	[NULL]	=False	=True	=70.1900	=70.1900	=1	=1	=5	=5	[NULL]	[NULL]	=4	=4	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/15/2014 12:00:00	[NULL]	=False	=broman@tmcc.edu	=01/24/2014 11:34:08	=broman@tmcc.edu	=True	
=12387	=5383	=26	[NULL]	=False	=True	=59.6000	=59.6000	=1	=1	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=3	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/21/2014 14:55:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12388	=5383	=27	[NULL]	=False	=True	=28.0000	=28.0000	=3	=3	=5	=5	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/15/2014 11:06:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12389	=5383	=43	[NULL]	=False	=True	=76.1900	=76.1900	=3	=3	=11	=11	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=300	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/21/2014 14:45:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12390	=5384	=39	[NULL]	=True	=True	=59.5000	=59.5000	=4	=4	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=12/11/2013 10:31:00	[NULL]	=False	=broman@tmcc.edu	=01/27/2014 09:48:26	=broman@tmcc.edu	=True	
=12391	=5385	=36	[NULL]	=False	=True	=55.3000	=55.3000	=0	=0	=3	=3	[NULL]	[NULL]	=3	=3	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/16/2014 11:35:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12392	=5385	=52	[NULL]	=False	=True	=56.1500	=56.1500	=1	=1	=3	=3	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/09/2014 09:50:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12393	=5384	=44	[NULL]	=False	=True	=38.9500	=38.9500	=2	=2	=17	=17	[NULL]	[NULL]	=2	=2	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/23/2014 13:20:00	[NULL]	=False	=broman@tmcc.edu	=01/27/2014 09:48:26	=broman@tmcc.edu	=True	
=12394	=5386	=32	[NULL]	=False	=True	=80.5000	=80.5000	=0	=9	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Coil	=2	=200	=10	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=12/09/2013 11:30:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12395	=5386	=50	[NULL]	=False	=True	=43.9000	=43.9000	=1	=1	=2	=2	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/08/2014 09:01:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12396	=5387	=31	[NULL]	=False	=True	=86.3900	=86.3900	=1	=1	=2	=2	[NULL]	[NULL]	=2	=2	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/15/2014 12:00:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12397	=5387	=41	[NULL]	=False	=True	=89.1500	=89.1500	=0	=0	=15	=15	[NULL]	[NULL]	=8	=8	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/21/2014 11:23:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12398	=5388	=5	[NULL]	=False	=True	=197.8500	=197.8500	=7	=7	=16	=16	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/22/2014 13:46:00	=12379	=False	=broman@tmcc.edu	=01/27/2014 11:14:24	=broman@tmcc.edu	=True	
=12399	=5388	=1	[NULL]	=False	=True	=126.1900	=126.1900	=2	=2	=10	=10	[NULL]	[NULL]	=1	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=300	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/23/2014 13:54:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12400	=5388	=6	[NULL]	=False	=True	=66.7500	=66.7500	=1	=1	=9	=9	[NULL]	[NULL]	=2	=2	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/22/2014 12:32:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12401	=5388	=9	[NULL]	=False	=True	=63.9000	=63.9000	=0	=0	=1	=1	[NULL]	[NULL]	=1	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=2	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/14/2014 11:36:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12402	=5390	=29	[NULL]	=False	=True	=83.4400	=83.4400	=0	=0	=8	=8	[NULL]	[NULL]	=2	=2	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=300	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/21/2014 14:54:00	[NULL]	=False	[NULL]	[NULL]	=broman@tmcc.edu	=True	
=12403	=5392	=1	[NULL]	=False	=True	=26.4000	=26.4000	=0	=0	=13	=13	[NULL]	[NULL]	=3	=3	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=14	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/27/2014 14:53:00	[NULL]	=False	[NULL]	[NULL]	=sema.tereshonok@cantaloupesys.com	=True	
=12404	=5392	=2	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=2	=2	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=True	=01/30/2014 00:00:00	=01/09/2014 11:00:00	[NULL]	=False	[NULL]	[NULL]	=sema.tereshonok@cantaloupesys.com	=True	
=12405	=5392	=3	[NULL]	=False	=True	=95.5000	=95.5000	=2	=2	=8	=8	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=True	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	=01/15/2014 13:07:00	[NULL]	=False	[NULL]	[NULL]	=sema.tereshonok@cantaloupesys.com	=True	
=12406	=5392	=4	[NULL]	=False	=True	=18.0000	=18.0000	=3	=7	=4	=4	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=True	=Dynamic	=Coil	=2	=200	=10	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/22/2014 14:00:00	[NULL]	=False	[NULL]	[NULL]	=sema.tereshonok@cantaloupesys.com	=True	
=12407	=5392	=23	[NULL]	=False	=True	=11.2500	=11.2500	=2	=3	=4	=4	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=False	=False	[NULL]	=False	=True	=Dynamic	=Coil	=2	=200	=10	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/22/2014 13:00:00	[NULL]	=False	[NULL]	[NULL]	=sema.tereshonok@cantaloupesys.com	=True	
=12408	=5392	=24	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=2	=2	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=True	=01/30/2014 00:00:00	=09/27/2013 10:30:00	[NULL]	=False	[NULL]	[NULL]	=sema.tereshonok@cantaloupesys.com	=True	
=12409	=5395	=19	[NULL]	=False	=False	=461.1500	=461.1500	=0	=35	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=3	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/23/2014 13:28:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:27	=sema.tereshonok@cantaloupesys.com	=True	
=12410	=5395	=44	[NULL]	=False	=False	=555.4500	=555.4500	=2	=33	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/27/2014 10:39:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:27	=sema.tereshonok@cantaloupesys.com	=True	
=12411	=5395	=39	[NULL]	=False	=False	=127.5000	=127.5000	=4	=7	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=12/11/2013 10:31:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:27	=sema.tereshonok@cantaloupesys.com	=True	
=12412	=5395	=45	[NULL]	=False	=False	=419.3500	=419.3500	=0	=10	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/23/2014 12:55:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:27	=sema.tereshonok@cantaloupesys.com	=True	
=12413	=5395	=17	[NULL]	=False	=False	=228.4000	=228.4000	=1	=18	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=10	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/24/2014 12:12:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:27	=sema.tereshonok@cantaloupesys.com	=True	
=12414	=5395	=55	[NULL]	=False	=False	=147.0000	=147.0000	=0	=3	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/16/2014 10:37:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:27	=sema.tereshonok@cantaloupesys.com	=True	
