Id	ScheduleId	MachineId	Deleted	
=1125784	=30385	=606139	=False	
=1125785	=30385	=635188	=True	
=1125786	=30385	=611482	=True	
=1125787	=30385	=610942	=True	
=1125788	=30385	=603474	=False	
=1125789	=30385	=1166796	=True	
=1125790	=30385	=611469	=True	
=1125791	=30385	=611483	=True	
=1125792	=30385	=611071	=False	
=1125793	=30385	=611111	=True	
=1125794	=30385	=635714	=False	
=1125795	=30385	=611487	=True	
=1125796	=30385	=611237	=True	
=1125797	=30385	=614724	=True	
=1125798	=30385	=610939	=True	
=1125799	=30385	=603435	=False	
=1125800	=30385	=610998	=False	
=1125801	=30385	=1177924	=False	
=1125802	=30385	=608862	=False	
=1125803	=30385	=1177922	=False	
=1125804	=30385	=608856	=False	
=1125805	=30385	=614676	=False	
=1125806	=30385	=611017	=False	
=1125807	=30385	=1166811	=False	
=1125808	=30385	=1177923	=False	
=1125809	=30385	=608751	=False	
=1125810	=30385	=610929	=False	
=1125811	=30386	=1167080	=False	
=1125812	=30386	=1167082	=False	
=1125813	=30386	=635716	=False	
=1125814	=30386	=635656	=False	
=1125815	=30386	=603789	=False	
=1125816	=30386	=604274	=False	
=1125817	=30386	=607546	=False	
=1125818	=30386	=644522	=False	
=1125819	=30386	=635706	=False	
=1125820	=30386	=635711	=False	
=1125821	=30386	=604188	=False	
=1125822	=30386	=635680	=False	
=1125823	=30386	=635064	=False	
=1125824	=30386	=634992	=False	
=1125825	=30386	=611461	=False	
=1125826	=30386	=634438	=False	
=1125827	=30386	=635099	=False	
=1125828	=30386	=634439	=False	
=1125829	=30386	=635091	=False	
=1125830	=30386	=1146110	=True	
=1125831	=30386	=635658	=True	
=1125832	=30386	=636096	=True	
=1125833	=30386	=644513	=True	
=1125834	=30386	=635214	=True	
=1125835	=30386	=611215	=True	
=1125836	=30386	=1145552	=False	
=1125837	=30386	=1177970	=False	
=1125838	=30386	=1177967	=False	
=1125839	=30386	=1177965	=False	
=1125840	=30386	=1177968	=False	
=1125841	=30386	=635341	=False	
=1125842	=30386	=1144553	=True	
=1125843	=30386	=635462	=False	
=1125844	=30386	=635461	=False	
=1125845	=30386	=635452	=False	
=1125846	=30386	=635349	=False	
=1125847	=30386	=1144499	=False	
=1125848	=30386	=635418	=False	
=1125849	=30386	=607550	=False	
=1125850	=30387	=635270	=False	
=1125851	=30387	=635133	=False	
=1125852	=30387	=635397	=False	
=1125853	=30387	=1146161	=False	
=1125854	=30387	=635740	=False	
=1125855	=30387	=1145661	=False	
=1125856	=30387	=636451	=False	
=1125857	=30387	=633746	=False	
=1125858	=30387	=1146168	=False	
=1125859	=30387	=635950	=False	
=1125860	=30387	=635284	=False	
=1125861	=30387	=635565	=True	
=1125862	=30387	=635948	=True	
=1125863	=30387	=635490	=True	
=1125864	=30387	=635735	=False	
=1125865	=30387	=635269	=False	
=1125866	=30387	=1146200	=False	
=1125867	=30387	=635175	=True	
=1125868	=30387	=634431	=False	
=1125869	=30387	=635208	=True	
=1125870	=30387	=635413	=True	
=1125871	=30387	=635191	=True	
=1125872	=30387	=635501	=True	
=1125873	=30387	=635699	=True	
=1125874	=30387	=636120	=False	
=1125875	=30387	=636116	=False	
=1125876	=30387	=635113	=False	
=1125877	=30387	=1109925	=False	
=1125878	=30387	=636107	=False	
=1125879	=30387	=635630	=False	
=1125880	=30387	=636101	=False	
=1125881	=30387	=615290	=True	
=1125882	=30387	=642151	=False	
=1125883	=30387	=1106302	=False	
=1125884	=30387	=608332	=False	
=1125885	=30387	=636117	=True	
=1125886	=30387	=635663	=False	
=1125887	=30387	=615280	=True	
=1125888	=30387	=614778	=True	
=1125889	=30387	=614819	=True	
=1125890	=30387	=610778	=True	
=1125891	=30387	=610955	=True	
=1125892	=30387	=1108759	=False	
=1125893	=30387	=1145838	=False	
=1125894	=30387	=614755	=False	
=1125895	=30387	=1110185	=False	
=1125896	=30388	=1166859	=False	
=1125897	=30388	=1166864	=False	
=1125898	=30388	=1166865	=False	
=1125899	=30388	=1166863	=False	
=1125900	=30388	=1177934	=False	
=1125901	=30388	=1177935	=False	
=1125902	=30388	=603549	=True	
=1125903	=30388	=635761	=False	
=1125904	=30388	=1145877	=False	
=1125905	=30388	=603845	=False	
=1125906	=30388	=635190	=False	
=1125907	=30388	=635719	=False	
=1125908	=30388	=635679	=False	
=1125909	=30388	=1145849	=False	
=1125910	=30388	=1109224	=False	
=1125911	=30388	=1166823	=False	
=1125912	=30388	=1166830	=False	
=1125913	=30388	=637613	=False	
=1125914	=30388	=1145829	=False	
=1125915	=30388	=1146132	=False	
=1125916	=30388	=1109843	=False	
=1125917	=30388	=1146509	=False	
=1125918	=30388	=604228	=False	
=1125919	=30388	=1109844	=False	
=1125920	=30388	=635468	=False	
=1125921	=30388	=1110076	=False	
=1125922	=30388	=1109912	=True	
=1125923	=30388	=1109835	=False	
=1125924	=30388	=604166	=False	
=1125925	=30388	=639768	=True	
=1125926	=30388	=1109573	=False	
=1125927	=30388	=1109229	=False	
=1125928	=30388	=1109580	=False	
=1125929	=30388	=1109832	=False	
=1125930	=30388	=635505	=False	
=1126019	=30391	=1167132	=False	
=1126020	=30391	=1167134	=False	
=1126021	=30391	=1166929	=False	
=1126022	=30391	=1166931	=False	
=1126023	=30391	=1166939	=False	
=1126024	=30391	=1166941	=False	
=1126025	=30391	=1167058	=False	
=1126026	=30391	=1167060	=False	
=1126027	=30391	=1166909	=False	
=1126028	=30391	=1166911	=False	
=1126029	=30391	=615388	=False	
=1126030	=30391	=611164	=False	
=1126031	=30391	=635534	=False	
=1126032	=30391	=615372	=False	
=1126033	=30391	=614740	=False	
=1126034	=30391	=633885	=False	
=1126035	=30391	=604416	=False	
=1126036	=30391	=641442	=False	
=1126037	=30391	=1146178	=True	
=1126038	=30391	=1109667	=True	
=1126039	=30391	=1146172	=False	
=1126040	=30391	=1146556	=True	
=1126041	=30391	=635153	=True	
=1126042	=30391	=611199	=False	
=1126043	=30391	=633887	=True	
=1126044	=30391	=636505	=False	
=1126045	=30391	=1109606	=True	
=1126046	=30391	=639095	=False	
=1126047	=30391	=633836	=False	
=1126048	=30391	=614640	=True	
=1126049	=30391	=614772	=False	
=1126050	=30391	=642159	=False	
=1126051	=30391	=611155	=False	
=1126052	=30391	=1108542	=True	
=1126053	=30391	=1109455	=True	
=1126054	=30391	=614645	=False	
=1126055	=30391	=608552	=False	
=1126056	=30391	=1109655	=True	
=1126057	=30391	=1109635	=True	
=1126058	=30391	=603502	=False	
=1126059	=30391	=1109630	=True	
=1126060	=30391	=615277	=True	
=1126061	=30391	=614748	=True	
=1126062	=30391	=642145	=True	
=1126063	=30392	=637616	=True	
=1126064	=30392	=635139	=False	
=1126065	=30392	=610935	=False	
=1126066	=30392	=637607	=False	
=1126067	=30392	=635252	=False	
=1126068	=30392	=1167127	=False	
=1126069	=30392	=635238	=False	
=1126070	=30392	=635260	=False	
=1126071	=30392	=635227	=False	
=1126072	=30392	=603382	=False	
=1126073	=30392	=635372	=False	
=1126074	=30392	=615283	=False	
=1126075	=30392	=637593	=True	
=1126076	=30392	=608650	=True	
=1126077	=30392	=641527	=False	
=1126078	=30392	=637608	=False	
=1126079	=30392	=635249	=False	
=1126080	=30392	=637605	=False	
=1126081	=30392	=1146211	=False	
=1126082	=30392	=637600	=False	
=1126083	=30392	=635611	=False	
=1126084	=30392	=614837	=False	
=1126085	=30392	=637604	=False	
=1126086	=30392	=611236	=False	
=1126087	=30392	=635259	=False	
=1126088	=30392	=1146522	=False	
=1126089	=30392	=635243	=False	
=1126090	=30392	=1146521	=False	
=1126091	=30392	=635255	=False	
=1126092	=30392	=635597	=False	
=1126093	=30392	=1146542	=False	
=1126094	=30392	=1177981	=False	
=1126095	=30392	=1177983	=False	
=1126096	=30392	=636365	=True	
=1126097	=30392	=637617	=True	
=1126098	=30392	=635523	=False	
=1126099	=30392	=611242	=True	
=1126100	=30392	=608771	=True	
=1126101	=30392	=635738	=True	
=1126102	=30392	=608718	=True	
=1126103	=30392	=641554	=True	
=1126104	=30392	=635733	=True	
=1126105	=30393	=1146101	=False	
=1126106	=30393	=639878	=False	
=1126107	=30393	=641570	=False	
=1126108	=30393	=615299	=False	
=1126109	=30393	=608744	=False	
=1126110	=30393	=636376	=False	
=1126111	=30393	=635642	=True	
=1126112	=30393	=1104226	=True	
=1126113	=30393	=636100	=True	
=1126114	=30393	=604144	=True	
=1126115	=30393	=639891	=True	
=1126116	=30393	=635158	=True	
=1126117	=30393	=604136	=False	
=1126118	=30393	=604157	=True	
=1126119	=30393	=639901	=False	
=1126120	=30393	=641530	=True	
=1126121	=30393	=636023	=True	
=1126122	=30393	=639902	=False	
=1126123	=30393	=604195	=False	
=1126124	=30393	=604159	=False	
=1126125	=30393	=639899	=False	
=1126126	=30393	=639877	=False	
=1126127	=30393	=639880	=False	
=1126128	=30393	=639907	=False	
=1126129	=30393	=639908	=False	
=1126130	=30393	=639903	=False	
=1126131	=30393	=636200	=True	
=1126132	=30393	=641534	=True	
=1126133	=30393	=603510	=False	
=1126134	=30393	=639883	=True	
=1126135	=30393	=636525	=False	
=1126136	=30393	=639906	=True	
=1126137	=30393	=639904	=True	
=1126138	=30393	=636520	=False	
=1126139	=30393	=1145531	=True	
=1126140	=30393	=604018	=True	
=1126141	=30393	=1145818	=True	
=1126142	=30393	=639900	=True	
=1126143	=30393	=639910	=False	
=1126144	=30393	=639879	=True	
=1126145	=30393	=635643	=True	
=1126146	=30393	=1108902	=False	
=1126147	=30393	=635710	=False	
=1126148	=30393	=635760	=False	
=1126149	=30393	=1109123	=False	
=1126150	=30393	=641549	=False	
=1126151	=30393	=635665	=True	
=1126152	=30393	=1146111	=False	
=1126153	=30393	=607543	=False	
=1126154	=30393	=604412	=True	
=1126155	=30393	=607553	=True	
=1126156	=30393	=1109170	=False	
=1126157	=30393	=635484	=True	
=1126158	=30393	=644524	=False	
=1126159	=30393	=635389	=True	
=1126160	=30393	=635387	=True	
=1126161	=30393	=639886	=True	
=1126162	=30393	=639911	=True	
=1126163	=30393	=639889	=True	
=1126164	=30393	=639897	=True	
=1126165	=30393	=639896	=True	
=1126166	=30393	=639909	=False	
=1126167	=30394	=1108893	=False	
=1126168	=30394	=1167138	=False	
=1126169	=30394	=1167139	=False	
=1126170	=30394	=1167140	=False	
=1126171	=30394	=1167150	=False	
=1126172	=30394	=1167151	=False	
=1126173	=30394	=1167152	=False	
=1126174	=30394	=1167157	=False	
=1126175	=30394	=1167158	=False	
=1126176	=30394	=1167159	=False	
=1126177	=30394	=1167166	=False	
=1126178	=30394	=1167167	=False	
=1126179	=30394	=1167168	=False	
=1126180	=30394	=1144744	=False	
=1126181	=30394	=1108765	=False	
=1126182	=30394	=1034856	=True	
=1126183	=30394	=1046975	=False	
=1126184	=30394	=1136430	=False	
=1126185	=30394	=1142677	=False	
=1126186	=30394	=1136407	=False	
=1126187	=30394	=1136441	=False	
=1126188	=30394	=1136656	=True	
=1126189	=30394	=1133784	=True	
=1126190	=30394	=1136677	=True	
=1126191	=30394	=1136622	=True	
=1126192	=30394	=1136050	=True	
=1126193	=30394	=1133733	=False	
=1126194	=30394	=1112690	=False	
=1126195	=30394	=1100736	=False	
=1126196	=30394	=1111982	=True	
=1126197	=30394	=1136744	=False	
=1126198	=30394	=1136326	=False	
=1126199	=30394	=1133664	=False	
=1126200	=30394	=1115385	=False	
=1126201	=30394	=1136756	=True	
=1126202	=30394	=1136271	=True	
=1126203	=30395	=1166842	=False	
=1126204	=30395	=1166983	=False	
=1126205	=30395	=1166984	=False	
=1126206	=30395	=1166987	=False	
=1126207	=30395	=1166988	=False	
=1126208	=30395	=1166933	=False	
=1126209	=30395	=1112513	=False	
=1126210	=30395	=1099054	=True	
=1126211	=30395	=1099055	=True	
=1126212	=30395	=1110827	=False	
=1126213	=30395	=1035359	=False	
=1126214	=30395	=1112771	=False	
=1126215	=30395	=1133812	=False	
=1126216	=30395	=1098946	=False	
=1126217	=30395	=1098932	=False	
=1126218	=30395	=1045524	=True	
=1126219	=30395	=1112621	=True	
=1126220	=30395	=1112623	=True	
=1126221	=30395	=1138155	=False	
=1126222	=30395	=1136733	=True	
=1126223	=30395	=1112507	=False	
=1126224	=30395	=1034747	=False	
=1126225	=30395	=1136445	=False	
=1126226	=30395	=1112026	=False	
=1126227	=30395	=1136688	=True	
=1126228	=30395	=1045143	=False	
=1126229	=30395	=1136030	=False	
=1126230	=30395	=1035304	=False	
=1126231	=30395	=1098928	=False	
=1126232	=30395	=1047022	=False	
=1126233	=30395	=1109974	=False	
=1126234	=30395	=1098620	=False	
=1126235	=30395	=1142965	=False	
=1126236	=30395	=1098615	=False	
=1126237	=30395	=1047027	=False	
=1126238	=30395	=1136750	=False	
=1126239	=30395	=1034772	=False	
=1126240	=30395	=1098574	=False	
=1126241	=30395	=1034752	=False	
=1126242	=30395	=1098945	=False	
=1126243	=30395	=1045132	=False	
=1126244	=30395	=1035062	=False	
=1126245	=30395	=1098533	=True	
=1126246	=30395	=1136203	=False	
=1126247	=30395	=1136433	=False	
=1126248	=30395	=1133657	=False	
=1126249	=30395	=1112450	=True	
=1126250	=30395	=1112393	=True	
=1126251	=30395	=1034768	=False	
=1126252	=30395	=1098530	=False	
=1126253	=30395	=1111980	=True	
=1126254	=30395	=1112511	=True	
=1126255	=30396	=1166866	=False	
=1126256	=30396	=1166867	=False	
=1126257	=30396	=639773	=False	
=1126258	=30396	=635924	=True	
=1126259	=30396	=1102761	=True	
=1126260	=30396	=636167	=False	
=1126261	=30396	=1166900	=True	
=1126262	=30396	=639772	=True	
=1126263	=30396	=636364	=False	
=1126264	=30396	=639785	=True	
=1126265	=30396	=636163	=False	
=1126266	=30396	=639920	=True	
=1126267	=30396	=639948	=True	
=1126268	=30396	=639812	=True	
=1126269	=30396	=639802	=True	
=1126270	=30396	=606376	=True	
=1126271	=30396	=639935	=True	
=1126272	=30396	=639808	=True	
=1126273	=30396	=635984	=False	
=1126274	=30396	=635149	=True	
=1126275	=30396	=635961	=True	
=1126276	=30396	=603986	=True	
=1126277	=30396	=605951	=False	
=1126278	=30396	=605947	=False	
=1126279	=30396	=635136	=True	
=1126280	=30396	=636208	=True	
=1126281	=30396	=636031	=False	
=1126282	=30396	=639941	=True	
=1126283	=30396	=606578	=True	
=1126284	=30396	=606346	=False	
=1126285	=30396	=636363	=False	
=1126286	=30396	=639792	=True	
=1126287	=30396	=636209	=True	
=1126288	=30396	=1166899	=True	
=1126289	=30396	=636037	=False	
=1126290	=30396	=633883	=True	
=1126291	=30396	=641567	=True	
=1126292	=30396	=639944	=True	
=1126293	=30396	=639937	=True	
=1126294	=30396	=639797	=False	
=1126295	=30396	=639778	=True	
=1126296	=30396	=639796	=False	
=1126297	=30396	=635728	=True	
=1126298	=30396	=636084	=True	
=1126299	=30396	=636036	=False	
=1126300	=30396	=636489	=True	
=1126301	=30396	=639811	=True	
=1126302	=30396	=603590	=False	
=1126303	=30396	=639946	=True	
=1126304	=30396	=639947	=True	
=1126305	=30396	=639942	=True	
=1126306	=30396	=603629	=True	
=1126307	=30396	=639943	=True	
=1126308	=30396	=639791	=True	
=1126309	=30396	=637534	=False	
=1126310	=30396	=637542	=False	
=1126311	=30396	=637572	=False	
=1126312	=30396	=635718	=False	
=1126313	=30396	=608708	=False	
=1126314	=30396	=615326	=False	
=1126315	=30396	=639824	=False	
=1126316	=30396	=639949	=False	
=1126317	=30396	=642135	=False	
=1126318	=30396	=642136	=False	
=1126319	=30396	=642137	=False	
=1126320	=30396	=614693	=False	
=1126321	=30396	=614736	=False	
=1126322	=30396	=614616	=False	
=1126323	=30396	=614831	=False	
=1126404	=30398	=1166956	=False	
=1126405	=30398	=1167011	=False	
=1126406	=30398	=1167012	=False	
=1126407	=30398	=1139830	=False	
=1126408	=30398	=1138020	=False	
=1126409	=30398	=1112654	=True	
=1126410	=30398	=1136381	=True	
=1126411	=30398	=1047023	=True	
=1126412	=30398	=1136028	=False	
=1126413	=30398	=1138146	=True	
=1126414	=30398	=1108935	=False	
=1126415	=30398	=1136372	=False	
=1126416	=30398	=1136556	=True	
=1126417	=30398	=1139092	=True	
=1126418	=30398	=1139835	=False	
=1126419	=30398	=1142865	=False	
=1126420	=30398	=1047039	=True	
=1126421	=30398	=1034731	=True	
=1126422	=30398	=1136662	=True	
=1126423	=30398	=1112479	=True	
=1126424	=30398	=1136628	=False	
=1126425	=30398	=1135975	=True	
=1126426	=30398	=1136382	=True	
=1126427	=30398	=1138133	=False	
=1126428	=30398	=1138186	=False	
=1126429	=30398	=1138128	=False	
=1126430	=30398	=1136185	=True	
=1126431	=30398	=1140092	=True	
=1126432	=30398	=1137745	=True	
=1126433	=30398	=1115310	=True	
=1126434	=30398	=1098654	=False	
=1126435	=30398	=1138134	=False	
=1126436	=30398	=1138131	=False	
=1126437	=30398	=1136044	=False	
=1126438	=30398	=1133853	=False	
=1126439	=30398	=1139065	=False	
=1126440	=30398	=1034594	=False	
=1126441	=30398	=1035028	=True	
=1126442	=30398	=1046203	=False	
=1126443	=30398	=1111807	=False	
=1126444	=30398	=1139843	=False	
=1126445	=30398	=1047028	=True	
=1126446	=30398	=1098910	=True	
=1126447	=30398	=1034644	=True	
=1126448	=30398	=1047024	=False	
=1126449	=30398	=1137545	=False	
=1126450	=30398	=1098525	=True	
=1126451	=30398	=1136509	=False	
=1126452	=30398	=1138028	=True	
=1126453	=30398	=1138016	=True	
=1126454	=30398	=1034748	=False	
=1126455	=30398	=1136547	=True	
=1126456	=30398	=1108926	=True	
=1126457	=30398	=1108930	=True	
=1126458	=30398	=1104336	=True	
=1126459	=30398	=1134001	=True	
=1126460	=30398	=1134002	=True	
=1126461	=30398	=1112441	=True	
=1126462	=30398	=1047640	=True	
=1126463	=30398	=1104305	=True	
=1126464	=30398	=1109490	=True	
=1126465	=30398	=1142126	=True	
=1126466	=30398	=1045546	=True	
=1126467	=30398	=1104327	=True	
=1126468	=30398	=1047645	=True	
=1126469	=30398	=1112648	=True	
=1126470	=30398	=1103821	=True	
=1126471	=30398	=1112651	=True	
=1126472	=30398	=1112303	=True	
=1126473	=30398	=1112448	=True	
=1126474	=30398	=1133813	=True	
=1126475	=30398	=1136434	=True	
=1126476	=30398	=1046961	=True	
=1126477	=30398	=1134005	=True	
=1126478	=30398	=1104041	=True	
=1126479	=30398	=1134000	=True	
=1126480	=30398	=1112447	=True	
=1126481	=30398	=1112650	=True	
=1126482	=30398	=1111866	=True	
=1126483	=30398	=1134003	=True	
=1126484	=30398	=1104317	=True	
=1126485	=30398	=1134004	=True	
=1126486	=30398	=1112802	=True	
=1126487	=30398	=1111760	=True	
=1126488	=30396	=639839	=False	
=1126489	=30398	=1045144	=False	
=1126490	=30398	=1098565	=False	
=1126536	=30400	=1112786	=True	
=1126537	=30400	=1098599	=False	
=1126538	=30400	=1098938	=True	
=1126539	=30400	=1112387	=False	
=1126540	=30400	=1099002	=True	
=1126541	=30400	=1098646	=False	
=1126542	=30400	=1099005	=True	
=1126543	=30400	=1099058	=False	
=1126544	=30400	=1098638	=False	
=1126545	=30400	=1035394	=False	
=1126546	=30400	=1099059	=False	
=1126547	=30400	=1099034	=False	
=1126548	=30400	=1108608	=False	
=1126549	=30400	=1112639	=False	
=1126550	=30400	=1098633	=False	
=1126551	=30400	=1098639	=False	
=1126552	=30400	=1035371	=False	
=1126553	=30400	=1133635	=False	
=1126554	=30400	=1099040	=False	
=1126555	=30400	=1099003	=True	
=1126556	=30400	=1098857	=True	
=1126557	=30400	=1099052	=False	
=1126558	=30400	=1099010	=False	
=1126559	=30400	=1112795	=False	
=1126560	=30400	=1098954	=False	
=1126561	=30400	=1098742	=False	
=1126562	=30400	=1098958	=False	
=1126563	=30400	=1146148	=True	
=1126564	=30400	=1115318	=False	
=1126565	=30400	=1035382	=False	
=1126566	=30400	=1047019	=False	
=1126567	=30400	=1111918	=True	
=1126568	=30400	=1108827	=False	
=1126569	=30400	=1047008	=True	
=1126570	=30400	=1098999	=False	
=1126571	=30400	=1098926	=False	
=1126572	=30400	=1035057	=False	
=1126573	=30400	=1099012	=True	
=1126574	=30400	=1098607	=False	
=1126575	=30400	=1098959	=True	
=1126576	=30400	=1115294	=False	
=1126577	=30400	=1099057	=False	
=1126578	=30400	=1034912	=False	
=1126579	=30400	=1099035	=False	
=1126580	=30400	=1098659	=False	
=1126581	=30400	=1112637	=True	
=1126582	=30400	=1137548	=False	
=1126583	=30400	=1137549	=False	
=1126584	=30401	=1167054	=False	
=1126585	=30401	=1167055	=False	
=1126586	=30401	=1167056	=False	
=1126587	=30401	=1140148	=False	
=1126588	=30401	=1166847	=False	
=1126589	=30401	=1167007	=False	
=1126590	=30401	=1167008	=False	
=1126591	=30401	=1098918	=False	
=1126592	=30401	=1098828	=True	
=1126593	=30401	=1109989	=True	
=1126594	=30401	=1136717	=False	
=1126595	=30401	=1098983	=True	
=1126596	=30401	=1098613	=True	
=1126597	=30401	=1098800	=True	
=1126598	=30401	=1142130	=True	
=1126599	=30401	=1133999	=True	
=1126600	=30401	=1108573	=True	
=1126601	=30401	=1109062	=False	
=1126602	=30401	=1047155	=True	
=1126603	=30401	=1136254	=True	
=1126604	=30401	=1098535	=True	
=1126605	=30401	=1104246	=True	
=1126606	=30401	=1133998	=True	
=1126607	=30401	=1104312	=True	
=1126608	=30401	=1034901	=False	
=1126609	=30401	=1098513	=False	
=1126610	=30401	=1045851	=True	
=1126611	=30401	=1109053	=False	
=1126612	=30401	=1098572	=False	
=1126613	=30401	=1098546	=False	
=1126614	=30401	=1099031	=False	
=1126615	=30401	=1103830	=True	
=1126616	=30401	=1098501	=False	
=1126617	=30401	=1115369	=True	
=1126618	=30401	=1098552	=True	
=1126619	=30401	=1108675	=False	
=1126620	=30401	=1108368	=False	
=1126621	=30401	=1107498	=False	
=1126622	=30401	=1098584	=True	
=1126623	=30401	=1136640	=False	
=1126624	=30401	=1098790	=True	
=1126625	=30401	=1098979	=False	
=1126626	=30401	=1098602	=False	
=1126627	=30401	=1098965	=True	
=1126628	=30401	=1098608	=True	
=1126629	=30401	=1136713	=True	
=1126630	=30401	=1136042	=True	
=1126631	=30401	=1136201	=True	
=1126632	=30401	=1034922	=True	
=1126633	=30401	=1133639	=True	
=1126634	=30401	=1108685	=True	
=1126635	=30401	=1098718	=True	
=1126636	=30401	=1103963	=True	
=1126637	=30401	=1133971	=False	
=1126638	=30401	=1133962	=True	
=1126639	=30401	=1133596	=False	
=1126640	=30401	=1098930	=True	
=1126641	=30401	=1133960	=True	
=1126642	=30401	=1133768	=False	
=1126643	=30401	=1098888	=False	
=1126644	=30401	=1107432	=False	
=1126645	=30401	=1107428	=False	
=1126646	=30401	=1142920	=False	
=1126647	=30401	=1108743	=False	
=1126648	=30401	=1136259	=True	
=1126649	=30401	=1136268	=True	
=1126650	=30401	=1133958	=False	
=1126651	=30401	=1098688	=False	
=1126652	=30401	=1098514	=True	
=1126653	=30401	=1133949	=True	
=1126654	=30401	=1142724	=False	
=1126655	=30401	=1107358	=False	
=1126656	=30401	=1146157	=False	
=1126657	=30401	=1137613	=False	
=1126658	=30401	=1098680	=True	
=1126659	=30401	=1133611	=False	
=1126660	=30401	=1133612	=False	
=1126661	=30401	=1146549	=False	
=1126662	=30401	=1133955	=True	
=1126663	=30401	=1098671	=True	
=1126664	=30401	=1133954	=True	
=1126665	=30401	=1107754	=False	
=1126666	=30401	=1046991	=False	
=1126667	=30401	=1109527	=False	
=1126668	=30401	=1099030	=False	
=1126669	=30401	=1098972	=False	
=1126670	=30402	=1166856	=True	
=1126671	=30402	=1167023	=True	
=1126672	=30402	=1167024	=True	
=1126673	=30402	=1166840	=True	
=1126674	=30402	=1166999	=True	
=1126675	=30402	=1167000	=True	
=1126676	=30402	=1108409	=True	
=1126677	=30402	=1142810	=True	
=1126678	=30402	=1109879	=True	
=1126679	=30402	=1136429	=True	
=1126680	=30402	=1142911	=True	
=1126681	=30402	=1104344	=True	
=1126682	=30402	=1114715	=True	
=1126683	=30402	=1135999	=True	
=1126684	=30402	=1099018	=True	
=1126685	=30402	=1099021	=True	
=1126686	=30402	=1135989	=True	
=1126687	=30402	=1108714	=True	
=1126688	=30402	=1133808	=True	
=1126689	=30402	=1098963	=True	
=1126690	=30402	=1108712	=True	
=1126691	=30402	=1107803	=True	
=1126692	=30402	=1136697	=True	
=1126693	=30402	=1136707	=True	
=1126694	=30402	=1111815	=True	
=1126695	=30402	=1109885	=True	
=1126696	=30402	=1146151	=True	
=1126697	=30402	=1136698	=True	
=1126698	=30402	=1146152	=True	
=1126699	=30402	=1133670	=True	
=1126700	=30402	=1098097	=True	
=1126701	=30402	=1034686	=True	
=1126702	=30402	=1104365	=True	
=1126703	=30402	=1034590	=True	
=1126704	=30402	=1104345	=True	
=1126705	=30402	=1133671	=True	
=1126706	=30402	=1136736	=True	
=1126707	=30402	=1098936	=True	
=1126708	=30402	=1104349	=True	
=1126709	=30402	=1047204	=True	
=1126710	=30402	=1098744	=True	
=1126711	=30402	=1146527	=True	
=1126712	=30402	=1114828	=True	
=1126713	=30402	=1136142	=True	
=1126714	=30402	=1109575	=True	
=1126715	=30402	=1098582	=True	
=1126716	=30402	=1146203	=True	
=1126717	=30402	=1109523	=True	
=1126718	=30402	=1136190	=True	
=1126719	=30402	=1098994	=True	
=1126720	=30402	=1111959	=True	
=1126721	=30402	=1133590	=True	
=1126722	=30402	=1136716	=True	
=1126723	=30402	=1136725	=True	
=1126724	=30402	=1114857	=True	
=1126725	=30402	=1109528	=True	
=1126726	=30402	=1109530	=True	
=1126727	=30402	=1109574	=True	
=1126728	=30402	=1104450	=True	
=1126729	=30402	=1098586	=True	
=1126730	=30402	=1146204	=True	
=1126731	=30402	=1109577	=True	
=1126732	=30402	=1109541	=True	
=1126733	=30402	=1098635	=True	
=1126734	=30402	=1109913	=True	
=1126735	=30402	=1136919	=True	
=1126736	=30402	=1136701	=True	
=1126737	=30402	=1133782	=True	
=1126738	=30402	=1142801	=True	
=1126739	=30402	=1136938	=True	
=1126740	=30402	=1142875	=True	
=1126741	=30403	=1167135	=False	
=1126742	=30403	=1167136	=False	
=1126743	=30403	=1167137	=False	
=1126744	=30403	=1166846	=False	
=1126745	=30403	=1167005	=False	
=1126746	=30403	=1167006	=False	
=1126747	=30403	=1136347	=False	
=1126748	=30403	=1136539	=True	
=1126749	=30403	=1109509	=False	
=1126750	=30403	=1098765	=True	
=1126751	=30403	=1098988	=True	
=1126752	=30403	=1098966	=False	
=1126753	=30403	=1098970	=True	
=1126754	=30403	=1098967	=True	
=1126755	=30403	=1104022	=True	
=1126756	=30403	=1146300	=False	
=1126757	=30403	=1108678	=False	
=1126758	=30403	=1109568	=False	
=1126759	=30403	=1108688	=False	
=1126760	=30403	=1166822	=False	
=1126761	=30403	=1136551	=True	
=1126762	=30403	=1098996	=True	
=1126763	=30403	=1098969	=True	
=1126764	=30403	=1098995	=True	
=1126765	=30403	=1136258	=False	
=1126766	=30403	=1098856	=True	
=1126767	=30403	=1108820	=False	
=1126768	=30403	=1098772	=False	
=1126769	=30403	=1136062	=False	
=1126770	=30403	=1136781	=True	
=1126771	=30403	=1098653	=False	
=1126772	=30403	=1136283	=True	
=1126773	=30403	=1136516	=False	
=1126774	=30403	=1140157	=True	
=1126775	=30403	=1112445	=True	
=1126776	=30403	=1136322	=True	
=1126777	=30403	=1103824	=True	
=1126778	=30403	=1103819	=True	
=1126779	=30403	=1136665	=True	
=1126780	=30403	=1099026	=True	
=1126781	=30403	=1136583	=True	
=1126782	=30403	=1136528	=True	
=1126783	=30403	=1108615	=True	
=1126784	=30403	=1136272	=False	
=1126785	=30403	=1104415	=False	
=1126786	=30403	=1103900	=False	
=1126787	=30403	=1035368	=False	
=1126788	=30403	=1045863	=False	
