Id	MachineCoilHistoryId	CoilName	OldItemId	NewItemId	AddedQuantity	SpreadoutQuantity	SpoiledQuantity	RemovedQuantity	ObservedQuantity	CoilGroupingAdjustmentQuantity	SystemAdjustmentQuantity	InventoryAdjustmentQuantity	FutureInventoryAdjustmentQuantity	OfflineSaleId	InitialInventoryLevel	
=376427	=13475	=C6	=847	=847	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376428	=13475	=C8	=843	=843	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376429	=13475	=D0	=1241	=1241	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=15	
=376430	=13475	=D1	=1277	=1277	=-6	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=17	
=376431	=13475	=D2	=799	=799	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=14	
=376432	=13475	=D3	=807	=807	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=16	
=376433	=13475	=D4	=815	=815	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=20	
=376434	=13475	=D5	=1370	=1370	=-5	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=15	
=376435	=13475	=D6	=1338	=1338	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376436	=13475	=D7	=819	=819	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=376437	=13475	=D8	=811	=811	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=376438	=13475	=D9	=822	=822	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=376439	=13475	=E0	=1158	=1158	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=17	
=376440	=13475	=E2	=1268	=1268	=-2	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=5	
=376441	=13475	=E3	=1367	=1367	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=376442	=13475	=E4	=844	=844	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376443	=13475	=E6	=827	=827	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376444	=13475	=E8	=860	=860	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376445	=13475	=F0	=862	=862	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376446	=13475	=F2	=1076	=1076	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=5	
=376447	=13475	=F4	=854	=854	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376448	=13475	=F6	=1246	=1246	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=376449	=13475	=F8	=842	=842	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=376450	=13476	=A0	=1362	=1362	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=376451	=13476	=A2	=869	=869	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=376452	=13476	=A4	=866	=866	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=376453	=13476	=A6	=868	=868	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=376454	=13476	=A8	=1328	=1328	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376455	=13476	=B0	=966	=966	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=376456	=13476	=B4	=845	=845	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376457	=13476	=B6	=851	=851	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376458	=13476	=B8	=1006	=1006	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376459	=13476	=C0	=1017	=1017	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376460	=13476	=C2	=958	=958	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=15	
=376461	=13476	=C4	=812	=812	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376462	=13476	=C6	=847	=847	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376463	=13476	=C8	=843	=843	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376464	=13476	=D0	=1241	=1241	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=15	
=376465	=13476	=D1	=1277	=1277	=0	[NULL]	[NULL]	[NULL]	=11	=0	=0	=0	=0	[NULL]	=11	
=376466	=13476	=D2	=799	=799	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=14	
=376467	=13476	=D3	=807	=807	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=16	
=376468	=13476	=D4	=815	=815	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=20	
=376469	=13476	=D5	=1370	=1370	=0	[NULL]	[NULL]	[NULL]	=10	=0	=0	=0	=0	[NULL]	=10	
=376470	=13476	=D6	=1338	=1338	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376471	=13476	=D7	=819	=819	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=376472	=13476	=D8	=811	=811	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=376473	=13476	=D9	=822	=822	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=376474	=13476	=E0	=1158	=1158	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=17	
=376475	=13476	=E2	=1268	=1268	=0	[NULL]	[NULL]	[NULL]	=3	=0	=0	=0	=0	[NULL]	=3	
=376476	=13476	=E3	=1367	=1367	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=376477	=13476	=E4	=844	=844	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376478	=13476	=E6	=827	=827	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376479	=13476	=E8	=860	=860	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376480	=13476	=F0	=862	=862	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376481	=13476	=F2	=1076	=1076	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=5	
=376482	=13476	=F4	=854	=854	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376483	=13476	=F6	=1246	=1246	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=376484	=13476	=F8	=842	=842	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=376485	=13477	=A0	=1362	=1362	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-8	=0	=0	[NULL]	=8	
=376486	=13477	=A2	=869	=869	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-7	=0	=0	[NULL]	=7	
=376487	=13477	=A4	=866	=866	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-7	=0	=0	[NULL]	=7	
=376488	=13477	=A6	=868	=868	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-7	=0	=0	[NULL]	=7	
=376489	=13477	=A8	=1328	=1328	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-9	=0	=0	[NULL]	=9	
=376490	=13477	=B0	=966	=966	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-7	=0	=0	[NULL]	=7	
=376491	=13477	=B4	=845	=845	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=376492	=13477	=B6	=851	=851	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-9	=0	=0	[NULL]	=9	
=376493	=13477	=B8	=1006	=1006	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-9	=0	=0	[NULL]	=9	
=376494	=13477	=C0	=1017	=1017	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=376495	=13477	=C2	=958	=958	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-15	=0	=0	[NULL]	=15	
=376496	=13477	=C4	=812	=812	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=376497	=13477	=C6	=847	=847	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=376498	=13477	=C8	=843	=843	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=376499	=13477	=D0	=1241	=1241	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-15	=0	=0	[NULL]	=15	
=376500	=13477	=D1	=1277	=1277	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=376501	=13477	=D2	=799	=799	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-14	=0	=0	[NULL]	=14	
=376502	=13477	=D3	=807	=807	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-16	=0	=0	[NULL]	=16	
=376503	=13477	=D4	=815	=815	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-20	=0	=0	[NULL]	=20	
=376504	=13477	=D5	=1370	=1370	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-10	=0	=0	[NULL]	=10	
=376505	=13477	=D6	=1338	=1338	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=376506	=13477	=D7	=819	=819	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-12	=0	=0	[NULL]	=12	
=376507	=13477	=D8	=811	=811	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-12	=0	=0	[NULL]	=12	
=376508	=13477	=D9	=822	=822	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-7	=0	=0	[NULL]	=7	
=376509	=13477	=E0	=1158	=1158	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-17	=0	=0	[NULL]	=17	
=376510	=13477	=E2	=1268	=1268	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-3	=0	=0	[NULL]	=3	
=376511	=13477	=E3	=1367	=1367	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-8	=0	=0	[NULL]	=8	
=376512	=13477	=E4	=844	=844	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=376513	=13477	=E6	=827	=827	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-9	=0	=0	[NULL]	=9	
=376514	=13477	=E8	=860	=860	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=376515	=13477	=F0	=862	=862	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-9	=0	=0	[NULL]	=9	
=376516	=13477	=F2	=1076	=1076	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-5	=0	=0	[NULL]	=5	
=376517	=13477	=F4	=854	=854	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=376518	=13477	=F6	=1246	=1246	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-12	=0	=0	[NULL]	=12	
=376519	=13477	=F8	=842	=842	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-12	=0	=0	[NULL]	=12	
=376520	=13478	=A0	=1362	=1362	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=8	=0	=0	[NULL]	=0	
=376521	=13478	=A2	=869	=869	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=376522	=13478	=A4	=866	=866	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=376523	=13478	=A6	=868	=868	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=376524	=13478	=A8	=1328	=1328	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=9	=0	=0	[NULL]	=0	
=376525	=13478	=B0	=966	=966	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=376526	=13478	=B2	=957	=957	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=15	=0	=0	[NULL]	=0	
=376527	=13478	=B4	=845	=845	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=376528	=13478	=B6	=851	=851	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=9	=0	=0	[NULL]	=0	
=376529	=13478	=B8	=1006	=1006	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=9	=0	=0	[NULL]	=0	
=376530	=13478	=C0	=1017	=1017	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=376531	=13478	=C2	=958	=958	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=15	=0	=0	[NULL]	=0	
=376532	=13478	=C4	=812	=812	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=376533	=13478	=C6	=847	=847	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=376534	=13478	=C8	=843	=843	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=376535	=13478	=D0	=1241	=1241	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=15	=0	=0	[NULL]	=0	
=376536	=13478	=D1	=1277	=1277	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=376537	=13478	=D2	=799	=799	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=14	=0	=0	[NULL]	=0	
=376538	=13478	=D3	=807	=807	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=16	=0	=0	[NULL]	=0	
=376539	=13478	=D4	=815	=815	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=20	=0	=0	[NULL]	=0	
=376540	=13478	=D5	=1370	=1370	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=10	=0	=0	[NULL]	=0	
=376541	=13478	=D6	=1338	=1338	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=376542	=13478	=D7	=819	=819	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=12	=0	=0	[NULL]	=0	
=376543	=13478	=D8	=811	=811	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=12	=0	=0	[NULL]	=0	
=376544	=13478	=D9	=822	=822	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=376545	=13478	=E0	=1158	=1158	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=17	=0	=0	[NULL]	=0	
=376546	=13478	=E2	=1268	=1268	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=3	=0	=0	[NULL]	=0	
=376547	=13478	=E3	=1367	=1367	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=8	=0	=0	[NULL]	=0	
=376548	=13478	=E4	=844	=844	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=376549	=13478	=E6	=827	=827	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=9	=0	=0	[NULL]	=0	
=376550	=13478	=E8	=860	=860	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=376551	=13478	=F0	=862	=862	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=9	=0	=0	[NULL]	=0	
=376552	=13478	=F2	=1076	=1076	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=5	=0	=0	[NULL]	=0	
=376553	=13478	=F4	=854	=854	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=376554	=13478	=F6	=1246	=1246	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=12	=0	=0	[NULL]	=0	
=376555	=13478	=F8	=842	=842	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=12	=0	=0	[NULL]	=0	
=376556	=13479	=D1	=1215	=1215	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=6	
=376557	=13479	=D2	=2	=2	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=0	
=376558	=13479	=D3	=1248	=1248	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=5	
=376559	=13479	=D4	=1249	=1249	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=2	
=376560	=13479	=D4A	=1251	=1251	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=1	
=376561	=13479	=D5	=1252	=1252	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=2	
=376562	=13479	=D5A	=1254	=1254	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=1	
=376563	=13479	=D6	=1247	=1247	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376564	=13479	=D7	=1250	=1250	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=3	
=376565	=13479	=D8	=1248	=1248	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=376566	=13479	=D9	=932	=932	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=376567	=13480	=D1	=1215	=1215	=5	[NULL]	[NULL]	[NULL]	=8	=0	=0	=5	=0	[NULL]	=3	
=376568	=13480	=D2	=2	=2	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=0	
=376569	=13480	=D3	=1248	=1248	=4	[NULL]	[NULL]	[NULL]	=7	=0	=0	=4	=0	[NULL]	=3	
=376570	=13480	=D4	=1249	=1249	=1	[NULL]	[NULL]	[NULL]	=1	=0	=0	=1	=0	[NULL]	=0	
=376571	=13480	=D5	=1252	=1252	=1	[NULL]	[NULL]	[NULL]	=2	=0	=0	=1	=0	[NULL]	=1	
=376572	=13480	=D6	=1247	=1247	=6	[NULL]	[NULL]	[NULL]	=9	=0	=0	=6	=0	[NULL]	=3	
=376573	=13480	=D7	=1250	=1250	=3	[NULL]	[NULL]	[NULL]	=5	=0	=0	=3	=0	[NULL]	=2	
=376574	=13480	=D8	=1248	=1248	=0	[NULL]	[NULL]	[NULL]	=8	=0	=0	=0	=0	[NULL]	=8	
=376575	=13480	=D9	=932	=932	=3	[NULL]	[NULL]	[NULL]	=12	=0	=0	=3	=0	[NULL]	=9	
=376576	=13480	=D4A	=1251	=1251	=1	[NULL]	[NULL]	[NULL]	=2	=0	=0	=1	=0	[NULL]	=1	
=376577	=13480	=D5A	=1254	=1254	=2	[NULL]	[NULL]	[NULL]	=2	=0	=0	=2	=0	[NULL]	=0	
=376578	=13481	=1	=1012	=1012	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=376579	=13481	=10	=999	=999	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376580	=13481	=2	=912	=912	=6	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=4	
=376581	=13481	=3	=1372	=1372	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=376582	=13481	=4	=933	=933	=3	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=376583	=13481	=5	=990	=990	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=376584	=13481	=6	=1132	=1132	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=376585	=13481	=7	=934	=934	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376586	=13481	=8	=919	=919	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=376587	=13481	=9	=998	=998	=0	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376588	=13482	=A0	=868	=868	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=376589	=13482	=A2	=869	=869	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=6	
=376590	=13482	=A4	=966	=966	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376591	=13482	=A6	=814	=814	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=376592	=13482	=A8	=1186	=1186	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=6	
=376593	=13482	=B0	=1009	=1009	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376594	=13482	=B2	=964	=964	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=376595	=13482	=B4	=851	=851	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=15	
=376596	=13482	=B6	=957	=957	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=376597	=13482	=B8	=845	=845	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376598	=13482	=C0	=1352	=1352	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=376599	=13482	=C1	=796	=796	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376600	=13482	=C2	=831	=831	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=17	
=376601	=13482	=C3	=799	=799	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376602	=13482	=C4	=811	=811	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=16	
=376603	=13482	=C5	=828	=828	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=376604	=13482	=C6	=837	=837	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=5	
=376605	=13482	=C7	=1268	=1268	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=5	
=376606	=13482	=C8	=822	=822	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376607	=13482	=C9	=1351	=1351	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=376608	=13482	=D0	=1213	=1213	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=376609	=13482	=D2	=1017	=1017	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376610	=13482	=D4	=825	=825	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376611	=13482	=D6	=844	=844	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=376612	=13482	=D8	=829	=829	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=376613	=13482	=E0	=1010	=1010	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=6	
=376614	=13482	=E2	=854	=854	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376615	=13482	=E4	=1158	=1158	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376616	=13482	=E6	=1083	=1083	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376617	=13482	=E8	=857	=857	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376618	=13482	=F0	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376619	=13482	=F1	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=15	
=376620	=13482	=F2	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=376621	=13482	=F3	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=19	
=376622	=13482	=F4	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=16	
=376623	=13482	=F5	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=18	
=376624	=13482	=F6	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=18	
