Id	MachineId	ItemId	Name	GroupName	Inventory	Par	Capacity	AlertLevel	PriceInCents	DesiredPriceInCents	CoilOrder	RowIndex	ColumnIndex	NameAlpha	NameNumber	VendsSinceInitializationQuantity	LastSaleDateTime	Deleted	CanBeRestored	
=292	=36	=851	=B4	[NULL]	=12	=13	=13	=2	=100	=100	=7	[NULL]	[NULL]	=B	=4	=5	=08/19/2013 17:34:55	=False	=False	
=293	=36	=845	=B6	[NULL]	=11	=11	=11	=2	=80	=80	=8	[NULL]	[NULL]	=B	=6	=0	=07/29/2013 19:24:43	=False	=False	
=294	=36	=1006	=C0	[NULL]	=15	=15	=15	=2	=80	=80	=9	[NULL]	[NULL]	=C	=0	=4	=08/15/2013 13:32:29	=False	=False	
=295	=36	=847	=C2	[NULL]	=10	=10	=15	=2	=125	=125	=10	[NULL]	[NULL]	=C	=2	=3	=08/12/2013 13:30:25	=False	=False	
=296	=36	=957	=C4	[NULL]	=13	=13	=13	=2	=80	=80	=11	[NULL]	[NULL]	=C	=4	=4	=08/16/2013 17:32:39	=False	=False	
=297	=36	=958	=C6	[NULL]	=10	=11	=11	=2	=175	=175	=12	[NULL]	[NULL]	=C	=6	=4	=08/21/2013 09:34:58	=False	=False	
=298	=36	=799	=D0	[NULL]	=15	=17	=17	=2	=125	=125	=13	[NULL]	[NULL]	=D	=0	=2	=08/08/2013 15:26:39	=False	=False	
=299	=36	=831	=D1	[NULL]	=10	=12	=17	=2	=75	=75	=14	[NULL]	[NULL]	=D	=1	=4	=08/15/2013 13:32:29	=False	=False	
=300	=36	=1367	=D2	[NULL]	=13	=12	=17	=2	=100	=100	=15	[NULL]	[NULL]	=D	=2	=1	=08/07/2013 15:26:44	=False	=False	
=301	=36	=807	=D3	[NULL]	=15	=17	=17	=2	=125	=125	=16	[NULL]	[NULL]	=D	=3	=1	=08/19/2013 17:34:55	=False	=False	
=302	=36	=828	=D4	[NULL]	=15	=17	=17	=2	=100	=100	=17	[NULL]	[NULL]	=D	=4	=2	=08/06/2013 11:26:32	=False	=False	
=303	=36	=811	=D5	[NULL]	=20	=20	=20	=2	=125	=125	=18	[NULL]	[NULL]	=D	=5	=3	=08/14/2013 17:32:26	=False	=False	
=304	=36	=819	=D6	[NULL]	=14	=15	=15	=2	=125	=125	=19	[NULL]	[NULL]	=D	=6	=3	=08/19/2013 17:34:55	=False	=False	
=305	=36	=1241	=D7	[NULL]	=14	=15	=15	=2	=150	=150	=20	[NULL]	[NULL]	=D	=7	=5	=08/08/2013 15:26:39	=False	=False	
=306	=36	=854	=E0	[NULL]	=15	=15	=17	=2	=75	=75	=21	[NULL]	[NULL]	=E	=0	=2	=08/12/2013 17:30:29	=False	=False	
=307	=36	=1246	=E2	[NULL]	=15	=17	=17	=2	=100	=100	=22	[NULL]	[NULL]	=E	=2	=4	=08/21/2013 13:34:52	=False	=False	
=308	=36	=1158	=E4	[NULL]	=9	=20	=20	=2	=80	=80	=23	[NULL]	[NULL]	=E	=4	=23	=08/22/2013 01:35:02	=False	=False	
=309	=36	=1010	=E6	[NULL]	=9	=15	=15	=2	=75	=75	=24	[NULL]	[NULL]	=E	=6	=3	=08/21/2013 09:34:58	=False	=False	
=310	=36	=1076	=F0	[NULL]	=5	=6	=11	=1	=125	=125	=25	[NULL]	[NULL]	=F	=0	=8	=08/13/2013 17:30:20	=False	=False	
=311	=36	=862	=F2	[NULL]	=7	=8	=13	=2	=80	=80	=26	[NULL]	[NULL]	=F	=2	=7	=08/19/2013 17:34:55	=False	=False	
=312	=36	=842	=F4	[NULL]	=12	=12	=15	=2	=100	=100	=27	[NULL]	[NULL]	=F	=4	=3	=08/19/2013 09:34:36	=False	=False	
=313	=36	=964	=F6	[NULL]	=9	=11	=11	=2	=100	=100	=28	[NULL]	[NULL]	=F	=6	=2	=08/13/2013 17:30:20	=False	=False	
=314	=36	=2	=H0	[NULL]	=0	=0	[NULL]	=0	=50	=50	=29	[NULL]	[NULL]	=H	=0	=0	=08/13/2012 14:04:44	=False	=False	
=315	=36	=2	=H1	[NULL]	=0	=0	[NULL]	=0	=50	=50	=30	[NULL]	[NULL]	=H	=1	=3	=08/07/2013 15:26:44	=False	=False	
=316	=36	=2	=H2	[NULL]	=0	=0	[NULL]	=0	=50	=50	=31	[NULL]	[NULL]	=H	=2	=0	=08/02/2013 11:24:09	=False	=False	
=317	=36	=2	=H3	[NULL]	=0	=0	[NULL]	=0	=50	=50	=32	[NULL]	[NULL]	=H	=3	=1	=08/08/2013 11:27:16	=False	=False	
=318	=36	=2	=H4	[NULL]	=0	=0	[NULL]	=0	=50	=50	=33	[NULL]	[NULL]	=H	=4	=0	=08/02/2013 11:24:09	=False	=False	
=352	=16	=1012	=1	[NULL]	=8	=12	=32	=4	=175	[NULL]	=1	[NULL]	[NULL]	=	=1	=9656	=08/20/2013 19:32:35	=False	=False	
=353	=16	=912	=2	[NULL]	=10	=12	=32	=4	=175	[NULL]	=2	[NULL]	[NULL]	=	=2	=5700	=08/20/2013 15:32:30	=False	=False	
=354	=16	=911	=3	[NULL]	=20	=24	=32	=4	=100	[NULL]	=3	[NULL]	[NULL]	=	=3	=7171	=08/19/2013 15:32:33	=False	=False	
=355	=16	=933	=4	[NULL]	=11	=12	=18	=4	=350	[NULL]	=4	[NULL]	[NULL]	=	=4	=4394	=08/16/2013 15:30:20	=False	=False	
=356	=16	=990	=5	[NULL]	=8	=12	=32	=4	=175	[NULL]	=5	[NULL]	[NULL]	=	=5	=6463	=08/19/2013 15:32:33	=False	=False	
=357	=16	=1373	=6	[NULL]	=8	=12	=32	=4	=150	[NULL]	=6	[NULL]	[NULL]	=	=6	=4310	=08/21/2013 15:32:31	=False	=False	
=358	=16	=919	=7	[NULL]	=12	=12	=32	=4	=300	[NULL]	=7	[NULL]	[NULL]	=	=7	=4589	=08/17/2013 15:32:16	=False	=False	
=359	=16	=1132	=8	[NULL]	=10	=12	=32	=4	=175	[NULL]	=8	[NULL]	[NULL]	=	=8	=3494	=08/21/2013 15:32:31	=False	=False	
=360	=16	=999	=9	[NULL]	=8	=12	=32	=4	=175	[NULL]	=9	[NULL]	[NULL]	=	=9	=4090	=08/15/2013 11:30:18	=False	=False	
=361	=16	=998	=10	[NULL]	=8	=12	=32	=4	=175	[NULL]	=10	[NULL]	[NULL]	=	=10	=7111	=08/21/2013 15:32:31	=False	=False	
=362	=41	=937	=A1	[NULL]	=8	=9	=9	=1	=250	=250	=1	[NULL]	[NULL]	=A	=1	=358	=08/09/2013 14:49:23	=False	=False	
=363	=41	=1094	=A2	[NULL]	=5	=9	=9	=1	=250	=250	=2	[NULL]	[NULL]	=A	=2	=323	=08/21/2013 13:23:39	=False	=False	
=364	=41	=934	=A3	[NULL]	=9	=9	=9	=1	=250	=250	=3	[NULL]	[NULL]	=A	=3	=507	=08/15/2013 14:51:28	=False	=False	
=365	=41	=936	=A4	[NULL]	=7	=9	=9	=1	=250	=250	=4	[NULL]	[NULL]	=A	=4	=346	=08/14/2013 14:51:31	=False	=False	
=366	=41	=1341	=A5	[NULL]	=9	=9	=9	=1	=250	=250	=5	[NULL]	[NULL]	=A	=5	=645	=08/13/2013 15:02:11	=False	=False	
=367	=41	=1342	=A6	[NULL]	=8	=9	=9	=1	=250	=250	=6	[NULL]	[NULL]	=A	=6	=591	=08/16/2013 10:53:44	=False	=False	
=368	=41	=904	=A7	[NULL]	=9	=9	=9	=1	=275	=275	=7	[NULL]	[NULL]	=A	=7	=333	=07/27/2013 18:41:19	=False	=False	
=369	=41	=1148	=A8	[NULL]	=7	=7	=7	=1	=275	=275	=8	[NULL]	[NULL]	=A	=8	=450	=08/16/2013 18:53:39	=False	=False	
=370	=41	=1149	=A9	[NULL]	=6	=7	=7	=1	=275	=275	=9	[NULL]	[NULL]	=A	=9	=312	=08/12/2013 14:51:25	=False	=False	
=371	=41	=931	=B1	=A	=14	=16	=16	=2	=175	=175	=10	[NULL]	[NULL]	=B	=1	=445	=08/21/2013 13:23:39	=False	=False	
=372	=41	=931	=B2	=A	=0	=0	=0	=-1000	=175	=175	=11	[NULL]	[NULL]	=B	=2	=305	=08/13/2013 18:51:28	=False	=False	
=373	=41	=1174	=B3	[NULL]	=7	=8	=8	=1	=175	=175	=12	[NULL]	[NULL]	=B	=3	=545	=08/09/2013 14:49:23	=False	=False	
=374	=41	=947	=B4	=B	=12	=16	=16	=2	=175	=175	=13	[NULL]	[NULL]	=B	=4	=724	=08/21/2013 17:22:54	=False	=False	
=375	=41	=947	=B5	=B	=0	=0	=0	=-1000	=175	=175	=14	[NULL]	[NULL]	=B	=5	=679	=08/10/2013 14:49:08	=False	=False	
=376	=41	=1028	=B6	[NULL]	=7	=8	=8	=2	=175	=175	=15	[NULL]	[NULL]	=B	=6	=1422	=08/21/2013 13:23:39	=False	=False	
=377	=41	=946	=B7	[NULL]	=7	=8	=8	=2	=175	=175	=16	[NULL]	[NULL]	=B	=7	=819	=08/21/2013 17:22:54	=False	=False	
=378	=41	=929	=B8	=C	=14	=16	=16	=2	=175	=175	=17	[NULL]	[NULL]	=B	=8	=824	=08/21/2013 17:22:54	=False	=False	
=379	=41	=929	=B9	=C	=0	=0	=0	=-1000	=175	=175	=18	[NULL]	[NULL]	=B	=9	=327	=08/10/2013 10:49:20	=False	=False	
=380	=41	=914	=C1	[NULL]	=8	=8	=8	=1	=175	=175	=19	[NULL]	[NULL]	=C	=1	=308	=08/09/2013 14:49:23	=False	=False	
=381	=41	=922	=C2	=G	=13	=16	=16	=1	=175	=175	=20	[NULL]	[NULL]	=C	=2	=557	=08/15/2013 14:51:28	=False	=False	
=382	=41	=922	=C3	=G	=0	=0	=0	=-1000	=175	=175	=21	[NULL]	[NULL]	=C	=3	=571	=08/15/2013 10:51:42	=False	=False	
=383	=41	=927	=C4	[NULL]	=6	=8	=8	=1	=175	=175	=22	[NULL]	[NULL]	=C	=4	=609	=08/21/2013 17:22:54	=False	=False	
=384	=41	=923	=C5	[NULL]	=8	=8	=8	=1	=175	=175	=23	[NULL]	[NULL]	=C	=5	=474	=08/19/2013 18:53:59	=False	=False	
=385	=41	=926	=C6	=D	=14	=16	=16	=2	=175	=175	=24	[NULL]	[NULL]	=C	=6	=840	=08/21/2013 17:22:54	=False	=False	
=386	=41	=926	=C7	=D	=0	=0	=0	=-1000	=175	=175	=25	[NULL]	[NULL]	=C	=7	=524	=08/16/2013 18:53:39	=False	=False	
=387	=41	=921	=C8	=E	=15	=16	=16	=2	=175	=175	=26	[NULL]	[NULL]	=C	=8	=897	=08/19/2013 14:53:56	=False	=False	
=388	=41	=921	=C9	=E	=0	=0	=0	=-1000	=175	=175	=27	[NULL]	[NULL]	=C	=9	=414	=08/21/2013 21:22:58	=False	=False	
=389	=41	=1327	=D1	[NULL]	=6	=8	=8	=1	=190	=190	=28	[NULL]	[NULL]	=D	=1	=457	=08/21/2013 13:23:39	=False	=False	
=390	=41	=1244	=D2	[NULL]	=8	=8	=8	=1	=190	=190	=29	[NULL]	[NULL]	=D	=2	=578	=08/06/2013 14:49:03	=False	=False	
=391	=41	=1170	=D3	[NULL]	=6	=8	=8	=1	=190	=190	=30	[NULL]	[NULL]	=D	=3	=470	=08/21/2013 09:21:07	=False	=False	
=392	=41	=1105	=D4	[NULL]	=5	=8	=8	=1	=190	=190	=31	[NULL]	[NULL]	=D	=4	=591	=08/21/2013 17:22:54	=False	=False	
=393	=41	=1073	=D5	[NULL]	=8	=8	=8	=1	=190	=190	=32	[NULL]	[NULL]	=D	=5	=678	=08/20/2013 14:53:56	=False	=False	
=394	=41	=1074	=D6	[NULL]	=6	=8	=8	=2	=190	=190	=33	[NULL]	[NULL]	=D	=6	=759	=08/20/2013 10:53:55	=False	=False	
=395	=41	=1130	=D7	[NULL]	=7	=8	=8	=2	=190	=190	=34	[NULL]	[NULL]	=D	=7	=492	=08/21/2013 13:23:39	=False	=False	
=396	=41	=1146	=D8	[NULL]	=8	=8	=8	=1	=175	=175	=35	[NULL]	[NULL]	=D	=8	=494	=08/09/2013 18:49:11	=False	=False	
=397	=41	=1154	=D9	[NULL]	=8	=8	=8	=1	=175	=175	=36	[NULL]	[NULL]	=D	=9	=544	=08/19/2013 18:53:59	=False	=False	
=398	=41	=938	=E1	[NULL]	=5	=8	=8	=1	=175	=175	=37	[NULL]	[NULL]	=E	=1	=241	=08/21/2013 13:23:39	=False	=False	
=399	=41	=910	=E2	=F	=30	=32	=32	=4	=125	=125	=38	[NULL]	[NULL]	=E	=2	=494	=08/20/2013 14:53:56	=False	=False	
=400	=41	=910	=E3	=F	=0	=0	=0	=-1000	=125	=125	=39	[NULL]	[NULL]	=E	=3	=617	=08/21/2013 13:23:39	=False	=False	
=401	=41	=910	=E4	=F	=0	=0	=0	=-1000	=125	=125	=40	[NULL]	[NULL]	=E	=4	=493	=08/20/2013 14:53:56	=False	=False	
=402	=41	=910	=E5	=F	=0	=0	=0	=-1000	=125	=125	=41	[NULL]	[NULL]	=E	=5	=410	=08/21/2013 13:23:39	=False	=False	
=403	=41	=996	=E6	[NULL]	=8	=8	=8	=1	=175	=175	=42	[NULL]	[NULL]	=E	=6	=615	=08/20/2013 14:53:56	=False	=False	
=404	=41	=993	=E7	[NULL]	=8	=8	=8	=1	=175	=175	=43	[NULL]	[NULL]	=E	=7	=447	=08/20/2013 14:53:56	=False	=False	
=405	=41	=995	=E8	[NULL]	=7	=8	=8	=1	=175	=175	=44	[NULL]	[NULL]	=E	=8	=603	=08/19/2013 10:53:49	=False	=False	
=406	=41	=992	=E9	[NULL]	=8	=8	=8	=1	=175	=175	=45	[NULL]	[NULL]	=E	=9	=350	=08/20/2013 18:53:59	=False	=False	
=407	=41	=2	=F1	=9	=0	=0	=0	=0	=0	=0	=46	[NULL]	[NULL]	=F	=1	=0	[NULL]	=False	=False	
=408	=41	=2	=F2	=9	=0	=0	=0	=-1000	=0	=0	=47	[NULL]	[NULL]	=F	=2	=0	[NULL]	=False	=False	
=409	=41	=2	=F3	=9	=0	=0	=0	=-1000	=0	=0	=48	[NULL]	[NULL]	=F	=3	=0	[NULL]	=False	=False	
=410	=41	=2	=F4	=9	=0	=0	=0	=-1000	=0	=0	=49	[NULL]	[NULL]	=F	=4	=0	[NULL]	=False	=False	
=411	=41	=2	=F5	=9	=0	=0	=0	=-1000	=0	=0	=50	[NULL]	[NULL]	=F	=5	=0	[NULL]	=False	=False	
=412	=41	=2	=F6	=9	=0	=0	=0	=-1000	=0	=0	=51	[NULL]	[NULL]	=F	=6	=0	[NULL]	=False	=False	
=413	=41	=2	=F7	=9	=0	=0	=0	=-1000	=0	=0	=52	[NULL]	[NULL]	=F	=7	=0	[NULL]	=False	=False	
=414	=41	=2	=F8	=9	=0	=0	=0	=-1000	=0	=0	=53	[NULL]	[NULL]	=F	=8	=0	[NULL]	=False	=False	
=415	=41	=2	=F9	=9	=0	=0	=0	=-1000	=0	=0	=54	[NULL]	[NULL]	=F	=9	=0	[NULL]	=False	=False	
=450	=48	=910	=1	=A	=104	=120	=288	=4	=125	=125	=1	[NULL]	[NULL]	=	=1	=330	=05/14/2013 12:48:24	=False	=False	
=451	=48	=910	=2	=A	=0	=0	=0	=-1000	=125	=125	=2	[NULL]	[NULL]	=	=2	=1677	=08/14/2013 21:32:31	=False	=False	
=452	=48	=910	=3	=A	=0	=0	=0	=-1000	=125	=125	=3	[NULL]	[NULL]	=	=3	=1736	=07/23/2013 13:24:53	=False	=False	
=453	=48	=910	=4	=A	=0	=0	=0	=-1000	=125	=125	=4	[NULL]	[NULL]	=	=4	=154	=03/07/2013 15:42:48	=False	=False	
=454	=48	=910	=5	=A	=0	=0	=0	=-1000	=125	=125	=5	[NULL]	[NULL]	=	=5	=697	=06/22/2013 13:08:24	=False	=False	
=455	=48	=910	=6	=A	=0	=0	=0	=-1000	=125	=125	=6	[NULL]	[NULL]	=	=6	=848	=07/11/2013 13:17:52	=False	=False	
=456	=48	=910	=7	=A	=0	=0	=0	=-1000	=125	=125	=7	[NULL]	[NULL]	=	=7	=988	=07/30/2013 13:29:02	=False	=False	
=457	=48	=910	=8	=A	=0	=0	=0	=-1000	=125	=125	=8	[NULL]	[NULL]	=	=8	=749	=05/16/2013 00:48:41	=False	=False	
=458	=48	=992	=9	[NULL]	=7	=12	=36	=4	=175	=175	=9	[NULL]	[NULL]	=	=9	=744	=08/13/2013 17:30:42	=False	=False	
=459	=48	=993	=10	[NULL]	=5	=12	=36	=4	=175	=175	=10	[NULL]	[NULL]	=	=10	=869	=08/19/2013 13:34:54	=False	=False	
=460	=48	=996	=11	[NULL]	=10	=12	=36	=4	=175	=175	=11	[NULL]	[NULL]	=	=11	=767	=07/03/2013 13:13:16	=False	=False	
=461	=48	=995	=12	[NULL]	=6	=12	=36	=4	=175	=175	=12	[NULL]	[NULL]	=	=12	=624	=07/30/2013 13:29:02	=False	=False	
=462	=47	=929	=1	=A	=10	=12	=36	=4	=175	=175	=1	[NULL]	[NULL]	=	=1	=849	=05/14/2013 20:48:49	=False	=False	
=463	=47	=929	=2	=A	=0	=0	=0	=-1000	=175	=175	=2	[NULL]	[NULL]	=	=2	=2860	=07/31/2013 09:54:42	=False	=False	
=464	=47	=931	=3	=B	=6	=12	=36	=4	=175	=175	=3	[NULL]	[NULL]	=	=3	=2840	=08/02/2013 13:49:15	=False	=False	
=465	=47	=931	=4	=B	=0	=0	=0	=-1000	=175	=175	=4	[NULL]	[NULL]	=	=4	=975	=08/06/2013 13:51:31	=False	=False	
=466	=47	=921	=5	[NULL]	=8	=12	=36	=4	=175	=175	=5	[NULL]	[NULL]	=	=5	=1685	=08/19/2013 13:56:19	=False	=False	
=467	=47	=1154	=6	[NULL]	=12	=12	=36	=4	=175	=175	=6	[NULL]	[NULL]	=	=6	=1371	=07/30/2013 09:50:18	=False	=False	
=468	=47	=926	=7	[NULL]	=8	=12	=36	=4	=175	=175	=7	[NULL]	[NULL]	=	=7	=3289	=07/16/2013 09:38:41	=False	=False	
=469	=47	=947	=8	[NULL]	=7	=12	=36	=4	=175	=175	=8	[NULL]	[NULL]	=	=8	=2139	=08/15/2013 13:54:01	=False	=False	
=470	=47	=946	=9	[NULL]	=11	=12	=36	=4	=175	=175	=9	[NULL]	[NULL]	=	=9	=742	=08/21/2013 13:58:21	=False	=False	
=471	=47	=1146	=10	[NULL]	=11	=12	=36	=4	=175	=175	=10	[NULL]	[NULL]	=	=10	=1674	=07/18/2013 09:38:42	=False	=False	
=472	=47	=922	=11	[NULL]	=9	=12	=36	=4	=175	=175	=11	[NULL]	[NULL]	=	=11	=2101	=07/31/2013 13:52:36	=False	=False	
=473	=47	=914	=12	[NULL]	=8	=12	=36	=4	=175	=175	=12	[NULL]	[NULL]	=	=12	=1215	=08/09/2013 21:51:34	=False	=False	
=474	=49	=910	=1	[NULL]	=8	=18	=32	=6	=125	=125	=1	[NULL]	[NULL]	=	=1	=1218	=08/21/2013 21:46:32	=False	=False	
=475	=49	=910	=3	[NULL]	=15	=18	=32	=6	=125	=125	=2	[NULL]	[NULL]	=	=3	=1150	=08/16/2013 13:44:05	=False	=False	
=476	=49	=929	=5	[NULL]	=18	=18	=32	=6	=175	=175	=3	[NULL]	[NULL]	=	=5	=885	=06/26/2013 21:15:36	=False	=False	
=477	=49	=931	=6	[NULL]	=9	=18	=32	=6	=175	=175	=4	[NULL]	[NULL]	=	=6	=1065	=08/21/2013 17:46:25	=False	=False	
=478	=49	=921	=7	[NULL]	=17	=18	=32	=6	=175	=175	=5	[NULL]	[NULL]	=	=7	=1029	=08/01/2013 13:37:04	=False	=False	
=479	=49	=946	=8	[NULL]	=10	=12	=32	=4	=175	=175	=6	[NULL]	[NULL]	=	=8	=474	=08/21/2013 13:46:33	=False	=False	
=480	=49	=947	=9	[NULL]	=11	=12	=32	=4	=175	=175	=7	[NULL]	[NULL]	=	=9	=807	=07/12/2013 17:23:47	=False	=False	
=481	=49	=1146	=10	[NULL]	=9	=12	=32	=2	=175	=175	=8	[NULL]	[NULL]	=	=10	=408	=08/13/2013 13:41:59	=False	=False	
=482	=49	=995	=11	[NULL]	=8	=12	=32	=2	=175	=175	=9	[NULL]	[NULL]	=	=11	=526	=07/15/2013 13:32:11	=False	=False	
=483	=49	=996	=12	[NULL]	=8	=12	=32	=2	=175	=175	=10	[NULL]	[NULL]	=	=12	=364	=07/27/2013 13:34:50	=False	=False	
=484	=28	=1012	=1	[NULL]	=11	=12	=32	=4	=175	=175	=1	[NULL]	[NULL]	=	=1	=18778	=08/21/2013 17:28:03	=False	=False	
=485	=28	=912	=2	[NULL]	=17	=24	=32	=4	=175	=175	=2	[NULL]	[NULL]	=	=2	=14381	=08/21/2013 17:28:03	=False	=False	
=486	=28	=1372	=3	[NULL]	=7	=8	=32	=4	=150	=150	=3	[NULL]	[NULL]	=	=3	=10398	=08/17/2013 13:25:58	=False	=False	
=487	=28	=933	=4	[NULL]	=7	=12	=18	=4	=350	=350	=4	[NULL]	[NULL]	=	=4	=15648	=08/21/2013 17:28:03	=False	=False	
=488	=28	=990	=5	[NULL]	=7	=12	=32	=4	=175	=175	=5	[NULL]	[NULL]	=	=5	=14062	=08/21/2013 17:28:03	=False	=False	
=489	=28	=1132	=6	[NULL]	=11	=12	=32	=4	=175	=175	=6	[NULL]	[NULL]	=	=6	=7926	=08/21/2013 13:28:02	=False	=False	
=490	=28	=934	=7	[NULL]	=10	=12	=32	=4	=250	=250	=7	[NULL]	[NULL]	=	=7	=6222	=08/14/2013 21:23:42	=False	=False	
=491	=28	=919	=8	[NULL]	=11	=12	=32	=4	=300	=300	=8	[NULL]	[NULL]	=	=8	=10459	=08/20/2013 17:26:06	=False	=False	
=492	=28	=998	=9	[NULL]	=11	=12	=32	=4	=175	=175	=9	[NULL]	[NULL]	=	=9	=13689	=08/21/2013 13:28:02	=False	=False	
=493	=28	=999	=10	[NULL]	=9	=12	=32	=4	=175	=175	=10	[NULL]	[NULL]	=	=10	=10333	=08/21/2013 17:28:03	=False	=False	
=529	=45	=1149	=A1	[NULL]	=6	=6	=9	=1	=275	=275	=1	[NULL]	[NULL]	=A	=1	=1422	=08/14/2013 09:32:45	=False	=False	
=530	=45	=1148	=A2	[NULL]	=5	=6	=9	=1	=275	=275	=2	[NULL]	[NULL]	=A	=2	=1531	=08/21/2013 17:01:56	=False	=False	
=531	=45	=1375	=A3	[NULL]	=5	=6	=9	=1	=275	=275	=3	[NULL]	[NULL]	=A	=3	=1397	=08/21/2013 17:01:56	=False	=False	
=532	=45	=937	=A4	[NULL]	=7	=8	=9	=1	=250	=250	=4	[NULL]	[NULL]	=A	=4	=1347	=08/19/2013 13:35:04	=False	=False	
=533	=45	=1341	=A5	[NULL]	=8	=8	=9	=1	=250	=250	=5	[NULL]	[NULL]	=A	=5	=769	=07/23/2013 08:28:15	=False	=False	
=534	=45	=1342	=A6	[NULL]	=8	=8	=9	=1	=250	=250	=6	[NULL]	[NULL]	=A	=6	=931	=07/31/2013 09:12:18	=False	=False	
=535	=45	=934	=A7	[NULL]	=7	=8	=9	=1	=250	=250	=7	[NULL]	[NULL]	=A	=7	=901	=08/16/2013 09:32:44	=False	=False	
=536	=45	=936	=A8	[NULL]	=6	=8	=9	=1	=250	=250	=8	[NULL]	[NULL]	=A	=8	=677	=08/21/2013 17:01:56	=False	=False	
=537	=45	=904	=A9	[NULL]	=7	=8	=9	=1	=275	=275	=9	[NULL]	[NULL]	=A	=9	=570	=08/16/2013 13:32:49	=False	=False	
=538	=45	=1174	=B1	[NULL]	=7	=8	=8	=1	=175	=175	=10	[NULL]	[NULL]	=B	=1	=1822	=07/19/2013 11:09:41	=False	=False	
=539	=45	=929	=B2	=B	=14	=16	=16	=1	=175	=175	=11	[NULL]	[NULL]	=B	=2	=1311	=08/03/2013 11:14:38	=False	=False	
=540	=45	=929	=B3	=B	=0	=0	=0	=-1000	=175	=175	=12	[NULL]	[NULL]	=B	=3	=1035	=08/21/2013 21:35:14	=False	=False	
=541	=45	=931	=B4	=D	=15	=16	=16	=2	=175	=175	=13	[NULL]	[NULL]	=B	=4	=1290	=08/13/2013 17:30:34	=False	=False	
=542	=45	=931	=B5	=D	=0	=0	=0	=-1000	=175	=175	=14	[NULL]	[NULL]	=B	=5	=1342	=08/17/2013 13:33:01	=False	=False	
=543	=45	=946	=B6	[NULL]	=7	=8	=8	=1	=175	=175	=15	[NULL]	[NULL]	=B	=6	=1286	=08/20/2013 12:35:25	=False	=False	
=544	=45	=1028	=B7	[NULL]	=7	=8	=8	=1	=175	=175	=16	[NULL]	[NULL]	=B	=7	=1376	=07/31/2013 15:12:28	=False	=False	
=545	=45	=947	=B8	=A	=13	=16	=16	=1	=175	=175	=17	[NULL]	[NULL]	=B	=8	=1487	=08/17/2013 01:33:08	=False	=False	
=546	=45	=947	=B9	=A	=0	=0	=0	=-1000	=175	=175	=18	[NULL]	[NULL]	=B	=9	=771	=07/29/2013 15:12:12	=False	=False	
=547	=45	=1244	=C1	[NULL]	=8	=8	=8	=1	=190	=190	=19	[NULL]	[NULL]	=C	=1	=1361	=08/09/2013 21:30:12	=False	=False	
=548	=45	=1327	=C2	[NULL]	=8	=8	=8	=1	=190	=190	=20	[NULL]	[NULL]	=C	=2	=1225	=08/19/2013 09:33:09	=False	=False	
=549	=45	=1170	=C3	[NULL]	=8	=8	=8	=1	=190	=190	=21	[NULL]	[NULL]	=C	=3	=943	=06/20/2013 00:19:37	=False	=False	
=550	=45	=1074	=C4	[NULL]	=8	=8	=8	=1	=190	=190	=22	[NULL]	[NULL]	=C	=4	=2081	=08/17/2013 01:33:08	=False	=False	
=551	=45	=1073	=C5	[NULL]	=8	=8	=8	=1	=190	=190	=23	[NULL]	[NULL]	=C	=5	=1693	=08/01/2013 19:12:31	=False	=False	
=552	=45	=1130	=C6	[NULL]	=7	=8	=8	=1	=190	=190	=24	[NULL]	[NULL]	=C	=6	=1563	=07/26/2013 15:10:12	=False	=False	
=553	=45	=1105	=C7	[NULL]	=7	=8	=8	=1	=190	=190	=25	[NULL]	[NULL]	=C	=7	=1928	=08/20/2013 17:34:58	=False	=False	
=554	=45	=1146	=C8	[NULL]	=8	=8	=8	=1	=175	=175	=26	[NULL]	[NULL]	=C	=8	=1843	=08/06/2013 11:14:56	=False	=False	
=555	=45	=1154	=C9	[NULL]	=7	=8	=8	=1	=175	=175	=27	[NULL]	[NULL]	=C	=9	=1165	=08/10/2013 13:30:27	=False	=False	
=556	=45	=923	=D1	[NULL]	=7	=8	=8	=1	=175	=175	=28	[NULL]	[NULL]	=D	=1	=1512	=08/16/2013 21:32:42	=False	=False	
=557	=45	=927	=D2	[NULL]	=7	=8	=8	=1	=175	=175	=29	[NULL]	[NULL]	=D	=2	=1530	=07/24/2013 15:11:12	=False	=False	
=558	=45	=921	=D3	=E	=14	=16	=16	=1	=175	=175	=30	[NULL]	[NULL]	=D	=3	=1475	=08/21/2013 13:35:06	=False	=False	
=559	=45	=921	=D4	=E	=0	=0	=0	=-1000	=175	=175	=31	[NULL]	[NULL]	=D	=4	=1639	=08/21/2013 13:35:06	=False	=False	
=560	=45	=926	=D5	[NULL]	=7	=8	=8	=1	=175	=175	=32	[NULL]	[NULL]	=D	=5	=1637	=08/20/2013 13:35:08	=False	=False	
=561	=45	=922	=D6	[NULL]	=6	=8	=8	=1	=175	=175	=33	[NULL]	[NULL]	=D	=6	=1536	=08/21/2013 13:35:06	=False	=False	
=562	=45	=928	=D7	[NULL]	=7	=8	=8	=1	=175	=175	=34	[NULL]	[NULL]	=D	=7	=1392	=08/13/2013 13:30:30	=False	=False	
=563	=45	=914	=D8	[NULL]	=8	=8	=8	=1	=175	=175	=35	[NULL]	[NULL]	=D	=8	=1386	=08/01/2013 19:12:31	=False	=False	
