Id	MachineId	Name	NameAlpha	NameNumber	VmsCoilOrder	GroupName	Inventory	Par	AlertLevel	Capacity	PriceInCents	DesiredPriceInCents	ItemId	VendsSinceInitializationQuantity	
=326984	=1109552	=2	=	=2	[NULL]	=A	=0	=0	=-1000	=0	=225	=225	=987	=84	
=326985	=1109552	=3	=	=3	[NULL]	[NULL]	=22	=24	=6	=24	=225	=225	=1001	=218	
=327817	=1142179	=1	=	=1	[NULL]	[NULL]	=33	=24	=6	=24	=125	=125	=865	=26	
=327818	=1142179	=2	=	=2	[NULL]	[NULL]	=19	=24	=6	=24	=125	=125	=867	=44	
=327819	=1142179	=3	=	=3	[NULL]	[NULL]	=15	=24	=6	=24	=125	=125	=861	=48	
=327820	=1142179	=4	=	=4	[NULL]	[NULL]	=29	=24	=6	=24	=125	=125	=892	=20	
=327821	=1142179	=5	=	=5	[NULL]	[NULL]	=34	=48	=12	=48	=75	=75	=765	=123	
=327822	=1142179	=6	=	=6	[NULL]	[NULL]	=28	=48	=12	=48	=75	=75	=744	=110	
=329011	=1100456	=1	=	=1	[NULL]	[NULL]	=0	=54	=6	=54	=60	=60	=765	=136	
=329012	=1100456	=2	=	=2	[NULL]	[NULL]	=0	=54	=6	=54	=60	=60	=756	=79	
=329013	=1100456	=3	=	=3	[NULL]	[NULL]	=0	=54	=6	=54	=60	=60	=744	=129	
=329014	=1100456	=4	=	=4	[NULL]	[NULL]	=0	=54	=6	=54	=60	=60	=774	=40	
=329015	=1100456	=5	=	=5	[NULL]	[NULL]	=0	=54	=6	=54	=60	=60	=784	=19	
=329016	=1100456	=6	=	=6	[NULL]	[NULL]	=0	=54	=6	=54	=60	=60	=5724	=49	
=332257	=1142898	=1	=	=1	[NULL]	[NULL]	=34	=18	=6	=45	=65	=65	=744	=5829	
=332258	=1142898	=2	=	=2	[NULL]	[NULL]	=15	=18	=6	=45	=65	=65	=765	=6675	
=332259	=1142898	=3	=	=3	[NULL]	[NULL]	=32	=18	=6	=45	=65	=65	=774	=3497	
=332260	=1142898	=4	=	=4	[NULL]	[NULL]	=18	=18	=6	=30	=65	=65	=748	=3091	
=332261	=1142898	=5	=	=5	[NULL]	[NULL]	=12	=18	=6	=30	=65	=65	=756	=2549	
=332262	=1142898	=6	=	=6	[NULL]	[NULL]	=10	=18	=6	=30	=65	=65	=5724	=1650	
=332588	=1146180	=1	=	=1	[NULL]	[NULL]	=-2	=0	=-1000	=0	=55	=55	=744	=4222	
=332589	=1146180	=2	=	=2	[NULL]	[NULL]	=0	=0	=-1000	=0	=55	=55	=751	=5689	
=332590	=1146180	=3	=	=3	[NULL]	[NULL]	=-4	=0	=-1000	=0	=55	=55	=765	=3165	
=332591	=1146180	=4	=	=4	[NULL]	[NULL]	=10	=0	=-1000	=0	=55	=55	=767	=1411	
=332592	=1146180	=5	=	=5	[NULL]	[NULL]	=-7	=0	=-1000	=0	=55	=55	=756	=1897	
=332593	=1146180	=6	=	=6	[NULL]	[NULL]	=0	=0	=-1000	=0	=55	=55	=748	=2463	
=342489	=1136318	=1	=	=1	[NULL]	[NULL]	=102	=102	=6	=102	=65	=65	=751	=4	
=342490	=1136318	=2	=	=2	[NULL]	[NULL]	=102	=102	=6	=102	=65	=65	=774	=0	
=342491	=1136318	=3	=	=3	[NULL]	[NULL]	=51	=51	=6	=51	=65	=65	=751	=0	
=342492	=1136318	=4	=	=4	[NULL]	[NULL]	=48	=51	=6	=51	=65	=65	=748	=0	
=342493	=1136318	=5	=	=5	[NULL]	[NULL]	=48	=51	=6	=51	=65	=65	=744	=1	
=342494	=1136318	=6	=	=6	[NULL]	[NULL]	=48	=51	=6	=51	=65	=65	=778	=0	
=364785	=608370	=1	=	=1	[NULL]	[NULL]	=26	=46	=6	=46	=125	=125	=865	=489	
=364786	=608370	=2	=	=2	[NULL]	[NULL]	=8	=46	=6	=46	=125	=125	=867	=1259	
=364787	=608370	=3	=	=3	[NULL]	[NULL]	=0	=46	=6	=46	=125	=125	=1017	=609	
=364788	=608370	=4	=	=4	[NULL]	[NULL]	=16	=46	=6	=46	=125	=125	=889	=783	
=364789	=608370	=5	=	=5	[NULL]	[NULL]	=0	=23	=6	=23	=125	=125	=1013	=644	
=364790	=608370	=6	=	=6	[NULL]	[NULL]	=4	=23	=6	=23	=125	=125	=869	=268	
=370326	=1103593	=CAB1	=CAB	=1	[NULL]	[NULL]	=-13799	=0	=-1000	=0	=0	=0	=2	=9956	
=370327	=1103593	=CAB2	=CAB	=2	[NULL]	[NULL]	=0	=0	=-1000	=0	=0	=0	=2	=0	
=371145	=1109180	=00	=	=0	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=1	=5	
=383086	=1146522	=1	=	=1	[NULL]	=A	=99	=100	=6	=100	=75	=75	=744	=1610	
=383087	=1146522	=2	=	=2	[NULL]	=A	=-7	=0	=-1000	=0	=75	=75	=744	=2076	
=383088	=1146522	=3	=	=3	[NULL]	[NULL]	=87	=100	=6	=100	=75	=75	=765	=2367	
=383089	=1146522	=4	=	=4	[NULL]	[NULL]	=97	=100	=6	=100	=75	=75	=764	=1256	
=383090	=1146522	=5	=	=5	[NULL]	[NULL]	=88	=100	=6	=100	=75	=75	=784	=1209	
=383091	=1146522	=6	=	=6	[NULL]	[NULL]	=97	=100	=6	=100	=75	=75	=5724	=1468	
=385766	=614738	=1	=	=1	[NULL]	[NULL]	=91	=100	=6	=100	=75	=75	=744	=573	
=385767	=614738	=2	=	=2	[NULL]	[NULL]	=82	=100	=6	=100	=75	=75	=765	=611	
=385768	=614738	=3	=	=3	[NULL]	[NULL]	=91	=100	=6	=100	=75	=75	=764	=714	
=385769	=614738	=4	=	=4	[NULL]	[NULL]	=91	=100	=6	=100	=75	=75	=748	=552	
=385770	=614738	=5	=	=5	[NULL]	[NULL]	=44	=50	=6	=50	=75	=75	=784	=201	
=385771	=614738	=6	=	=6	[NULL]	[NULL]	=45	=50	=6	=50	=75	=75	=5724	=200	
=386748	=1106689	=CAB1	=CAB	=1	[NULL]	[NULL]	=-135	=0	=-1000	[NULL]	=0	[NULL]	=1	=24554	
=386749	=1106689	=CAB2	=CAB	=2	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=1	=0	
=386759	=1106715	=CAB1	=CAB	=1	[NULL]	[NULL]	=-227	=0	=-1000	[NULL]	=0	[NULL]	=1	=10209	
=386760	=1106715	=CAB2	=CAB	=2	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=1	=0	
=387024	=1109355	=CAB1	=CAB	=1	[NULL]	[NULL]	=-174	=0	=-1000	[NULL]	=0	[NULL]	=1	=38046	
=387025	=1109355	=CAB2	=CAB	=2	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=1	=0	
=388795	=1146529	=1	=	=1	[NULL]	[NULL]	=88	=100	=6	=100	=75	=75	=744	=730	
=388796	=1146529	=2	=	=2	[NULL]	[NULL]	=91	=100	=6	=100	=75	=75	=765	=634	
=388797	=1146529	=3	=	=3	[NULL]	[NULL]	=96	=100	=6	=100	=75	=75	=784	=129	
=388798	=1146529	=4	=	=4	[NULL]	[NULL]	=75	=100	=6	=100	=75	=75	=774	=526	
=388799	=1146529	=5	=	=5	[NULL]	[NULL]	=41	=50	=6	=50	=75	=75	=748	=364	
=388800	=1146529	=6	=	=6	[NULL]	[NULL]	=35	=50	=6	=50	=75	=75	=756	=491	
=391146	=604275	=1	=	=1	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=65	[NULL]	=1	=188	
=391147	=604275	=2	=	=2	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=65	[NULL]	=1	=216	
=391148	=604275	=3	=	=3	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=65	[NULL]	=1	=287	
=391149	=604275	=4	=	=4	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=65	[NULL]	=1	=155	
=391150	=604275	=5	=	=5	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=65	[NULL]	=1	=71	
=391151	=604275	=6	=	=6	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=65	[NULL]	=1	=171	
=393357	=1110193	=CAB1	=CAB	=1	[NULL]	[NULL]	=-38	=0	=-1000	[NULL]	=0	[NULL]	=1	=10554	
=393358	=1110193	=CAB2	=CAB	=2	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=1	=0	
=402485	=1109807	=CAB1	=CAB	=1	[NULL]	[NULL]	=-229	=0	=-1000	[NULL]	=0	[NULL]	=1	=229	
=402486	=1109807	=CAB2	=CAB	=2	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=1	=0	
=405631	=1140271	=CAB1	=CAB	=1	[NULL]	[NULL]	=-46206	=0	=-1000	=0	=0	=0	=2	=58892	
=405632	=1140271	=CAB2	=CAB	=2	[NULL]	[NULL]	=0	=0	=-1000	=0	=0	=0	=2	=0	
=413527	=1141716	=1	=	=1	[NULL]	[NULL]	=27	=24	=6	=24	=75	=75	=744	=180	
=413528	=1141716	=2	=	=2	[NULL]	[NULL]	=25	=24	=6	=24	=75	=75	=765	=169	
=413529	=1141716	=3	=	=3	[NULL]	[NULL]	=18	=24	=6	=24	=75	=75	=754	=331	
=413530	=1141716	=4	=	=4	[NULL]	[NULL]	=25	=24	=6	=24	=75	=75	=774	=241	
=413531	=1141716	=5	=	=5	[NULL]	[NULL]	=19	=24	=6	=24	=75	=75	=748	=72	
=413532	=1141716	=6	=	=6	[NULL]	[NULL]	=20	=24	=6	=24	=75	=75	=784	=97	
=421166	=1142120	=1	=	=1	[NULL]	[NULL]	=71	=96	=-1000	=96	=75	=75	=744	=279	
=421167	=1142120	=2	=	=2	[NULL]	[NULL]	=67	=96	=-1000	=96	=75	=75	=765	=132	
=421168	=1142120	=3	=	=3	[NULL]	[NULL]	=78	=96	=-1000	=96	=75	=75	=784	=168	
=421169	=1142120	=4	=	=4	[NULL]	[NULL]	=78	=96	=-1000	=96	=75	=75	=754	=173	
=421170	=1142120	=5	=	=5	[NULL]	[NULL]	=42	=48	=-1000	=48	=75	=75	=756	=48	
=421171	=1142120	=6	=	=6	[NULL]	[NULL]	=34	=48	=-1000	=48	=75	=75	=5724	=95	
=423832	=1166819	=1	=	=1	[NULL]	[NULL]	=55	=104	=6	=104	=65	=65	=744	=3152	
=423833	=1166819	=2	=	=2	[NULL]	[NULL]	=38	=104	=6	=104	=65	=65	=765	=3817	
=423834	=1166819	=3	=	=3	[NULL]	[NULL]	=79	=104	=6	=104	=65	=65	=786	=2947	
=423835	=1166819	=4	=	=4	[NULL]	[NULL]	=39	=72	=4	=104	=65	=65	=774	=2386	
=423836	=1166819	=5	=	=5	[NULL]	[NULL]	=28	=48	=4	=52	=65	=65	=751	=1082	
=423837	=1166819	=6	=	=6	[NULL]	[NULL]	=17	=48	=4	=52	=65	=65	=748	=1144	
=435345	=603770	=1	=	=1	[NULL]	=A	=0	=24	=6	=24	=135	=135	=865	=937	
=435346	=603770	=2	=	=2	[NULL]	=A	=0	=0	=-1000	=0	=135	=135	=865	=1316	
=435347	=603770	=3	=	=3	[NULL]	[NULL]	=4	=24	=6	=24	=135	=135	=867	=2601	
=435348	=603770	=4	=	=4	[NULL]	[NULL]	=0	=12	=6	=12	=135	=135	=5876	=884	
=435349	=603770	=5	=	=5	[NULL]	[NULL]	=32	=42	=6	=42	=135	=135	=1013	=535	
=435350	=603770	=6	=	=6	[NULL]	[NULL]	=37	=42	=6	=42	=135	=135	=913	=277	
=455873	=1109604	=CAB1	=CAB	=1	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=1	=388	
=455874	=1109604	=CAB2	=CAB	=2	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=1	=0	
=456640	=1136141	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456642	=1109217	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456643	=635013	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456644	=1146532	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456645	=1104061	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456646	=1136271	=CAB1	=CAB	=1	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456647	=1035378	=CAB1	=CAB	=1	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456648	=1166803	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456652	=608959	=CAB1	=CAB	=1	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456654	=635069	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456655	=1146551	=CAB1	=CAB	=1	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456657	=1109924	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456658	=1166892	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456659	=1136756	=CAB1	=CAB	=1	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456660	=1146538	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456661	=1109929	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456664	=1146533	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456665	=1035103	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456667	=1109395	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456669	=1136545	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456670	=1136632	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456671	=1166802	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456672	=1166836	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456673	=1166893	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456674	=1166890	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456675	=1109932	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=456676	=1134068	=CAB1	=CAB	=1	[NULL]	[NULL]	=-18	=0	=-1000	[NULL]	=0	[NULL]	=2	=0	
=459438	=1136071	=CAB1	=CAB	=1	[NULL]	[NULL]	=-11	=0	=-1000	[NULL]	=0	[NULL]	=1	=40803	
=459439	=1136071	=CAB2	=CAB	=2	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=1	=0	
=459440	=1136071	=110	=	=110	[NULL]	[NULL]	=-11	=0	=-1000	[NULL]	=100	[NULL]	=1	=397	
=487738	=603401	=1	=	=1	[NULL]	[NULL]	=64	=72	=6	=72	=75	=75	=744	=22305	
=487739	=603401	=2	=	=2	[NULL]	[NULL]	=57	=72	=6	=72	=75	=75	=765	=6307	
=487740	=603401	=3	=	=3	[NULL]	[NULL]	=68	=72	=6	=72	=75	=75	=784	=9232	
=487741	=603401	=4	=	=4	[NULL]	[NULL]	=40	=48	=6	=48	=75	=75	=5724	=13256	
=487742	=603401	=5	=	=5	[NULL]	[NULL]	=60	=72	=6	=72	=75	=75	=748	=8245	
=487743	=603401	=6	=	=6	[NULL]	[NULL]	=63	=72	=6	=72	=75	=75	=774	=12074	
=514031	=1104370	=CAB1	=CAB	=1	[NULL]	[NULL]	=-9038	=0	=2	=0	=0	=0	=2	=2844	
=514032	=1104370	=CAB2	=CAB	=2	[NULL]	[NULL]	=0	=0	=2	=0	=0	=0	=2	=0	
=523975	=1166820	=CAB1	=CAB	=1	[NULL]	[NULL]	=-22876	=0	=-1000	=0	=0	=0	=1	=5666	
=523976	=1166820	=CAB2	=CAB	=2	[NULL]	[NULL]	=0	=0	=-1000	=0	=0	=0	=1	=0	
=527729	=1167117	=CAB1	=CAB	=1	[NULL]	[NULL]	=-2100	=0	=-1000	[NULL]	=0	[NULL]	=1	=20837	
=527730	=1167117	=CAB2	=CAB	=2	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=1	=0	
=527773	=1167116	=CAB1	=CAB	=1	[NULL]	[NULL]	=-5558	=0	=-1000	[NULL]	=0	[NULL]	=1	=37608	
=527774	=1167116	=CAB2	=CAB	=2	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=0	[NULL]	=1	=0	
=544562	=608735	=1	=	=1	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=75	[NULL]	=1	=500	
=544563	=608735	=2	=	=2	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=75	[NULL]	=1	=548	
=544564	=608735	=3	=	=3	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=75	[NULL]	=1	=635	
=544565	=608735	=4	=	=4	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=75	[NULL]	=1	=504	
=544566	=608735	=5	=	=5	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=75	[NULL]	=1	=175	
=544567	=608735	=6	=	=6	[NULL]	[NULL]	=0	=0	=-1000	[NULL]	=75	[NULL]	=1	=194	
=557075	=614759	=1	=	=1	[NULL]	[NULL]	=50	=44	=6	=44	=125	=125	=1013	=219	
=557076	=614759	=2	=	=2	[NULL]	[NULL]	=75	=96	=6	=96	=75	=75	=744	=2935	
=557077	=614759	=3	=	=3	[NULL]	[NULL]	=76	=96	=6	=96	=75	=75	=5724	=1860	
=557078	=614759	=4	=	=4	[NULL]	[NULL]	=23	=48	=6	=48	=75	=75	=784	=881	
=557079	=614759	=5	=	=5	[NULL]	[NULL]	=37	=48	=6	=48	=75	=75	=780	=1321	
=557080	=614759	=6	=	=6	[NULL]	[NULL]	=38	=36	=6	=36	=75	=75	=765	=308	
