Id	Name	ImportId	CustomerId	ChannelId	RegionId	ZipCode	City	State	CountryAlpha3Code	Address	PhoneNumber	FaxNumber	Email	Contact	LastUpdatedByIntegrationDateTime	GeoCodeStatus	GeoCodeError	GeoCodeDate	GeoCodeLatitude	GeoCodeLongitude	Description	SubLocationsAllowed	ManagementCode	ManagementAccountCode	Code	CommissionPlanId	TaxJurisdictionId	SnoozeId	DeliveryPricingPlanId	UseAddressForDelivery	DeliveryPaymentTermInDays	DeliveryInvoiceSendingPreference	DeliveryStatementSendingPreference	
=1292	=COVENTRY	=2900	=1314	[NULL]	[NULL]	=68118	=OMAHA	=NE	[NULL]	=15950 WEST DODGE	=9957257	[NULL]	[NULL]	=TINA POOLE	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.26313	=-96.1630862	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1294	=H & H KIA OF OMAHA	=2739	=1316	[NULL]	[NULL]	=68127	=OMAHA	=NE	[NULL]	=4040 S. 84TH STREET	=4023392222	[NULL]	[NULL]	=JOHN COSTELL0	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.2201375	=-96.0431203	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1299	=SECURITIES AMERICA	=2905	=1321	[NULL]	[NULL]	=68128	=OMAHA	=NE	[NULL]	=12325 PORT GRACE BLVD.	=4023999111	[NULL]	[NULL]	=PAUL HUERTER	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.182885	=-96.1029609	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1303	=RD INDUSTRIES	=1654	=1325	[NULL]	[NULL]	=68122	=OMAHA	=NE	[NULL]	=7417 N. 101ST STREET	=(402)453-9635 ext 1000	[NULL]	[NULL]	=Sheila	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:49:00	=41.3262756	=-96.0691947	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1304	=VALLEY OAK CABINETS	=2750	=1326	[NULL]	[NULL]	=68122	=OMAHA	=NE	[NULL]	=7050 N. 97TH PLAZA CIRCLE	=4025739244	[NULL]	[NULL]	=RICK SHANK	=11/07/2012 21:12:00	=F	=Address accuracy is too low: 6.	=06/18/2010 00:50:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1308	=CSG SYSTEMS (NP4)	=2719	=1330	[NULL]	[NULL]	=68164	=OMAHA	=NE	[NULL]	=11819 MIAMI	=4029641567	[NULL]	[NULL]	=LEANNE ROMANO	=09/11/2012 10:41:00	=S	[NULL]	=06/18/2010 00:50:00	=41.28188	=-96.099135	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1311	=MAPLE CREST	=1446	=1333	[NULL]	[NULL]	=68104	=OMAHA	=NE	[NULL]	=2824 NORTH 66TH AVE	=4025512110	[NULL]	[NULL]	=TINA MURRAY	=06/25/2012 10:27:00	=S	[NULL]	=06/18/2010 00:50:00	=41.2841023	=-96.0150098	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1315	=METRO COMM. COLLEGE - App. Tec	=2720	=1337	[NULL]	[NULL]	=68122	=OMAHA	=NE	[NULL]	=10407 STATE STREET	=4026589808	[NULL]	[NULL]	=CARL FIELDER	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:50:00	=41.334719	=-96.074056	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1318	=NECO	=2765	=1340	[NULL]	[NULL]	=68152	=OMAHA	=NE	[NULL]	=9364 N. 45TH STREET	=4024536912	[NULL]	[NULL]	=DEBBIE KRAMER	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:50:00	=41.3444371	=-95.9785975	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1319	=JAMES SKINNER BAKING CO	=1361	=1341	[NULL]	[NULL]	=68117	=OMAHA	=NE	[NULL]	=4657 G STREET	=402.734.1672	[NULL]	[NULL]	=PAT CALHOUN	=03/05/2012 04:47:00	=S	[NULL]	=06/18/2010 00:50:00	=41.217761	=-95.982651	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1321	=WARREN DIST. - DISTRIBUTION	=2783	=1343	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=COUNCIL BLUFFS, IA 51501-7048	=4029775497	[NULL]	[NULL]	=SCOTT ANDERSON	=11/07/2012 21:12:00	=F	=Address and City are required.	=06/18/2010 00:50:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1322	=OMAHA WORLD HERALD/FREEDOM CTR	=1835	=1344	[NULL]	[NULL]	=68102	=OMAHA	=NE	[NULL]	=1398 CAPITOL AVE	=402.444.1048	[NULL]	[NULL]	=LOUISE DOUGLAS	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:50:00	=41.261681	=-95.93382	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1323	=WARREN DIST. PERFORMANCE PACK.	=2782	=1345	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=COUNCIL BLUFFS, IA 51501-7048	=4029775497	[NULL]	[NULL]	=SCOTT ANDERSON	=11/07/2012 21:12:00	=F	=Address and City are required.	=06/18/2010 00:50:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1326	=OMAHA WORLD HERALD 1ST FL CAFE	=151310	=1348	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=1314 DOUGLAS	=4024441157	[NULL]	[NULL]	=LINDA McMANIGAL	=11/07/2012 21:12:00	=F	=Address and City are required.	=06/18/2010 00:50:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1327	=KUTAK ROCK	=151333	=1349	[NULL]	[NULL]	=68102	=OMAHA	=NE	[NULL]	=1650 FARNAM ST.	=4026693610	[NULL]	[NULL]	=KEN PATRICK	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:50:00	=41.257924	=-95.938081	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1328	=CINTAS	=1118	=1350	[NULL]	[NULL]	=68102	=OMAHA	=NE	[NULL]	=1601 N 24TH STREET	[NULL]	[NULL]	[NULL]	=CANDACE CLOW	=11/02/2011 11:22:00	=S	[NULL]	=06/18/2010 00:50:00	=41.2738024	=-95.9469941	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1329	=WARREN DIST. - OMAHA	=2784	=1351	[NULL]	[NULL]	=68102	=OMAHA	=NE	[NULL]	=727 S. 13TH STREET	=4029775497	[NULL]	[NULL]	=SCOTT ANDERSON	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:50:00	=41.2530799	=-95.9331968	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1330	=REDFIELD & COMPANY	=1656	=1352	[NULL]	[NULL]	=68102	=OMAHA	=NE	[NULL]	=1901 HOWARD STREET	=4022808947	[NULL]	[NULL]	=JEANNE PICKETT	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:50:00	=41.2553399	=-95.941277	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1333	=GREATER OM CHAMBER OF COMM	=1302	=1355	[NULL]	[NULL]	=68102	=Omaha	=NE	[NULL]	=1301 Harney St.	=402-978-7931 ext. 231	[NULL]	[NULL]	=Shirley Allen	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:50:00	=41.256186	=-95.933674	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1334	=M.U.D.	=1436	=1356	[NULL]	[NULL]	=68102	=OMAHA	=NE	[NULL]	=1723 HARNEY ST	=402.504.7138	[NULL]	[NULL]	=MATT RADDIC	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:50:00	=41.256223	=-95.939145	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1337	=BLACKSTONE BUILDING/KIEWIT	=2732	=1359	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=302 S. 36TH STREET	=4027787549	[NULL]	[NULL]	=ANDY ASH	=08/16/2012 10:29:00	=F	=Address and City are required.	=06/18/2010 00:50:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1340	=SKYLARK MEATS	=1708	=1362	[NULL]	[NULL]	=68137	=OMAHA	=NE	[NULL]	=4430 S 110TH ST	=4029389340	[NULL]	[NULL]	=Vicki Nolting	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:50:00	=41.21495	=-96.085873	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1342	=WOODMEN OF THE WORLD	=2910	=1364	[NULL]	[NULL]	=68102	=OMAHA	=NE	[NULL]	=1700 FARNAM ST. STE 2200	=4024497788	[NULL]	[NULL]	=DIANNA DAMME	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:50:00	=41.2577885	=-95.9391411	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1343	=METROPOLITAN COMM. COLLEGE	=1464	=1365	[NULL]	[NULL]	=68022	=OMAHA	=NE	[NULL]	=204 W DODGE RD - Elkhorn Campu	=402.289.1200	[NULL]	[NULL]	=PAUL	=11/07/2012 21:12:00	=F	=Address accuracy is too low: 6.	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1347	=Jack Link's/Skylark/O'Brien	=1515	=1369	[NULL]	[NULL]	=68005	=BELLEVUE	=NE	[NULL]	=3302 HARLAN ROAD	=402-293-6600 - New Main # 10/26/12	[NULL]	[NULL]	=JAN	=11/07/2012 21:12:00	=S	[NULL]	[NULL]	=41.12478	=-95.891145	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1348	=GRIFFIN PIPE	=1842	=1370	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=Council Bluffs, IA 51501-5908	=7123255180	[NULL]	[NULL]	=Ken Kerby	=11/07/2012 21:12:00	=F	=Address and City are required.	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1351	=INTERPUBLIC GROUP	=1340	=1373	[NULL]	[NULL]	=68154	=OMAHA	=NE	[NULL]	=13801 FNB PARKWAY	=4029654528	[NULL]	[NULL]	=KENT SVOBODA	=11/07/2012 21:12:00	=S	[NULL]	[NULL]	=41.2654345	=-96.1385499	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1354	=WERNER ENT SAFETY LANE	=2912	=3804	[NULL]	[NULL]	=68138	=OMAHA	=NE	[NULL]	=14507 FRONTIER ROAD	=4028956640	[NULL]	[NULL]	=LYNDA FARRIS	=11/07/2012 21:12:00	=S	[NULL]	[NULL]	=41.1585528	=-96.1421498	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1367	=OMAHA PUBLIC POWER FT.CAL. OFF	=151130	=1389	[NULL]	[NULL]	=68023	=FORT CALHOUN	=NE	[NULL]	=P.O. BOX 399	=send statement only to 636-3660 Jean	[NULL]	[NULL]	=Jean Sayles	=11/07/2012 21:12:00	=F	=Address accuracy is too low: 5.	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1368	=WEST CORPORATION (W7)	=2916	=1390	[NULL]	[NULL]	=68164	=OMAHA	=NE	[NULL]	=11819 MIAMI	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	=S	[NULL]	[NULL]	=41.28188	=-96.099135	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1372	=BORSHEIMS	=2919	=1395	[NULL]	[NULL]	=68114	=OMAHA	=NE	[NULL]	=120 REGENCY PARKWAY	=4023910400	[NULL]	[NULL]	=SCOTT MCCOIG	=12/21/2011 04:45:00	=S	[NULL]	[NULL]	=41.259364	=-96.071513	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1373	=MID AMERICAN ENERGY	=1474	=1396	[NULL]	[NULL]	=51501	=Council Bluffs	=Ia	[NULL]	=7215 Navajo St.	=5153665324	[NULL]	[NULL]	=Attn: Joan Forman	=11/07/2012 21:12:00	=S	[NULL]	[NULL]	=41.1779433	=-95.8403658	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1375	=TRI-V TOOL & MFG CO	=1747	=1398	[NULL]	[NULL]	=68138	=OMAHA	=NE	[NULL]	=13434 CENTECH ROAD	=402.895.9000	[NULL]	[NULL]	=LYNN	=11/07/2012 21:12:00	=S	[NULL]	[NULL]	=41.181086	=-96.126184	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1376	=GALLUP	=1276	=1399	[NULL]	[NULL]	=68102	=Omaha	=NE	[NULL]	=1001 Gallup Dr.	=4029512003	[NULL]	[NULL]	=SHARON LUTZ	=02/06/2012 04:45:00	=S	[NULL]	[NULL]	=41.269731	=-95.922602	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1377	=PEPSI - COLA	=1609	=1400	[NULL]	[NULL]	=68127	=OMAHA	=NE	[NULL]	=4603 S 72ND ST	=4025937802	[NULL]	[NULL]	=Liz	=11/07/2012 21:12:00	=S	[NULL]	[NULL]	=41.2137639	=-96.0235931	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1378	=EMBASSY TOWER	=1235	=1401	[NULL]	[NULL]	=68114	=OMAHA	=NE	[NULL]	=9300 UNDERWOOD AVE	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	=S	[NULL]	[NULL]	=41.2655559	=-96.058106	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1379	=GREAT WESTERN BANK	=1301	=1402	[NULL]	[NULL]	=68114	=OMAHA	=NE	[NULL]	=9290 WEST DODGE RD	=4029526000	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	=S	[NULL]	[NULL]	=41.26384	=-96.056771	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=1380	=US POST OFFICE/BENSON BRANCH	=1794	=1403	[NULL]	[NULL]	=68104	=OMAHA	=NE	[NULL]	=6223 MAPLE STREET	[NULL]	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	=S	[NULL]	[NULL]	=41.284716	=-96.009229	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3001	=MCC LONGVIEW CAMPUS	=18640	=3001	[NULL]	[NULL]	=64081	=LEE'S SUMMIT	=MO	[NULL]	=500 SW LONGVIEW ROAD	=8166722326	[NULL]	[NULL]	=JANET CLINE	=08/15/2011 15:35:00	=S	[NULL]	=06/18/2010 00:54:00	=38.909444	=-94.454809	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3002	=GRANDVIEW H.S.	=50149	=3002	[NULL]	[NULL]	=64030	=GRANDVIEW	=MO	[NULL]	=2300 HIGH GROVE ROAD	=8163165800	[NULL]	[NULL]	=Terri Kurtz	=08/23/2011 15:28:00	=S	[NULL]	=06/18/2010 00:54:00	=38.8864269	=-94.5149161	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3003	=CHURCH & DWIGHT	=12982	=3003	[NULL]	[NULL]	=64071	=HARRISONVILLE	=MO	[NULL]	=1607 ANACONDA RD.	=8163801301	[NULL]	[NULL]	=RHONDA KELLEY	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:54:00	=38.6396587	=-94.3629946	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3004	=SWIFT	=50165	=3004	[NULL]	[NULL]	=64701	=HARRISONVILLE	=MO	[NULL]	=5100 BROOKHART	=8168874798	[NULL]	[NULL]	=Johnathan Bechtel	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:54:00	=38.6314653	=-94.3523132	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3007	=SIOUX CHIEF	=50077	=3007	[NULL]	[NULL]	=64078	=PECULIAR	=MO	[NULL]	=24110 S. PECULIAR DRIVE	=8166994202	[NULL]	[NULL]	=PHIL ISMERT	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:54:00	=38.7108931	=-94.4490529	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3022	=ASURION PROTECTION/LOCKLINE	=14477	=3022	[NULL]	[NULL]	=64114	=KANSAS CITY	=MO	[NULL]	=8880 WARD PARKWAY	=8162373154	[NULL]	[NULL]	=SCOTT CONKLING	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:54:00	=38.9673944	=-94.6051919	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3023	=BLACK & VEATCH-W BUILDING	=11426	=3023	[NULL]	[NULL]	=64114	=KANSAS CITY	=MO	[NULL]	=8400 WARD PARKWAY	=9134588196	[NULL]	[NULL]	=DAVE SWIFT	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:54:00	=38.975959	=-94.607434	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3024	=BLACK & VEATCH-X BUILDING:	=18531	=3024	[NULL]	[NULL]	=64141	=KANSAS CITY	=MO	[NULL]	=8330 WARD PARKWAY	=9135267613	[NULL]	[NULL]	=JULIE HUMBARGAR	=11/07/2012 21:12:00	=S	=200	=05/17/2010 21:30:00	=38.9779624938965	=-94.6068115234375	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3026	=PETERSON MANUFACTURING	=18658	=3026	[NULL]	[NULL]	=64030	=GRANDVIEW	=MO	[NULL]	=4200 E. 135TH STREET	=8167652000x244	[NULL]	[NULL]	=MICHELLE	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:54:00	=38.8793919	=-94.5199913	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3027	=SIKA	=50066	=3027	[NULL]	[NULL]	=64030	=GRANDVIEW	=MO	[NULL]	=14201 BOTTS ROAD	=8163164324	[NULL]	[NULL]	=DENISE GERLOFF	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:54:00	=38.868954	=-94.545597	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3028	=DEVRY	=11996	=3028	[NULL]	[NULL]	=64131	=KANSAS CITY	=MO	[NULL]	=11224 HOLMES ROAD	=8169410430x5380	[NULL]	[NULL]	=LINDA BAYLES	=02/16/2012 04:46:00	=S	[NULL]	=06/18/2010 00:54:00	=38.9229282	=-94.5835814	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3029	=US TOY ARRINGTON RD	=50237	=3029	[NULL]	[NULL]	=64030	=GRANDVIEW	=MO	[NULL]	=13201 ARRINGTON ROAD	=8167615900	[NULL]	[NULL]	=DAVID GOVRO	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:54:00	=38.8842677	=-94.5484115	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3031	=AVENTIS (Cafeteria)	=60106	=3031	[NULL]	[NULL]	=64137	=KANSAS CITY	=MO	[NULL]	=10234 MARION DR	=8169664000	[NULL]	[NULL]	=KEVIN SHIFFENDECKER	=07/16/2012 04:50:00	=S	[NULL]	=06/18/2010 00:54:00	=38.9434225	=-94.5325255	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3032	=CEDAR CREEK WHOLESALE	=50153	=3032	[NULL]	[NULL]	=64030	=GRANDVIEW	=MO	[NULL]	=13720 BOTTS ROAD	=8169655511	[NULL]	[NULL]	[NULL]	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:54:00	=38.8769322	=-94.5450724	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3034	=PIPEFITTER & PLUMBERS TRAINING	=20097	=3034	[NULL]	[NULL]	=64137	=KANSAS CITY	=MO	[NULL]	=9876 HICKMAN MILLS DR.	=8167618800	[NULL]	[NULL]	=PHIL RELIHAN	=11/29/2010 19:45:00	=S	[NULL]	=06/18/2010 00:54:00	=38.9437269	=-94.5356108	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3038	=CALMAR (GRANDVIEW)	=51545	=3038	[NULL]	[NULL]	=64030	=GRANDVIEW	=MO	[NULL]	=11901 GRANDVIEW RD	=8169866041	[NULL]	[NULL]	=KRISTI TEDROW	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:54:00	=38.9092895	=-94.5334004	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3041	=INTEGRITY FINANCIAL PARTNERS	=10057	=3041	[NULL]	[NULL]	=66211	=LEAWOOD	=KS	[NULL]	=4370 W. 109TH ST.	=8168986266	[NULL]	[NULL]	=KATHY COOLEY	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:54:00	=38.931868	=-94.635675	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3045	=KCPL-86TH & PROSPECT	=14099	=3045	[NULL]	[NULL]	=64132	=KANSAS CITY	=MO	[NULL]	=8619 PROSPECT	=8162765512	[NULL]	[NULL]	=NORY	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:54:00	=38.9705021	=-94.5579476	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3046	=ROCKTENN	=20135	=3046	[NULL]	[NULL]	=64014	=BLUE SPRINGS	=MO	[NULL]	=100 E. South Ave.	=8167818800	[NULL]	[NULL]	=ROD JOHNSON	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:54:00	=39.0126375	=-94.2645829	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3049	=GEMACO	=12860	=3049	[NULL]	[NULL]	=64014	=BLUE SPRINGS	=MO	[NULL]	=2925 N 7 HIGHWAY	=8162201300	[NULL]	[NULL]	=DAWN DRAPER	=09/22/2010 21:10:00	=F	=Address accuracy is too low: 5.	=06/18/2010 00:54:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3054	=KINDRED HOSPITAL	=61063	=3054	[NULL]	[NULL]	=64131	=KANSAS CITY	=MO	[NULL]	=8701 TROOST	=8169952081	[NULL]	[NULL]	=ANITA LARUE	=11/07/2012 21:12:00	=S	[NULL]	=06/18/2010 00:54:00	=38.969252	=-94.576643	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
=3056	=GEIGER READY MIX	=12856	=3056	[NULL]	[NULL]	=64082	=LEE'S SUMMIT	=MO	[NULL]	=150 S.E. STEWART RD.	=8169184646	[NULL]	[NULL]	=JIM JAVERING	=11/07/2012 21:12:00	=F	=Address accuracy is too low: 5.	=06/18/2010 00:54:00	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	
