RestockId	HasSalesAllocated	ItemId	PriceInCents	AllocatedCashlessSalesAmountInCents	AllocatedCashlessSalesQuantity	AllocatedCollectedAmountInCents	AllocatedRefundAmountInCents	SalesQuantity	AddedQuantity	RemovedQuantity	SpoiledQuantity	Inventory	
=16240	=True	=356	=50	=0	=0	=40	=0	=1	=0	=0	=0	=11	
=16240	=True	=375	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4	
=16240	=True	=376	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16240	=True	=377	=50	=0	=0	=41	=0	=1	=0	=0	=0	=3	
=16240	=True	=381	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16240	=True	=384	=75	=0	=0	=121	=0	=2	=0	=0	=0	=0	
=16240	=True	=385	=75	=0	=0	=243	=0	=4	=0	=0	=0	=11	
=16240	=True	=400	=75	=0	=0	=304	=0	=5	=0	=0	=0	=0	
=16240	=True	=404	=0	=0	=0	=0	=0	=0	=0	=0	=0	=13	
=16240	=True	=409	=50	=0	=0	=40	=0	=1	=0	=0	=0	=13	
=16240	=True	=414	=50	=0	=0	=122	=0	=3	=0	=0	=0	=9	
=16240	=True	=423	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11	
=16240	=True	=425	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16240	=True	=441	=60	=0	=0	=98	=0	=2	=0	=0	=0	=11	
=16240	=True	=451	=50	=0	=0	=41	=0	=1	=0	=0	=0	=0	
=16240	=True	=455	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11	
=16240	=True	=480	=60	=0	=0	=48	=0	=1	=0	=0	=0	=0	
=16240	=True	=481	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16240	=True	=527	=60	=0	=0	=146	=0	=3	=0	=0	=0	=9	
=16240	=True	=543	=0	=0	=0	=0	=0	=0	=0	=0	=0	=10	
=16240	=True	=590	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16240	=True	=609	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16240	=True	=624	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16240	=True	=678	=60	=0	=0	=49	=0	=1	=0	=0	=0	=9	
=16240	=True	=686	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11	
=16240	=True	=696	=0	=0	=0	=0	=0	=0	=0	=0	=0	=10	
=16240	=True	=757	=0	=0	=0	=0	=0	=0	=0	=0	=0	=13	
=16240	=True	=763	=75	=0	=0	=425	=0	=7	=0	=0	=0	=0	
=16240	=True	=892	=75	=0	=0	=121	=0	=2	=0	=0	=0	=6	
=16240	=True	=904	=75	=0	=0	=61	=0	=1	=0	=0	=0	=8	
=16240	=True	=925	=50	=0	=0	=81	=0	=2	=0	=0	=0	=10	
=16240	=True	=991	=60	=0	=0	=243	=0	=5	=0	=0	=0	=7	
=16240	=True	=1013	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16245	=True	=247	=70	=592	=5	=1424	=0	=23	=32	=0	=0	=53	
=16245	=True	=248	=70	=180	=2	=433	=0	=7	=8	=0	=0	=18	
=16245	=True	=249	=70	=231	=2	=557	=0	=9	=9	=0	=0	=26	
=16245	=True	=251	=70	=77	=1	=186	=0	=3	=2	=0	=0	=8	
=16245	=True	=252	=70	=52	=1	=124	=0	=2	=5	=0	=0	=18	
=16245	=True	=253	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16245	=True	=254	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16245	=True	=259	=70	=206	=2	=495	=0	=8	=8	=0	=0	=8	
=16245	=True	=260	=70	=78	=1	=186	=0	=3	=6	=0	=0	=9	
=16245	=True	=261	=70	=103	=1	=247	=0	=4	=9	=0	=0	=17	
=16245	=True	=264	=70	=206	=2	=495	=0	=8	=9	=0	=0	=18	
=16245	=True	=432	=200	=589	=6	=1414	=0	=8	=10	=0	=0	=13	
=16245	=True	=439	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=16245	=True	=452	=200	=295	=3	=708	=0	=4	=6	=0	=0	=9	
=16245	=True	=458	=100	=73	=0	=176	=0	=2	=4	=0	=0	=23	
=16245	=True	=474	=125	=138	=1	=332	=0	=3	=3	=0	=0	=7	
=16245	=True	=570	=125	=184	=1	=442	=0	=4	=5	=0	=0	=16	
=16245	=True	=571	=125	=321	=2	=774	=0	=7	=8	=0	=0	=24	
=16245	=True	=572	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16245	=True	=626	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16245	=True	=677	=200	=294	=3	=707	=0	=4	=4	=0	=0	=6	
=16245	=True	=707	=125	=46	=1	=110	=0	=1	=2	=0	=0	=8	
=16245	=True	=718	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16245	=True	=739	=70	=51	=0	=124	=0	=2	=2	=0	=0	=8	
=16245	=True	=753	=125	=46	=0	=111	=0	=1	=0	=0	=0	=7	
=16245	=True	=765	=125	=230	=2	=553	=0	=5	=5	=0	=0	=17	
=16245	=True	=766	=125	=138	=1	=332	=0	=3	=0	=0	=0	=14	
=16249	=True	=247	=50	=0	=0	=498	=0	=4	=0	=0	=0	=33	
=16249	=True	=248	=50	=0	=0	=3485	=0	=28	=63	=0	=0	=89	
=16249	=True	=249	=50	=0	=0	=2115	=0	=17	=42	=0	=0	=89	
=16249	=True	=252	=50	=0	=0	=747	=0	=6	=0	=0	=0	=33	
=16249	=True	=253	=50	=0	=0	=747	=0	=6	=28	=0	=0	=44	
=16249	=True	=264	=50	=0	=0	=1369	=0	=11	=30	=0	=0	=82	
=16249	=True	=692	=50	=0	=0	=124	=0	=1	=24	=0	=0	=37	
=16250	=False	=247	=0	=0	=0	=0	=0	=0	=39	=0	=0	=55	
=16250	=False	=248	=0	=0	=0	=0	=0	=0	=60	=0	=0	=106	
=16250	=False	=249	=0	=0	=0	=0	=0	=0	=18	=0	=0	=56	
=16250	=False	=268	=0	=0	=0	=0	=0	=0	=12	=0	=0	=28	
=16250	=False	=626	=0	=0	=0	=0	=0	=0	=54	=0	=0	=78	
=16250	=False	=1023	=0	=0	=0	=0	=0	=0	=24	=0	=0	=55	
=16250	=False	=1025	=0	=0	=0	=0	=0	=0	=48	=0	=0	=53	
=16251	=True	=280	=100	=0	=0	=107	=0	=1	=0	=0	=0	=11	
=16251	=True	=281	=75	=0	=0	=159	=0	=2	=0	=0	=0	=7	
=16251	=True	=282	=100	=0	=0	=425	=0	=4	=8	=0	=0	=16	
=16251	=True	=284	=100	=0	=0	=212	=0	=2	=6	=0	=0	=18	
=16251	=True	=286	=100	=0	=0	=956	=0	=9	=14	=0	=0	=28	
=16251	=True	=292	=100	=0	=0	=425	=0	=4	=8	=0	=0	=18	
=16251	=True	=299	=100	=0	=0	=425	=0	=4	=0	=0	=0	=9	
=16251	=True	=316	=70	=0	=0	=149	=0	=2	=4	=0	=0	=10	
=16251	=True	=319	=70	=0	=0	=371	=0	=5	=0	=0	=0	=13	
=16251	=True	=324	=70	=0	=0	=149	=0	=2	=0	=0	=0	=13	
=16251	=True	=329	=90	=0	=0	=191	=0	=2	=4	=0	=0	=10	
=16251	=True	=350	=85	=0	=0	=542	=0	=6	=8	=0	=0	=12	
=16251	=True	=351	=85	=0	=0	=542	=0	=6	=4	=0	=0	=11	
=16251	=True	=353	=85	=0	=0	=271	=0	=3	=5	=0	=0	=12	
=16251	=True	=356	=75	=0	=0	=319	=0	=4	=5	=0	=0	=15	
=16251	=True	=357	=70	=0	=0	=74	=0	=1	=0	=0	=0	=10	
=16251	=True	=375	=75	=0	=0	=239	=0	=3	=7	=0	=0	=7	
=16251	=True	=376	=75	=0	=0	=478	=0	=6	=6	=0	=0	=11	
=16251	=True	=377	=75	=0	=0	=398	=0	=5	=6	=0	=0	=7	
=16251	=True	=382	=100	=0	=0	=1275	=0	=12	=9	=0	=0	=11	
=16251	=True	=385	=100	=0	=0	=531	=0	=5	=4	=0	=0	=11	
=16251	=True	=389	=100	=0	=0	=319	=0	=3	=0	=0	=0	=10	
=16251	=True	=395	=100	=0	=0	=1168	=0	=11	=6	=0	=0	=12	
=16251	=True	=400	=100	=0	=0	=956	=0	=9	=10	=0	=0	=10	
=16251	=True	=409	=75	=0	=0	=557	=0	=7	=5	=0	=0	=11	
=16251	=True	=417	=75	=0	=0	=80	=0	=1	=7	=0	=0	=12	
=16251	=True	=423	=75	=0	=0	=79	=0	=1	=0	=0	=0	=9	
=16251	=True	=425	=75	=0	=0	=160	=0	=2	=0	=0	=0	=9	
=16251	=True	=427	=100	=0	=0	=106	=0	=1	=0	=0	=0	=9	
=16251	=True	=456	=70	=0	=0	=148	=0	=2	=8	=0	=0	=15	
=16251	=True	=480	=90	=0	=0	=1147	=0	=12	=10	=0	=0	=10	
=16251	=True	=481	=90	=0	=0	=1051	=0	=11	=12	=0	=0	=12	
=16251	=True	=543	=90	=0	=0	=1052	=0	=11	=12	=0	=0	=12	
=16251	=True	=589	=75	=0	=0	=159	=0	=2	=0	=0	=0	=5	
=16251	=True	=590	=75	=0	=0	=80	=0	=1	=0	=0	=0	=6	
=16251	=True	=604	=75	=0	=0	=239	=0	=3	=0	=0	=0	=9	
=16251	=True	=611	=75	=0	=0	=239	=0	=3	=0	=0	=0	=0	
=16251	=True	=650	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16251	=True	=686	=85	=0	=0	=451	=0	=5	=7	=0	=0	=12	
=16251	=True	=697	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16251	=True	=761	=0	=0	=0	=0	=0	=0	=7	=0	=0	=15	
=16251	=True	=892	=100	=0	=0	=106	=0	=1	=0	=0	=0	=0	
=16251	=True	=904	=100	=0	=0	=637	=0	=6	=7	=0	=0	=11	
=16251	=True	=972	=100	=0	=0	=1169	=0	=11	=6	=0	=0	=13	
=16251	=True	=1010	=75	=0	=0	=638	=0	=8	=8	=0	=0	=11	
=16251	=True	=1019	=75	=0	=0	=80	=0	=1	=0	=0	=0	=7	
=16251	=True	=1027	=75	=0	=0	=558	=0	=7	=0	=0	=0	=0	
=16251	=True	=1028	=90	=0	=0	=383	=0	=4	=0	=0	=0	=0	
=16252	=True	=283	=100	=0	=0	=376	=0	=4	=10	=0	=0	=15	
=16252	=True	=284	=100	=0	=0	=470	=0	=5	=0	=0	=0	=13	
=16252	=True	=286	=100	=0	=0	=847	=0	=9	=9	=0	=0	=15	
=16252	=True	=289	=100	=0	=0	=377	=0	=4	=0	=0	=0	=13	
=16252	=True	=291	=100	=0	=0	=188	=0	=2	=7	=0	=0	=15	
=16252	=True	=296	=100	=0	=0	=189	=0	=2	=0	=0	=0	=0	
=16252	=True	=301	=100	=0	=0	=564	=0	=6	=8	=0	=0	=15	
=16252	=True	=308	=70	=0	=0	=461	=0	=7	=0	=0	=0	=10	
=16252	=True	=313	=70	=0	=0	=329	=0	=5	=6	=0	=0	=14	
=16252	=True	=317	=70	=0	=0	=132	=0	=2	=0	=0	=0	=0	
=16252	=True	=327	=70	=0	=0	=330	=0	=5	=0	=0	=0	=0	
=16252	=True	=330	=70	=0	=0	=659	=0	=10	=5	=0	=0	=5	
=16252	=True	=347	=90	=0	=0	=677	=0	=8	=5	=0	=0	=8	
=16252	=True	=350	=85	=0	=0	=720	=0	=9	=9	=0	=0	=12	
=16252	=True	=356	=75	=0	=0	=565	=0	=8	=0	=0	=0	=9	
=16252	=True	=357	=70	=0	=0	=66	=0	=1	=0	=0	=0	=9	
=16252	=True	=375	=75	=0	=0	=71	=0	=1	=0	=0	=0	=7	
=16252	=True	=376	=75	=0	=0	=635	=0	=9	=8	=0	=0	=8	
=16252	=True	=377	=75	=0	=0	=212	=0	=3	=5	=0	=0	=8	
=16252	=True	=381	=75	=0	=0	=70	=0	=1	=3	=0	=0	=8	
=16252	=True	=382	=85	=0	=0	=1120	=0	=14	=22	=0	=0	=22	
=16252	=True	=382	=100	=0	=0	=658	=0	=7	=0	=0	=0	=0	
=16252	=True	=385	=100	=0	=0	=376	=0	=4	=9	=0	=0	=10	
=16252	=True	=389	=100	=0	=0	=1129	=0	=12	=7	=0	=0	=7	
=16252	=True	=395	=100	=0	=0	=752	=0	=8	=6	=0	=0	=13	
=16252	=True	=414	=75	=0	=0	=282	=0	=4	=0	=0	=0	=12	
=16252	=True	=423	=75	=0	=0	=706	=0	=10	=9	=0	=0	=12	
=16252	=True	=427	=100	=0	=0	=471	=0	=5	=5	=0	=0	=14	
=16252	=True	=441	=85	=0	=0	=400	=0	=5	=5	=0	=0	=11	
=16252	=True	=455	=70	=0	=0	=461	=0	=7	=8	=0	=0	=12	
=16252	=True	=467	=90	=0	=0	=169	=0	=2	=3	=0	=0	=9	
=16252	=True	=481	=90	=0	=0	=424	=0	=5	=7	=0	=0	=13	
=16252	=True	=498	=90	=0	=0	=677	=0	=8	=11	=0	=0	=13	
=16252	=True	=543	=90	=0	=0	=1100	=0	=13	=12	=0	=0	=13	
=16252	=True	=590	=75	=0	=0	=423	=0	=6	=6	=0	=0	=7	
=16252	=True	=604	=75	=0	=0	=282	=0	=4	=0	=0	=0	=10	
=16252	=True	=678	=90	=0	=0	=254	=0	=3	=0	=0	=0	=0	
=16252	=True	=749	=75	=0	=0	=212	=0	=3	=8	=0	=0	=15	
=16252	=True	=761	=100	=0	=0	=282	=0	=3	=6	=0	=0	=15	
=16252	=True	=763	=100	=0	=0	=659	=0	=7	=10	=0	=0	=10	
=16252	=True	=892	=100	=0	=0	=470	=0	=5	=11	=0	=0	=12	
=16252	=True	=899	=75	=0	=0	=141	=0	=2	=0	=0	=0	=10	
=16252	=True	=925	=75	=0	=0	=211	=0	=3	=0	=0	=0	=8	
=16252	=True	=972	=100	=0	=0	=1035	=0	=11	=10	=0	=0	=12	
=16252	=True	=995	=100	=0	=0	=847	=0	=9	=11	=0	=0	=12	
=16252	=True	=1003	=100	=0	=0	=470	=0	=5	=6	=0	=0	=15	
=16252	=True	=1010	=75	=0	=0	=494	=0	=7	=7	=0	=0	=15	
=16252	=True	=1019	=75	=0	=0	=141	=0	=2	=0	=0	=0	=12	
=16252	=True	=1027	=75	=0	=0	=141	=0	=2	=0	=0	=0	=12	
=16253	=True	=250	=70	=0	=0	=395	=0	=6	=18	=0	=0	=49	
=16253	=True	=264	=70	=0	=0	=789	=0	=12	=12	=0	=0	=41	
=16253	=True	=444	=100	=0	=0	=5169	=0	=55	=52	=0	=0	=74	
=16253	=True	=445	=100	=0	=0	=846	=0	=9	=12	=0	=0	=36	
=16253	=True	=446	=100	=0	=0	=3947	=0	=42	=42	=0	=0	=77	
=16253	=True	=447	=100	=0	=0	=564	=0	=6	=0	=0	=0	=25	
=16253	=True	=477	=70	=0	=0	=1118	=0	=17	=24	=0	=0	=71	
=16253	=True	=707	=125	=0	=0	=822	=0	=7	=0	=0	=0	=27	
=16254	=False	=247	=0	=0	=0	=0	=0	=0	=54	=0	=0	=93	
=16254	=False	=249	=0	=0	=0	=0	=0	=0	=42	=0	=0	=51	
=16254	=False	=264	=0	=0	=0	=0	=0	=0	=24	=0	=0	=53	
=16254	=False	=269	=0	=0	=0	=0	=0	=0	=18	=0	=0	=52	
=16254	=False	=272	=0	=0	=0	=0	=0	=0	=42	=0	=0	=50	
=16254	=False	=593	=0	=0	=0	=0	=0	=0	=96	=0	=0	=143	
=16255	=False	=247	=0	=0	=0	=0	=0	=0	=0	=0	=0	=35	
=16255	=False	=248	=0	=0	=0	=0	=0	=0	=0	=0	=0	=37	
=16255	=False	=260	=0	=0	=0	=0	=0	=0	=12	=0	=0	=33	
=16255	=False	=264	=0	=0	=0	=0	=0	=0	=12	=0	=0	=40	
=16255	=False	=269	=0	=0	=0	=0	=0	=0	=0	=0	=0	=33	
=16255	=False	=430	=0	=0	=0	=0	=0	=0	=0	=0	=0	=92	
=16256	=True	=280	=90	=0	=0	=180	=0	=2	=0	=0	=0	=12	
=16256	=True	=282	=90	=0	=0	=360	=0	=4	=0	=0	=0	=13	
=16256	=True	=284	=90	=0	=0	=180	=0	=2	=0	=0	=0	=12	
=16256	=True	=286	=90	=0	=0	=90	=0	=1	=0	=0	=0	=17	
=16256	=True	=289	=90	=0	=0	=180	=0	=2	=7	=0	=0	=18	
=16256	=True	=313	=60	=0	=0	=540	=0	=9	=12	=0	=0	=12	
=16256	=True	=319	=60	=0	=0	=420	=0	=7	=7	=0	=0	=12	
=16256	=True	=327	=60	=0	=0	=120	=0	=2	=0	=9	=0	=0	
=16256	=True	=329	=0	=0	=0	=0	=0	=0	=0	=7	=0	=0	
=16256	=True	=350	=75	=0	=0	=225	=0	=3	=0	=0	=0	=12	
=16256	=True	=351	=75	=0	=0	=525	=0	=7	=14	=0	=0	=15	
=16256	=True	=352	=75	=0	=0	=675	=0	=9	=7	=0	=0	=12	
=16256	=True	=356	=65	=0	=0	=65	=0	=1	=0	=0	=0	=9	
=16256	=True	=357	=60	=0	=0	=60	=0	=1	=0	=0	=0	=7	
=16256	=True	=376	=65	=0	=0	=130	=0	=2	=3	=0	=0	=7	
=16256	=True	=377	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16256	=True	=381	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16256	=True	=382	=90	=0	=0	=810	=0	=9	=7	=0	=0	=12	
=16256	=True	=384	=90	=0	=0	=270	=0	=3	=0	=0	=0	=9	
=16256	=True	=385	=90	=0	=0	=630	=0	=7	=7	=0	=0	=15	
=16256	=True	=395	=90	=0	=0	=1260	=0	=14	=9	=0	=0	=15	
=16256	=True	=400	=90	=0	=0	=540	=0	=6	=0	=0	=0	=8	
=16256	=True	=414	=0	=0	=0	=0	=0	=0	=10	=0	=0	=10	
=16256	=True	=423	=65	=0	=0	=195	=0	=3	=5	=0	=0	=12	
=16256	=True	=425	=65	=0	=0	=65	=0	=1	=5	=0	=0	=15	
=16256	=True	=441	=75	=0	=0	=225	=0	=3	=4	=0	=0	=12	
=16256	=True	=467	=0	=0	=0	=0	=0	=0	=7	=0	=0	=7	
=16256	=True	=498	=80	=0	=0	=560	=0	=7	=5	=0	=0	=12	
=16256	=True	=527	=80	=0	=0	=880	=0	=11	=10	=0	=0	=12	
=16256	=True	=543	=80	=0	=0	=160	=0	=2	=0	=0	=0	=9	
=16256	=True	=589	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16256	=True	=590	=65	=0	=0	=65	=0	=1	=3	=0	=0	=7	
=16256	=True	=611	=65	=0	=0	=325	=0	=5	=8	=0	=0	=18	
=16256	=True	=618	=65	=0	=0	=130	=0	=2	=4	=0	=0	=12	
=16256	=True	=619	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16256	=True	=622	=0	=0	=0	=0	=0	=0	=0	=7	=1	=0	
=16256	=True	=627	=90	=0	=0	=180	=0	=2	=0	=0	=0	=6	
=16256	=True	=671	=75	=0	=0	=450	=0	=6	=6	=0	=0	=15	
=16256	=True	=682	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16256	=True	=745	=60	=0	=0	=120	=0	=2	=5	=0	=0	=12	
=16256	=True	=757	=0	=0	=0	=0	=0	=0	=0	=0	=0	=15	
=16256	=True	=761	=0	=0	=0	=0	=0	=0	=0	=12	=0	=0	
=16256	=True	=899	=65	=0	=0	=715	=0	=11	=10	=0	=0	=10	
=16256	=True	=980	=80	=0	=0	=880	=0	=11	=7	=0	=0	=12	
=16256	=True	=992	=65	=0	=0	=130	=0	=2	=10	=0	=0	=12	
=16256	=True	=995	=90	=0	=0	=90	=0	=1	=0	=0	=0	=11	
=16256	=True	=997	=0	=0	=0	=0	=0	=0	=5	=0	=0	=8	
=16256	=True	=1006	=65	=0	=0	=195	=0	=3	=6	=0	=0	=12	
=16256	=True	=1010	=65	=0	=0	=455	=0	=7	=10	=0	=0	=12	
=16257	=False	=247	=0	=0	=0	=0	=0	=0	=18	=0	=0	=44	
=16257	=False	=248	=0	=0	=0	=0	=0	=0	=18	=0	=0	=56	
=16257	=False	=249	=0	=0	=0	=0	=0	=0	=0	=0	=0	=35	
=16257	=False	=253	=0	=0	=0	=0	=0	=0	=0	=0	=0	=34	
=16257	=False	=264	=0	=0	=0	=0	=0	=0	=0	=0	=0	=33	
=16257	=False	=593	=0	=0	=0	=0	=0	=0	=84	=0	=0	=111	
=16258	=True	=247	=25	=0	=0	=515	=0	=9	=24	=0	=0	=51	
=16258	=True	=248	=25	=0	=0	=687	=0	=12	=24	=0	=0	=52	
=16258	=True	=249	=25	=0	=0	=1145	=0	=20	=42	=0	=0	=50	
=16258	=True	=250	=0	=0	=0	=0	=0	=0	=0	=0	=0	=39	
=16258	=True	=253	=25	=0	=0	=1203	=0	=21	=48	=0	=0	=72	
=16258	=True	=256	=25	=0	=0	=57	=0	=1	=0	=0	=0	=34	
=16258	=True	=264	=25	=0	=0	=516	=0	=9	=18	=0	=0	=53	
=16258	=True	=272	=25	=0	=0	=917	=0	=16	=42	=0	=0	=51	
=16258	=True	=725	=0	=0	=0	=0	=0	=0	=0	=0	=0	=22	
=16261	=True	=247	=0	=0	=0	=0	=0	=0	=9	=0	=0	=52	
=16261	=True	=248	=25	=0	=0	=489	=0	=7	=27	=0	=0	=55	
=16261	=True	=249	=25	=0	=0	=210	=0	=3	=0	=0	=0	=23	
=16261	=True	=250	=25	=0	=0	=280	=0	=4	=6	=0	=0	=20	
=16261	=True	=253	=25	=0	=0	=629	=0	=9	=32	=0	=0	=94	
=16261	=True	=256	=25	=0	=0	=139	=0	=2	=0	=0	=0	=31	
=16261	=True	=264	=25	=0	=0	=140	=0	=2	=0	=0	=0	=21	
=16261	=True	=725	=25	=0	=0	=70	=0	=1	=0	=0	=0	=23	
=16261	=True	=754	=25	=0	=0	=1118	=0	=16	=19	=0	=0	=23	
=16262	=False	=247	=0	=0	=0	=0	=0	=0	=0	=0	=0	=45	
=16262	=False	=248	=0	=0	=0	=0	=0	=0	=0	=0	=0	=25	
=16262	=False	=249	=0	=0	=0	=0	=0	=0	=0	=0	=0	=23	
=16262	=False	=260	=0	=0	=0	=0	=0	=0	=0	=0	=0	=26	
=16262	=False	=264	=0	=0	=0	=0	=0	=0	=12	=0	=0	=36	
=16262	=False	=269	=0	=0	=0	=0	=0	=0	=0	=0	=0	=15	
=16262	=False	=430	=0	=0	=0	=0	=0	=0	=48	=0	=0	=104	
=16262	=False	=765	=0	=0	=0	=0	=0	=0	=0	=0	=0	=18	
=16263	=True	=252	=65	=0	=0	=931	=0	=4	=18	=0	=0	=48	
=16263	=True	=260	=0	=0	=0	=0	=0	=0	=0	=0	=0	=36	
=16263	=True	=264	=65	=0	=0	=1397	=0	=6	=12	=0	=0	=31	
=16263	=True	=444	=100	=0	=0	=5730	=0	=16	=60	=0	=0	=69	
=16263	=True	=445	=100	=0	=0	=1432	=0	=4	=24	=0	=0	=47	
=16263	=True	=446	=100	=0	=0	=1791	=0	=5	=12	=0	=0	=36	
=16263	=True	=452	=200	=0	=0	=716	=0	=1	=0	=0	=0	=27	
=16263	=True	=707	=125	=0	=0	=1343	=0	=3	=6	=0	=0	=26	
=16266	=True	=280	=100	=0	=0	=407	=0	=4	=0	=0	=0	=12	
=16266	=True	=282	=100	=0	=0	=509	=0	=5	=6	=0	=0	=18	
=16266	=True	=283	=100	=0	=0	=204	=0	=2	=0	=0	=0	=15	
=16266	=True	=284	=100	=0	=0	=102	=0	=1	=0	=0	=0	=10	
=16266	=True	=286	=100	=0	=0	=610	=0	=6	=6	=0	=0	=14	
=16266	=True	=292	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=16266	=True	=301	=100	=0	=0	=306	=0	=3	=0	=0	=0	=10	
=16266	=True	=310	=0	=0	=0	=0	=0	=0	=10	=0	=0	=10	
=16266	=True	=316	=70	=0	=0	=285	=0	=4	=0	=0	=0	=6	
=16266	=True	=318	=70	=0	=0	=143	=0	=2	=0	=0	=0	=7	
=16266	=True	=319	=0	=0	=0	=0	=0	=0	=0	=7	=0	=0	
=16266	=True	=330	=0	=0	=0	=0	=0	=0	=10	=0	=0	=10	
=16266	=True	=347	=90	=0	=0	=183	=0	=2	=0	=0	=0	=6	
=16266	=True	=350	=85	=0	=0	=433	=0	=5	=4	=0	=0	=9	
=16266	=True	=351	=85	=0	=0	=866	=0	=10	=9	=0	=0	=9	
=16266	=True	=356	=75	=0	=0	=1145	=0	=15	=13	=0	=0	=16	
=16266	=True	=375	=75	=0	=0	=153	=0	=2	=0	=0	=0	=5	
=16266	=True	=376	=75	=0	=0	=153	=0	=2	=0	=0	=0	=5	
=16266	=True	=377	=75	=0	=0	=152	=0	=2	=0	=0	=0	=5	
=16266	=True	=381	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16266	=True	=384	=100	=0	=0	=916	=0	=9	=8	=0	=0	=10	
=16266	=True	=385	=100	=0	=0	=305	=0	=3	=0	=0	=0	=6	
=16266	=True	=387	=85	=0	=0	=865	=0	=10	=10	=0	=0	=10	
=16266	=True	=395	=100	=0	=0	=611	=0	=6	=10	=0	=0	=10	
=16266	=True	=400	=100	=0	=0	=611	=0	=6	=7	=0	=0	=10	
=16266	=True	=409	=75	=0	=0	=916	=0	=12	=12	=0	=0	=12	
=16266	=True	=414	=75	=0	=0	=76	=0	=1	=0	=0	=0	=11	
=16266	=True	=423	=75	=0	=0	=840	=0	=11	=8	=0	=0	=13	
=16266	=True	=455	=0	=0	=0	=0	=0	=0	=0	=9	=0	=0	
=16266	=True	=467	=90	=0	=0	=91	=0	=1	=0	=0	=0	=5	
=16266	=True	=480	=90	=0	=0	=642	=0	=7	=7	=0	=0	=10	
=16266	=True	=481	=90	=0	=0	=92	=0	=1	=0	=0	=0	=9	
=16266	=True	=528	=90	=0	=0	=824	=0	=9	=9	=0	=0	=10	
=16266	=True	=594	=70	=0	=0	=142	=0	=2	=3	=0	=0	=8	
=16266	=True	=611	=75	=0	=0	=306	=0	=4	=7	=0	=0	=12	
=16266	=True	=682	=100	=0	=0	=815	=0	=8	=6	=0	=0	=11	
=16266	=True	=696	=100	=0	=0	=102	=0	=1	=0	=0	=0	=14	
=16266	=True	=736	=75	=0	=0	=77	=0	=1	=0	=0	=0	=7	
=16266	=True	=749	=75	=0	=0	=76	=0	=1	=0	=0	=0	=11	
=16266	=True	=757	=100	=0	=0	=712	=0	=7	=6	=0	=0	=11	
=16266	=True	=899	=75	=0	=0	=381	=0	=5	=7	=0	=0	=16	
=16266	=True	=954	=85	=0	=0	=86	=0	=1	=0	=0	=0	=7	
=16266	=True	=972	=100	=0	=0	=1018	=0	=10	=10	=0	=0	=10	
=16266	=True	=991	=85	=0	=0	=87	=0	=1	=0	=0	=0	=8	
=16266	=True	=1006	=75	=0	=0	=305	=0	=4	=5	=0	=0	=12	
=16266	=True	=1010	=75	=0	=0	=153	=0	=2	=0	=0	=0	=8	
=16266	=True	=1013	=75	=0	=0	=305	=0	=4	=6	=0	=0	=11	
=16267	=True	=247	=25	=0	=0	=971	=0	=39	=36	=0	=0	=102	
=16267	=True	=248	=25	=0	=0	=448	=0	=18	=24	=0	=0	=50	
=16267	=True	=249	=25	=0	=0	=1145	=0	=46	=48	=0	=0	=51	
=16267	=True	=253	=25	=0	=0	=399	=0	=16	=0	=0	=0	=39	
=16267	=True	=264	=25	=0	=0	=623	=0	=25	=24	=0	=0	=53	
=16267	=True	=269	=25	=0	=0	=373	=0	=15	=30	=0	=0	=53	
=16267	=True	=430	=25	=0	=0	=971	=0	=39	=42	=0	=0	=112	
=16268	=True	=247	=25	=0	=0	=127	=0	=4	=0	=0	=0	=53	
=16268	=True	=248	=25	=0	=0	=1612	=0	=51	=66	=0	=0	=80	
=16268	=True	=249	=25	=0	=0	=348	=0	=11	=18	=0	=0	=55	
