Id	MachineCoilHistoryId	CoilName	OldItemId	NewItemId	AddedQuantity	SpreadoutQuantity	SpoiledQuantity	RemovedQuantity	ObservedQuantity	CoilGroupingAdjustmentQuantity	SystemAdjustmentQuantity	InventoryAdjustmentQuantity	FutureInventoryAdjustmentQuantity	OfflineSaleId	InitialInventoryLevel	
=376492	=13477	=B6	=851	=851	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-9	=0	=0	[NULL]	=9	
=376493	=13477	=B8	=1006	=1006	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-9	=0	=0	[NULL]	=9	
=376494	=13477	=C0	=1017	=1017	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=376495	=13477	=C2	=958	=958	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-15	=0	=0	[NULL]	=15	
=376496	=13477	=C4	=812	=812	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=376497	=13477	=C6	=847	=847	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=376498	=13477	=C8	=843	=843	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=376499	=13477	=D0	=1241	=1241	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-15	=0	=0	[NULL]	=15	
=376500	=13477	=D1	=1277	=1277	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=376501	=13477	=D2	=799	=799	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-14	=0	=0	[NULL]	=14	
=376502	=13477	=D3	=807	=807	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-16	=0	=0	[NULL]	=16	
=376503	=13477	=D4	=815	=815	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-20	=0	=0	[NULL]	=20	
=376504	=13477	=D5	=1370	=1370	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-10	=0	=0	[NULL]	=10	
=376505	=13477	=D6	=1338	=1338	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=376506	=13477	=D7	=819	=819	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-12	=0	=0	[NULL]	=12	
=376507	=13477	=D8	=811	=811	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-12	=0	=0	[NULL]	=12	
=376508	=13477	=D9	=822	=822	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-7	=0	=0	[NULL]	=7	
=376509	=13477	=E0	=1158	=1158	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-17	=0	=0	[NULL]	=17	
=376510	=13477	=E2	=1268	=1268	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-3	=0	=0	[NULL]	=3	
=376511	=13477	=E3	=1367	=1367	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-8	=0	=0	[NULL]	=8	
=376512	=13477	=E4	=844	=844	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=376513	=13477	=E6	=827	=827	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-9	=0	=0	[NULL]	=9	
=376514	=13477	=E8	=860	=860	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=376515	=13477	=F0	=862	=862	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-9	=0	=0	[NULL]	=9	
=376516	=13477	=F2	=1076	=1076	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-5	=0	=0	[NULL]	=5	
=376517	=13477	=F4	=854	=854	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=376518	=13477	=F6	=1246	=1246	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-12	=0	=0	[NULL]	=12	
=376519	=13477	=F8	=842	=842	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-12	=0	=0	[NULL]	=12	
=376520	=13478	=A0	=1362	=1362	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=8	=0	=0	[NULL]	=0	
=376521	=13478	=A2	=869	=869	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=376522	=13478	=A4	=866	=866	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=376523	=13478	=A6	=868	=868	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=376524	=13478	=A8	=1328	=1328	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=9	=0	=0	[NULL]	=0	
=376525	=13478	=B0	=966	=966	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=376526	=13478	=B2	=957	=957	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=15	=0	=0	[NULL]	=0	
=376527	=13478	=B4	=845	=845	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=376528	=13478	=B6	=851	=851	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=9	=0	=0	[NULL]	=0	
=376529	=13478	=B8	=1006	=1006	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=9	=0	=0	[NULL]	=0	
=376530	=13478	=C0	=1017	=1017	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=376531	=13478	=C2	=958	=958	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=15	=0	=0	[NULL]	=0	
=376532	=13478	=C4	=812	=812	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=376533	=13478	=C6	=847	=847	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=376534	=13478	=C8	=843	=843	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=376535	=13478	=D0	=1241	=1241	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=15	=0	=0	[NULL]	=0	
=376536	=13478	=D1	=1277	=1277	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=376537	=13478	=D2	=799	=799	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=14	=0	=0	[NULL]	=0	
=376538	=13478	=D3	=807	=807	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=16	=0	=0	[NULL]	=0	
=376539	=13478	=D4	=815	=815	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=20	=0	=0	[NULL]	=0	
=376540	=13478	=D5	=1370	=1370	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=10	=0	=0	[NULL]	=0	
=376541	=13478	=D6	=1338	=1338	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=376542	=13478	=D7	=819	=819	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=12	=0	=0	[NULL]	=0	
=376543	=13478	=D8	=811	=811	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=12	=0	=0	[NULL]	=0	
=376544	=13478	=D9	=822	=822	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=376545	=13478	=E0	=1158	=1158	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=17	=0	=0	[NULL]	=0	
=376546	=13478	=E2	=1268	=1268	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=3	=0	=0	[NULL]	=0	
=376547	=13478	=E3	=1367	=1367	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=8	=0	=0	[NULL]	=0	
=376548	=13478	=E4	=844	=844	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=376549	=13478	=E6	=827	=827	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=9	=0	=0	[NULL]	=0	
=376550	=13478	=E8	=860	=860	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=376551	=13478	=F0	=862	=862	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=9	=0	=0	[NULL]	=0	
=376552	=13478	=F2	=1076	=1076	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=5	=0	=0	[NULL]	=0	
=376553	=13478	=F4	=854	=854	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=376554	=13478	=F6	=1246	=1246	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=12	=0	=0	[NULL]	=0	
=376555	=13478	=F8	=842	=842	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=12	=0	=0	[NULL]	=0	
=376588	=13482	=A0	=868	=868	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=376589	=13482	=A2	=869	=869	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=6	
=376590	=13482	=A4	=966	=966	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376591	=13482	=A6	=814	=814	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=376592	=13482	=A8	=1186	=1186	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=6	
=376593	=13482	=B0	=1009	=1009	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376594	=13482	=B2	=964	=964	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=376595	=13482	=B4	=851	=851	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=15	
=376596	=13482	=B6	=957	=957	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=376597	=13482	=B8	=845	=845	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376598	=13482	=C0	=1352	=1352	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=376599	=13482	=C1	=796	=796	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376600	=13482	=C2	=831	=831	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=17	
=376601	=13482	=C3	=799	=799	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=376602	=13482	=C4	=811	=811	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=16	
=376603	=13482	=C5	=828	=828	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=12	
=376604	=13482	=C6	=837	=837	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=5	
=376605	=13482	=C7	=1268	=1268	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=5	
=376606	=13482	=C8	=822	=822	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376607	=13482	=C9	=1351	=1351	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=376608	=13482	=D0	=1213	=1213	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=376609	=13482	=D2	=1017	=1017	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376610	=13482	=D4	=825	=825	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376611	=13482	=D6	=844	=844	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=376612	=13482	=D8	=829	=829	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=376613	=13482	=E0	=1010	=1010	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=6	
=376614	=13482	=E2	=854	=854	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376615	=13482	=E4	=1158	=1158	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376616	=13482	=E6	=1083	=1083	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376617	=13482	=E8	=857	=857	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=376618	=13482	=F0	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=376619	=13482	=F1	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=15	
=376620	=13482	=F2	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=376621	=13482	=F3	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=19	
=376622	=13482	=F4	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=16	
=376623	=13482	=F5	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=18	
=376624	=13482	=F6	=1289	=1289	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=18	
=376625	=13482	=F7	=1290	=1290	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=-18	=0	[NULL]	=18	
=376626	=13482	=F8	=1290	=1290	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=-18	=0	[NULL]	=18	
=376627	=13482	=F9	=1290	=1290	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=-13	=0	[NULL]	=13	
=377110	=13499	=D1	=2	=2	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-4	=0	=0	[NULL]	=4	
=377111	=13499	=D4	=2	=2	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-4	=0	=0	[NULL]	=4	
=377112	=13499	=D6	=2	=2	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-2	=0	=0	[NULL]	=2	
=377113	=13500	=A0	=1362	=1362	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-8	=0	=0	[NULL]	=8	
=377114	=13500	=A2	=869	=869	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-7	=0	=0	[NULL]	=7	
=377115	=13500	=A4	=866	=866	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-5	=0	=0	[NULL]	=5	
=377116	=13500	=A6	=868	=868	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-7	=0	=0	[NULL]	=7	
=377117	=13500	=A8	=1328	=1328	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-8	=0	=0	[NULL]	=8	
=377118	=13500	=B0	=966	=966	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-7	=0	=0	[NULL]	=7	
=377119	=13500	=B2	=957	=957	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-10	=0	=0	[NULL]	=10	
=377120	=13500	=B4	=845	=845	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=377121	=13500	=B6	=851	=851	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-9	=0	=0	[NULL]	=9	
=377122	=13500	=B8	=1006	=1006	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-8	=0	=0	[NULL]	=8	
=377123	=13500	=C0	=1017	=1017	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=377124	=13500	=C2	=958	=958	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-15	=0	=0	[NULL]	=15	
=377125	=13500	=C4	=812	=812	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=377126	=13500	=C6	=847	=847	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=377127	=13500	=C8	=843	=843	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=377128	=13500	=D0	=1241	=1241	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-14	=0	=0	[NULL]	=14	
=377129	=13500	=D1	=1277	=1277	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=377130	=13500	=D2	=799	=799	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-14	=0	=0	[NULL]	=14	
=377131	=13500	=D3	=807	=807	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-16	=0	=0	[NULL]	=16	
=377132	=13500	=D4	=815	=815	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-18	=0	=0	[NULL]	=18	
=377133	=13500	=D5	=1370	=1370	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-10	=0	=0	[NULL]	=10	
=377134	=13500	=D6	=1338	=1338	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=377135	=13500	=D7	=819	=819	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=377136	=13500	=D8	=811	=811	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-12	=0	=0	[NULL]	=12	
=377137	=13500	=D9	=822	=822	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-7	=0	=0	[NULL]	=7	
=377138	=13500	=E0	=1158	=1158	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-16	=0	=0	[NULL]	=16	
=377139	=13500	=E2	=1268	=1268	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-3	=0	=0	[NULL]	=3	
=377140	=13500	=E3	=1367	=1367	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-7	=0	=0	[NULL]	=7	
=377141	=13500	=E4	=844	=844	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=377142	=13500	=E6	=827	=827	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-9	=0	=0	[NULL]	=9	
=377143	=13500	=E8	=860	=860	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-11	=0	=0	[NULL]	=11	
=377144	=13500	=F0	=862	=862	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-9	=0	=0	[NULL]	=9	
=377145	=13500	=F2	=1076	=1076	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-5	=0	=0	[NULL]	=5	
=377146	=13500	=F4	=854	=854	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-13	=0	=0	[NULL]	=13	
=377147	=13500	=F6	=1246	=1246	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-12	=0	=0	[NULL]	=12	
=377148	=13500	=F8	=842	=842	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=-12	=0	=0	[NULL]	=12	
=377149	=13501	=A0	=1362	=1362	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=8	=0	=0	[NULL]	=0	
=377150	=13501	=A2	=869	=869	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=377151	=13501	=A4	=866	=866	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=5	=0	=0	[NULL]	=0	
=377152	=13501	=A6	=868	=868	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=377153	=13501	=A8	=1328	=1328	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=8	=0	=0	[NULL]	=0	
=377154	=13501	=B0	=966	=966	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=377155	=13501	=B2	=957	=957	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=10	=0	=0	[NULL]	=0	
=377156	=13501	=B4	=845	=845	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=377157	=13501	=B6	=851	=851	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=9	=0	=0	[NULL]	=0	
=377158	=13501	=B8	=1006	=1006	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=8	=0	=0	[NULL]	=0	
=377159	=13501	=C0	=1017	=1017	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=377160	=13501	=C2	=958	=958	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=15	=0	=0	[NULL]	=0	
=377161	=13501	=C4	=812	=812	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=377162	=13501	=C6	=847	=847	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=377163	=13501	=C8	=843	=843	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=377164	=13501	=D0	=1241	=1241	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=14	=0	=0	[NULL]	=0	
=377165	=13501	=D1	=1277	=1277	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=377166	=13501	=D2	=799	=799	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=14	=0	=0	[NULL]	=0	
=377167	=13501	=D3	=807	=807	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=16	=0	=0	[NULL]	=0	
=377168	=13501	=D4	=815	=815	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=18	=0	=0	[NULL]	=0	
=377169	=13501	=D5	=1370	=1370	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=10	=0	=0	[NULL]	=0	
=377170	=13501	=D6	=1338	=1338	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=377171	=13501	=D7	=819	=819	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=377172	=13501	=D8	=811	=811	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=12	=0	=0	[NULL]	=0	
=377173	=13501	=D9	=822	=822	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=377174	=13501	=E2	=1268	=1268	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=3	=0	=0	[NULL]	=0	
=377175	=13501	=E3	=1367	=1367	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=7	=0	=0	[NULL]	=0	
=377176	=13501	=E4	=844	=844	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=377177	=13501	=E6	=827	=827	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=9	=0	=0	[NULL]	=0	
=377178	=13501	=E8	=860	=860	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=11	=0	=0	[NULL]	=0	
=377179	=13501	=F0	=862	=862	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=9	=0	=0	[NULL]	=0	
=377180	=13501	=F2	=1076	=1076	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=5	=0	=0	[NULL]	=0	
=377181	=13501	=F4	=854	=854	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=13	=0	=0	[NULL]	=0	
=377182	=13501	=F6	=1246	=1246	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=12	=0	=0	[NULL]	=0	
=377183	=13501	=F8	=842	=842	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=12	=0	=0	[NULL]	=0	
=377810	=13519	=A0	=1009	=1009	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=377811	=13519	=A2	=868	=868	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=377812	=13519	=A4	=1362	=1362	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=7	
=377813	=13519	=A6	=869	=869	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=377814	=13519	=B0	=957	=957	[NULL]	[NULL]	[NULL]	[NULL]	=4	=0	=0	=-4	=0	[NULL]	=8	
=377815	=13519	=B2	=829	=829	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=377816	=13519	=B4	=825	=825	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=377817	=13519	=B6	=851	=851	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=10	
=377818	=13519	=C0	=843	=843	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=377819	=13519	=C2	=1158	=1158	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=13	
=377820	=13519	=C4	=827	=827	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=377821	=13519	=C6	=844	=844	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=11	
=377822	=13519	=D0	=822	=822	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
=377823	=13519	=D1	=815	=815	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=8	
=377824	=13519	=D2	=1338	=1338	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=5	
=377825	=13519	=D3	=1365	=1365	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	=0	=0	[NULL]	=9	
