Id	ItemId	Name	ItemsCount	IsDefaultForReceive	IsDefaultForTransfer	IsDefaultForDelivery	Enabled	
=568	=793	=each	=1	=False	=False	=False	=True	
=569	=934	=each	=1	=False	=False	=False	=True	
=570	=794	=each	=1	=False	=False	=False	=True	
=571	=935	=each	=1	=False	=False	=False	=True	
=572	=795	=each	=1	=False	=False	=False	=True	
=573	=796	=each	=1	=False	=False	=False	=True	
=574	=900	=each	=1	=False	=False	=False	=True	
=575	=916	=each	=1	=False	=False	=False	=True	
=576	=797	=each	=1	=False	=False	=False	=True	
=577	=798	=each	=1	=False	=False	=False	=True	
=578	=907	=each	=1	=False	=False	=False	=True	
=579	=849	=each	=1	=False	=False	=False	=True	
=580	=884	=each	=1	=False	=False	=False	=True	
=581	=886	=each	=1	=False	=False	=False	=True	
=582	=931	=each	=1	=False	=False	=False	=True	
=583	=901	=each	=1	=False	=False	=False	=True	
=584	=951	=each	=1	=False	=False	=False	=True	
=585	=850	=each	=1	=False	=False	=False	=True	
=586	=908	=each	=1	=False	=False	=False	=True	
=587	=799	=each	=1	=False	=False	=False	=True	
=588	=800	=each	=1	=False	=False	=False	=True	
=589	=801	=each	=1	=False	=False	=False	=True	
=590	=909	=each	=1	=False	=False	=False	=True	
=591	=977	=each	=1	=False	=False	=False	=True	
=592	=894	=each	=1	=False	=False	=False	=True	
=593	=851	=each	=1	=False	=False	=False	=True	
=594	=889	=each	=1	=False	=False	=False	=True	
=595	=802	=each	=1	=False	=False	=False	=True	
=596	=936	=each	=1	=False	=False	=False	=True	
=597	=929	=each	=1	=False	=False	=False	=True	
=598	=933	=each	=1	=False	=False	=False	=True	
=599	=895	=each	=1	=False	=False	=False	=True	
=600	=920	=each	=1	=False	=False	=False	=True	
=601	=967	=each	=1	=False	=False	=False	=True	
=602	=873	=each	=1	=False	=False	=False	=True	
=603	=910	=each	=1	=False	=False	=False	=True	
=604	=952	=each	=1	=False	=False	=False	=True	
=605	=883	=each	=1	=False	=False	=False	=True	
=606	=921	=each	=1	=False	=False	=False	=True	
=607	=937	=each	=1	=False	=False	=False	=True	
=608	=890	=each	=1	=False	=False	=False	=True	
=609	=885	=each	=1	=False	=False	=False	=True	
=610	=902	=each	=1	=False	=False	=False	=True	
=611	=903	=each	=1	=False	=False	=False	=True	
=612	=932	=each	=1	=False	=False	=False	=True	
=613	=874	=each	=1	=False	=False	=False	=True	
=614	=875	=each	=1	=False	=False	=False	=True	
=615	=938	=each	=1	=False	=False	=False	=True	
=616	=896	=each	=1	=False	=False	=False	=True	
=617	=803	=each	=1	=False	=False	=False	=True	
=618	=804	=each	=1	=False	=False	=False	=True	
=619	=852	=each	=1	=False	=False	=False	=True	
=620	=853	=each	=1	=False	=False	=False	=True	
=621	=805	=each	=1	=False	=False	=False	=True	
=622	=939	=each	=1	=False	=False	=False	=True	
=623	=806	=each	=1	=False	=False	=False	=True	
=624	=807	=each	=1	=False	=False	=False	=True	
=625	=808	=each	=1	=False	=False	=False	=True	
=626	=809	=each	=1	=False	=False	=False	=True	
=627	=897	=each	=1	=False	=False	=False	=True	
=628	=810	=each	=1	=False	=False	=False	=True	
=629	=811	=each	=1	=False	=False	=False	=True	
=630	=881	=each	=1	=False	=False	=False	=True	
=631	=812	=each	=1	=False	=False	=False	=True	
=632	=813	=each	=1	=False	=False	=False	=True	
=633	=814	=each	=1	=False	=False	=False	=True	
=634	=917	=each	=1	=False	=False	=False	=True	
=635	=815	=each	=1	=False	=False	=False	=True	
=636	=816	=each	=1	=False	=False	=False	=True	
=637	=898	=each	=1	=False	=False	=False	=True	
=638	=817	=each	=1	=False	=False	=False	=True	
=639	=818	=each	=1	=False	=False	=False	=True	
=640	=819	=each	=1	=False	=False	=False	=True	
=641	=843	=each	=1	=False	=False	=False	=True	
=642	=857	=each	=1	=False	=False	=False	=True	
=643	=858	=each	=1	=False	=False	=False	=True	
=644	=859	=each	=1	=False	=False	=False	=True	
=645	=860	=each	=1	=False	=False	=False	=True	
=646	=861	=each	=1	=False	=False	=False	=True	
=647	=887	=each	=1	=False	=False	=False	=True	
=648	=888	=each	=1	=False	=False	=False	=True	
=649	=844	=each	=1	=False	=False	=False	=True	
=650	=845	=each	=1	=False	=False	=False	=True	
=651	=846	=each	=1	=False	=False	=False	=True	
=652	=847	=each	=1	=False	=False	=False	=True	
=653	=963	=each	=1	=False	=False	=False	=True	
=654	=964	=each	=1	=False	=False	=False	=True	
=655	=965	=each	=1	=False	=False	=False	=True	
=656	=966	=each	=1	=False	=False	=False	=True	
=657	=820	=each	=1	=False	=False	=False	=True	
=658	=821	=each	=1	=False	=False	=False	=True	
=659	=822	=each	=1	=False	=False	=False	=True	
=660	=823	=each	=1	=False	=False	=False	=True	
=661	=824	=each	=1	=False	=False	=False	=True	
=662	=825	=each	=1	=False	=False	=False	=True	
=663	=826	=each	=1	=False	=False	=False	=True	
=664	=827	=each	=1	=False	=False	=False	=True	
=665	=854	=each	=1	=False	=False	=False	=True	
=666	=855	=each	=1	=False	=False	=False	=True	
=667	=862	=each	=1	=False	=False	=False	=True	
=668	=906	=each	=1	=False	=False	=False	=True	
=669	=957	=each	=1	=False	=False	=False	=True	
=670	=958	=each	=1	=False	=False	=False	=True	
=671	=959	=each	=1	=False	=False	=False	=True	
=672	=960	=each	=1	=False	=False	=False	=True	
=673	=961	=each	=1	=False	=False	=False	=True	
=674	=962	=each	=1	=False	=False	=False	=True	
=675	=978	=each	=1	=False	=False	=False	=True	
=676	=979	=each	=1	=False	=False	=False	=True	
=677	=848	=each	=1	=False	=False	=False	=True	
=678	=828	=each	=1	=False	=False	=False	=True	
=679	=829	=each	=1	=False	=False	=False	=True	
=680	=830	=each	=1	=False	=False	=False	=True	
=681	=831	=each	=1	=False	=False	=False	=True	
=682	=832	=each	=1	=False	=False	=False	=True	
=683	=833	=each	=1	=False	=False	=False	=True	
=684	=834	=each	=1	=False	=False	=False	=True	
=685	=835	=each	=1	=False	=False	=False	=True	
=686	=836	=each	=1	=False	=False	=False	=True	
=687	=866	=each	=1	=False	=False	=False	=True	
=688	=867	=each	=1	=False	=False	=False	=True	
=689	=868	=each	=1	=False	=False	=False	=True	
=690	=869	=each	=1	=False	=False	=False	=True	
=691	=912	=each	=1	=False	=False	=False	=True	
=692	=913	=each	=1	=False	=False	=False	=True	
=693	=943	=each	=1	=False	=False	=False	=True	
=694	=922	=each	=1	=False	=False	=False	=True	
=695	=923	=each	=1	=False	=False	=False	=True	
=696	=924	=each	=1	=False	=False	=False	=True	
=697	=925	=each	=1	=False	=False	=False	=True	
=698	=926	=each	=1	=False	=False	=False	=True	
=699	=927	=each	=1	=False	=False	=False	=True	
=700	=870	=each	=1	=False	=False	=False	=True	
=701	=918	=each	=1	=False	=False	=False	=True	
=702	=969	=each	=1	=False	=False	=False	=True	
=703	=970	=each	=1	=False	=False	=False	=True	
=704	=976	=each	=1	=False	=False	=False	=True	
=705	=785	=each	=1	=False	=False	=False	=True	
=706	=788	=each	=1	=False	=False	=False	=True	
=707	=840	=each	=1	=False	=False	=False	=True	
=708	=871	=each	=1	=False	=False	=False	=True	
=709	=872	=each	=1	=False	=False	=False	=True	
=710	=904	=each	=1	=False	=False	=False	=True	
=711	=911	=each	=1	=False	=False	=False	=True	
=712	=769	=each	=1	=False	=False	=False	=True	
=713	=770	=each	=1	=False	=False	=False	=True	
=714	=891	=each	=1	=False	=False	=False	=True	
=715	=971	=each	=1	=False	=False	=False	=True	
=716	=980	=each	=1	=False	=False	=False	=True	
=717	=968	=each	=1	=False	=False	=False	=True	
=718	=863	=each	=1	=False	=False	=False	=True	
=719	=864	=each	=1	=False	=False	=False	=True	
=720	=865	=each	=1	=False	=False	=False	=True	
=721	=892	=each	=1	=False	=False	=False	=True	
=722	=893	=each	=1	=False	=False	=False	=True	
=723	=905	=each	=1	=False	=False	=False	=True	
=724	=919	=each	=1	=False	=False	=False	=True	
=725	=972	=each	=1	=False	=False	=False	=True	
=726	=973	=each	=1	=False	=False	=False	=True	
=727	=974	=each	=1	=False	=False	=False	=True	
=728	=789	=each	=1	=False	=False	=False	=True	
=729	=787	=each	=1	=False	=False	=False	=True	
=730	=899	=each	=1	=False	=False	=False	=True	
=731	=930	=each	=1	=False	=False	=False	=True	
=732	=953	=each	=1	=False	=False	=False	=True	
=733	=954	=each	=1	=False	=False	=False	=True	
=734	=780	=each	=1	=False	=False	=False	=True	
=735	=781	=each	=1	=False	=False	=False	=True	
=736	=782	=each	=1	=False	=False	=False	=True	
=737	=837	=each	=1	=False	=False	=False	=True	
=738	=838	=each	=1	=False	=False	=False	=True	
=739	=839	=each	=1	=False	=False	=False	=True	
=740	=928	=each	=1	=False	=False	=False	=True	
=741	=771	=each	=1	=False	=False	=False	=True	
=742	=772	=each	=1	=False	=False	=False	=True	
=743	=773	=each	=1	=False	=False	=False	=True	
=744	=774	=each	=1	=False	=False	=False	=True	
=745	=775	=each	=1	=False	=False	=False	=True	
=746	=776	=each	=1	=False	=False	=False	=True	
=747	=777	=each	=1	=False	=False	=False	=True	
=748	=778	=each	=1	=False	=False	=False	=True	
=749	=779	=each	=1	=False	=False	=False	=True	
=750	=783	=each	=1	=False	=False	=False	=True	
=751	=784	=each	=1	=False	=False	=False	=True	
=834	=824	=box	=20	=True	=True	=False	=True	
=835	=822	=box	=12	=True	=True	=False	=True	
=836	=443	=case	=24	=True	=True	=False	=True	
=837	=449	=box	=12	=True	=True	=False	=True	
=838	=420	=box	=24	=True	=True	=False	=True	
=839	=640	=box	=60	=True	=True	=False	=True	
=840	=338	=box	=60	=True	=True	=False	=True	
=841	=426	=box	=30	=True	=True	=False	=True	
=842	=820	=box	=48	=True	=True	=False	=True	
=843	=414	=box	=48	=False	=True	=False	=True	
=844	=363	=box	=10	=True	=True	=False	=True	
=845	=854	=box	=8	=True	=True	=False	=True	
=846	=914	=box	=8	=True	=True	=False	=True	
=847	=789	=box	=6	=True	=True	=False	=True	
=848	=430	=case	=24	=True	=True	=False	=True	
=849	=310	=box	=36	=True	=True	=False	=True	
=850	=842	=case	=24	=True	=True	=False	=True	
=851	=411	=box	=24	=False	=True	=False	=True	
=852	=325	=box	=48	=True	=True	=False	=True	
=853	=296	=box	=36	=True	=True	=False	=True	
=854	=303	=box	=24	=True	=True	=False	=True	
=855	=712	=box	=50	=True	=True	=False	=True	
=856	=409	=box	=48	=True	=True	=False	=True	
=857	=915	=box	=24	=True	=True	=False	=True	
=858	=358	=box	=36	=True	=True	=False	=True	
=859	=353	=box	=36	=True	=True	=False	=True	
=860	=729	=box	=18	=True	=True	=False	=True	
=861	=695	=box	=24	=True	=True	=False	=True	
=862	=367	=box	=12	=True	=True	=False	=True	
=863	=730	=box	=25	=True	=True	=False	=True	
=864	=421	=box	=24	=True	=True	=False	=True	
=865	=925	=box	=8	=True	=True	=False	=True	
=866	=389	=box	=48	=True	=True	=False	=True	
=867	=701	=box	=12	=True	=True	=False	=True	
=868	=974	=box	=48	=True	=True	=False	=True	
=869	=871	=box	=12	=True	=True	=False	=True	
=870	=872	=box	=12	=True	=True	=False	=True	
=871	=330	=box	=72	=True	=True	=False	=True	
=872	=876	=box	=13	=True	=True	=False	=True	
=873	=979	=box	=8	=True	=True	=False	=True	
=874	=830	=box	=24	=True	=True	=False	=True	
=875	=829	=box	=24	=True	=True	=False	=True	
=876	=615	=box	=12	=True	=True	=False	=True	
=877	=762	=case	=24	=True	=True	=False	=True	
=878	=275	=case	=24	=True	=True	=False	=True	
=879	=305	=case	=24	=True	=True	=False	=True	
=880	=677	=case	=24	=True	=True	=False	=True	
=881	=348	=case	=24	=True	=True	=False	=True	
=882	=452	=case	=24	=True	=True	=False	=True	
=883	=393	=box	=12	=True	=True	=False	=True	
=884	=710	=box	=24	=True	=True	=False	=True	
=885	=694	=box	=72	=True	=True	=False	=True	
=886	=972	=box	=48	=True	=True	=False	=True	
=887	=398	=box	=12	=True	=True	=False	=True	
=888	=359	=box	=30	=True	=True	=False	=True	
=889	=867	=box	=12	=True	=True	=False	=True	
=890	=523	=box	=18	=True	=True	=False	=True	
=891	=507	=box	=16	=True	=True	=False	=True	
=892	=626	=case	=24	=True	=True	=False	=True	
=893	=692	=case	=24	=True	=True	=False	=True	
=894	=407	=box	=28	=True	=True	=False	=True	
=895	=733	=box	=6	=True	=True	=False	=True	
=896	=350	=box	=36	=True	=True	=False	=True	
=897	=417	=box	=24	=True	=True	=False	=True	
=898	=943	=box	=18	=True	=True	=False	=True	
=899	=856	=box	=24	=True	=True	=False	=True	
=900	=593	=case	=24	=True	=True	=False	=True	
=901	=341	=box	=32	=True	=True	=False	=True	
=902	=696	=box	=24	=True	=True	=False	=True	
=903	=357	=box	=36	=True	=True	=False	=True	
=904	=725	=case	=24	=True	=True	=False	=True	
=905	=827	=box	=12	=True	=True	=False	=True	
=906	=439	=case	=24	=True	=True	=False	=True	
=907	=821	=box	=24	=True	=True	=False	=True	
=908	=788	=box	=12	=True	=True	=False	=True	
=909	=746	=box	=36	=True	=True	=False	=True	
=910	=566	=box	=12	=True	=True	=False	=True	
=911	=260	=box	=36	=True	=True	=False	=True	
=912	=597	=case	=24	=True	=True	=False	=True	
=913	=448	=case	=28	=True	=True	=False	=True	
=914	=263	=box	=12	=True	=True	=False	=True	
=915	=826	=box	=12	=True	=True	=False	=True	
=916	=454	=case	=24	=True	=True	=False	=True	
=917	=750	=box	=60	=True	=True	=False	=True	
=918	=474	=box	=12	=True	=True	=False	=True	
=919	=280	=box	=36	=True	=True	=False	=True	
=920	=299	=box	=36	=True	=True	=False	=True	
=921	=603	=box	=36	=True	=True	=False	=True	
=922	=278	=box	=36	=True	=True	=False	=True	
=923	=297	=box	=36	=True	=True	=False	=True	
=924	=284	=box	=36	=True	=True	=False	=True	
=925	=592	=box	=36	=True	=True	=False	=True	
=926	=379	=box	=24	=True	=True	=False	=True	
=927	=378	=box	=24	=True	=True	=False	=True	
=928	=301	=box	=36	=True	=True	=False	=True	
=929	=291	=box	=48	=True	=True	=False	=True	
=930	=282	=box	=48	=True	=True	=False	=True	
=931	=287	=box	=36	=True	=True	=False	=True	
=932	=292	=box	=36	=True	=True	=False	=True	
=933	=293	=box	=36	=True	=True	=False	=True	
=934	=285	=box	=36	=True	=True	=False	=True	
=935	=295	=box	=24	=True	=True	=False	=True	
=936	=289	=box	=36	=True	=True	=False	=True	
=937	=557	=box	=48	=True	=True	=False	=True	
=938	=923	=box	=6	=True	=True	=False	=True	
=939	=250	=case	=24	=True	=True	=False	=True	
=940	=252	=case	=24	=True	=True	=False	=True	
=941	=258	=case	=24	=True	=True	=False	=True	
=942	=768	=case	=24	=True	=True	=False	=True	
=943	=574	=case	=24	=True	=True	=False	=True	
=944	=256	=case	=24	=True	=True	=False	=True	
=945	=251	=case	=24	=True	=True	=False	=True	
=946	=249	=case	=24	=True	=True	=False	=True	
=947	=253	=case	=24	=True	=True	=False	=True	
=948	=271	=case	=24	=True	=True	=False	=True	
=949	=446	=case	=24	=True	=True	=False	=True	
=950	=447	=case	=24	=True	=True	=False	=True	
=951	=262	=case	=24	=True	=True	=False	=True	
=952	=759	=box	=12	=True	=True	=False	=True	
=953	=764	=box	=12	=True	=True	=False	=True	
=954	=758	=box	=12	=True	=True	=False	=True	
=955	=728	=box	=18	=True	=True	=False	=True	
=956	=627	=box	=36	=True	=True	=False	=True	
=957	=732	=box	=24	=True	=True	=False	=True	
=958	=761	=box	=24	=True	=True	=False	=True	
=959	=911	=box	=24	=True	=True	=False	=True	
=960	=386	=box	=12	=True	=True	=False	=True	
=961	=401	=box	=80	=True	=True	=False	=True	
=962	=388	=box	=12	=True	=True	=False	=True	
=963	=547	=box	=64	=True	=True	=False	=True	
=964	=968	=box	=4	=True	=True	=False	=True	
=965	=754	=case	=24	=True	=True	=False	=True	
=966	=623	=case	=24	=True	=True	=False	=True	
=967	=537	=box	=64	=True	=True	=False	=True	
=968	=254	=case	=24	=True	=True	=False	=True	
=969	=646	=box	=36	=True	=True	=False	=True	
=970	=679	=box	=48	=True	=True	=False	=True	
=971	=382	=box	=12	=False	=True	=False	=True	
=972	=333	=box	=104	=True	=True	=False	=True	
=973	=769	=box	=64	=True	=True	=False	=True	
=974	=286	=box	=48	=True	=True	=False	=True	
=975	=862	=box	=48	=True	=True	=False	=True	
=976	=584	=box	=17	=True	=True	=False	=True	
=977	=790	=box	=12	=True	=True	=False	=True	
=978	=745	=box	=42	=True	=True	=False	=True	
=979	=283	=box	=24	=True	=True	=False	=True	
=980	=727	=box	=18	=True	=True	=False	=True	
=981	=298	=box	=24	=True	=True	=False	=True	
=982	=259	=case	=24	=True	=True	=False	=True	
=983	=634	=box	=12	=True	=True	=False	=True	
=984	=633	=box	=12	=True	=True	=False	=True	
=985	=760	=box	=12	=True	=True	=False	=True	
=986	=630	=box	=12	=True	=True	=False	=True	
=987	=631	=box	=12	=True	=True	=False	=True	
=988	=736	=box	=20	=True	=True	=False	=True	
=989	=868	=box	=2	=True	=True	=False	=True	
=990	=869	=box	=2	=True	=True	=False	=True	
=991	=643	=box	=72	=True	=True	=False	=True	
=992	=461	=box	=60	=True	=True	=False	=True	
=993	=686	=box	=60	=True	=True	=False	=True	
=994	=558	=box	=36	=True	=True	=False	=True	
=995	=329	=box	=36	=True	=True	=False	=True	
=996	=337	=box	=30	=True	=True	=False	=True	
=997	=427	=box	=20	=True	=True	=False	=True	
=998	=671	=box	=36	=True	=True	=False	=True	
=999	=756	=box	=60	=True	=True	=False	=True	
=1000	=742	=box	=96	=True	=True	=False	=True	
=1001	=618	=box	=28	=True	=True	=False	=True	
=1002	=423	=box	=30	=True	=True	=False	=True	
=1003	=428	=box	=24	=True	=True	=False	=True	
=1004	=740	=box	=96	=True	=True	=False	=True	
=1005	=425	=box	=30	=True	=True	=False	=True	
=1006	=741	=box	=72	=True	=True	=False	=True	
=1007	=456	=box	=60	=True	=True	=False	=True	
=1008	=787	=box	=72	=True	=True	=False	=True	
=1009	=354	=box	=30	=True	=True	=False	=True	
=1010	=622	=box	=120	=True	=True	=False	=True	
=1011	=460	=box	=60	=True	=True	=False	=True	
=1012	=355	=box	=60	=True	=True	=False	=True	
=1013	=410	=box	=100	=True	=True	=False	=True	
=1014	=408	=box	=30	=True	=True	=False	=True	
=1015	=589	=box	=20	=True	=True	=False	=True	
=1016	=375	=box	=20	=True	=True	=False	=True	
=1017	=376	=box	=20	=True	=True	=False	=True	
=1018	=381	=box	=20	=True	=True	=False	=True	
=1019	=380	=box	=20	=True	=True	=False	=True	
=1020	=377	=box	=20	=True	=True	=False	=True	
=1021	=590	=box	=20	=True	=True	=False	=True	
=1022	=697	=box	=60	=True	=True	=False	=True	
=1023	=499	=box	=60	=True	=True	=False	=True	
=1024	=724	=box	=12	=True	=True	=False	=True	
=1025	=731	=box	=12	=True	=True	=False	=True	
=1026	=304	=box	=24	=True	=True	=False	=True	
=1027	=561	=box	=64	=True	=True	=False	=True	
=1028	=747	=box	=64	=True	=True	=False	=True	
=1029	=459	=box	=104	=True	=True	=False	=True	
=1030	=544	=box	=64	=True	=True	=False	=True	
=1031	=504	=box	=64	=True	=True	=False	=True	
=1032	=316	=box	=50	=True	=True	=False	=True	
=1033	=321	=box	=104	=True	=True	=False	=True	
=1034	=628	=box	=64	=True	=True	=False	=True	
=1035	=346	=box	=64	=True	=True	=False	=True	
=1036	=683	=box	=104	=True	=True	=False	=True	
=1037	=629	=box	=64	=True	=True	=False	=True	
=1038	=642	=box	=104	=True	=True	=False	=True	
=1039	=699	=box	=64	=True	=True	=False	=True	
=1040	=723	=box	=36	=True	=True	=False	=True	
=1041	=685	=box	=64	=True	=True	=False	=True	
=1042	=641	=box	=64	=True	=True	=False	=True	
=1043	=610	=box	=104	=True	=True	=False	=True	
=1044	=684	=box	=64	=True	=True	=False	=True	
=1045	=698	=box	=64	=True	=True	=False	=True	
=1046	=347	=box	=64	=True	=True	=False	=True	
=1047	=620	=box	=104	=True	=True	=False	=True	
=1048	=312	=box	=50	=True	=True	=False	=True	
=1049	=313	=box	=50	=False	=True	=False	=True	
=1050	=308	=box	=50	=True	=True	=False	=True	
=1051	=309	=box	=50	=True	=True	=False	=True	
=1052	=619	=box	=88	=True	=True	=False	=True	
=1053	=669	=box	=72	=True	=True	=False	=True	
=1054	=569	=box	=64	=True	=True	=False	=True	
=1055	=328	=box	=50	=True	=True	=False	=True	
=1056	=320	=box	=50	=True	=True	=False	=True	
=1057	=326	=box	=50	=True	=True	=False	=True	
=1058	=311	=box	=50	=True	=True	=False	=True	
=1059	=467	=box	=64	=True	=True	=False	=True	
=1060	=527	=box	=64	=True	=True	=False	=True	
=1061	=600	=box	=64	=True	=True	=False	=True	
=1062	=498	=box	=64	=True	=True	=False	=True	
=1063	=528	=box	=64	=True	=True	=False	=True	
=1064	=601	=box	=64	=True	=True	=False	=True	
=1065	=342	=box	=64	=True	=True	=False	=True	
=1066	=637	=box	=64	=True	=True	=False	=True	
=1067	=340	=box	=50	=True	=True	=False	=True	
=1068	=543	=box	=64	=True	=True	=False	=True	
=1069	=891	=box	=64	=True	=True	=False	=True	
=1070	=678	=box	=64	=True	=True	=False	=True	
=1071	=480	=box	=64	=True	=True	=False	=True	
=1072	=343	=box	=64	=True	=True	=False	=True	
=1073	=517	=box	=64	=True	=True	=False	=True	
=1074	=336	=box	=104	=True	=True	=False	=True	
=1075	=611	=box	=96	=True	=True	=False	=True	
=1076	=687	=box	=24	=True	=True	=False	=True	
=1077	=351	=box	=60	=True	=True	=False	=True	
=1078	=519	=box	=64	=True	=True	=False	=True	
=1079	=529	=box	=64	=True	=True	=False	=True	
=1080	=644	=box	=72	=True	=True	=False	=True	
=1081	=319	=box	=104	=True	=True	=False	=True	
=1082	=327	=box	=104	=True	=True	=False	=True	
=1083	=455	=box	=104	=True	=True	=False	=True	
=1084	=481	=box	=64	=True	=True	=False	=True	
=1085	=693	=box	=52	=True	=True	=False	=True	
=1086	=387	=box	=24	=True	=True	=False	=True	
=1087	=437	=box	=60	=True	=True	=False	=True	
=1088	=621	=box	=72	=True	=True	=False	=True	
=1089	=349	=box	=60	=True	=True	=False	=True	
=1090	=361	=box	=60	=True	=True	=False	=True	
=1091	=435	=box	=24	=True	=True	=False	=True	
=1092	=362	=box	=24	=True	=True	=False	=True	
=1093	=609	=case	=24	=True	=True	=False	=True	
=1094	=785	=box	=24	=True	=True	=False	=True	
=1095	=371	=box	=12	=True	=True	=False	=True	
=1096	=372	=box	=6	=True	=True	=False	=True	
=1097	=368	=box	=12	=True	=True	=False	=True	
=1098	=374	=box	=6	=True	=True	=False	=True	
=1099	=373	=box	=6	=True	=True	=False	=True	
=1100	=639	=box	=60	=True	=True	=False	=True	
=1101	=385	=box	=18	=True	=True	=False	=True	
=1102	=926	=box	=6	=True	=True	=False	=True	
=1103	=927	=box	=6	=True	=True	=False	=True	
=1104	=422	=box	=32	=True	=True	=False	=True	
=1105	=288	=box	=36	=True	=True	=False	=True	
=1106	=638	=box	=22	=True	=True	=False	=True	
=1107	=552	=box	=48	=True	=True	=False	=True	
=1108	=887	=box	=60	=True	=True	=False	=True	
=1109	=861	=box	=60	=True	=True	=False	=True	
=1110	=888	=box	=60	=True	=True	=False	=True	
=1111	=860	=box	=60	=True	=True	=False	=True	
=1112	=524	=box	=10	=True	=True	=False	=True	
=1113	=702	=box	=10	=True	=True	=False	=True	
=1114	=703	=box	=10	=True	=True	=False	=True	
=1115	=530	=box	=10	=True	=True	=False	=True	
=1116	=855	=box	=24	=True	=True	=False	=True	
=1117	=478	=box	=36	=True	=True	=False	=True	
=1118	=841	=box	=24	=True	=True	=False	=True	
=1119	=360	=box	=24	=True	=True	=False	=True	
=1120	=356	=box	=30	=True	=True	=False	=True	
=1121	=406	=box	=30	=True	=True	=False	=True	
=1122	=922	=box	=6	=True	=True	=False	=True	
=1123	=457	=box	=24	=True	=True	=False	=True	
=1124	=273	=case	=24	=True	=True	=False	=True	
=1125	=274	=case	=24	=True	=True	=False	=True	
=1126	=614	=box	=12	=True	=True	=False	=True	
=1127	=726	=case	=24	=True	=True	=False	=True	
=1128	=713	=case	=24	=True	=True	=False	=True	
=1129	=445	=case	=24	=True	=True	=False	=True	
=1130	=476	=case	=24	=True	=True	=False	=True	
=1131	=306	=case	=24	=True	=True	=False	=True	
=1132	=307	=case	=24	=True	=True	=False	=True	
=1133	=370	=box	=12	=True	=True	=False	=True	
=1134	=975	=box	=40	=True	=True	=False	=True	
=1135	=904	=box	=24	=True	=True	=False	=True	
=1136	=840	=box	=12	=True	=True	=False	=True	
=1137	=786	=box	=12	=True	=True	=False	=True	
=1138	=394	=box	=24	=True	=True	=False	=True	
=1139	=512	=box	=24	=True	=True	=False	=True	
=1140	=395	=box	=9	=True	=True	=False	=True	
=1141	=828	=box	=18	=True	=True	=False	=True	
=1142	=755	=box	=48	=True	=True	=False	=True	
=1143	=318	=box	=44	=True	=True	=False	=True	
=1144	=616	=box	=48	=True	=True	=False	=True	
=1145	=957	=case	=24	=True	=True	=False	=True	
=1146	=960	=case	=24	=True	=True	=False	=True	
=1147	=962	=case	=24	=True	=True	=False	=True	
=1148	=958	=box	=12	=True	=True	=False	=True	
=1149	=959	=case	=24	=True	=True	=False	=True	
=1150	=961	=case	=24	=True	=True	=False	=True	
=1151	=434	=box	=40	=True	=True	=False	=True	
=1152	=749	=box	=40	=True	=True	=False	=True	
=1153	=403	=box	=120	=True	=True	=False	=True	
=1154	=624	=box	=120	=True	=True	=False	=True	
=1155	=317	=box	=60	=True	=True	=False	=True	
=1156	=682	=box	=126	=True	=True	=False	=True	
=1157	=441	=box	=48	=True	=True	=False	=True	
=1158	=954	=box	=48	=True	=True	=False	=True	
=1159	=899	=box	=72	=True	=True	=False	=True	
=1160	=281	=box	=24	=True	=True	=False	=True	
=1161	=418	=box	=24	=True	=True	=False	=True	
=1162	=757	=box	=100	=True	=True	=False	=True	
=1163	=930	=box	=42	=True	=True	=False	=True	
=1164	=770	=box	=60	=True	=True	=False	=True	
=1165	=331	=box	=48	=True	=True	=False	=True	
=1166	=738	=case	=24	=True	=True	=False	=True	
=1167	=672	=case	=24	=True	=True	=False	=True	
=1168	=673	=case	=24	=True	=True	=False	=True	
=1169	=440	=box	=60	=True	=True	=False	=True	
=1170	=405	=box	=45	=True	=True	=False	=True	
=1171	=412	=box	=45	=True	=True	=False	=True	
=1172	=404	=box	=45	=True	=True	=False	=True	
=1173	=691	=box	=12	=True	=True	=False	=True	
=1174	=479	=box	=60	=True	=True	=False	=True	
=1175	=617	=box	=50	=True	=True	=False	=True	
=1176	=383	=box	=12	=True	=True	=False	=True	
=1177	=384	=box	=12	=True	=True	=False	=True	
=1178	=397	=box	=12	=True	=True	=False	=True	
=1179	=402	=box	=12	=True	=True	=False	=True	
=1180	=763	=box	=48	=True	=True	=False	=True	
=1181	=752	=box	=48	=True	=True	=False	=True	
=1182	=905	=box	=12	=True	=True	=False	=True	
=1183	=364	=box	=12	=True	=True	=False	=True	
=1184	=365	=box	=12	=True	=True	=False	=True	
=1185	=588	=box	=12	=True	=True	=False	=True	
=1186	=700	=box	=14	=True	=True	=False	=True	
=1187	=586	=box	=8	=True	=True	=False	=True	
=1188	=587	=box	=12	=True	=True	=False	=True	
=1189	=585	=box	=12	=True	=True	=False	=True	
=1190	=892	=box	=32	=True	=True	=False	=True	
=1191	=823	=box	=50	=True	=True	=False	=True	
=1192	=748	=box	=60	=True	=True	=False	=True	
=1193	=604	=box	=60	=True	=True	=False	=True	
=1194	=971	=box	=55	=True	=True	=False	=True	
=1195	=322	=box	=72	=True	=True	=False	=True	
=1196	=690	=box	=55	=True	=True	=False	=True	
=1197	=737	=box	=72	=True	=True	=False	=True	
=1198	=473	=box	=30	=True	=True	=False	=True	
