Id	CoilId	AlertLevel	Par	Capacity	DesiredPriceInCents	ItemId	CoilDeleted	GroupName	
=1050	=896	=2	=13	=13	=75	=1006	=False	[NULL]	
=1051	=897	=2	=11	=11	=75	=851	=False	[NULL]	
=1052	=897	=2	=11	=11	=100	=866	=False	[NULL]	
=1053	=897	=2	=11	=11	=100	=1358	=False	[NULL]	
=1054	=897	=2	=11	=11	=100	=866	=False	[NULL]	
=1055	=898	=2	=13	=13	=125	=1168	=False	[NULL]	
=1056	=898	=2	=13	=13	=100	=1168	=False	[NULL]	
=1057	=898	=2	=13	=13	=100	=851	=False	[NULL]	
=1058	=899	=2	=13	=13	=75	=957	=False	[NULL]	
=1059	=900	=2	=15	=15	=75	=827	=False	[NULL]	
=1060	=900	=2	=11	=15	=125	=827	=False	[NULL]	
=1061	=900	=2	=11	=15	=125	=1017	=False	[NULL]	
=1062	=901	=2	=13	=13	=75	=829	=False	[NULL]	
=1063	=902	=2	=11	=11	=100	=1009	=False	[NULL]	
=1064	=903	=3	=17	=17	=125	=797	=False	[NULL]	
=1065	=903	=3	=17	=17	=125	=1370	=False	[NULL]	
=1066	=904	=3	=17	=17	=125	=1277	=False	[NULL]	
=1067	=905	=2	=12	=17	=150	=822	=False	[NULL]	
=1068	=906	=3	=17	=17	=125	=799	=False	[NULL]	
=1069	=907	=3	=20	=20	=125	=811	=False	[NULL]	
=1070	=908	=3	=20	=20	=125	=819	=False	[NULL]	
=1071	=909	=2	=15	=15	=150	=1241	=False	[NULL]	
=1072	=910	=2	=11	=11	=125	=828	=False	[NULL]	
=1073	=910	=2	=11	=13	=200	=1338	=False	[NULL]	
=1074	=911	=2	=15	=15	=125	=1212	=False	[NULL]	
=1075	=911	=2	=15	=15	=125	=1172	=False	[NULL]	
=1076	=911	=2	=6	=15	=125	=1354	=False	[NULL]	
=1077	=911	=2	=6	=15	=150	=1354	=False	[NULL]	
=1078	=911	=2	=6	=15	=100	=1366	=False	[NULL]	
=1079	=911	=2	=12	=15	=100	=1366	=False	[NULL]	
=1080	=911	=2	=12	=15	=100	=1367	=False	[NULL]	
=1081	=912	=2	=15	=15	=125	=807	=False	[NULL]	
=1082	=913	=3	=17	=17	=75	=1158	=False	[NULL]	
=1083	=914	=2	=15	=17	=100	=842	=False	[NULL]	
=1084	=915	=2	=20	=20	=175	=958	=False	[NULL]	
=1085	=916	=2	=15	=15	=150	=843	=False	[NULL]	
=1086	=917	=2	=15	=15	=100	=1246	=False	[NULL]	
=1087	=918	=1	=8	=11	=125	=1283	=False	[NULL]	
=1088	=918	=1	=9	=11	=125	=1283	=False	[NULL]	
=1089	=918	=1	=9	=11	=125	=1076	=False	[NULL]	
=1090	=919	=1	=8	=11	=125	=1076	=False	[NULL]	
=1091	=919	=1	=8	=11	=150	=1076	=False	[NULL]	
=1092	=919	=1	=8	=11	=150	=1312	=False	[NULL]	
=1093	=919	=1	=9	=9	=150	=1312	=False	[NULL]	
=1094	=919	=1	=9	=9	=125	=1312	=False	[NULL]	
=1095	=919	=1	=9	=9	=125	=1077	=False	[NULL]	
=1096	=920	=2	=15	=15	=75	=854	=False	[NULL]	
=1097	=921	=1	=13	=13	=75	=1155	=False	[NULL]	
=1098	=921	=1	=13	=13	=100	=1155	=False	[NULL]	
=1099	=922	=2	=13	=13	=75	=862	=False	[NULL]	
=1100	=923	=4	=18	=64	=150	=1028	=False	=A	
=1101	=923	=4	=10	=32	=175	=1028	=False	=A	
=1102	=923	=4	=12	=32	=175	=1028	=False	=A	
=1103	=924	=-1000	=0	=0	=150	=931	=False	=A	
=1104	=924	=4	=10	=32	=175	=931	=False	=A	
=1105	=924	=4	=10	=32	=175	=990	=False	=A	
=1106	=924	=4	=10	=32	=175	=947	=False	=A	
=1107	=924	=4	=12	=32	=175	=947	=False	=A	
=1108	=925	=6	=18	=48	=250	=2	=False	[NULL]	
=1109	=925	=6	=10	=48	=175	=2	=False	[NULL]	
=1110	=925	=6	=10	=48	=175	=947	=False	[NULL]	
=1111	=925	=6	=10	=48	=100	=911	=False	[NULL]	
=1112	=925	=6	=10	=48	=175	=946	=False	[NULL]	
=1113	=925	=4	=10	=48	=175	=946	=False	[NULL]	
=1114	=926	=4	=18	=32	=150	=1012	=False	[NULL]	
=1115	=926	=4	=10	=32	=175	=1012	=False	[NULL]	
=1116	=927	=4	=12	=32	=150	=929	=False	[NULL]	
=1117	=927	=4	=10	=32	=175	=929	=False	[NULL]	
=1118	=928	=4	=12	=32	=150	=921	=False	[NULL]	
=1119	=928	=4	=10	=32	=175	=921	=False	[NULL]	
=1120	=928	=4	=10	=32	=175	=1146	=False	[NULL]	
=1121	=928	=4	=10	=32	=125	=910	=False	[NULL]	
=1122	=928	=4	=20	=64	=125	=910	=False	=A	
=1123	=928	=4	=24	=64	=125	=910	=False	=A	
=1124	=929	=4	=12	=32	=150	=922	=False	[NULL]	
=1125	=929	=4	=10	=32	=100	=922	=False	[NULL]	
=1126	=929	=4	=10	=32	=100	=911	=False	[NULL]	
=1127	=929	=4	=10	=32	=175	=990	=False	[NULL]	
=1128	=929	=4	=10	=32	=125	=910	=False	[NULL]	
=1129	=929	=-1000	=0	=0	=125	=910	=False	=A	
=1130	=930	=4	=12	=32	=125	=910	=False	[NULL]	
=1131	=930	=4	=10	=32	=125	=910	=False	[NULL]	
=1132	=930	=4	=10	=32	=175	=995	=False	[NULL]	
=1133	=931	=4	=12	=32	=150	=995	=False	[NULL]	
=1134	=931	=4	=10	=32	=175	=995	=False	[NULL]	
=1135	=931	=4	=10	=32	=175	=1146	=False	[NULL]	
=1136	=932	=4	=12	=32	=150	=2	=False	[NULL]	
=1137	=932	=4	=10	=32	=175	=2	=False	[NULL]	
=1138	=932	=4	=10	=32	=175	=999	=False	[NULL]	
=1139	=932	=4	=10	=32	=175	=1154	=False	[NULL]	
=1140	=933	=1	=9	=9	=100	=869	=False	[NULL]	
=1141	=934	=1	=9	=9	=100	=1042	=False	[NULL]	
=1142	=934	=1	=9	=9	=100	=1362	=False	[NULL]	
=1143	=935	=1	=9	=9	=100	=868	=False	[NULL]	
=1144	=936	=1	=9	=9	=100	=966	=False	[NULL]	
=1145	=937	=1	=9	=9	=100	=866	=False	[NULL]	
=1146	=938	=1	=9	=9	=100	=1276	=False	[NULL]	
=1147	=938	=1	=9	=9	=100	=1348	=False	[NULL]	
=1148	=938	=1	=9	=9	=100	=870	=False	[NULL]	
=1149	=939	=2	=11	=11	=150	=843	=False	[NULL]	
=1150	=940	=2	=6	=11	=125	=1076	=False	[NULL]	
=1151	=940	=2	=6	=11	=150	=1076	=False	[NULL]	
=1152	=940	=2	=6	=11	=150	=1312	=False	[NULL]	
=1153	=940	=2	=6	=11	=150	=1076	=False	[NULL]	
=1154	=941	=2	=11	=11	=175	=1200	=False	[NULL]	
=1155	=941	=2	=11	=11	=100	=1077	=False	[NULL]	
=1156	=941	=2	=11	=11	=125	=1077	=False	[NULL]	
=1157	=941	=2	=6	=11	=125	=1077	=False	[NULL]	
=1158	=942	=1	=6	=6	=125	=1214	=False	[NULL]	
=1159	=942	=1	=6	=6	=125	=1083	=False	[NULL]	
=1160	=942	=1	=11	=11	=125	=1083	=False	[NULL]	
=1161	=943	=2	=11	=11	=125	=958	=False	[NULL]	
=1162	=944	=2	=6	=11	=225	=1186	=False	[NULL]	
=1163	=945	=2	=9	=13	=100	=1246	=False	[NULL]	
=1164	=946	=2	=10	=13	=100	=1307	=False	[NULL]	
=1165	=946	=2	=10	=13	=80	=844	=False	[NULL]	
=1166	=947	=2	=13	=13	=75	=851	=False	[NULL]	
=1167	=948	=2	=10	=13	=75	=957	=False	[NULL]	
=1168	=949	=2	=13	=13	=75	=829	=False	[NULL]	
=1169	=950	=2	=10	=13	=175	=812	=False	[NULL]	
=1170	=951	=2	=12	=17	=125	=815	=False	[NULL]	
=1171	=952	=2	=8	=17	=125	=1065	=False	[NULL]	
=1172	=952	=1	=6	=17	=100	=1065	=False	[NULL]	
=1173	=952	=1	=6	=17	=100	=1333	=False	[NULL]	
=1174	=952	=1	=6	=17	=125	=1339	=False	[NULL]	
=1175	=952	=1	=6	=17	=125	=1352	=False	[NULL]	
=1176	=953	=2	=8	=17	=125	=797	=False	[NULL]	
=1177	=954	=2	=8	=17	=125	=1034	=False	[NULL]	
=1178	=954	=2	=6	=17	=100	=1034	=False	[NULL]	
=1179	=954	=2	=6	=17	=100	=1333	=False	[NULL]	
=1180	=954	=2	=6	=17	=150	=1333	=False	[NULL]	
=1181	=954	=2	=6	=17	=150	=1354	=False	[NULL]	
=1182	=954	=2	=6	=17	=150	=1370	=False	[NULL]	
=1183	=954	=2	=6	=17	=125	=1370	=False	[NULL]	
=1184	=955	=2	=20	=20	=125	=811	=False	[NULL]	
=1185	=955	=2	=10	=20	=125	=811	=False	[NULL]	
=1186	=956	=2	=10	=20	=125	=799	=False	[NULL]	
=1187	=957	=2	=10	=20	=125	=1212	=False	[NULL]	
=1188	=957	=2	=10	=20	=100	=1212	=False	[NULL]	
=1189	=957	=1	=6	=20	=75	=837	=False	[NULL]	
=1190	=958	=2	=10	=20	=125	=1120	=False	[NULL]	
=1191	=958	=1	=6	=20	=75	=1337	=False	[NULL]	
=1192	=959	=2	=10	=15	=150	=1241	=False	[NULL]	
=1193	=960	=2	=10	=15	=125	=819	=False	[NULL]	
=1194	=961	=2	=8	=15	=125	=1113	=False	[NULL]	
=1195	=961	=2	=8	=15	=125	=1277	=False	[NULL]	
=1196	=962	=2	=10	=15	=125	=807	=False	[NULL]	
=1197	=963	=2	=10	=17	=75	=831	=False	[NULL]	
=1198	=964	=2	=8	=17	=125	=803	=False	[NULL]	
=1199	=964	=2	=6	=17	=150	=803	=False	[NULL]	
=1200	=964	=2	=6	=17	=150	=1354	=False	[NULL]	
=1201	=964	=2	=8	=17	=100	=1354	=False	[NULL]	
=1202	=964	=2	=8	=17	=100	=1367	=False	[NULL]	
=1203	=965	=2	=8	=17	=125	=1138	=False	[NULL]	
=1204	=965	=2	=10	=17	=100	=1191	=False	[NULL]	
=1205	=965	=2	=10	=17	=125	=1191	=False	[NULL]	
=1206	=965	=2	=10	=17	=125	=1172	=False	[NULL]	
=1207	=965	=2	=8	=17	=100	=1172	=False	[NULL]	
=1208	=965	=2	=8	=17	=100	=1366	=False	[NULL]	
=1209	=966	=5	=25	=30	=100	=1289	=False	[NULL]	
=1210	=967	=5	=25	=30	=500	=1290	=False	[NULL]	
=1211	=968	=2	=10	=20	=125	=1172	=False	[NULL]	
=1212	=968	=2	=6	=20	=200	=1338	=False	[NULL]	
=1213	=968	=2	=10	=20	=100	=1212	=False	[NULL]	
=1214	=968	=2	=10	=20	=125	=1212	=False	[NULL]	
=1215	=968	=2	=10	=20	=125	=1172	=False	[NULL]	
=1216	=969	=2	=10	=20	=100	=1151	=False	[NULL]	
=1217	=969	=2	=10	=20	=100	=1334	=False	[NULL]	
=1218	=970	=2	=10	=20	=75	=1190	=False	[NULL]	
=1219	=970	=2	=10	=20	=100	=1190	=False	[NULL]	
=1220	=970	=2	=6	=20	=200	=1350	=False	[NULL]	
=1221	=971	=2	=10	=15	=125	=1199	=False	[NULL]	
=1222	=971	=0	=6	=15	=125	=1199	=False	[NULL]	
=1223	=971	=0	=10	=15	=125	=1172	=False	[NULL]	
=1224	=971	=0	=6	=15	=200	=1351	=False	[NULL]	
=1225	=972	=2	=10	=17	=100	=1198	=False	[NULL]	
=1226	=972	=2	=10	=17	=100	=1198	=False	[NULL]	
=1227	=972	=2	=8	=17	=100	=1212	=False	[NULL]	
=1228	=972	=2	=6	=17	=200	=1338	=False	[NULL]	
=1229	=973	=2	=12	=15	=100	=828	=False	[NULL]	
=1230	=974	=2	=10	=17	=75	=1277	=False	[NULL]	
=1231	=974	=2	=6	=9	=300	=903	=False	[NULL]	
=1232	=975	=2	=13	=13	=75	=825	=False	[NULL]	
=1233	=976	=2	=8	=13	=75	=854	=False	[NULL]	
=1234	=976	=2	=10	=13	=75	=854	=False	[NULL]	
=1235	=976	=2	=10	=13	=225	=1199	=False	[NULL]	
=1236	=976	=2	=10	=13	=125	=1017	=False	[NULL]	
=1237	=977	=2	=13	=13	=125	=964	=False	[NULL]	
=1238	=978	=2	=12	=15	=125	=1158	=False	[NULL]	
=1239	=979	=2	=10	=15	=75	=1213	=False	[NULL]	
=1240	=980	=2	=10	=15	=75	=1010	=False	[NULL]	
=1241	=980	=2	=12	=15	=75	=1010	=False	[NULL]	
=1242	=981	=2	=9	=13	=100	=842	=False	[NULL]	
=1243	=982	=1	=12	=20	=75	=1199	=False	[NULL]	
=1244	=982	=1	=6	=20	=150	=1245	=False	[NULL]	
=1245	=982	=1	=8	=20	=150	=820	=False	[NULL]	
=1246	=983	=1	=12	=15	=150	=822	=False	[NULL]	
=1247	=984	=2	=8	=20	=150	=820	=False	[NULL]	
=1248	=984	=2	=8	=20	=75	=820	=False	[NULL]	
=1249	=984	=2	=10	=20	=75	=1189	=False	=A	
=1250	=984	=2	=12	=20	=75	=1189	=False	=A	
=1251	=984	=2	=12	=20	=75	=1184	=False	=A	
=1252	=985	=2	=8	=20	=150	=1189	=False	[NULL]	
=1253	=985	=-1000	=0	=0	=75	=1189	=False	=A	
=1254	=985	=-1000	=0	=0	=75	=1184	=False	=A	
=1255	=986	=2	=15	=15	=100	=1178	=False	[NULL]	
=1256	=986	=2	=12	=15	=75	=1178	=False	=B	
=1257	=987	=2	=15	=15	=100	=1181	=False	[NULL]	
=1258	=987	=2	=12	=15	=75	=1178	=False	=B	
=1259	=987	=-1000	=0	=0	=75	=1178	=False	=B	
=1260	=988	=2	=15	=15	=100	=1180	=False	[NULL]	
=1261	=988	=2	=12	=15	=75	=1181	=False	[NULL]	
=1262	=988	=2	=12	=15	=75	=1181	=False	=C	
=1263	=989	=1	=9	=9	=300	=903	=False	[NULL]	
=1264	=989	=1	=5	=9	=300	=903	=False	[NULL]	
=1265	=989	=2	=12	=15	=75	=1181	=False	=C	
=1266	=989	=-1000	=0	=0	=75	=1181	=False	=C	
=1267	=990	=2	=10	=13	=100	=1128	=False	[NULL]	
=1268	=990	=2	=5	=13	=100	=1128	=False	[NULL]	
=1269	=990	=1	=2	=13	=225	=1128	=False	[NULL]	
=1270	=990	=1	=2	=13	=225	=1199	=False	[NULL]	
=1271	=990	=1	=10	=13	=75	=854	=False	[NULL]	
=1272	=1000	=4	=24	=36	=150	=929	=False	[NULL]	
=1273	=1001	=4	=24	=36	=150	=931	=False	[NULL]	
=1274	=1002	=4	=24	=32	=150	=921	=False	[NULL]	
=1275	=1003	=4	=24	=32	=175	=1146	=False	[NULL]	
=1276	=1004	=4	=24	=32	=150	=947	=False	[NULL]	
=1277	=1004	=4	=18	=32	=175	=947	=False	[NULL]	
=1278	=1005	=4	=16	=32	=150	=927	=False	[NULL]	
=1279	=1006	=4	=12	=32	=150	=914	=False	[NULL]	
=1280	=1007	=4	=12	=32	=150	=922	=False	[NULL]	
=1281	=1008	=4	=12	=32	=150	=926	=False	[NULL]	
=1282	=1009	=4	=12	=32	=150	=996	=False	[NULL]	
=1283	=1368	=24	=120	=360	=125	=910	=False	[NULL]	
=1284	=3108	=4	=24	=72	=150	=929	=False	=A	
=1285	=3109	=4	=36	=72	=150	=931	=False	=B	
=1286	=3109	=4	=24	=72	=175	=931	=False	=B	
=1287	=3110	=4	=18	=36	=150	=921	=False	[NULL]	
=1288	=3111	=4	=12	=36	=175	=1146	=False	[NULL]	
=1289	=3111	=4	=12	=36	=190	=1146	=False	[NULL]	
=1290	=3112	=4	=12	=36	=150	=923	=False	[NULL]	
=1291	=3113	=4	=12	=36	=150	=946	=False	[NULL]	
=1292	=3114	=4	=12	=36	=150	=947	=False	[NULL]	
=1293	=3115	=4	=12	=36	=150	=995	=False	[NULL]	
=1294	=3116	=4	=24	=48	=150	=929	=False	[NULL]	
=1295	=3117	=4	=24	=48	=150	=931	=False	[NULL]	
=1296	=3117	=6	=24	=48	=175	=931	=False	=C	
=1297	=3118	=4	=18	=48	=150	=996	=False	[NULL]	
=1298	=3119	=4	=24	=48	=150	=921	=False	[NULL]	
=1299	=3120	=4	=24	=48	=150	=947	=False	[NULL]	
=1300	=3121	=4	=72	=144	=125	=910	=False	[NULL]	
=1301	=3122	=4	=12	=32	=125	=996	=False	[NULL]	
=1302	=3123	=6	=16	=32	=150	=993	=False	[NULL]	
=1303	=3124	=4	=72	=192	=125	=910	=False	=A	
=1304	=3194	=2	=60	=128	=125	=910	=False	[NULL]	
=1305	=3194	=20	=96	=224	[NULL]	=910	=False	=A	
=1306	=3195	=2	=12	=32	=150	=992	=False	[NULL]	
=1307	=3195	=2	=12	=32	[NULL]	=992	=False	[NULL]	
=1308	=3196	=2	=12	=32	=150	=995	=False	[NULL]	
=1309	=3196	=2	=12	=32	[NULL]	=995	=False	[NULL]	
=1310	=3197	=2	=12	=32	=150	=996	=False	[NULL]	
=1311	=3197	=2	=12	=32	[NULL]	=996	=False	[NULL]	
=1312	=3550	=0	=8	=8	[NULL]	=1215	=False	[NULL]	
=1313	=3552	=0	=1	=1	[NULL]	=1219	=False	[NULL]	
=1314	=3553	=0	=3	=6	[NULL]	=1220	=False	[NULL]	
=1315	=3553	=0	=2	=4	[NULL]	=1220	=False	[NULL]	
=1316	=3554	=0	=3	=6	[NULL]	=1221	=False	[NULL]	
=1317	=3555	=0	=3	=6	[NULL]	=1223	=False	[NULL]	
=1318	=3555	=0	=2	=2	[NULL]	=1231	=False	[NULL]	
=1319	=3556	=0	=3	=6	[NULL]	=1218	=False	[NULL]	
=1320	=3556	=0	=5	=8	[NULL]	=1222	=False	[NULL]	
=1321	=3557	=0	=3	=6	[NULL]	=1222	=False	[NULL]	
=1322	=3557	=0	=2	=3	[NULL]	=1223	=False	[NULL]	
=1323	=3558	=0	=3	=6	[NULL]	=1231	=False	[NULL]	
=1324	=3558	=0	=2	=3	[NULL]	=1218	=False	[NULL]	
=1325	=3559	=0	=200	=350	[NULL]	=1225	=False	[NULL]	
=1326	=3560	=0	=150	=200	[NULL]	=1224	=False	[NULL]	
=1327	=3561	=0	=5	=10	[NULL]	=1219	=False	[NULL]	
=1328	=3562	=0	=3	=6	[NULL]	=1220	=False	[NULL]	
=1329	=3563	=0	=3	=6	[NULL]	=1221	=False	[NULL]	
=1330	=3564	=0	=3	=6	[NULL]	=1223	=False	[NULL]	
=1331	=3564	=0	=2	=2	[NULL]	=1231	=False	[NULL]	
=1332	=3564	=0	=1	=2	[NULL]	=1231	=False	[NULL]	
=1333	=3565	=0	=3	=6	[NULL]	=1218	=False	[NULL]	
=1334	=3565	=0	=5	=8	[NULL]	=1222	=False	[NULL]	
=1335	=3566	=0	=3	=6	[NULL]	=1222	=False	[NULL]	
=1336	=3566	=0	=2	=3	[NULL]	=1223	=False	[NULL]	
=1337	=3567	=0	=3	=6	[NULL]	=1231	=False	[NULL]	
=1338	=3567	=0	=2	=3	[NULL]	=1218	=False	[NULL]	
=1339	=3567	=0	=1	=3	[NULL]	=1218	=False	[NULL]	
=1340	=3568	=0	=200	=350	[NULL]	=1225	=False	[NULL]	
=1341	=3569	=0	=150	=200	[NULL]	=1224	=False	[NULL]	
=1342	=3570	=0	=5	=10	[NULL]	=1219	=False	[NULL]	
=1343	=3571	=0	=3	=6	[NULL]	=1220	=False	[NULL]	
=1344	=3571	=0	=3	=4	[NULL]	=1220	=False	[NULL]	
=1345	=3572	=0	=3	=6	[NULL]	=1221	=False	[NULL]	
=1346	=3572	=0	=2	=3	[NULL]	=1221	=False	[NULL]	
=1347	=3573	=0	=3	=6	[NULL]	=1223	=False	[NULL]	
=1348	=3573	=0	=2	=2	[NULL]	=1231	=False	[NULL]	
=1349	=3574	=0	=3	=6	[NULL]	=1218	=False	[NULL]	
=1350	=3574	=0	=5	=8	[NULL]	=1222	=False	[NULL]	
=1351	=3575	=0	=3	=6	[NULL]	=1222	=False	[NULL]	
=1352	=3575	=0	=2	=3	[NULL]	=1223	=False	[NULL]	
=1353	=3576	=0	=3	=6	[NULL]	=1231	=False	[NULL]	
=1354	=3576	=0	=2	=3	[NULL]	=1218	=False	[NULL]	
=1355	=3577	=0	=200	=350	[NULL]	=1225	=False	[NULL]	
=1356	=3577	=0	=300	=350	[NULL]	=1225	=False	[NULL]	
=1357	=3578	=0	=150	=200	[NULL]	=1224	=False	[NULL]	
=1358	=3579	=0	=0	=8	[NULL]	=2	=False	[NULL]	
=1359	=3580	=0	=8	=12	[NULL]	=1248	=False	[NULL]	
=1360	=3580	=0	=8	=12	[NULL]	=1248	=False	[NULL]	
=1361	=3580	=0	=4	=12	[NULL]	=1249	=False	[NULL]	
=1362	=3580	=0	=8	=12	[NULL]	=1248	=False	[NULL]	
=1363	=3581	=0	=8	=12	[NULL]	=1252	=False	[NULL]	
=1364	=3581	=0	=2	=12	[NULL]	=1252	=False	[NULL]	
=1365	=3581	=0	=2	=4	[NULL]	=1254	=False	[NULL]	
=1366	=3581	=0	=4	=4	[NULL]	=1254	=False	[NULL]	
=1367	=3581	=0	=4	=4	[NULL]	=1252	=False	[NULL]	
=1368	=3581	=0	=2	=2	[NULL]	=1252	=False	[NULL]	
=1369	=3581	=0	=4	=4	[NULL]	=1252	=False	[NULL]	
=1370	=3581	=0	=2	=2	[NULL]	=1249	=False	[NULL]	
=1371	=3582	=0	=4	=4	[NULL]	=1254	=False	[NULL]	
=1372	=3582	=0	=2	=4	[NULL]	=1254	=False	[NULL]	
=1373	=3582	=0	=4	=4	[NULL]	=1349	=False	[NULL]	
=1374	=3582	=0	=2	=2	[NULL]	=1249	=False	[NULL]	
=1375	=3582	=0	=4	=4	[NULL]	=1254	=False	[NULL]	
=1376	=3582	=0	=4	=4	[NULL]	=1252	=False	[NULL]	
=1377	=3582	=0	=2	=2	[NULL]	=1252	=False	[NULL]	
=1378	=3583	=0	=12	=18	[NULL]	=1247	=False	[NULL]	
=1379	=3584	=0	=4	=6	[NULL]	=1250	=False	[NULL]	
=1380	=3584	=0	=8	=8	[NULL]	=1250	=False	[NULL]	
=1381	=3585	=0	=8	=12	[NULL]	=1247	=False	[NULL]	
=1382	=3585	=0	=8	=12	[NULL]	=1248	=False	[NULL]	
=1383	=3586	=0	=8	=12	[NULL]	=1247	=False	[NULL]	
=1384	=3586	=0	=8	=12	[NULL]	=932	=False	[NULL]	
=1385	=3586	=0	=12	=12	[NULL]	=932	=False	[NULL]	
=1386	=3588	=0	=8	=12	[NULL]	=1215	=False	[NULL]	
=1387	=3588	=0	=4	=12	[NULL]	=1215	=False	[NULL]	
=1388	=3588	=0	=4	=4	[NULL]	=1215	=False	[NULL]	
=1389	=3589	=0	=8	=12	[NULL]	=1248	=False	[NULL]	
=1390	=3589	=0	=8	=12	[NULL]	=1248	=False	[NULL]	
=1391	=3589	=0	=4	=12	[NULL]	=1215	=False	[NULL]	
=1392	=3589	=0	=4	=4	[NULL]	=1215	=False	[NULL]	
=1393	=3590	=0	=4	=6	[NULL]	=1252	=False	[NULL]	
=1394	=3590	=0	=2	=6	[NULL]	=1252	=False	[NULL]	
=1395	=3590	=0	=2	=6	[NULL]	=1349	=False	[NULL]	
=1396	=3590	=0	=2	=6	[NULL]	=1254	=False	[NULL]	
=1397	=3590	=0	=2	=2	[NULL]	=1249	=False	[NULL]	
=1398	=3590	=0	=2	=2	[NULL]	=1250	=False	[NULL]	
=1399	=3591	=0	=8	=12	[NULL]	=1250	=False	[NULL]	
=1400	=3591	=0	=8	=12	[NULL]	=1250	=False	[NULL]	
=1401	=3591	=0	=2	=12	[NULL]	=1360	=False	[NULL]	
=1402	=3591	=0	=2	=12	[NULL]	=1249	=False	[NULL]	
=1403	=3591	=0	=2	=12	[NULL]	=1250	=False	[NULL]	
=1404	=3591	=0	=2	=2	[NULL]	=1250	=False	[NULL]	
=1405	=3592	=0	=12	=18	[NULL]	=1247	=False	[NULL]	
=1406	=3592	=0	=6	=18	[NULL]	=1247	=False	[NULL]	
=1407	=3592	=0	=6	=6	[NULL]	=1247	=False	[NULL]	
=1408	=3593	=0	=8	=12	[NULL]	=933	=False	[NULL]	
=1409	=3593	=0	=2	=2	[NULL]	=1254	=False	[NULL]	
=1410	=3593	=0	=6	=6	[NULL]	=1248	=False	[NULL]	
=1411	=3594	=0	=8	=12	[NULL]	=1248	=False	[NULL]	
=1412	=3594	=0	=8	=12	[NULL]	=942	=False	[NULL]	
=1413	=3594	=0	=8	=12	[NULL]	=1248	=False	[NULL]	
=1414	=3594	=0	=4	=12	[NULL]	=1248	=False	[NULL]	
=1415	=3594	=0	=4	=6	[NULL]	=1248	=False	[NULL]	
=1416	=3595	=0	=4	=6	[NULL]	=919	=False	[NULL]	
=1417	=3595	=0	=8	=8	[NULL]	=932	=False	[NULL]	
=1418	=3595	=0	=8	=8	[NULL]	=1215	=False	[NULL]	
=1419	=3595	=0	=8	=8	[NULL]	=1248	=False	[NULL]	
=1420	=3595	=0	=8	=8	[NULL]	=933	=False	[NULL]	
=1421	=3595	=0	=6	=8	[NULL]	=932	=False	[NULL]	
=1422	=3595	=0	=6	=6	[NULL]	=932	=False	[NULL]	
=1423	=3596	=0	=12	=18	[NULL]	=934	=False	[NULL]	
=1424	=3596	=0	=12	=18	[NULL]	=934	=False	[NULL]	
=1425	=3596	=0	=8	=12	[NULL]	=934	=False	[NULL]	
=1426	=3596	=0	=6	=6	[NULL]	=934	=False	[NULL]	
=1427	=3596	=0	=3	=3	[NULL]	=934	=False	[NULL]	
=1428	=3598	=0	=8	=12	[NULL]	=1215	=False	[NULL]	
=1429	=3598	=0	=4	=4	[NULL]	=1215	=False	[NULL]	
=1430	=3599	=0	=8	=12	[NULL]	=1248	=False	[NULL]	
=1431	=3599	=0	=6	=6	[NULL]	=1248	=False	[NULL]	
=1432	=3600	=0	=8	=12	[NULL]	=1247	=False	[NULL]	
=1433	=3600	=0	=8	=12	[NULL]	=1268	=False	[NULL]	
=1434	=3600	=0	=4	=4	[NULL]	=1250	=False	[NULL]	
=1435	=3601	=0	=8	=12	[NULL]	=1247	=False	[NULL]	
=1436	=3601	=0	=12	=12	[NULL]	=1247	=False	[NULL]	
=1437	=3601	=0	=4	=4	[NULL]	=1247	=False	[NULL]	
=1438	=3603	=0	=8	=8	[NULL]	=1252	=False	[NULL]	
=1439	=3603	=0	=4	=8	[NULL]	=1254	=False	[NULL]	
=1440	=3603	=0	=2	=4	[NULL]	=1252	=False	[NULL]	
=1441	=3603	=0	=2	=2	[NULL]	=1254	=False	[NULL]	
=1442	=3604	=0	=8	=12	[NULL]	=1252	=False	[NULL]	
=1443	=3604	=0	=8	=12	[NULL]	=1250	=False	[NULL]	
=1444	=3604	=0	=2	=2	[NULL]	=1252	=False	[NULL]	
=1445	=3605	=0	=8	=12	[NULL]	=1250	=False	[NULL]	
=1446	=3605	=0	=8	=12	[NULL]	=1248	=False	[NULL]	
=1447	=3605	=0	=6	=6	[NULL]	=1248	=False	[NULL]	
=1448	=3606	=0	=8	=12	[NULL]	=1252	=False	[NULL]	
=1449	=3606	=0	=6	=6	[NULL]	=1252	=False	[NULL]	
=1450	=3608	=0	=8	=12	[NULL]	=1215	=False	[NULL]	
=1451	=3608	=0	=4	=12	[NULL]	=1215	=False	[NULL]	
=1452	=3609	=0	=8	=12	[NULL]	=1248	=False	[NULL]	
=1453	=3609	=0	=8	=12	[NULL]	=1248	=False	[NULL]	
=1454	=3609	=0	=4	=12	[NULL]	=1215	=False	[NULL]	
=1455	=3610	=0	=12	=18	[NULL]	=1247	=False	[NULL]	
=1456	=3610	=0	=4	=4	[NULL]	=1252	=False	[NULL]	
=1457	=3610	=0	=2	=4	[NULL]	=1254	=False	[NULL]	
=1458	=3610	=0	=2	=4	[NULL]	=1251	=False	[NULL]	
