Id	SupplierId	ItemId	Code	
=2140	=4	=1014	[NULL]	
=2141	=4	=1015	[NULL]	
=2142	=4	=1016	[NULL]	
=2143	=4	=1017	[NULL]	
=2144	=4	=1018	[NULL]	
=2145	=4	=1019	[NULL]	
=2146	=4	=1021	[NULL]	
=2147	=4	=1022	[NULL]	
=2148	=4	=1023	[NULL]	
=2149	=4	=1024	[NULL]	
=2150	=4	=1025	[NULL]	
=2151	=4	=1026	[NULL]	
=2152	=4	=1027	[NULL]	
=2153	=4	=1028	[NULL]	
=2154	=4	=1029	[NULL]	
=2155	=4	=1030	[NULL]	
=2156	=4	=1031	[NULL]	
=2157	=4	=1032	[NULL]	
=2158	=4	=1033	[NULL]	
=2159	=4	=1034	[NULL]	
=2160	=4	=1035	[NULL]	
=2161	=4	=1036	[NULL]	
=2162	=4	=1037	[NULL]	
=2163	=4	=1038	[NULL]	
=2164	=4	=1039	[NULL]	
=2165	=4	=1040	[NULL]	
=2166	=4	=1041	[NULL]	
=2167	=4	=1042	[NULL]	
=2168	=4	=1043	[NULL]	
=2169	=4	=1044	[NULL]	
=2170	=4	=1045	[NULL]	
=2171	=4	=1046	[NULL]	
=2172	=4	=1047	[NULL]	
=2173	=4	=1048	[NULL]	
=2174	=4	=1049	[NULL]	
=2175	=4	=1050	[NULL]	
=2176	=4	=1051	[NULL]	
=2177	=4	=1052	[NULL]	
=2178	=4	=1053	[NULL]	
=2179	=4	=1054	[NULL]	
=2180	=4	=1055	[NULL]	
=2181	=4	=1056	[NULL]	
=2182	=4	=1057	[NULL]	
=2183	=4	=1058	[NULL]	
=2184	=4	=1059	[NULL]	
=2185	=4	=1060	[NULL]	
=2186	=4	=1061	[NULL]	
=2187	=4	=1062	[NULL]	
=2188	=4	=1063	[NULL]	
=2189	=4	=1064	[NULL]	
=2190	=4	=1065	[NULL]	
=2191	=4	=1066	[NULL]	
=2192	=4	=1067	[NULL]	
=2193	=4	=1068	[NULL]	
=2194	=4	=1069	[NULL]	
=2195	=4	=1070	[NULL]	
=2196	=4	=1072	[NULL]	
=2197	=4	=1073	[NULL]	
=2198	=4	=1074	[NULL]	
=2199	=4	=1075	[NULL]	
=2200	=4	=1076	[NULL]	
=2203	=5	=247	[NULL]	
=2204	=5	=248	[NULL]	
=2205	=5	=249	[NULL]	
=2206	=5	=250	[NULL]	
=2207	=5	=251	[NULL]	
=2208	=5	=252	[NULL]	
=2209	=5	=253	[NULL]	
=2210	=5	=254	[NULL]	
=2211	=5	=256	[NULL]	
=2212	=5	=258	[NULL]	
=2213	=5	=259	[NULL]	
=2214	=5	=260	[NULL]	
=2215	=5	=261	[NULL]	
=2216	=5	=264	[NULL]	
=2217	=5	=267	[NULL]	
=2218	=5	=268	[NULL]	
=2219	=5	=269	[NULL]	
=2220	=5	=272	[NULL]	
=2221	=5	=273	[NULL]	
=2222	=5	=274	[NULL]	
=2223	=5	=275	[NULL]	
=2224	=5	=280	[NULL]	
=2225	=5	=281	[NULL]	
=2226	=5	=282	[NULL]	
=2227	=5	=283	[NULL]	
=2228	=5	=284	[NULL]	
=2229	=5	=285	[NULL]	
=2230	=5	=286	[NULL]	
=2231	=5	=288	[NULL]	
=2232	=5	=289	[NULL]	
=2233	=5	=291	[NULL]	
=2234	=5	=292	[NULL]	
=2235	=5	=296	[NULL]	
=2236	=5	=299	[NULL]	
=2237	=5	=301	[NULL]	
=2238	=5	=308	[NULL]	
=2239	=5	=309	[NULL]	
=2240	=5	=310	[NULL]	
=2241	=5	=311	[NULL]	
=2242	=5	=312	[NULL]	
=2243	=5	=313	[NULL]	
=2244	=5	=316	[NULL]	
=2245	=5	=317	[NULL]	
=2246	=5	=318	[NULL]	
=2247	=5	=319	[NULL]	
=2248	=5	=321	[NULL]	
=2249	=5	=322	[NULL]	
=2250	=5	=324	[NULL]	
=2251	=5	=325	[NULL]	
=2252	=5	=327	[NULL]	
=2253	=5	=329	[NULL]	
=2254	=5	=330	[NULL]	
=2255	=5	=331	[NULL]	
=2256	=5	=336	[NULL]	
=2257	=5	=337	[NULL]	
=2258	=5	=341	[NULL]	
=2259	=5	=343	[NULL]	
=2260	=5	=347	[NULL]	
=2261	=5	=348	[NULL]	
=2262	=5	=350	[NULL]	
=2263	=5	=351	[NULL]	
=2264	=5	=352	[NULL]	
=2265	=5	=353	[NULL]	
=2266	=5	=354	[NULL]	
=2267	=5	=356	[NULL]	
=2268	=5	=357	[NULL]	
=2269	=5	=358	[NULL]	
=2270	=5	=359	[NULL]	
=2271	=5	=364	[NULL]	
=2272	=5	=365	[NULL]	
=2273	=5	=366	[NULL]	
=2274	=5	=367	[NULL]	
=2275	=5	=373	[NULL]	
=2276	=5	=375	[NULL]	
=2277	=5	=376	[NULL]	
=2278	=5	=377	[NULL]	
=2279	=5	=380	[NULL]	
=2280	=5	=381	[NULL]	
=2281	=5	=382	[NULL]	
=2282	=5	=383	[NULL]	
=2283	=5	=384	[NULL]	
=2284	=5	=385	[NULL]	
=2285	=5	=387	[NULL]	
=2286	=5	=389	[NULL]	
=2287	=5	=395	[NULL]	
=2288	=5	=397	[NULL]	
=2289	=5	=400	[NULL]	
=2290	=5	=402	[NULL]	
=2291	=5	=404	[NULL]	
=2292	=5	=405	[NULL]	
=2293	=5	=407	[NULL]	
=2294	=5	=409	[NULL]	
=2295	=5	=411	[NULL]	
=2296	=5	=412	[NULL]	
=2297	=5	=414	[NULL]	
=2298	=5	=415	[NULL]	
=2299	=5	=417	[NULL]	
=2300	=5	=420	[NULL]	
=2301	=5	=421	[NULL]	
=2302	=5	=422	[NULL]	
=2303	=5	=423	[NULL]	
=2304	=5	=425	[NULL]	
=2305	=5	=426	[NULL]	
=2306	=5	=427	[NULL]	
=2307	=5	=430	[NULL]	
=2308	=5	=432	[NULL]	
=2309	=5	=435	[NULL]	
=2310	=5	=437	[NULL]	
=2311	=5	=439	[NULL]	
=2312	=5	=441	[NULL]	
=2313	=5	=444	[NULL]	
=2314	=5	=445	[NULL]	
=2315	=5	=446	[NULL]	
=2316	=5	=447	[NULL]	
=2317	=5	=451	[NULL]	
=2318	=5	=452	[NULL]	
=2319	=5	=453	[NULL]	
=2320	=5	=454	[NULL]	
=2321	=5	=455	[NULL]	
=2322	=5	=456	[NULL]	
=2323	=5	=458	[NULL]	
=2324	=5	=459	[NULL]	
=2325	=5	=467	[NULL]	
=2326	=5	=474	[NULL]	
=2327	=5	=476	[NULL]	
=2328	=5	=477	[NULL]	
=2329	=5	=480	[NULL]	
=2330	=5	=481	[NULL]	
=2331	=5	=486	[NULL]	
=2332	=5	=494	[NULL]	
=2333	=5	=496	[NULL]	
=2334	=5	=498	[NULL]	
=2335	=5	=503	[NULL]	
=2336	=5	=507	[NULL]	
=2337	=5	=512	[NULL]	
=2338	=5	=523	[NULL]	
=2339	=5	=524	[NULL]	
=2340	=5	=525	[NULL]	
=2341	=5	=527	[NULL]	
=2342	=5	=528	[NULL]	
=2343	=5	=530	[NULL]	
=2344	=5	=543	[NULL]	
=2345	=5	=544	[NULL]	
=2346	=5	=549	[NULL]	
=2347	=5	=556	[NULL]	
=2348	=5	=558	[NULL]	
=2349	=5	=561	[NULL]	
=2350	=5	=568	[NULL]	
=2351	=5	=569	[NULL]	
=2352	=5	=570	[NULL]	
=2353	=5	=571	[NULL]	
=2354	=5	=572	[NULL]	
=2355	=5	=573	[NULL]	
=2356	=5	=574	[NULL]	
=2357	=5	=575	[NULL]	
=2358	=5	=577	[NULL]	
=2359	=5	=578	[NULL]	
=2360	=5	=580	[NULL]	
=2361	=5	=583	[NULL]	
=2362	=5	=584	[NULL]	
=2363	=5	=585	[NULL]	
=2364	=5	=586	[NULL]	
=2365	=5	=587	[NULL]	
=2366	=5	=588	[NULL]	
=2367	=5	=589	[NULL]	
=2368	=5	=590	[NULL]	
=2369	=5	=593	[NULL]	
=2370	=5	=594	[NULL]	
=2371	=5	=599	[NULL]	
=2372	=5	=603	[NULL]	
=2373	=5	=604	[NULL]	
=2374	=5	=607	[NULL]	
=2375	=5	=609	[NULL]	
=2376	=5	=610	[NULL]	
=2377	=5	=611	[NULL]	
=2378	=5	=614	[NULL]	
=2379	=5	=615	[NULL]	
=2380	=5	=618	[NULL]	
=2381	=5	=619	[NULL]	
=2382	=5	=622	[NULL]	
=2383	=5	=623	[NULL]	
=2384	=5	=624	[NULL]	
=2385	=5	=625	[NULL]	
=2386	=5	=626	[NULL]	
=2387	=5	=627	[NULL]	
=2388	=5	=631	[NULL]	
=2389	=5	=633	[NULL]	
=2390	=5	=634	[NULL]	
=2391	=5	=635	[NULL]	
=2392	=5	=637	[NULL]	
=2393	=5	=639	[NULL]	
=2394	=5	=649	[NULL]	
=2395	=5	=650	[NULL]	
=2396	=5	=651	[NULL]	
=2397	=5	=652	[NULL]	
=2398	=5	=653	[NULL]	
=2399	=5	=654	[NULL]	
=2400	=5	=655	[NULL]	
=2401	=5	=656	[NULL]	
=2402	=5	=657	[NULL]	
=2403	=5	=658	[NULL]	
=2404	=5	=659	[NULL]	
=2405	=5	=660	[NULL]	
=2406	=5	=661	[NULL]	
=2407	=5	=662	[NULL]	
=2408	=5	=663	[NULL]	
=2409	=5	=664	[NULL]	
=2410	=5	=665	[NULL]	
=2411	=5	=666	[NULL]	
=2412	=5	=667	[NULL]	
=2413	=5	=668	[NULL]	
=2414	=5	=671	[NULL]	
=2415	=5	=672	[NULL]	
=2416	=5	=673	[NULL]	
=2417	=5	=677	[NULL]	
=2418	=5	=678	[NULL]	
=2419	=5	=681	[NULL]	
=2420	=5	=682	[NULL]	
=2421	=5	=685	[NULL]	
=2422	=5	=686	[NULL]	
=2423	=5	=687	[NULL]	
=2424	=5	=692	[NULL]	
=2425	=5	=695	[NULL]	
=2426	=5	=696	[NULL]	
=2427	=5	=697	[NULL]	
=2428	=5	=700	[NULL]	
=2429	=5	=703	[NULL]	
=2430	=5	=705	[NULL]	
=2431	=5	=706	[NULL]	
=2432	=5	=707	[NULL]	
=2433	=5	=711	[NULL]	
=2434	=5	=713	[NULL]	
=2435	=5	=714	[NULL]	
=2436	=5	=715	[NULL]	
=2437	=5	=716	[NULL]	
=2438	=5	=718	[NULL]	
=2439	=5	=719	[NULL]	
=2440	=5	=725	[NULL]	
=2441	=5	=726	[NULL]	
=2442	=5	=727	[NULL]	
=2443	=5	=728	[NULL]	
=2444	=5	=729	[NULL]	
=2445	=5	=730	[NULL]	
=2446	=5	=731	[NULL]	
=2447	=5	=732	[NULL]	
=2448	=5	=733	[NULL]	
=2449	=5	=734	[NULL]	
=2450	=5	=735	[NULL]	
=2451	=5	=736	[NULL]	
=2452	=5	=738	[NULL]	
=2453	=5	=739	[NULL]	
=2454	=5	=745	[NULL]	
=2455	=5	=746	[NULL]	
=2456	=5	=749	[NULL]	
=2457	=5	=752	[NULL]	
=2458	=5	=753	[NULL]	
=2459	=5	=754	[NULL]	
=2460	=5	=757	[NULL]	
=2461	=5	=758	[NULL]	
=2462	=5	=759	[NULL]	
=2463	=5	=760	[NULL]	
=2464	=5	=761	[NULL]	
=2465	=5	=762	[NULL]	
=2466	=5	=763	[NULL]	
=2467	=5	=764	[NULL]	
=2468	=5	=765	[NULL]	
=2469	=5	=766	[NULL]	
=2470	=5	=767	[NULL]	
=2471	=5	=770	[NULL]	
=2472	=5	=771	[NULL]	
=2473	=5	=772	[NULL]	
=2474	=5	=773	[NULL]	
=2475	=5	=774	[NULL]	
=2476	=5	=775	[NULL]	
=2477	=5	=776	[NULL]	
=2478	=5	=777	[NULL]	
=2479	=5	=778	[NULL]	
=2480	=5	=779	[NULL]	
=2481	=5	=780	[NULL]	
=2482	=5	=781	[NULL]	
=2483	=5	=782	[NULL]	
=2484	=5	=783	[NULL]	
=2485	=5	=784	[NULL]	
=2486	=5	=785	[NULL]	
=2487	=5	=788	[NULL]	
=2488	=5	=789	[NULL]	
=2489	=5	=791	[NULL]	
=2490	=5	=792	[NULL]	
=2491	=5	=793	[NULL]	
=2492	=5	=794	[NULL]	
=2493	=5	=797	[NULL]	
=2494	=5	=798	[NULL]	
=2495	=5	=799	[NULL]	
=2496	=5	=800	[NULL]	
=2497	=5	=801	[NULL]	
=2498	=5	=802	[NULL]	
=2499	=5	=803	[NULL]	
=2500	=5	=804	[NULL]	
=2501	=5	=805	[NULL]	
=2502	=5	=806	[NULL]	
=2503	=5	=807	[NULL]	
=2504	=5	=808	[NULL]	
=2505	=5	=809	[NULL]	
=2506	=5	=810	[NULL]	
=2507	=5	=811	[NULL]	
=2508	=5	=812	[NULL]	
=2509	=5	=813	[NULL]	
=2510	=5	=814	[NULL]	
=2511	=5	=815	[NULL]	
=2512	=5	=816	[NULL]	
=2513	=5	=817	[NULL]	
=2514	=5	=818	[NULL]	
=2515	=5	=819	[NULL]	
=2516	=5	=820	[NULL]	
=2517	=5	=821	[NULL]	
=2518	=5	=822	[NULL]	
=2519	=5	=823	[NULL]	
=2520	=5	=825	[NULL]	
=2521	=5	=826	[NULL]	
=2522	=5	=827	[NULL]	
=2523	=5	=828	[NULL]	
=2524	=5	=829	[NULL]	
=2525	=5	=830	[NULL]	
=2526	=5	=831	[NULL]	
=2527	=5	=832	[NULL]	
=2528	=5	=833	[NULL]	
=2529	=5	=834	[NULL]	
=2530	=5	=835	[NULL]	
=2531	=5	=836	[NULL]	
=2532	=5	=837	[NULL]	
=2533	=5	=838	[NULL]	
=2534	=5	=839	[NULL]	
=2535	=5	=840	[NULL]	
=2536	=5	=841	[NULL]	
=2537	=5	=842	[NULL]	
=2538	=5	=849	[NULL]	
=2539	=5	=850	[NULL]	
=2540	=5	=851	[NULL]	
=2541	=5	=852	[NULL]	
=2542	=5	=853	[NULL]	
=2543	=5	=854	[NULL]	
=2544	=5	=855	[NULL]	
=2545	=5	=856	[NULL]	
=2546	=5	=857	[NULL]	
=2547	=5	=858	[NULL]	
=2548	=5	=859	[NULL]	
=2549	=5	=862	[NULL]	
=2550	=5	=864	[NULL]	
=2551	=5	=866	[NULL]	
=2552	=5	=867	[NULL]	
=2553	=5	=868	[NULL]	
=2554	=5	=869	[NULL]	
=2555	=5	=870	[NULL]	
=2556	=5	=871	[NULL]	
=2557	=5	=872	[NULL]	
=2558	=5	=873	[NULL]	
=2559	=5	=874	[NULL]	
=2560	=5	=875	[NULL]	
=2561	=5	=876	[NULL]	
=2562	=5	=880	[NULL]	
=2563	=5	=881	[NULL]	
=2564	=5	=882	[NULL]	
=2565	=5	=883	[NULL]	
=2566	=5	=884	[NULL]	
=2567	=5	=885	[NULL]	
=2568	=5	=886	[NULL]	
=2569	=5	=889	[NULL]	
=2570	=5	=890	[NULL]	
=2571	=5	=891	[NULL]	
=2572	=5	=892	[NULL]	
=2573	=5	=894	[NULL]	
=2574	=5	=895	[NULL]	
=2575	=5	=897	[NULL]	
=2576	=5	=898	[NULL]	
=2577	=5	=899	[NULL]	
=2578	=5	=900	[NULL]	
=2579	=5	=901	[NULL]	
=2580	=5	=902	[NULL]	
=2581	=5	=903	[NULL]	
=2582	=5	=904	[NULL]	
=2583	=5	=905	[NULL]	
=2584	=5	=906	[NULL]	
=2585	=5	=907	[NULL]	
=2586	=5	=908	[NULL]	
=2587	=5	=909	[NULL]	
=2588	=5	=910	[NULL]	
=2589	=5	=911	[NULL]	
=2590	=5	=912	[NULL]	
=2591	=5	=913	[NULL]	
=2592	=5	=914	[NULL]	
=2593	=5	=915	[NULL]	
=2594	=5	=916	[NULL]	
=2595	=5	=917	[NULL]	
=2596	=5	=918	[NULL]	
=2597	=5	=920	[NULL]	
=2598	=5	=921	[NULL]	
=2599	=5	=922	[NULL]	
=2600	=5	=923	[NULL]	
=2601	=5	=924	[NULL]	
=2602	=5	=925	[NULL]	
=2603	=5	=926	[NULL]	
=2604	=5	=927	[NULL]	
=2605	=5	=928	[NULL]	
=2606	=5	=929	[NULL]	
=2607	=5	=930	[NULL]	
=2608	=5	=931	[NULL]	
=2609	=5	=932	[NULL]	
=2610	=5	=933	[NULL]	
=2611	=5	=934	[NULL]	
=2612	=5	=935	[NULL]	
=2613	=5	=936	[NULL]	
=2614	=5	=937	[NULL]	
=2615	=5	=938	[NULL]	
=2616	=5	=939	[NULL]	
=2617	=5	=940	[NULL]	
=2618	=5	=941	[NULL]	
=2619	=5	=942	[NULL]	
=2620	=5	=943	[NULL]	
=2621	=5	=944	[NULL]	
=2622	=5	=945	[NULL]	
=2623	=5	=946	[NULL]	
=2624	=5	=947	[NULL]	
=2625	=5	=948	[NULL]	
=2626	=5	=949	[NULL]	
=2627	=5	=950	[NULL]	
=2628	=5	=951	[NULL]	
=2629	=5	=952	[NULL]	
=2630	=5	=954	[NULL]	
=2631	=5	=955	[NULL]	
=2632	=5	=956	[NULL]	
=2633	=5	=957	[NULL]	
=2634	=5	=958	[NULL]	
=2635	=5	=959	[NULL]	
=2636	=5	=960	[NULL]	
=2637	=5	=961	[NULL]	
=2638	=5	=962	[NULL]	
=2639	=5	=963	[NULL]	
=2640	=5	=964	[NULL]	
=2641	=5	=965	[NULL]	
=2642	=5	=966	[NULL]	
=2643	=5	=967	[NULL]	
=2644	=5	=968	[NULL]	
=2645	=5	=969	[NULL]	
=2646	=5	=970	[NULL]	
=2647	=5	=971	[NULL]	
=2648	=5	=972	[NULL]	
=2649	=5	=973	[NULL]	
=2650	=5	=974	[NULL]	
=2651	=5	=975	[NULL]	
=2652	=5	=976	[NULL]	
=2653	=5	=977	[NULL]	
=2654	=5	=978	[NULL]	
=2655	=5	=979	[NULL]	
=2656	=5	=980	[NULL]	
=2657	=5	=981	[NULL]	
=2658	=5	=982	[NULL]	
=2659	=5	=983	[NULL]	
=2660	=5	=984	[NULL]	
=2661	=5	=985	[NULL]	
=2662	=5	=986	[NULL]	
=2663	=5	=987	[NULL]	
=2664	=5	=988	[NULL]	
=2665	=5	=989	[NULL]	
=2666	=5	=990	[NULL]	
=2667	=5	=991	[NULL]	
=2668	=5	=992	[NULL]	
=2669	=5	=993	[NULL]	
=2670	=5	=994	[NULL]	
=2671	=5	=995	[NULL]	
=2672	=5	=996	[NULL]	
=2673	=5	=997	[NULL]	
=2674	=5	=998	[NULL]	
=2675	=5	=999	[NULL]	
=2676	=5	=1000	[NULL]	
=2677	=5	=1001	[NULL]	
=2678	=5	=1002	[NULL]	
=2679	=5	=1003	[NULL]	
=2680	=5	=1004	[NULL]	
=2681	=5	=1005	[NULL]	
=2682	=5	=1006	[NULL]	
=2683	=5	=1007	[NULL]	
=2684	=5	=1008	[NULL]	
=2685	=5	=1009	[NULL]	
=2686	=5	=1010	[NULL]	
=2687	=5	=1011	[NULL]	
=2688	=5	=1012	[NULL]	
=2689	=5	=1013	[NULL]	
=2690	=5	=1014	[NULL]	
=2691	=5	=1015	[NULL]	
=2692	=5	=1016	[NULL]	
=2693	=5	=1017	[NULL]	
=2694	=5	=1018	[NULL]	
=2695	=5	=1019	[NULL]	
=2696	=5	=1021	[NULL]	
=2697	=5	=1022	[NULL]	
=2698	=5	=1023	[NULL]	
=2699	=5	=1024	[NULL]	
=2700	=5	=1025	[NULL]	
=2701	=5	=1026	[NULL]	
=2702	=5	=1027	[NULL]	
=2703	=5	=1028	[NULL]	
=2704	=5	=1029	[NULL]	
=2705	=5	=1030	[NULL]	
=2706	=5	=1031	[NULL]	
=2707	=5	=1032	[NULL]	
=2708	=5	=1033	[NULL]	
=2709	=5	=1034	[NULL]	
=2710	=5	=1035	[NULL]	
=2711	=5	=1036	[NULL]	
=2712	=5	=1037	[NULL]	
=2713	=5	=1038	[NULL]	
=2714	=5	=1039	[NULL]	
=2715	=5	=1040	[NULL]	
=2716	=5	=1041	[NULL]	
=2717	=5	=1042	[NULL]	
=2718	=5	=1043	[NULL]	
=2719	=5	=1044	[NULL]	
=2720	=5	=1045	[NULL]	
=2721	=5	=1046	[NULL]	
=2722	=5	=1047	[NULL]	
=2723	=5	=1048	[NULL]	
=2724	=5	=1049	[NULL]	
=2725	=5	=1050	[NULL]	
=2726	=5	=1051	[NULL]	
=2727	=5	=1052	[NULL]	
=2728	=5	=1053	[NULL]	
=2729	=5	=1054	[NULL]	
=2730	=5	=1055	[NULL]	
=2731	=5	=1056	[NULL]	
=2732	=5	=1057	[NULL]	
=2733	=5	=1058	[NULL]	
=2734	=5	=1059	[NULL]	
=2735	=5	=1060	[NULL]	
=2736	=5	=1061	[NULL]	
=2737	=5	=1062	[NULL]	
=2738	=5	=1063	[NULL]	
=2739	=5	=1064	[NULL]	
=2740	=5	=1065	[NULL]	
=2741	=5	=1066	[NULL]	
=2742	=5	=1067	[NULL]	
=2743	=5	=1068	[NULL]	
=2744	=5	=1069	[NULL]	
=2745	=5	=1070	[NULL]	
=2746	=5	=1072	[NULL]	
=2747	=5	=1073	[NULL]	
=2748	=5	=1074	[NULL]	
=2749	=5	=1075	[NULL]	
=2750	=5	=1076	[NULL]	
=2753	=6	=247	[NULL]	
=2754	=6	=248	[NULL]	
=2755	=6	=249	[NULL]	
=2756	=6	=250	[NULL]	
=2757	=6	=251	[NULL]	
=2758	=6	=252	[NULL]	
=2759	=6	=253	[NULL]	
=2760	=6	=254	[NULL]	
=2761	=6	=256	[NULL]	
=2762	=6	=258	[NULL]	
=2763	=6	=259	[NULL]	
=2764	=6	=260	[NULL]	
=2765	=6	=261	[NULL]	
=2766	=6	=264	[NULL]	
=2767	=6	=267	[NULL]	
=2768	=6	=268	[NULL]	
=2769	=6	=269	[NULL]	
=2770	=6	=272	[NULL]	
=2771	=6	=273	[NULL]	
=2772	=6	=274	[NULL]	
=2773	=6	=275	[NULL]	
=2774	=6	=280	[NULL]	
=2775	=6	=281	[NULL]	
=2776	=6	=282	[NULL]	
=2777	=6	=283	[NULL]	
=2778	=6	=284	[NULL]	
=2779	=6	=285	[NULL]	
=2780	=6	=286	[NULL]	
=2781	=6	=288	[NULL]	
=2782	=6	=289	[NULL]	
=2783	=6	=291	[NULL]	
=2784	=6	=292	[NULL]	
=2785	=6	=296	[NULL]	
=2786	=6	=299	[NULL]	
=2787	=6	=301	[NULL]	
=2788	=6	=308	[NULL]	
=2789	=6	=309	[NULL]	
=2790	=6	=310	[NULL]	
=2791	=6	=311	[NULL]	
=2792	=6	=312	[NULL]	
=2793	=6	=313	[NULL]	
=2794	=6	=316	[NULL]	
=2795	=6	=317	[NULL]	
=2796	=6	=318	[NULL]	
=2797	=6	=319	[NULL]	
=2798	=6	=321	[NULL]	
=2799	=6	=322	[NULL]	
=2800	=6	=324	[NULL]	
=2801	=6	=325	[NULL]	
=2802	=6	=327	[NULL]	
=2803	=6	=329	[NULL]	
=2804	=6	=330	[NULL]	
=2805	=6	=331	[NULL]	
=2806	=6	=336	[NULL]	
=2807	=6	=337	[NULL]	
=2808	=6	=341	[NULL]	
=2809	=6	=343	[NULL]	
=2810	=6	=347	[NULL]	
=2811	=6	=348	[NULL]	
=2812	=6	=350	[NULL]	
=2813	=6	=351	[NULL]	
=2814	=6	=352	[NULL]	
=2815	=6	=353	[NULL]	
=2816	=6	=354	[NULL]	
=2817	=6	=356	[NULL]	
=2818	=6	=357	[NULL]	
=2819	=6	=358	[NULL]	
=2820	=6	=359	[NULL]	
=2821	=6	=364	[NULL]	
=2822	=6	=365	[NULL]	
=2823	=6	=366	[NULL]	
=2824	=6	=367	[NULL]	
=2825	=6	=373	[NULL]	
=2826	=6	=375	[NULL]	
=2827	=6	=376	[NULL]	
=2828	=6	=377	[NULL]	
=2829	=6	=380	[NULL]	
=2830	=6	=381	[NULL]	
=2831	=6	=382	[NULL]	
=2832	=6	=383	[NULL]	
=2833	=6	=384	[NULL]	
=2834	=6	=385	[NULL]	
=2835	=6	=387	[NULL]	
=2836	=6	=389	[NULL]	
=2837	=6	=395	[NULL]	
=2838	=6	=397	[NULL]	
=2839	=6	=400	[NULL]	
=2840	=6	=402	[NULL]	
=2841	=6	=404	[NULL]	
=2842	=6	=405	[NULL]	
=2843	=6	=407	[NULL]	
=2844	=6	=409	[NULL]	
=2845	=6	=411	[NULL]	
=2846	=6	=412	[NULL]	
=2847	=6	=414	[NULL]	
=2848	=6	=415	[NULL]	
=2849	=6	=417	[NULL]	
=2850	=6	=420	[NULL]	
=2851	=6	=421	[NULL]	
=2852	=6	=422	[NULL]	
=2853	=6	=423	[NULL]	
=2854	=6	=425	[NULL]	
=2855	=6	=426	[NULL]	
=2856	=6	=427	[NULL]	
=2857	=6	=430	[NULL]	
=2858	=6	=432	[NULL]	
=2859	=6	=435	[NULL]	
=2860	=6	=437	[NULL]	
=2861	=6	=439	[NULL]	
=2862	=6	=441	[NULL]	
=2863	=6	=444	[NULL]	
=2864	=6	=445	[NULL]	
=2865	=6	=446	[NULL]	
=2866	=6	=447	[NULL]	
=2867	=6	=451	[NULL]	
=2868	=6	=452	[NULL]	
=2869	=6	=453	[NULL]	
=2870	=6	=454	[NULL]	
=2871	=6	=455	[NULL]	
=2872	=6	=456	[NULL]	
=2873	=6	=458	[NULL]	
=2874	=6	=459	[NULL]	
=2875	=6	=467	[NULL]	
=2876	=6	=474	[NULL]	
=2877	=6	=476	[NULL]	
=2878	=6	=477	[NULL]	
=2879	=6	=480	[NULL]	
=2880	=6	=481	[NULL]	
=2881	=6	=486	[NULL]	
=2882	=6	=494	[NULL]	
=2883	=6	=496	[NULL]	
=2884	=6	=498	[NULL]	
=2885	=6	=503	[NULL]	
=2886	=6	=507	[NULL]	
=2887	=6	=512	[NULL]	
=2888	=6	=523	[NULL]	
=2889	=6	=524	[NULL]	
=2890	=6	=525	[NULL]	
=2891	=6	=527	[NULL]	
=2892	=6	=528	[NULL]	
=2893	=6	=530	[NULL]	
=2894	=6	=543	[NULL]	
=2895	=6	=544	[NULL]	
=2896	=6	=549	[NULL]	
=2897	=6	=556	[NULL]	
=2898	=6	=558	[NULL]	
=2899	=6	=561	[NULL]	
=2900	=6	=568	[NULL]	
=2901	=6	=569	[NULL]	
=2902	=6	=570	[NULL]	
=2903	=6	=571	[NULL]	
=2904	=6	=572	[NULL]	
=2905	=6	=573	[NULL]	
=2906	=6	=574	[NULL]	
=2907	=6	=575	[NULL]	
=2908	=6	=577	[NULL]	
=2909	=6	=578	[NULL]	
=2910	=6	=580	[NULL]	
=2911	=6	=583	[NULL]	
=2912	=6	=584	[NULL]	
=2913	=6	=585	[NULL]	
=2914	=6	=586	[NULL]	
=2915	=6	=587	[NULL]	
=2916	=6	=588	[NULL]	
=2917	=6	=589	[NULL]	
=2918	=6	=590	[NULL]	
=2919	=6	=593	[NULL]	
=2920	=6	=594	[NULL]	
=2921	=6	=599	[NULL]	
=2922	=6	=603	[NULL]	
=2923	=6	=604	[NULL]	
=2924	=6	=607	[NULL]	
=2925	=6	=609	[NULL]	
=2926	=6	=610	[NULL]	
=2927	=6	=611	[NULL]	
=2928	=6	=614	[NULL]	
=2929	=6	=615	[NULL]	
=2930	=6	=618	[NULL]	
=2931	=6	=619	[NULL]	
=2932	=6	=622	[NULL]	
=2933	=6	=623	[NULL]	
=2934	=6	=624	[NULL]	
=2935	=6	=625	[NULL]	
=2936	=6	=626	[NULL]	
=2937	=6	=627	[NULL]	
=2938	=6	=631	[NULL]	
=2939	=6	=633	[NULL]	
=2940	=6	=634	[NULL]	
=2941	=6	=635	[NULL]	
=2942	=6	=637	[NULL]	
=2943	=6	=639	[NULL]	
=2944	=6	=649	[NULL]	
=2945	=6	=650	[NULL]	
=2946	=6	=651	[NULL]	
=2947	=6	=652	[NULL]	
=2948	=6	=653	[NULL]	
=2949	=6	=654	[NULL]	
=2950	=6	=655	[NULL]	
=2951	=6	=656	[NULL]	
=2952	=6	=657	[NULL]	
=2953	=6	=658	[NULL]	
=2954	=6	=659	[NULL]	
=2955	=6	=660	[NULL]	
=2956	=6	=661	[NULL]	
=2957	=6	=662	[NULL]	
