Id	LocationId	RouteId	ImportId	AssetId	DeviceSerialNumber	CentralThirdPartyDeviceId	UserMachineSerialNumber	Place	LastRestockDateTime	Deployed	OfflineMachineType	MeterType	LastInventoryAdjustmentDateTime	LastUpdatedByIntegrationUtcDateTime	
=642140	=3334	=0	=102380	=102380	[NULL]	[NULL]	=633011119	=DOCK BREAK AREA	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=642141	=3334	=0	=163671	=163671	[NULL]	[NULL]	=1005100	=MOLDING BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=642142	=3334	=0	=163672	=163672	[NULL]	[NULL]	=1005180	=PRINTING BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=642143	=3334	=0	=165593	=165593	[NULL]	[NULL]	=431034928	=MOLDING BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=644517	=3364	=31024	=163717	=163717	[NULL]	[NULL]	=1005181	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=644518	=3832	=0	=163730	=163730	[NULL]	[NULL]	=674010659	=TRUCKERS BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=644519	=3364	=31024	=165426	=165426	[NULL]	[NULL]	=431038295	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=999984	=0	=0	[NULL]	=501712	[NULL]	[NULL]	=	=Central Cafe	[NULL]	=0	=F	[NULL]	[NULL]	[NULL]	
=999985	=3532	=0	[NULL]	=225117	[NULL]	[NULL]	=	=Central Cafe	[NULL]	=1	=F	[NULL]	[NULL]	[NULL]	
=999986	=3532	=70829	=225113	=225113	=135225	[NULL]	=181013380	=West Cafe	=01/01/2000 00:00:00	=1	[NULL]	[NULL]	[NULL]	=11/07/2012 19:12:00	
=999987	=3532	=70829	=453032	=453032	=140533	[NULL]	=2824333	=West Cafe	=01/01/2000 00:00:00	=1	[NULL]	[NULL]	[NULL]	=11/07/2012 19:12:00	
=999988	=3532	=70829	=483194	=483194	=136380	[NULL]	=RY01046964	=West Cafe	=01/01/2000 00:00:00	=1	[NULL]	[NULL]	[NULL]	=11/07/2012 19:12:00	
=999990	=0	=10002	[NULL]	=208738	[NULL]	[NULL]	=94630078 CJ	=5TH FLOOR EAST	=08/27/2011 12:30:00	=1	=F	[NULL]	[NULL]	[NULL]	
=999991	=0	=10002	[NULL]	=208736	[NULL]	[NULL]	=94630077	=6TH FLOOR EAST	=08/27/2011 12:30:00	=1	=F	[NULL]	[NULL]	[NULL]	
=999992	=0	=10002	[NULL]	=208734	[NULL]	[NULL]	=94690031 CJ	=7TH FLOOR EAST	=08/27/2011 12:30:00	=1	=F	[NULL]	[NULL]	[NULL]	
=999993	=0	=10002	[NULL]	=208759	[NULL]	[NULL]	=94630083	=1ST FLOOR WEST	=08/27/2011 12:30:00	=1	=F	[NULL]	[NULL]	[NULL]	
=999994	=0	=10002	[NULL]	=208756	[NULL]	[NULL]	=94690032	=2ND FLOOR WEST	=08/27/2011 12:30:00	=1	=F	[NULL]	[NULL]	[NULL]	
=999995	=0	=10002	[NULL]	=208746	[NULL]	[NULL]	=94690006	=3RD FLOOR WEST	=08/27/2011 13:00:00	=1	=F	[NULL]	[NULL]	[NULL]	
=999996	=0	=10002	[NULL]	=208755	[NULL]	[NULL]	=94690001	=4TH FLOOR WEST	=08/27/2011 13:00:00	=1	=F	[NULL]	[NULL]	[NULL]	
=999997	=0	=10002	[NULL]	=200002	[NULL]	[NULL]	=94690005 CJ	=5TH FLOOR WEST	=08/27/2011 13:00:00	=0	=F	[NULL]	[NULL]	[NULL]	
=999998	=0	=10002	[NULL]	=208745	[NULL]	[NULL]	=94630081	=6TH FLOOR WEST	=08/27/2011 13:00:00	=1	=F	[NULL]	[NULL]	[NULL]	
=999999	=0	=10002	[NULL]	=200001	[NULL]	[NULL]	=00	=none	=08/27/2011 13:00:00	=0	=F	[NULL]	[NULL]	[NULL]	
=1014754	=3935	=70314	=501748	=501748	=102556	[NULL]	=50300022	=Breakroom 2	=01/01/2000 00:00:00	=1	[NULL]	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1023288	=0	=0	[NULL]	=1023288	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=F	[NULL]	[NULL]	[NULL]	
=1032247	=0	=0	[NULL]	=1032247	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=F	[NULL]	[NULL]	[NULL]	
=1033065	=0	=0	[NULL]	=1033065	=33065	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	
=1034894	=0	=0	[NULL]	=1034894	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=F	[NULL]	[NULL]	[NULL]	
=1034898	=1038	=10006	=208342	=208342	=136619	[NULL]	=20100CAO0011	=Upstairs	=11/06/2012 10:28:00	=1	[NULL]	[NULL]	=10/16/2012 10:34:00	=11/07/2012 19:12:00	
=1034903	=0	=0	[NULL]	=1034903	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=F	[NULL]	[NULL]	[NULL]	
=1034913	=1206	=15	=207387	=207387	=34913	[NULL]	=05886591AY	=4TH FLOOR	=11/02/2012 07:55:00	=1	[NULL]	[NULL]	=10/31/2012 08:24:00	=11/07/2012 19:12:00	
=1034916	=0	=0	[NULL]	=1034916	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=F	[NULL]	[NULL]	[NULL]	
=1035066	=1001	=10003	=201102	=201102	[NULL]	[NULL]	=012032	=Warehouse	=10/29/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035067	=1030	=10004	=201117	=201117	[NULL]	[NULL]	=813483	=46	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=06/30/2009 21:52:00	
=1035068	=1092	=10006	=202263	=202263	[NULL]	[NULL]	=16531	=231 TIRE ASSEMBLY	=11/07/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035069	=1067	=10004	=203755	=203755	[NULL]	[NULL]	=77190075 BE	=#29 EAST	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=04/07/2010 19:21:00	
=1035070	=1099	=10006	=204940	=204940	[NULL]	[NULL]	=63310168	=SOUTH CAFETERIA	=11/05/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035071	=1004	=10002	=205114	=205114	[NULL]	[NULL]	=	=Main Breakroom	=11/07/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035072	=1004	=10002	=205119	=205119	[NULL]	[NULL]	=	[NULL]	=11/07/2012 01:00:00	=1	=F	[NULL]	[NULL]	=05/10/2012 01:52:00	
=1035073	=1034	=10005	=205127	=205127	[NULL]	[NULL]	=015524	=MAIN HALLWAY	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=11/05/2009 09:06:00	
=1035074	=1007	=10002	=205134	=205134	[NULL]	[NULL]	=68763	=MENARDS WEST	=10/30/2012 01:00:00	=1	=F	[NULL]	[NULL]	=04/16/2012 07:34:00	
=1035075	=1032	=10005	=205138	=205138	[NULL]	[NULL]	=13263	=MAIN HALLWAY	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=11/05/2009 09:06:00	
=1035076	=1040	=10002	=205140	=205140	[NULL]	[NULL]	=	[NULL]	=11/05/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035077	=3731	=20007	=205145	=205145	[NULL]	[NULL]	=44437	=OFFICE	=09/20/2010 07:40:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035078	=1001	=10003	=205156	=205156	[NULL]	[NULL]	=1227	=Warehouse	=10/29/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035079	=1095	=10006	=205158	=205158	[NULL]	[NULL]	=43145641	=WAREHOUSE	=04/05/2010 06:00:00	=0	=F	[NULL]	[NULL]	=08/25/2010 18:13:00	
=1035080	=1096	=10006	=205169	=205169	[NULL]	[NULL]	=43139013	=DEPT 139	=04/08/2010 06:00:00	=0	=F	[NULL]	[NULL]	=03/29/2011 04:15:00	
=1035081	=1011	=0	=205174	=205174	[NULL]	[NULL]	=3135859	=	=03/16/2010 06:40:00	=0	=F	[NULL]	[NULL]	=04/17/2011 12:32:00	
=1035082	=1021	=0	=205180	=205180	[NULL]	[NULL]	=1040848	=666 WALNUT ST	=04/09/2010 07:00:00	=0	=F	[NULL]	[NULL]	=02/21/2011 13:29:00	
=1035083	=1097	=10006	=205182	=205182	[NULL]	[NULL]	=3015320	=RECEIVING DOCK	=10/29/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035084	=0	=0	=5185	=5185	[NULL]	[NULL]	=57136	=1917 DEAN WAREHOUSE	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=07/21/2009 05:52:00	
=1035085	=0	=0	=205187	=205187	[NULL]	[NULL]	=43619	=1917 DEAN WAREHOUSE	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=07/21/2009 05:52:00	
=1035086	=0	=0	=205189	=205189	[NULL]	[NULL]	=37848	=2121 BREAKROOM	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=07/21/2009 05:52:00	
=1035087	=0	=0	=205190	=205190	[NULL]	[NULL]	=11021	=	=03/19/2010 05:50:00	=0	=F	[NULL]	[NULL]	=12/28/2011 02:49:00	
=1035088	=0	=0	=5192	=5192	[NULL]	[NULL]	=0	=WALNUT - TOOL ROOM	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=07/21/2009 05:52:00	
=1035089	=1005	=10002	=205195	=205195	[NULL]	[NULL]	=1038838	=BREAKROOM	=03/24/2010 08:00:00	=0	=F	[NULL]	[NULL]	=12/28/2011 02:49:00	
=1035090	=1005	=0	=5198	=5198	[NULL]	[NULL]	=011291	=BREAKROOM	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=06/30/2009 21:52:00	
=1035091	=1014	=10002	=205200	=205200	[NULL]	[NULL]	=39015	=NON SMOKING	=11/07/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035092	=1276	=20001	=205201	=205201	[NULL]	[NULL]	=11366	=BREAKROOM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035093	=1004	=10002	=205204	=205204	[NULL]	[NULL]	=431040415	[NULL]	=11/07/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035094	=1337	=20007	=205209	=205209	[NULL]	[NULL]	=431-40619	=BASEMENT	=03/07/2012 08:30:00	=0	=F	[NULL]	[NULL]	=08/16/2012 07:30:00	
=1035095	=3789	=20009	=205210	=205210	[NULL]	[NULL]	=653-011706	[NULL]	=03/25/2010 10:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035096	=3682	=20007	=205214	=205214	[NULL]	[NULL]	=040416	[NULL]	=04/01/2010 08:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035097	=1015	=10003	=205216	=205216	[NULL]	[NULL]	=37487	[NULL]	=11/01/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035098	=1003	=10002	=205228	=205228	[NULL]	[NULL]	=12363	=PARTS WHSE.	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=06/30/2009 21:52:00	
=1035099	=1098	=10006	=205232	=205232	[NULL]	[NULL]	=16378	=PDIC CELL 3 ENCLOSED	=11/05/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035100	=1017	=10002	=205234	=205234	[NULL]	[NULL]	=55299	=MENARDS SOUTH	=11/06/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035101	=0	=0	=205236	=205236	[NULL]	[NULL]	=57132	=MENARDS SOUTH	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=12/07/2009 10:11:00	
=1035102	=0	=0	=205243	=205243	[NULL]	[NULL]	=37849	=2800 DIXON BREAKROOM	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=07/21/2009 05:52:00	
=1035103	=3840	=70314	=221296	=221296	=35103	[NULL]	=123C03044027	=Inbound Breakroom	=11/23/2009 05:50:00	=1	[NULL]	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035104	=1001	=10003	=205247	=205247	[NULL]	[NULL]	=40618	=DISTRIBUTION	=11/01/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035105	=1020	=10002	=205254	=205254	[NULL]	[NULL]	=51879	[NULL]	=11/06/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035106	=1020	=10002	=205256	=205256	[NULL]	[NULL]	=38840	[NULL]	=11/06/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035107	=1007	=10002	=205259	=205259	[NULL]	[NULL]	=57137	=MENARDS WEST	=10/24/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035108	=0	=0	=205263	=205263	[NULL]	[NULL]	=37850	=4141 DIXON 2ND FLOOR	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=07/21/2009 05:52:00	
=1035109	=0	=10006	=205266	=205266	[NULL]	[NULL]	=431041785	=RECEIVING DOCK	=04/09/2010 06:00:00	=0	=F	[NULL]	[NULL]	=06/09/2010 18:12:00	
=1035110	=1022	=10002	=205276	=205276	[NULL]	[NULL]	=60917	=	=03/31/2010 06:00:00	=0	=F	[NULL]	[NULL]	=06/20/2011 12:33:00	
=1035111	=1066	=10006	=205281	=205281	[NULL]	[NULL]	=11386	=169 CURLING	=11/06/2012 01:00:00	=1	=F	[NULL]	[NULL]	=10/18/2012 18:13:00	
=1035112	=1040	=10002	=205284	=205284	[NULL]	[NULL]	=11814	=south brkrm	=11/02/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035113	=1035	=10002	=205286	=205286	[NULL]	[NULL]	=37847	=NORTH SHOP	=11/06/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035114	=1014	=0	=205307	=205307	[NULL]	[NULL]	=3012886	=NON SMOKING	=03/23/2010 07:00:00	=0	=F	[NULL]	[NULL]	=06/21/2011 12:33:00	
=1035115	=1024	=10002	=205327	=205327	[NULL]	[NULL]	=10731	=2ND FL	=11/05/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035116	=1016	=10002	=205329	=205329	[NULL]	[NULL]	=034330	[NULL]	=10/15/2012 01:00:00	=1	=F	[NULL]	[NULL]	=10/18/2012 18:13:00	
=1035117	=1026	=0	=205339	=205339	[NULL]	[NULL]	=57961	=CLIVE, IA	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=12/07/2009 06:59:00	
=1035118	=3795	=20009	=205345	=205345	[NULL]	[NULL]	=37296	[NULL]	=03/16/2010 10:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035119	=1024	=10002	=205349	=205349	[NULL]	[NULL]	=1406	=SALES BREAKROOM	=11/01/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035120	=1028	=10002	=205353	=205353	[NULL]	[NULL]	=58826	[NULL]	=11/06/2012 01:00:00	=1	=F	[NULL]	[NULL]	=03/20/2012 02:49:00	
=1035121	=1029	=10003	=205375	=205375	[NULL]	[NULL]	=37958	[NULL]	=11/07/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035122	=1076	=0	=205428	=205428	[NULL]	[NULL]	=12694	=#29 ENTRANCE	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=04/07/2010 19:22:00	
=1035123	=1017	=10002	=205430	=205430	[NULL]	[NULL]	=633-015316	=MENARDS SOUTH	=09/06/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035125	=0	=10006	=205434	=205434	[NULL]	[NULL]	=1046066	=PDIC CELL 3 ENCLOSED	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=06/09/2010 18:12:00	
=1035126	=1077	=0	=205437	=205437	[NULL]	[NULL]	=3012696	=#31	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=04/07/2010 19:22:00	
=1035127	=1078	=10002	=205439	=205439	[NULL]	[NULL]	=14640	=HP #1	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=12/30/2009 10:47:00	
=1035128	=1004	=10002	=205444	=205444	[NULL]	[NULL]	=12885	=Main Breakroom	=11/07/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035129	=3844	=10003	=205446	=205446	[NULL]	[NULL]	=3012890	=7TH FLOOR WEST	=11/06/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035130	=3844	=10003	=205447	=205447	[NULL]	[NULL]	=3012933	=5TH FLOOR EAST	=11/06/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035131	=1081	=0	=205451	=205451	[NULL]	[NULL]	=12605	=# 25	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=04/15/2010 07:59:00	
=1035132	=1054	=0	=205454	=205454	[NULL]	[NULL]	=5320310	=#18	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=04/07/2010 19:22:00	
=1035133	=1092	=10006	=205455	=205455	[NULL]	[NULL]	=431038518	=231 TIRE ASSEMBLY	=04/09/2010 07:00:00	=0	=F	[NULL]	[NULL]	=06/09/2010 18:12:00	
=1035134	=1082	=0	=205459	=205459	[NULL]	[NULL]	=12695	=#29 WEST	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=04/07/2010 19:22:00	
=1035135	=1067	=0	=205462	=205462	[NULL]	[NULL]	=5320311	=#29 EAST	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=04/07/2010 19:22:00	
=1035136	=1004	=0	=205472	=205472	[NULL]	[NULL]	=12891	=	=04/05/2010 07:40:00	=0	=F	[NULL]	[NULL]	=03/03/2011 13:31:00	
=1035137	=1056	=0	=205496	=205496	[NULL]	[NULL]	=3012606	=#3 ENTRANCE	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=04/07/2010 19:22:00	
=1035138	=1057	=0	=205508	=205508	[NULL]	[NULL]	=5320309	=# 14-2	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=04/07/2010 19:22:00	
=1035140	=1100	=10006	=205520	=205520	[NULL]	[NULL]	=3012934	=1ST FLOOR OFFICE	=11/06/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035141	=1050	=10003	=205524	=205524	[NULL]	[NULL]	=431042569	=LL1	=10/25/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035142	=1035	=10002	=205566	=205566	[NULL]	[NULL]	=46065	=RENTAL	=11/06/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035143	=1035	=10002	=205568	=205568	[NULL]	[NULL]	=3011339	=RENTAL	=10/25/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035144	=1035	=10002	=205571	=205571	[NULL]	[NULL]	=78587	=NORTH SHOP	=11/01/2012 01:00:00	=1	=F	[NULL]	[NULL]	=06/25/2012 01:50:00	
=1035145	=1035	=10002	=205573	=205573	[NULL]	[NULL]	=57134	=NORTH SHOP	=11/06/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035146	=1035	=10002	=205575	=205575	[NULL]	[NULL]	=57079	=SOUTH SHOP	=11/06/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035147	=1035	=10002	=205577	=205577	[NULL]	[NULL]	=53842	=SOUTH SHOP	=11/01/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035148	=1035	=10002	=205579	=205579	[NULL]	[NULL]	=47344	=OFFICE	=11/06/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035149	=1035	=10002	=205582	=205582	[NULL]	[NULL]	=11154	=OFFICE	=11/06/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035150	=1035	=0	=205583	=205583	[NULL]	[NULL]	=21983	=TRUCKERS LOUNGE	=03/25/2010 10:00:00	=0	=F	[NULL]	[NULL]	=09/27/2011 12:31:00	
=1035151	=3789	=20009	=205621	=205621	[NULL]	[NULL]	=7941	[NULL]	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035152	=1036	=10002	=205622	=205622	[NULL]	[NULL]	=58848	=EAST - ALTOONA, IA	=10/30/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035153	=1036	=10002	=205624	=205624	[NULL]	[NULL]	=39197	=EAST - ALTOONA, IA	=10/23/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035154	=1074	=10004	=205630	=205630	[NULL]	[NULL]	=	=#28	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=04/05/2010 10:44:00	
=1035155	=1059	=0	=205741	=205741	[NULL]	[NULL]	=012888	=AREA 8-2	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=04/07/2010 19:22:00	
=1035156	=1026	=0	=205756	=205756	[NULL]	[NULL]	=	=CLIVE, IA	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=11/22/2009 23:01:00	
=1035157	=1068	=10004	=205772	=205772	[NULL]	[NULL]	=	=#46	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=04/05/2010 19:21:00	
=1035158	=1052	=10004	=205777	=205777	[NULL]	[NULL]	=063210-607-B8589-ACC	=#23	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=04/05/2010 19:21:00	
=1035159	=1377	=20005	=205788	=205788	[NULL]	[NULL]	=063210607	[NULL]	=03/30/2010 06:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035160	=1004	=10002	=205796	=205796	[NULL]	[NULL]	=063210607B8500ACC	=Main Breakroom	=11/07/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035161	=0	=10002	=5821	=5821	[NULL]	[NULL]	=83020009AC	=MAIN BREAKROOM	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=07/01/2009 05:52:00	
=1035162	=1008	=10005	=205831	=205831	[NULL]	[NULL]	=	=1ST FLOOR	=03/12/2010 08:00:00	=0	=F	[NULL]	[NULL]	=03/09/2010 10:06:00	
=1035163	=1129	=20009	=205848	=205848	[NULL]	[NULL]	=	=MANUFACTURING	=04/09/2010 07:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035165	=1008	=0	=205868	=205868	[NULL]	[NULL]	=77190046 BE	=1ST FLOOR	=03/23/2010 08:10:00	=0	=F	[NULL]	[NULL]	=05/02/2011 12:34:00	
=1035166	=1129	=10004	=205879	=205879	[NULL]	[NULL]	=77190066BE	=WAREHOUSE	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=04/07/2010 19:22:00	
=1035167	=1340	=20005	=205888	=205888	[NULL]	[NULL]	=962-010037	=2nd floor breakroom	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035168	=1024	=10002	=205889	=205889	[NULL]	[NULL]	=	[NULL]	=10/16/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035169	=1030	=0	=205895	=205895	[NULL]	[NULL]	=670010940	=2-2	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=04/07/2010 19:22:00	
=1035170	=1340	=20005	=205897	=205897	[NULL]	[NULL]	=9610110032	=Main Lunchroom	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035172	=1098	=10006	=205921	=205921	[NULL]	[NULL]	=633011098	=PDIC CELL 3 ENCLOSED	=11/07/2012 01:00:00	=1	=F	[NULL]	[NULL]	=10/31/2012 04:19:00	
=1035173	=1084	=10006	=205926	=205926	[NULL]	[NULL]	=	=DEPT 179 OPEN	=10/22/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035174	=1042	=10006	=205933	=205933	[NULL]	[NULL]	=657010730	=DEPT 179 ENCLOSED	=11/07/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035175	=1042	=10006	=205934	=205934	[NULL]	[NULL]	=	=DEPT 179 ENCLOSED	=11/01/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035176	=1098	=10006	=205943	=205943	[NULL]	[NULL]	=	=PDIC CELL 3 ENCLOSED	=09/27/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035177	=1097	=10006	=205945	=205945	[NULL]	[NULL]	=657010729	=RECEIVING DOCK	=10/26/2012 01:00:00	=1	=F	[NULL]	[NULL]	=09/25/2012 01:50:00	
=1035178	=1073	=10006	=205948	=205948	[NULL]	[NULL]	=	=CELL 4 2ND FLOOR	=10/18/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035179	=1073	=10006	=205949	=205949	[NULL]	[NULL]	=65701657	=CELL 4 2ND FLOOR	=11/07/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035180	=1101	=10006	=205951	=205951	[NULL]	[NULL]	=637015688	=2ND FLOOR OFFICE	=10/16/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035181	=1102	=10006	=205953	=205953	[NULL]	[NULL]	=	=DEPT 135 OPEN	=09/17/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035182	=3433	=10002	=205956	=205956	[NULL]	[NULL]	=509-B2720	=MAIN BREAKROOM	=11/05/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035183	=1066	=10006	=205957	=205957	[NULL]	[NULL]	=637015787	=169 CURLING	=11/07/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035184	=1093	=10006	=205960	=205960	[NULL]	[NULL]	=	=NORTH CAFETERIA	=11/05/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035185	=1342	=20007	=205980	=205980	[NULL]	[NULL]	=010127	=5th Floor	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1035186	=1102	=10006	=205986	=205986	[NULL]	[NULL]	=	=DEPT 135 OPEN	=10/04/2012 01:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
