Id	MachineId	Name	GroupName	Inventory	Par	AlertLevel	Capacity	PriceInCents	DesiredPriceInCents	ItemId	VendsSinceInitializationQuantity	LastSaleDateTime	
=408	=41	=F2	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
=409	=41	=F3	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
=410	=41	=F4	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
=411	=41	=F5	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
=412	=41	=F6	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
=413	=41	=F7	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
=414	=41	=F8	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
=415	=41	=F9	=9	=0	=0	=-1000	=0	=0	=0	=2	=0	[NULL]	
=450	=48	=1	=A	=104	=120	=4	=288	=125	=125	=910	=330	=05/14/2013 12:48:24	
=451	=48	=2	=A	=0	=0	=-1000	=0	=125	=125	=910	=1677	=08/14/2013 21:32:31	
=452	=48	=3	=A	=0	=0	=-1000	=0	=125	=125	=910	=1736	=07/23/2013 13:24:53	
=453	=48	=4	=A	=0	=0	=-1000	=0	=125	=125	=910	=154	=03/07/2013 15:42:48	
=454	=48	=5	=A	=0	=0	=-1000	=0	=125	=125	=910	=697	=06/22/2013 13:08:24	
=455	=48	=6	=A	=0	=0	=-1000	=0	=125	=125	=910	=848	=07/11/2013 13:17:52	
=456	=48	=7	=A	=0	=0	=-1000	=0	=125	=125	=910	=988	=07/30/2013 13:29:02	
=457	=48	=8	=A	=0	=0	=-1000	=0	=125	=125	=910	=749	=05/16/2013 00:48:41	
=458	=48	=9	[NULL]	=7	=12	=4	=36	=175	=175	=992	=744	=08/13/2013 17:30:42	
=459	=48	=10	[NULL]	=5	=12	=4	=36	=175	=175	=993	=869	=08/19/2013 13:34:54	
=460	=48	=11	[NULL]	=10	=12	=4	=36	=175	=175	=996	=767	=07/03/2013 13:13:16	
=461	=48	=12	[NULL]	=6	=12	=4	=36	=175	=175	=995	=624	=07/30/2013 13:29:02	
=462	=47	=1	=A	=10	=12	=4	=36	=175	=175	=929	=849	=05/14/2013 20:48:49	
=463	=47	=2	=A	=0	=0	=-1000	=0	=175	=175	=929	=2860	=07/31/2013 09:54:42	
=464	=47	=3	=B	=6	=12	=4	=36	=175	=175	=931	=2840	=08/02/2013 13:49:15	
=465	=47	=4	=B	=0	=0	=-1000	=0	=175	=175	=931	=975	=08/06/2013 13:51:31	
=466	=47	=5	[NULL]	=8	=12	=4	=36	=175	=175	=921	=1685	=08/19/2013 13:56:19	
=467	=47	=6	[NULL]	=12	=12	=4	=36	=175	=175	=1154	=1371	=07/30/2013 09:50:18	
=468	=47	=7	[NULL]	=8	=12	=4	=36	=175	=175	=926	=3289	=07/16/2013 09:38:41	
=469	=47	=8	[NULL]	=7	=12	=4	=36	=175	=175	=947	=2139	=08/15/2013 13:54:01	
=470	=47	=9	[NULL]	=11	=12	=4	=36	=175	=175	=946	=742	=08/21/2013 13:58:21	
=471	=47	=10	[NULL]	=11	=12	=4	=36	=175	=175	=1146	=1674	=07/18/2013 09:38:42	
=472	=47	=11	[NULL]	=9	=12	=4	=36	=175	=175	=922	=2101	=07/31/2013 13:52:36	
=473	=47	=12	[NULL]	=8	=12	=4	=36	=175	=175	=914	=1215	=08/09/2013 21:51:34	
=474	=49	=1	[NULL]	=8	=18	=6	=32	=125	=125	=910	=1218	=08/21/2013 21:46:32	
=475	=49	=3	[NULL]	=15	=18	=6	=32	=125	=125	=910	=1150	=08/16/2013 13:44:05	
=476	=49	=5	[NULL]	=18	=18	=6	=32	=175	=175	=929	=885	=06/26/2013 21:15:36	
=477	=49	=6	[NULL]	=9	=18	=6	=32	=175	=175	=931	=1065	=08/21/2013 17:46:25	
=478	=49	=7	[NULL]	=17	=18	=6	=32	=175	=175	=921	=1029	=08/01/2013 13:37:04	
=479	=49	=8	[NULL]	=10	=12	=4	=32	=175	=175	=946	=474	=08/21/2013 13:46:33	
=480	=49	=9	[NULL]	=11	=12	=4	=32	=175	=175	=947	=807	=07/12/2013 17:23:47	
=481	=49	=10	[NULL]	=9	=12	=2	=32	=175	=175	=1146	=408	=08/13/2013 13:41:59	
=482	=49	=11	[NULL]	=8	=12	=2	=32	=175	=175	=995	=526	=07/15/2013 13:32:11	
=483	=49	=12	[NULL]	=8	=12	=2	=32	=175	=175	=996	=364	=07/27/2013 13:34:50	
=484	=28	=1	[NULL]	=11	=12	=4	=32	=175	=175	=1012	=18778	=08/21/2013 17:28:03	
=485	=28	=2	[NULL]	=17	=24	=4	=32	=175	=175	=912	=14381	=08/21/2013 17:28:03	
=486	=28	=3	[NULL]	=7	=8	=4	=32	=150	=150	=1372	=10398	=08/17/2013 13:25:58	
=487	=28	=4	[NULL]	=7	=12	=4	=18	=350	=350	=933	=15648	=08/21/2013 17:28:03	
=488	=28	=5	[NULL]	=7	=12	=4	=32	=175	=175	=990	=14062	=08/21/2013 17:28:03	
=489	=28	=6	[NULL]	=11	=12	=4	=32	=175	=175	=1132	=7926	=08/21/2013 13:28:02	
=490	=28	=7	[NULL]	=10	=12	=4	=32	=250	=250	=934	=6222	=08/14/2013 21:23:42	
=491	=28	=8	[NULL]	=11	=12	=4	=32	=300	=300	=919	=10459	=08/20/2013 17:26:06	
=492	=28	=9	[NULL]	=11	=12	=4	=32	=175	=175	=998	=13689	=08/21/2013 13:28:02	
=493	=28	=10	[NULL]	=9	=12	=4	=32	=175	=175	=999	=10333	=08/21/2013 17:28:03	
=529	=45	=A1	[NULL]	=6	=6	=1	=9	=275	=275	=1149	=1422	=08/14/2013 09:32:45	
=530	=45	=A2	[NULL]	=5	=6	=1	=9	=275	=275	=1148	=1531	=08/21/2013 17:01:56	
=531	=45	=A3	[NULL]	=5	=6	=1	=9	=275	=275	=1375	=1397	=08/21/2013 17:01:56	
=532	=45	=A4	[NULL]	=7	=8	=1	=9	=250	=250	=937	=1347	=08/19/2013 13:35:04	
=533	=45	=A5	[NULL]	=8	=8	=1	=9	=250	=250	=1341	=769	=07/23/2013 08:28:15	
=534	=45	=A6	[NULL]	=8	=8	=1	=9	=250	=250	=1342	=931	=07/31/2013 09:12:18	
=535	=45	=A7	[NULL]	=7	=8	=1	=9	=250	=250	=934	=901	=08/16/2013 09:32:44	
=536	=45	=A8	[NULL]	=6	=8	=1	=9	=250	=250	=936	=677	=08/21/2013 17:01:56	
=537	=45	=A9	[NULL]	=7	=8	=1	=9	=275	=275	=904	=570	=08/16/2013 13:32:49	
=538	=45	=B1	[NULL]	=7	=8	=1	=8	=175	=175	=1174	=1822	=07/19/2013 11:09:41	
=539	=45	=B2	=B	=14	=16	=1	=16	=175	=175	=929	=1311	=08/03/2013 11:14:38	
=540	=45	=B3	=B	=0	=0	=-1000	=0	=175	=175	=929	=1035	=08/21/2013 21:35:14	
=541	=45	=B4	=D	=15	=16	=2	=16	=175	=175	=931	=1290	=08/13/2013 17:30:34	
=542	=45	=B5	=D	=0	=0	=-1000	=0	=175	=175	=931	=1342	=08/17/2013 13:33:01	
=543	=45	=B6	[NULL]	=7	=8	=1	=8	=175	=175	=946	=1286	=08/20/2013 12:35:25	
=544	=45	=B7	[NULL]	=7	=8	=1	=8	=175	=175	=1028	=1376	=07/31/2013 15:12:28	
=545	=45	=B8	=A	=13	=16	=1	=16	=175	=175	=947	=1487	=08/17/2013 01:33:08	
=546	=45	=B9	=A	=0	=0	=-1000	=0	=175	=175	=947	=771	=07/29/2013 15:12:12	
=547	=45	=C1	[NULL]	=8	=8	=1	=8	=190	=190	=1244	=1361	=08/09/2013 21:30:12	
=548	=45	=C2	[NULL]	=8	=8	=1	=8	=190	=190	=1327	=1225	=08/19/2013 09:33:09	
=549	=45	=C3	[NULL]	=8	=8	=1	=8	=190	=190	=1170	=943	=06/20/2013 00:19:37	
=550	=45	=C4	[NULL]	=8	=8	=1	=8	=190	=190	=1074	=2081	=08/17/2013 01:33:08	
=551	=45	=C5	[NULL]	=8	=8	=1	=8	=190	=190	=1073	=1693	=08/01/2013 19:12:31	
=552	=45	=C6	[NULL]	=7	=8	=1	=8	=190	=190	=1130	=1563	=07/26/2013 15:10:12	
=553	=45	=C7	[NULL]	=7	=8	=1	=8	=190	=190	=1105	=1928	=08/20/2013 17:34:58	
=554	=45	=C8	[NULL]	=8	=8	=1	=8	=175	=175	=1146	=1843	=08/06/2013 11:14:56	
=555	=45	=C9	[NULL]	=7	=8	=1	=8	=175	=175	=1154	=1165	=08/10/2013 13:30:27	
=556	=45	=D1	[NULL]	=7	=8	=1	=8	=175	=175	=923	=1512	=08/16/2013 21:32:42	
=557	=45	=D2	[NULL]	=7	=8	=1	=8	=175	=175	=927	=1530	=07/24/2013 15:11:12	
=558	=45	=D3	=E	=14	=16	=1	=16	=175	=175	=921	=1475	=08/21/2013 13:35:06	
=559	=45	=D4	=E	=0	=0	=-1000	=0	=175	=175	=921	=1639	=08/21/2013 13:35:06	
=560	=45	=D5	[NULL]	=7	=8	=1	=8	=175	=175	=926	=1637	=08/20/2013 13:35:08	
=561	=45	=D6	[NULL]	=6	=8	=1	=8	=175	=175	=922	=1536	=08/21/2013 13:35:06	
=562	=45	=D7	[NULL]	=7	=8	=1	=8	=175	=175	=928	=1392	=08/13/2013 13:30:30	
=563	=45	=D8	[NULL]	=8	=8	=1	=8	=175	=175	=914	=1386	=08/01/2013 19:12:31	
=564	=45	=D9	[NULL]	=8	=8	=1	=8	=175	=175	=938	=1153	=08/14/2013 13:32:39	
=565	=45	=E1	[NULL]	=7	=8	=1	=8	=125	=125	=992	=1120	=08/16/2013 17:32:39	
=566	=45	=E2	[NULL]	=7	=8	=1	=8	=175	=175	=995	=1143	=08/07/2013 15:17:55	
=567	=45	=E3	[NULL]	=8	=8	=1	=8	=175	=175	=993	=1214	=08/16/2013 17:32:39	
=568	=45	=E4	[NULL]	=7	=8	=1	=8	=175	=175	=996	=1243	=07/31/2013 23:12:23	
=569	=45	=E5	=F	=32	=40	=5	=40	=125	=125	=910	=1522	=08/20/2013 13:35:08	
=570	=45	=E6	=F	=0	=0	=-1000	=0	=125	=125	=910	=1311	=08/15/2013 13:32:34	
=571	=45	=E7	=F	=0	=0	=-1000	=0	=125	=125	=910	=1318	=08/12/2013 17:30:41	
=572	=45	=E8	=F	=0	=0	=-1000	=0	=125	=125	=910	=1279	=08/20/2013 17:34:58	
=573	=45	=E9	=F	=0	=0	=-1000	=0	=125	=125	=910	=958	=07/29/2013 19:13:36	
=574	=45	=F1	=9	=0	=0	=0	[NULL]	=250	=300	=2	=0	[NULL]	
=575	=45	=F2	=9	=0	=0	=-1000	[NULL]	=250	=300	=2	=0	[NULL]	
=576	=45	=F3	=9	=0	=0	=-1000	[NULL]	=250	=300	=2	=0	[NULL]	
=577	=45	=F4	=9	=0	=0	=-1000	[NULL]	=250	=300	=2	=0	[NULL]	
=578	=45	=F5	=9	=0	=0	=-1000	[NULL]	=250	=300	=2	=0	[NULL]	
=579	=45	=F6	=9	=0	=0	=-1000	[NULL]	=250	=300	=2	=0	[NULL]	
=580	=45	=F7	=9	=0	=0	=-1000	[NULL]	=250	=300	=2	=0	[NULL]	
=581	=45	=F8	=9	=0	=0	=-1000	[NULL]	=250	=300	=2	=0	[NULL]	
=582	=45	=F9	=9	=0	=0	=-1000	[NULL]	=250	=300	=2	=0	[NULL]	
=662	=51	=1	=A	=44	=48	=6	=72	=125	=125	=910	=1347	=08/21/2013 14:00:43	
=663	=51	=3	=A	=0	=0	=-1000	=0	=125	=125	=910	=1264	=08/20/2013 13:58:43	
=664	=51	=5	[NULL]	=16	=18	=4	=36	=175	=175	=929	=1212	=08/01/2013 13:51:26	
=665	=51	=6	[NULL]	=10	=18	=4	=36	=175	=175	=931	=763	=08/20/2013 13:58:43	
=666	=51	=7	[NULL]	=18	=18	=4	=36	=175	=175	=921	=1099	=07/27/2013 13:49:10	
=667	=51	=8	[NULL]	=12	=12	=4	=36	=175	=175	=938	=620	=06/08/2013 13:18:30	
=668	=51	=9	[NULL]	=9	=12	=2	=36	=175	=175	=1146	=699	=08/19/2013 21:58:39	
=669	=51	=10	[NULL]	=8	=12	=2	=36	=175	=175	=947	=538	=08/08/2013 13:53:48	
=670	=51	=11	[NULL]	=12	=12	=2	=36	=175	=175	=993	=374	=07/18/2013 17:38:31	
=671	=51	=12	[NULL]	=9	=12	=2	=36	=175	=175	=995	=372	=08/20/2013 13:58:43	
=672	=54	=1	=A	=87	=96	=24	=216	=125	=125	=910	=722	=02/19/2013 09:33:35	
=673	=54	=2	=A	=0	=0	=-1000	=0	=125	=125	=910	=3027	=08/20/2013 17:35:15	
=674	=54	=3	=A	=0	=0	=-1000	=0	=125	=125	=910	=3032	=08/20/2013 13:34:54	
=675	=54	=4	=A	=0	=0	=-1000	=0	=125	=125	=910	=521	=08/14/2013 13:32:36	
=676	=54	=5	=A	=0	=0	=-1000	=0	=125	=125	=910	=1245	=05/10/2013 13:02:26	
=677	=54	=6	=A	=0	=0	=-1000	=0	=125	=125	=910	=2190	=07/11/2013 12:50:17	
=678	=54	=7	=A	=0	=0	=-1000	=0	=125	=125	=910	=2121	=07/11/2013 12:50:17	
=679	=54	=8	=A	=0	=0	=-1000	=0	=125	=125	=910	=1205	=05/17/2013 16:42:39	
=680	=54	=9	[NULL]	=9	=12	=4	=36	=175	=175	=992	=666	=07/27/2013 17:00:17	
=681	=54	=10	[NULL]	=7	=12	=4	=36	=175	=175	=993	=1393	=07/09/2013 08:50:14	
=682	=54	=11	[NULL]	=4	=12	=4	=36	=175	=175	=1154	=942	=08/21/2013 17:35:06	
=683	=54	=12	[NULL]	=7	=12	=4	=36	=175	=175	=995	=697	=07/16/2013 16:55:49	
=684	=35	=1	[NULL]	=6	=16	=4	=32	=175	=175	=1012	=10165	=08/21/2013 21:29:33	
=685	=35	=2	[NULL]	=12	=16	=4	=32	=175	=175	=912	=7693	=06/22/2013 13:00:07	
=686	=35	=3	[NULL]	=8	=12	=4	=32	=175	=175	=1132	=8737	=08/21/2013 13:29:27	
=687	=35	=4	[NULL]	=16	=24	=4	=32	=100	=100	=911	=9434	=08/20/2013 17:27:12	
=688	=35	=5	[NULL]	=10	=16	=4	=32	=175	=175	=990	=6235	=08/19/2013 21:28:26	
=689	=35	=6	[NULL]	=11	=16	=4	=32	=175	=175	=998	=5913	=08/17/2013 13:27:10	
=690	=35	=7	[NULL]	=15	=16	=4	=32	=175	=175	=999	=4421	=08/16/2013 13:26:59	
=691	=35	=8	[NULL]	=9	=12	=4	=32	=175	=175	=993	=4648	=08/20/2013 17:27:12	
=692	=35	=9	[NULL]	=7	=12	=4	=32	=175	=175	=995	=3331	=07/02/2013 09:04:52	
=693	=35	=10	[NULL]	=12	=16	=4	=32	=300	=300	=919	=3745	=08/16/2013 17:26:49	
=764	=9	=1	=A	=14	=18	=4	=32	=175	=175	=929	=990	=08/20/2013 00:58:37	
=765	=9	=2	=A	=0	=0	=-1000	=0	=175	=175	=929	=3967	=08/21/2013 17:00:52	
=766	=9	=3	=B	=15	=18	=4	=32	=175	=175	=931	=5350	=08/16/2013 12:58:24	
=767	=9	=4	=B	=0	=0	=-1000	=0	=175	=175	=931	=474	=08/21/2013 17:00:52	
=768	=9	=5	[NULL]	=15	=18	=4	=32	=175	=175	=921	=2761	=08/21/2013 17:00:52	
=769	=9	=6	[NULL]	=3	=12	=4	=32	=175	=175	=947	=2232	=08/21/2013 21:00:41	
=770	=9	=7	[NULL]	=8	=12	=4	=32	=175	=175	=926	=1855	=08/12/2013 08:56:13	
=771	=9	=8	[NULL]	=6	=12	=4	=32	=175	=175	=914	=1037	=08/21/2013 21:00:41	
=772	=9	=9	[NULL]	=3	=12	=4	=32	=175	=175	=995	=1639	=08/21/2013 13:00:49	
=773	=9	=10	[NULL]	=12	=12	=4	=32	=175	=175	=1146	=1491	=08/08/2013 11:36:05	
=774	=9	=11	[NULL]	=12	=12	=4	=32	=175	=175	=922	=1389	=07/29/2013 16:49:10	
=775	=9	=12	[NULL]	=8	=12	=4	=32	=175	=175	=1154	=1362	=08/20/2013 12:58:50	
=811	=10	=1	=A	=66	=144	=36	=240	=125	=125	=910	=496	=07/29/2013 10:15:31	
=812	=10	=2	=A	=0	=0	=-1000	=0	=125	=125	=910	=3998	=08/19/2013 22:24:13	
=813	=10	=3	=A	=0	=0	=-1000	=0	=125	=125	=910	=6926	=08/21/2013 22:26:27	
=814	=10	=4	=A	=0	=0	=-1000	=0	=125	=125	=910	=273	=07/23/2013 18:11:24	
=815	=10	=5	=A	=0	=0	=-1000	=0	=125	=125	=910	=128	=08/08/2013 18:19:25	
=816	=10	=6	=A	=0	=0	=-1000	=0	=125	=125	=910	=1703	=08/19/2013 10:24:10	
=817	=10	=7	=A	=0	=0	=-1000	=0	=125	=125	=910	=2536	=08/21/2013 18:26:19	
=818	=10	=8	=A	=0	=0	=-1000	=0	=125	=125	=910	=191	=06/08/2013 13:51:30	
=819	=10	=9	=A	=0	=0	=-1000	=0	=125	=125	=910	=60	=06/29/2013 14:01:54	
=820	=10	=10	=A	=0	=0	=-1000	=0	=125	=125	=910	=347	=08/21/2013 14:26:14	
=821	=10	=11	=A	=0	=0	=-1000	=0	=125	=125	=910	=458	=07/23/2013 18:11:24	
=822	=10	=12	=A	=0	=0	=-1000	=0	=125	=125	=910	=63	=06/15/2013 13:54:04	
=823	=7	=1	[NULL]	=10	=18	=4	=32	=175	=175	=1012	=6152	=08/21/2013 21:32:10	
=824	=7	=2	[NULL]	=10	=12	=4	=32	=175	=175	=912	=5874	=08/15/2013 13:29:46	
=825	=7	=3	[NULL]	=7	=12	=4	=32	=350	=350	=933	=2103	=08/21/2013 21:32:10	
=826	=7	=4	[NULL]	=15	=18	=4	=32	=175	=175	=990	=4286	=08/21/2013 21:32:10	
=827	=7	=5	[NULL]	=8	=12	=4	=32	=175	=175	=999	=2568	=08/21/2013 21:32:10	
=828	=7	=6	[NULL]	=10	=12	=4	=32	=250	=250	=934	=2619	=08/21/2013 21:32:10	
=829	=7	=7	[NULL]	=6	=12	=4	=32	=175	=175	=998	=3330	=08/21/2013 21:32:10	
=830	=7	=8	[NULL]	=9	=12	=4	=32	=175	=175	=1132	=3313	=08/07/2013 21:25:25	
=831	=7	=9	[NULL]	=11	=12	=4	=32	=175	=175	=993	=2176	=08/20/2013 13:32:14	
=832	=7	=10	[NULL]	=12	=18	=4	=32	=100	=100	=911	=2401	=08/21/2013 13:16:23	
=833	=5	=A1	[NULL]	=9	=9	=2	=9	=275	=275	=1148	=111	=08/21/2013 11:08:54	
=834	=5	=A2	[NULL]	=8	=8	=2	=8	=275	=275	=1375	=116	=08/20/2013 11:06:42	
=835	=5	=A3	[NULL]	=8	=8	=2	=8	=275	=275	=904	=115	=08/20/2013 10:06:53	
=836	=5	=A4	[NULL]	=8	=8	=2	=8	=250	=250	=1342	=131	=08/20/2013 08:06:55	
=837	=5	=A5	[NULL]	=8	=8	=2	=8	=250	=250	=1341	=131	=08/13/2013 12:04:30	
=838	=5	=A6	[NULL]	=9	=9	=2	=9	=250	=250	=934	=326	=08/21/2013 11:08:54	
=839	=5	=A7	[NULL]	=9	=9	=2	=9	=250	=250	=937	=174	=08/21/2013 10:08:51	
=840	=5	=A8	[NULL]	=8	=8	=2	=8	=250	=250	=1094	=190	=08/20/2013 19:06:37	
=841	=5	=A9	[NULL]	=8	=8	=2	=9	=150	=150	=1346	=173	=08/20/2013 09:06:50	
=842	=5	=B1	[NULL]	=8	=8	=2	=8	=175	=175	=1146	=130	=08/21/2013 11:08:54	
=843	=5	=B2	[NULL]	=8	=8	=2	=8	=175	=175	=1154	=121	=08/21/2013 11:08:54	
=844	=5	=B3	[NULL]	=8	=8	=2	=8	=175	=175	=914	=276	=08/21/2013 11:08:54	
=845	=5	=B4	[NULL]	=8	=8	=2	=8	=175	=175	=938	=187	=08/19/2013 16:06:44	
=846	=5	=B5	=A	=40	=40	=8	=40	=125	=125	=910	=301	=08/21/2013 11:08:54	
=847	=5	=B6	=A	=0	=0	=-1000	=0	=125	=125	=910	=296	=08/21/2013 09:08:51	
=848	=5	=B7	=A	=0	=0	=-1000	=0	=125	=125	=910	=291	=08/21/2013 18:08:57	
=849	=5	=B8	=A	=0	=0	=-1000	=0	=125	=125	=910	=163	=08/21/2013 17:08:56	
=850	=5	=B9	=A	=0	=0	=-1000	=0	=125	=125	=910	=67	=08/17/2013 08:06:28	
=851	=5	=C1	[NULL]	=8	=8	=2	=8	=175	=175	=1174	=188	=08/21/2013 21:08:59	
=852	=5	=C2	=B	=16	=16	=2	=16	=175	=175	=947	=189	=08/21/2013 13:08:38	
=853	=5	=C3	=B	=0	=0	=-1000	=0	=175	=175	=947	=194	=08/16/2013 13:06:23	
=854	=5	=C4	[NULL]	=8	=8	=2	=8	=175	=175	=946	=134	=08/21/2013 14:08:53	
=855	=5	=C5	=C	=16	=16	=2	=16	=175	=175	=929	=267	=08/19/2013 20:06:46	
=856	=5	=C6	=C	=0	=0	=-1000	=0	=175	=175	=929	=144	=08/19/2013 09:06:47	
=857	=5	=C7	[NULL]	=8	=8	=1	=8	=175	=175	=931	=110	=08/13/2013 13:04:16	
=858	=5	=C8	[NULL]	=8	=8	=1	=8	=175	=175	=1028	=99	=08/21/2013 10:08:51	
=859	=5	=C9	[NULL]	=8	=8	=1	=8	=175	=175	=928	=100	=08/21/2013 13:08:38	
=860	=5	=D1	=G	=16	=16	=2	=16	=175	=175	=926	=367	=08/21/2013 19:08:58	
=861	=5	=D2	=G	=0	=0	=-1000	=0	=175	=175	=926	=156	=08/21/2013 11:08:54	
=862	=5	=D3	[NULL]	=8	=8	=2	=8	=175	=175	=923	=235	=07/31/2013 17:57:38	
=863	=5	=D4	=F	=16	=16	=2	=16	=175	=175	=922	=320	=08/21/2013 13:08:38	
=864	=5	=D5	=F	=0	=0	=-1000	=0	=175	=175	=922	=249	=08/21/2013 11:08:54	
=865	=5	=D6	=D	=16	=16	=1	=16	=175	=175	=927	=271	=08/20/2013 17:06:51	
=866	=5	=D7	=D	=0	=0	=-1000	=0	=175	=175	=927	=402	=08/20/2013 11:06:42	
=867	=5	=D8	=E	=16	=16	=4	=16	=175	=175	=921	=284	=08/21/2013 14:08:53	
=868	=5	=D9	=E	=0	=0	=-1000	=0	=175	=175	=921	=149	=08/21/2013 08:06:49	
=869	=5	=E1	[NULL]	=8	=8	=2	=8	=175	=175	=995	=133	=08/20/2013 11:06:42	
=870	=5	=E2	[NULL]	=8	=8	=2	=8	=175	=175	=996	=103	=08/20/2013 11:06:42	
=871	=5	=E3	[NULL]	=8	=8	=2	=8	=190	=190	=1244	=234	=08/20/2013 11:06:42	
=872	=5	=E4	[NULL]	=8	=8	=2	=8	=190	=190	=1327	=79	=08/20/2013 11:06:42	
=873	=5	=E5	[NULL]	=8	=8	=2	=8	=190	=190	=1343	=137	=08/19/2013 07:06:43	
=874	=5	=E6	[NULL]	=8	=8	=2	=8	=190	=190	=1105	=155	=08/21/2013 09:08:51	
=875	=5	=E7	[NULL]	=8	=8	=2	=8	=190	=190	=1130	=70	=08/15/2013 11:04:34	
=876	=5	=E8	[NULL]	=8	=8	=2	=8	=190	=190	=1074	=199	=08/15/2013 11:04:34	
=877	=5	=E9	[NULL]	=8	=8	=2	=8	=190	=190	=1073	=255	=08/21/2013 13:08:38	
=878	=3	=1	[NULL]	=16	=24	=4	=32	=175	=175	=1012	=10690	=08/21/2013 18:12:30	
=879	=3	=2	[NULL]	=11	=12	=4	=32	=175	=175	=912	=4186	=08/09/2013 18:05:26	
=880	=3	=3	[NULL]	=15	=24	=4	=32	=175	=175	=990	=9164	=08/21/2013 14:12:27	
=881	=3	=4	[NULL]	=20	=24	=4	=32	=175	=175	=921	=8821	=08/20/2013 14:12:16	
=882	=3	=5	[NULL]	=16	=18	=4	=32	=300	=300	=919	=6574	=08/21/2013 14:12:27	
=883	=3	=6	[NULL]	=11	=18	=2	=32	=175	=175	=998	=5980	=08/21/2013 22:12:34	
=884	=3	=7	[NULL]	=5	=12	=2	=32	=175	=175	=1132	=4494	=08/21/2013 14:12:27	
=885	=3	=8	[NULL]	=12	=12	=2	=32	=250	=250	=934	=4680	=08/19/2013 18:10:12	
=886	=3	=9	[NULL]	=8	=12	=2	=32	=175	=175	=993	=6934	=08/20/2013 10:12:30	
=887	=3	=10	[NULL]	=15	=16	=4	=32	=350	=350	=933	=5324	=08/20/2013 14:12:16	
=888	=1	=A0	[NULL]	=6	=9	=1	=9	=100	=100	=966	=2	=08/21/2013 11:55:42	
=889	=1	=A2	[NULL]	=9	=11	=1	=11	=100	=100	=1328	=1	=08/21/2013 16:55:57	
=890	=1	=A4	[NULL]	=8	=9	=1	=9	=100	=100	=868	=0	=08/21/2013 10:55:46	
=891	=1	=A6	[NULL]	=4	=9	=1	=9	=100	=100	=869	=2	=08/21/2013 19:55:42	
=892	=1	=A8	[NULL]	=8	=9	=1	=9	=100	=100	=1362	=0	=08/20/2013 18:55:43	
=893	=1	=B0	[NULL]	=6	=9	=2	=9	=100	=100	=870	=1	=08/21/2013 19:55:42	
=894	=1	=B2	[NULL]	=7	=13	=2	=13	=175	=175	=812	=0	=08/21/2013 13:55:45	
=895	=1	=B4	[NULL]	=13	=15	=2	=15	=125	=125	=847	=0	=08/21/2013 11:55:42	
=896	=1	=B6	[NULL]	=11	=13	=2	=13	=80	=80	=1006	=1	=08/21/2013 20:55:50	
=897	=1	=B8	[NULL]	=6	=11	=2	=11	=100	=100	=866	=1	=08/21/2013 20:55:50	
=898	=1	=C0	[NULL]	=12	=13	=2	=13	=100	=100	=851	=0	=08/20/2013 10:55:44	
=899	=1	=C2	[NULL]	=7	=13	=2	=13	=80	=80	=957	=0	=08/21/2013 12:55:50	
=900	=1	=C4	[NULL]	=9	=11	=2	=15	=125	=125	=1017	=0	=08/21/2013 12:55:50	
=901	=1	=C6	[NULL]	=9	=13	=2	=13	=80	=80	=829	=1	=08/21/2013 19:55:42	
=902	=1	=C8	[NULL]	=9	=11	=2	=11	=100	=100	=1009	=0	=08/21/2013 11:55:42	
=903	=1	=D0	[NULL]	=15	=17	=3	=17	=125	=125	=1370	=0	=08/21/2013 16:55:57	
=904	=1	=D1	[NULL]	=12	=12	=2	=17	=125	=125	=1277	=1	=08/20/2013 18:55:43	
=905	=1	=D2	[NULL]	=10	=12	=2	=17	=150	=150	=822	=0	=08/21/2013 10:55:46	
=906	=1	=D3	[NULL]	=13	=17	=3	=17	=125	=125	=799	=0	=08/21/2013 15:55:50	
=907	=1	=D4	[NULL]	=19	=20	=3	=20	=125	=125	=811	=1	=08/21/2013 19:55:42	
=908	=1	=D5	[NULL]	=20	=20	=3	=20	=125	=125	=819	=0	=08/20/2013 12:55:46	
=909	=1	=D6	[NULL]	=14	=15	=2	=15	=150	=150	=1241	=0	=08/21/2013 09:55:53	
=910	=1	=D7	[NULL]	=11	=11	=2	=13	=200	=200	=1338	=0	=08/16/2013 10:53:27	
=911	=1	=D8	[NULL]	=7	=12	=2	=15	=100	=100	=1367	=0	=08/21/2013 14:55:41	
=912	=1	=D9	[NULL]	=8	=15	=2	=15	=125	=125	=807	=0	=08/21/2013 14:55:41	
=913	=1	=E0	[NULL]	=17	=17	=3	=17	=80	=80	=1158	=0	=08/20/2013 18:55:43	
=914	=1	=E2	[NULL]	=12	=15	=2	=17	=100	=100	=842	=0	=08/21/2013 17:55:51	
=915	=1	=E4	[NULL]	=16	=20	=2	=20	=175	=175	=958	=0	=08/21/2013 13:55:45	
=916	=1	=E6	[NULL]	=12	=15	=2	=15	=150	=150	=843	=0	=08/20/2013 18:55:43	
